Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;11.0;4;20.0;
3;1;11.0;10.0;5;20.0;2;9.0;10.3999996185;3;21.0;
4;1;11.0;10.0;5;20.0;2;11.0;10.0;3;21.0599999428;
5;1;12.0;10.0;5;20.0;2;12.0;10.0;3;21.1229639053;
6;1;13.0;10.0;5;20.0;2;13.336889267;10.0;3;21.1889609098;
7;1;14.0;10.0;5;20.3999996185;2;14.3566884995;10.0;3;21.6699410677;
8;1;14.1800003052;10.1999998093;5;20.7264003754;2;14.5009822845;10.1999998093;3;22.0818096399;
9;1;14.3268795013;10.3632001877;5;21.8194274902;2;14.62454319;10.3632001877;3;23.3055604696;
10;1;14.8187427521;10.9097137451;4;22.7316036224;2;14.9916677475;10.9097137451;3;24.3591253757;
11;1;15.8187427521;11.3658018112;4;23.4745616913;2;15.3077373505;11.3658018112;3;25.2546225786;
12;1;16.8187427521;11.7372808456;4;24.0673980713;2;17.3077373505;11.7372808456;3;26.0115795135;
13;1;17.8187427521;12.0336990356;5;24.5325260162;2;19.3077373505;12.0336990356;3;26.6527690887;
14;1;18.8187427521;12.2662630081;5;24.892534256;2;19.9958305359;12.2662630081;3;27.2010498047;
15;1;19.8187427521;12.446267128;5;25.0;2;20.819480896;13.3696737289;3;27.5091598034;
16;1;20.8187427521;12.5;5;25.0;2;21.819480896;13.5036640167;4;27.7222084999;
17;1;21.8187427521;12.5;5;25.0;3;22.819480896;13.5888834;4;27.9475471973;
18;1;22.8187427521;12.5;5;25.0;3;23.819480896;12.5;5;28.184896946;
19;1;23.25;12.5;6;25.0;3;24.5;13.5;5;28.4337999821;
20;1;23.25;12.5;6;25.0;3;24.5;14.2168998718;5;28.6936080456;
21;1;23.25;12.5;6;25.0;3;24.5;14.3468036652;5;28.9634776115;
22;1;23.25;12.5;6;25.0;3;24.5;14.4817390442;5;29.2423686981;
23;1;23.25;12.5;6;25.0;3;24.5;14.6211843491;5;29.5290522575;
24;2;23.25;12.5;5;25.0;3;24.5;14.7645263672;5;29.822124958;
25;2;23.25;12.5;5;25.0;3;24.5;15.7645263672;6;30.1200299263;
26;2;23.25;12.5;5;25.0;3;24.5;16.0840206146;7;30.4210863113;
27;2;23.25;12.5;6;25.0;3;24.5;16.2947597504;7;30.7235240936;
28;2;23.25;12.5;7;25.0;3;24.5;16.5064659119;8;31.0255246162;
29;2;23.25;12.5;7;25.0;4;24.5;16.7178668976;7;31.3252630234;
30;2;23.25;12.5;7;25.0;4;24.5;16.9276847839;7;31.6209526062;
31;2;23.25;12.5;7;25.0;4;24.5;17.1346664429;7;31.9108872414;
32;2;23.25;12.5;8;25.0;4;24.5;17.3376216888;7;32.1934814453;
33;2;23.25;12.5;8;25.0;4;24.5;17.5354366302;7;32.4673027992;
34;3;23.25;12.5;7;25.0;4;24.5;17.7271118164;7;32.7311000824;
