Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;11.0;6;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;6;20.0;
6;1;13.0;10.0;5;20.0;1;11.0;10.0;6;20.0;
7;1;14.0;10.0;5;20.3999996185;1;12.0;10.0;6;20.0;
8;1;14.1800003052;10.1999998093;5;20.7264003754;1;13.0;10.0;5;20.3999996185;
9;1;14.3268795013;10.3632001877;5;21.8194274902;2;14.0;10.5;4;21.7264003754;
10;1;14.8187427521;10.9097137451;5;22.7316036224;2;14.7768793106;10.3632001877;4;22.8694274426;
11;2;16.8187427521;11.3658018112;4;24.4745616913;2;15.2912425995;10.9097137451;4;23.8335785866;
12;2;18.8187427521;11.7372808456;4;25.1373981237;2;15.7251110077;11.3658018112;4;24.6305116415;
13;2;19.8187427521;12.0336990356;5;26.6393712759;2;18.3146324158;11.7372808456;4;25.2793427706;
14;2;20.8187427521;12.7476100922;5;27.8663167953;2;20.3146324158;12.0336990356;4;25.8024992943;
15;2;21.8187427521;13.3218622208;5;28.8434144258;2;21.3902301788;12.2662630081;4;26.2225775719;
16;2;22.8187427521;13.7689809799;5;29.6088042259;2;22.417263031;12.446267128;4;26.3921557665;
17;2;23.8187427521;14.1079788208;5;30.2042173147;2;23.4452133179;12.5;4;26.4563041925;
18;2;24.8187427521;14.3596715927;5;30.5816155672;2;24.4740791321;12.5;5;26.5224741697;
19;2;25.8187427521;14.5;5;30.6831297874;2;25.5038566589;12.5;5;26.5906432867;
20;2;26.8187427521;14.5;5;30.7894508839;2;25.9657897949;12.5;6;26.6607804298;
21;2;27.0499992371;14.5;12;30.9005856514;2;25.9973506927;12.5;6;26.7328453064;
22;3;27.0499992371;14.5;10;44.1657164097;2;26.0297813416;12.5;6;26.8067884445;
23;3;28.0499992371;14.5;10;45.1871986389;2;26.0630550385;12.5;6;26.8825509548;
24;3;29.0499992371;14.5;12;46.1484699249;2;26.0971488953;12.5;6;26.9600640535;
25;3;30.0499992371;14.5;12;47.0395493507;2;24.1320285797;13.5;6;27.0392494202;
26;3;31.0499992371;14.5;12;47.8547842503;3;24.25;13.5;6;27.120018959;
27;3;32.0499992371;14.5;12;48.5925898552;3;23.2040081024;13.5;6;27.2022752762;
28;3;33.0499992371;14.5;12;49.2548062801;3;23.25;13.5;6;27.2859115601;
29;3;34.0499992371;14.5;12;49.8458549976;3;22.25;13.5;6;27.3708124161;
30;3;35.0499992371;14.5;12;50.3718578815;3;21.316865921;14.5;6;27.4568536282;
31;3;36.0499992371;14.5;13;50.8398299217;3;21.25;13.5;6;27.5439035892;
32;3;37.0499992371;14.5;13;51.2570266724;3;22.25;14.2807321548;6;27.6318233013;
33;3;37.532043457;14.5;13;51.5645349026;3;23.25;14.3422765732;6;27.7204678059;
34;3;37.5999984741;14.5;13;51.722638607;3;22.25;13.5;6;27.8096864223;
35;3;37.5999984741;17.5;13;51.8818693161;3;21.5143585205;14.5;6;27.8993241787;
36;3;37.5999984741;20.5;13;52.0417299271;3;20.5546951294;15.5;6;27.989222765;
37;4;37.5999984741;23.5;12;51.8017129898;3;19.5951499939;16.5;6;28.079221487;
38;4;37.4199981689;26.5;13;51.6013054848;3;18.6356506348;17.5;6;28.1691586971;
39;4;37.2579994202;29.1199989319;14;51.436000824;3;17.6761207581;18.5;6;28.258872509;
40;4;37.112197876;29.9580001831;14;51.301697731;3;17.25;18.5;5;28.348202467;
41;4;36.9809799194;30.8122005463;14;51.1946706772;3;19.25;19.5;7;28.4369900227;
42;4;36.8628845215;31.5806064606;15;51.1115403175;3;19.25;20.5;8;28.5250804424;
43;4;36.7565917969;31.5543479919;15;51.049246788;3;21.25;21.5;8;28.6123232841;
44;4;36.6609344482;31.5382289886;14;52.005022049;3;21.25;22.5;8;28.6985738277;
45;4;37.5748405457;32.5308265686;15;51.9963693619;3;20.25;23.5;8;28.7836937904;
46;4;38.4973564148;33.5308532715;15;52.0012426376;3;19.9526615143;24.5;9;28.867552042;
47;4;38.4276199341;34.5371551514;14;52.0176235437;3;18.990398407;25.5;9;28.9500255585;
48;4;38.3648605347;35.5486984253;16;52.0437067747;3;18.0275115967;26.5;7;29.0310001373;
49;4;38.3083724976;36.5645599365;16;52.0778872967;3;17.063949585;27.5;8;29.110370636;
50;5;38.2575340271;37.0246772766;16;52.1187409163;4;17.0996665955;29.5;7;30.1880412102;
51;5;38.2117805481;36.606048584;16;53.7475967407;4;17.8846187592;31.5;6;29.8539270163;
52;5;38.8280410767;37.6063270569;17;55.0875298977;4;17.9187660217;33.5;7;29.9834706783;
53;5;39.3167877197;38.0596542358;18;56.1842815876;4;18.2425613403;35.5;5;30.1159543395;
54;6;39.6990394592;38.4325942993;15;74.2108083963;4;17.0;35.5;6;30.2516791821;
55;6;40.9405136108;37.549823761;14;76.0227872133;4;18.0;35.5;7;29.8909689188;
56;6;42.0499992371;37.5584793091;15;80.407782793;4;17.0;34.5;6;29.9900945127;
57;6;44.2486763;38.7666168213;14;83.4312878847;4;17.0;33.5;8;30.0902034044;
58;6;45.7405204773;41.2291984558;14;85.969886899;4;18.0;33.5;9;30.1915389597;
59;7;46.1046638489;43.6162643433;14;88.0826581717;4;17.0;32.5;10;30.2943701446;
60;7;45.7530517578;46.4398536682;15;89.6717180014;4;18.0;33.5;10;30.3989900947;
61;8;45.8500022888;48.5619812012;14;90.8875710964;4;17.0;32.5;10;30.5057175159;
62;8;45.8500022888;49.5765686035;15;91.9808729887;4;18.0;32.5;12;30.6148936152;
63;8;45.8500022888;50.5913200378;15;92.9872097969;5;19.0;32.5;9;40.7092436552;
64;8;45.8500022888;51.6062316895;15;93.7638326883;5;22.0;30.5;9;41.1751374006;
65;8;45.8500022888;52.6212921143;16;95.4643253088;5;25.0;29.5;9;41.6210429072;
66;8;46.8500022888;54.6364936829;16;96.3987898827;5;26.25;30.5;10;42.0460781455;
67;8;47.8500022888;56.6518249512;15;98.4179091454;5;27.25;31.5;10;42.4500477314;
68;9;49.4756278992;59.6672744751;14;116.722134829;5;28.25;32.5;9;42.8333717585;
69;9;52.3539848328;63.0;15;119.717073321;5;29.25;33.5;9;43.1969909668;
70;9;53.9766349792;67.0;16;122.649061441;5;30.25;34.5;12;43.5422663689;
71;10;54.1558799744;70.0;15;125.464700222;5;31.25;35.5;12;45.2062935829;
72;10;54.3573493958;73.0;16;128.131515503;5;32.0400009155;37.0;15;46.6251966953;
73;10;54.5830764771;75.0;17;130.637340426;5;30.3910007477;40.3899993896;15;47.8345383406;
74;10;54.8348617554;77.0;17;132.985594392;5;31.6585330963;39.6872596741;16;48.8717571497;
75;10;55.1141204834;79.0;16;135.188964009;5;31.5187683105;38.9097442627;15;49.6237578392;
76;10;55.4216537476;81.0;16;137.263633013;5;31.5999984741;39.0;15;50.1764543056;
77;10;55.7574539185;83.0;20;140.225165129;5;32.5999984741;40.0;16;50.7123830318;
78;10;58.1204833984;86.0;21;141.899700046;5;29.5999984741;40.0;16;51.1221597195;
79;11;59.8960914612;89.7485275269;20;153.526440382;5;27.5999984741;43.0;17;51.5049166679;
80;11;58.9490814209;95.7682800293;21;155.623715281;6;26.5999984741;47.0;16;51.8930723667;
81;12;61.9490814209;98.9895629883;21;156.650945902;6;26.5999984741;48.0;16;52.2860312462;
82;12;61.9490814209;104.031608582;22;159.414588213;6;25.5999984741;48.3269538879;16;52.6830859184;
83;12;63.8500022888;108.146766663;23;161.577149153;6;23.5999984741;51.5055656433;17;53.0834050179;
84;12;66.8500061035;110.951225281;23;164.149908662;6;22.5999984741;48.691493988;17;53.4860253334;
85;12;67.6813964844;115.029899597;24;166.086262107;6;21.5999984741;47.8840713501;18;53.8898487091;
86;12;68.5112609863;115.113601685;25;167.909049749;7;20.5999984741;48.0824928284;18;54.2936477661;
87;12;69.8952026367;115.908233643;25;171.002140164;7;19.5999984741;48.2858276367;19;54.6960763931;
