Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;5;20.0;1;8.0;12.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;11.0;5;20.0;
5;1;12.0;10.0;4;20.0;2;10.0;10.3000001907;4;21.0;
6;1;13.0;10.0;4;20.0;2;11.4499998093;10.0;4;21.0900000334;
7;1;14.0;10.0;4;20.3999996185;2;12.4905004501;10.0;4;21.1871190071;
8;2;14.6300001144;10.1999998093;3;21.7264003754;2;13.5342035294;10.0;4;21.7036092281;
9;2;14.7768793106;10.3632001877;3;22.9094275236;2;14.5866241455;10.1999998093;4;22.1564130783;
10;2;15.3092432022;10.9097137451;3;23.9187226295;2;14.9703855515;10.3632001877;4;23.4291926622;
11;2;17.3092422485;11.3658018112;3;24.7663000822;2;15.5431365967;10.9097137451;4;24.540822506;
12;2;19.3092422485;11.7372808456;3;25.4716243744;2;16.0433712006;11.3658018112;4;25.5043385029;
13;2;20.4506454468;12.0336990356;4;26.0574564934;2;18.6328907013;11.7372808456;4;26.3401436806;
14;2;21.5049610138;12.2662630081;4;26.5467036963;2;20.6328907013;12.0336990356;4;27.0718023777;
15;2;22.563117981;12.446267128;4;26.7922235727;2;21.9614181519;12.2662630081;4;27.7228300571;
16;2;23.6252441406;12.5;4;26.9393253326;2;23.092376709;12.446267128;4;28.1464314461;
17;2;24.6914386749;12.5;4;27.0956480503;2;24.2346363068;12.5;4;28.4879314899;
18;2;25.7617835999;12.5;4;27.261295557;2;25.3883113861;12.5;4;28.8545851707;
19;2;26.2675819397;12.5;5;27.4362905025;2;26.5533065796;12.5;4;29.2456488609;
20;2;26.3463306427;12.5;5;27.6205644608;2;27.1605415344;12.5;4;29.659784317;
21;2;26.4292545319;12.5;5;27.8139474392;2;27.3469028473;12.5;4;30.0950183868;
22;2;26.5162773132;12.5;5;28.016159296;2;27.5427589417;12.5;4;30.5487289429;
23;2;26.6072711945;12.5;5;28.2268030643;2;27.7469291687;12.5;5;31.0176672935;
24;2;26.7020606995;12.5;6;28.445360899;3;27.957950592;12.5;4;31.4980173111;
25;3;25.25;13.5;5;28.6711919308;3;28.1741065979;12.5;4;31.9854974747;
26;3;25.25;13.9684772491;5;28.9035346508;3;28.3934745789;12.5;4;32.4754953384;
27;3;25.25;14.061413765;5;29.141512394;3;28.6139717102;12.5;4;32.9632344246;
28;3;25.25;14.1566047668;5;29.3841423988;3;28.8334560394;12.5;4;33.4439563751;
29;3;26.25;12.5;5;29.6303496361;3;29.049779892;12.5;4;33.9131059647;
30;3;27.25;12.5;5;29.8789830208;3;27.2608985901;13.5;3;34.3665065765;
31;3;27.4455413818;12.5;5;30.1288366318;3;26.4649276733;14.5;3;34.8005027771;
32;3;27.557975769;12.5;5;30.3786706924;3;25.4649276733;13.5;3;35.2120742798;
33;3;27.6704025269;12.5;5;30.6272368431;3;25.4649276733;14.5;3;35.5988998413;
34;3;27.7822570801;12.5;6;30.8733024597;3;24.4649276733;13.5;4;35.9593791962;
35;3;27.8929862976;12.5;6;31.1156759262;3;24.4649276733;14.5;6;36.2926120758;
36;3;28.0020542145;14.5;6;31.353228569;3;24.4649276733;15.5;6;36.5983467102;
37;3;28.1089515686;16.5;6;31.5849161148;3;26.4649276733;17.5;6;36.8768987656;
38;3;28.2132110596;18.5;7;31.8097963333;3;27.5946044922;19.5;6;37.1290569305;
39;3;28.3144073486;20.5;7;32.0270428658;3;28.7080764771;20.5;6;37.3559846878;
40;3;28.4121704102;22.5;7;32.2359538078;3;29.8101921082;21.5;6;37.5591192245;
41;3;28.5061798096;22.5;5;32.4359588623;3;30.9016036987;22.5;9;37.7400808334;
42;4;28.5961818695;22.5;5;32.6266198158;3;30.9830360413;22.5;9;37.900595665;
43;4;28.6819801331;22.5;5;32.8076286316;3;31.055267334;22.5;9;38.0;
44;4;28.7634315491;22.5;5;32.9788007736;3;31.1000003815;22.5;10;38.0;
45;4;28.8404598236;22.5;5;33.1400680542;3;31.1000003815;22.5;10;38.0;
46;4;28.9130306244;22.5;5;33.2914676666;3;31.1000003815;22.5;10;38.0;
47;4;28.9811611176;22.5;6;33.4331302643;3;31.1000003815;22.5;11;38.0;
48;4;29.0449085236;22.5;6;33.5652666092;3;31.1000003815;22.5;11;38.0;
49;4;29.1043701172;22.5;7;33.6881551743;3;31.1000003815;22.5;11;38.0;
50;4;29.1596698761;22.5;7;33.8021306992;3;31.1000003815;22.5;13;38.0;
51;4;29.2109584808;22.5;7;33.9075689316;3;29.1000003815;23.5;13;38.0;
52;4;27.2109584808;23.5;8;35.0;3;30.1000003815;22.5;13;38.0;
53;4;27.2109584808;25.5;8;35.1599999666;3;31.1000003815;22.5;14;38.0;
54;4;27.25;27.5;8;36.8637443781;4;31.1000003815;22.5;11;66.75;
55;4;27.8125;29.8330001831;7;38.3115701675;4;32.0999984741;23.5;11;68.7625007629;
56;4;28.2554702759;31.4264163971;8;39.5406986475;4;33.0999984741;24.5;11;70.2967796326;
57;4;28.5944099426;32.8973693848;9;40.5954492092;4;33.0999984741;25.5;12;71.4120597839;
58;5;28.8478622437;33.2664642334;8;42.5172932148;4;33.0999984741;26.5;12;75.337346077;
59;5;29.4194869995;34.022228241;8;44.145765543;4;33.7255020142;28.0;12;78.283121109;
60;5;29.8460826874;34.6080932617;9;45.5459382534;4;34.2337646484;29.3899993896;12;80.4103899002;
61;5;30.1549777985;35.0544090271;9;46.7827754021;5;34.6410598755;30.6872596741;12;81.9145727158;
62;5;30.3736000061;35.3917922974;9;48.63296175;5;34.9645843506;31.9097423553;12;82.5640974045;
63;5;31.4000015259;36.5072097778;9;49.4969313145;5;35.153842926;33.0;12;82.773223877;
64;5;32.4000015259;37.5852737427;9;50.4040267467;5;35.2479476929;34.0;12;82.9544582367;
65;5;32.4000015259;38.6557426453;8;52.3519818783;5;35.3295059204;35.0;11;83.0;
66;5;33.4000015259;40.7190895081;8;53.5158094168;5;35.3499984741;36.0;11;83.0;
67;5;34.4000015259;42.7758255005;8;54.6717289686;5;35.3499984741;37.0;11;83.0;
68;5;34.4000015259;44.3779182434;9;55.8330373764;5;35.3499984741;38.0;10;83.0;
69;5;34.4000015259;45.3943519592;9;57.0504800081;5;33.3499984741;40.0;11;84.0;
70;5;34.4000015259;48.3943519592;9;58.3130431175;6;33.3499984741;43.0;10;84.0800000429;
71;5;34.4000015259;51.2930831909;10;59.6092579365;6;33.3499984741;46.0;12;84.165536046;
72;6;35.4000015259;53.3943519592;9;60.9281244278;6;32.3499984741;49.0;14;84.2568495274;
73;6;34.7737808228;54.3943519592;9;61.400318265;6;31.3499984741;52.0;14;84.3541692495;
74;6;32.2200012207;56.1143569946;9;61.9273841381;6;30.5999984741;55.0;14;84.4577066898;
75;6;32.0579986572;56.4147071838;9;62.4940668344;7;31.5999984741;58.0;14;85.5676511526;
76;6;31.9122009277;57.2648391724;12;63.0882331729;7;32.5999984741;61.0;16;85.7241643667;
77;6;31.7809810638;58.2151489258;14;63.7004676461;7;33.0680007935;64.0;16;85.8885589838;
78;6;31.6628818512;59.2044715881;15;65.3234549165;7;32.5999984741;67.0;18;86.0609263182;
79;6;32.5565948486;61.2289428711;16;66.0412837267;7;33.5999984741;67.0;19;86.241309762;
80;6;34.4609375;64.3196868896;16;68.4819917083;7;33.1251983643;69.0;19;86.4296988249;
81;7;35.876449585;68.1976013184;16;71.852963388;6;30.5999984741;66.0;20;85.3682756424;
82;7;37.1766586304;72.4793167114;17;73.832164526;6;31.5999984741;65.0;21;85.5253331661;
83;8;38.3887863159;76.2970123291;17;75.31919384;6;30.5999984741;67.0;22;85.6888401508;
84;8;38.4000015259;78.8588562012;18;76.5685946941;6;30.5999984741;69.0;23;85.8585371971;
85;9;38.4000015259;80.2992095947;18;77.7801023126;6;31.5999984741;68.0;22;86.0340931416;
86;10;38.4000015259;81.7112884521;16;78.8514701724;6;30.5999984741;70.0;20;86.2151043415;
87;10;38.4000015259;82.0633010864;15;79.8872398734;6;30.5999984741;72.0;18;86.4010946751;
