Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;4;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;4;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;4;20.0;1;9.0;11.0;6;20.0;
5;1;12.0;10.0;4;20.0;1;10.0;10.0;6;20.0;
6;1;13.0;10.0;4;20.0;1;11.0;10.0;6;20.0;
7;1;14.0;10.0;4;20.3999996185;1;12.0;10.0;6;20.0;
8;1;14.1800003052;10.1999998093;4;20.7264003754;1;13.0;10.0;6;20.3999996185;
9;2;14.7768793106;10.3632001877;3;22.8194274902;1;14.0;10.1999998093;6;20.7264003754;
10;2;14.8187427521;10.9097137451;3;23.8016036749;1;14.3268795013;10.3632001877;6;21.8194274902;
11;2;16.8187427521;11.3658018112;3;25.527978301;2;14.8187427521;11.2097139359;5;23.7316036224;
12;2;18.8187427521;12.1919136047;3;26.9758577347;2;15.6792221069;11.3658018112;5;24.5645617247;
13;2;19.8187427521;12.8766326904;3;28.1523915529;2;18.268743515;11.7372808456;5;25.2545170784;
14;2;20.8187427521;13.4234695435;3;29.086286068;2;20.268743515;12.0336990356;5;25.8242644072;
15;2;21.8187427521;13.8467197418;3;29.817078948;2;21.4000244141;12.2662630081;5;26.2967605591;
16;2;22.8187427521;14.1661024094;3;30.3863431215;2;22.4506454468;12.446267128;5;26.5249304771;
17;2;23.8187427521;14.4023637772;5;30.6831297874;2;23.5049610138;12.5;5;26.6541694403;
18;3;24.8187427521;14.5;3;30.7894508839;2;24.563117981;12.5;6;26.7922235727;
19;3;25.8187427521;14.5;4;30.9005856514;2;25.6252441406;12.5;6;26.9393253326;
20;3;26.8187427521;14.5;4;31.0165102482;2;26.1226959229;12.5;6;27.0956480503;
21;3;27.0499992371;14.5;5;31.1371679306;2;26.1930408478;12.5;6;27.261295557;
22;3;27.0499992371;14.5;5;31.2624664307;2;26.2675819397;12.5;6;27.4362905025;
23;3;27.0499992371;14.5;5;31.3922762871;2;26.3463306427;12.5;7;27.6205644608;
24;3;27.0499992371;14.5;6;31.5264284611;3;26.4292545319;12.5;6;27.8139474392;
25;3;27.0499992371;14.5;7;31.6647143364;3;25.25;13.5;6;28.016159296;
26;3;27.0499992371;14.5;6;31.8068845272;3;24.25;13.5;4;28.2268030643;
27;3;27.0499992371;14.5;6;31.9526493549;3;24.25;13.5;4;28.445360899;
28;3;27.0499992371;14.5;6;32.1016800404;4;25.25;14.5;3;28.6711919308;
29;3;27.0499992371;14.5;6;32.2536101341;4;24.25;13.5;3;28.9035346508;
30;3;27.0499992371;14.5;8;32.408039093;4;24.0065898895;14.5;3;29.141512394;
31;3;27.0499992371;14.5;8;32.5645349026;4;23.1136798859;15.5;3;29.3841423988;
32;3;27.0499992371;14.5;8;32.722638607;4;22.222864151;16.5;2;29.6303496361;
33;3;27.0499992371;14.5;7;32.8818693161;4;21.333656311;17.5;3;29.8789830208;
34;3;27.0499992371;15.5;8;33.0417299271;4;20.4455413818;18.5;3;30.1288366318;
35;3;27.0499992371;16.5;10;32.8017129898;4;19.557975769;19.5;3;30.3786706924;
36;3;26.8699989319;16.8210277557;10;32.6013054848;4;18.6704025269;20.5;4;30.6272368431;
