Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;11.0;6;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;6;20.0;
6;2;13.4499998093;10.0;4;21.0;1;11.0;10.0;6;20.0;
7;2;14.4499998093;10.0;4;21.469999671;1;12.0;10.0;6;20.0;
8;2;14.6614999771;10.1999998093;4;21.8705514669;2;13.0;10.3000001907;5;21.3999996185;
9;2;14.8417472839;10.3632001877;4;23.0649029016;2;14.0;10.1999998093;5;21.7864003181;
10;2;15.3792066574;10.9097137451;4;24.0861145258;2;14.3268795013;10.3632001877;5;23.824447155;
11;2;17.3792076111;11.3658018112;4;24.9461766481;2;15.1918172836;11.3242416382;5;25.6167405844;
12;2;19.3792076111;11.7372808456;3;25.6645179987;2;15.9410705566;12.156744957;5;27.1387354136;
13;2;20.5374469757;12.0336990356;4;26.2638499737;2;18.1918182373;12.8480396271;5;28.3969795704;
14;2;21.5978393555;12.2662630081;4;26.7670158148;2;20.1918182373;13.401008606;4;29.420060277;
15;2;22.6622600555;12.446267128;4;27.0267930031;2;21.1918182373;13.8295707703;4;30.2478231192;
16;2;23.7308006287;12.5;4;27.1883933544;2;22.1918182373;14.153301239;4;30.9224295616;
17;2;24.8035202026;12.5;4;27.3593420982;2;23.1918182373;14.3929729462;5;31.3472161293;
18;2;25.8804473877;12.5;4;27.5396113396;2;24.1918182373;14.5;5;31.5737879276;
19;2;26.3928260803;12.5;5;27.7290761471;2;25.1918182373;14.5;6;31.8163986206;
20;2;26.4780845642;12.5;5;27.9275052547;3;26.1918182373;14.5;5;32.0750453472;
21;3;26.5673770905;12.5;4;28.1345529556;3;27.0499992371;14.5;6;32.3494918346;
22;3;26.6605491638;12.5;4;28.3497540951;3;27.0499992371;14.5;6;32.6392397881;
23;3;26.7573890686;12.5;4;28.5725209713;3;27.0499992371;14.5;6;32.9435079098;
24;3;26.8576335907;12.5;5;28.8021440506;3;28.0499992371;14.5;6;33.2612161636;
25;4;26.9609642029;12.5;4;29.0377955437;3;28.967546463;14.5;6;33.1909828186;
26;4;27.0670089722;12.5;4;29.2785372734;3;28.9359416962;14.3000001907;6;33.1711287498;
27;4;27.1753425598;12.5;4;29.523332119;3;28.9270076752;14.1199998856;5;34.1957044601;
28;4;23.25;14.5;4;29.7710599899;3;27.781206131;13.9580001831;4;34.2889168262;
29;4;24.25;14.4084243774;4;30.0205359459;3;28.4309806824;13.8122005463;3;35.3550161123;
30;4;22.25;15.5082149506;4;30.2705316544;3;27.9175167084;14.8122005463;3;36.2544417381;
31;4;21.25;16.6082134247;5;30.5197997093;3;27.4309806824;16.1775054932;3;36.2690134048;
32;4;20.25;17.7079200745;5;31.76709795;3;26.9560775757;15.3834447861;4;36.3179841042;
33;4;20.25;19.2068386078;5;32.0412137508;3;26.4309806824;17.2234020233;4;36.395082593;
34;4;20.25;20.3164863586;6;32.3115794659;3;26.4309806824;18.2469215393;5;36.4945651293;
35;4;19.25;21.4246311188;7;32.5771048069;3;26.4913787842;18.3834457397;6;36.6112418175;
36;4;21.25;17.4371013641;7;32.8367936611;3;25.6550979614;19.3834457397;6;36.7404863834;
37;4;23.25;15.9494066238;8;33.0897582769;3;24.8133544922;20.3834457397;6;36.8782521486;
38;4;25.25;18.9494075775;8;33.3352314234;3;25.3475627899;20.4008464813;5;37.0210614204;
39;4;26.4659347534;21.9494075775;9;33.5725736618;3;26.4766731262;22.310760498;5;37.1659903526;
40;4;27.5577011108;23.9494075775;9;33.8012769222;3;27.5984306335;24.2296848297;6;37.3106383085;
41;4;28.6453399658;25.9494056702;10;34.0209624767;3;28.7125778198;26.1567153931;6;37.4530889988;
42;4;29.7286891937;27.9494056702;10;34.2313771248;3;27.7125778198;28.0910453796;9;37.5918655396;
43;4;30.8076400757;28.0302028656;11;34.4323865175;3;29.7125778198;29.0319404602;9;37.725877285;
44;4;30.8821411133;28.0443840027;11;34.623966217;4;32.4305992126;27.9787464142;8;37.8543717861;
45;4;30.9521903992;28.0587501526;12;34.8061873913;4;32.2991790771;27.9308719635;8;37.9768790007;
46;4;31.0178279877;28.0732955933;12;34.9792075157;4;33.0895957947;27.8877849579;9;38.0931617022;
47;5;31.0791320801;28.088010788;12;35.1432555914;4;33.1419219971;27.8490066528;9;38.2031686306;
48;6;31.1362171173;27.5;11;35.2986193895;4;31.1281375885;28.8141059875;9;38.3069946766;
49;6;31.8843784332;27.5;11;35.4456351995;4;31.312040329;28.7826957703;10;38.3385175467;
50;6;31.9505367279;27.5;12;35.5846725702;4;30.1099472046;28.7544250488;9;39.3273411989;
51;6;32.0131034851;27.5;12;35.6595385075;4;32.1049194336;28.7289829254;9;39.3513731956;
52;7;32.0467910767;27.5;7;50.6983793974;4;30.2430915833;31.7060852051;10;39.3806658983;
53;7;33.0642700195;28.5;7;51.4874696732;4;31.2245426178;30.6854763031;10;39.4147191048;
54;7;34.0818595886;29.5;7;52.196154952;4;29.4002361298;32.6669273376;8;39.4530827999;
55;7;34.0995521545;30.5;7;53.8235721588;4;29.3852119446;34.6502342224;8;39.4953457117;
56;7;33.1173248291;33.5;7;54.4122143984;4;29.3716907501;35.6352119446;9;39.5411294699;
57;7;33.1351737976;36.5;7;55.928247571;4;28.3716907501;34.6352119446;9;39.6111812592;
58;7;33.1530799866;39.5;6;58.017881155;5;28.3716907501;34.6352119446;4;56.2222846746;
59;7;34.5795631409;42.672000885;7;59.774959445;5;31.3716907501;34.0862808228;5;58.6353778839;
60;7;35.4626846313;45.1288299561;9;61.2416088581;5;34.3716888428;35.456287384;5;60.7375180721;
61;7;35.7869796753;47.1290817261;9;62.4641411304;5;33.3716888428;37.7371788025;6;62.551961422;
62;7;36.0456161499;48.4451751709;8;63.339360714;5;35.3716888428;37.9467582703;7;63.9044632912;
63;7;36.1868743896;48.6260032654;9;63.9631156921;5;36.5999984741;40.0;8;65.0040745735;
64;7;37.2485237122;47.6658782959;10;64.39889431;5;35.5999984741;41.0;8;65.9654990435;
65;7;36.3117713928;49.7073669434;10;64.6291482449;5;36.7722358704;41.0;9;66.8005055189;
66;7;36.3765945435;51.7504653931;10;64.8660316467;6;36.5999984741;43.0;8;67.5227394104;
67;7;36.4429512024;52.8852882385;11;65.1094155312;6;38.5999984741;43.0;9;68.1463849545;
68;7;36.5108108521;53.9315834045;12;65.3591345549;6;39.8561973572;44.0;11;68.5864884853;
69;7;36.580116272;56.9315834045;12;65.6149861813;6;37.8839416504;46.0;11;68.761906147;
70;7;36.6508102417;59.9315834045;13;65.8767280579;6;37.5999984741;48.0;12;68.8809300661;
71;7;36.7228355408;62.9315834045;13;66.1440782547;6;38.5999984741;51.0;13;69.0001394749;
72;7;36.7961044312;65.9315795898;15;66.4167146683;6;38.3499984741;52.0;15;69.1194062233;
73;7;35.8680267334;69.8227081299;15;66.6942746639;6;37.7427978516;55.0;15;69.2386014462;
74;7;35.8956985474;70.6740570068;17;66.9763557911;6;36.7693328857;58.0;13;69.3575971127;
75;8;36.9231758118;69.7964630127;16;67.262516737;7;35.7955322266;61.0;13;69.4762654305;
76;8;37.0998878479;69.8535995483;17;67.5522794724;7;33.3499984741;65.0;15;69.5944795609;
77;8;37.177986145;69.9117126465;18;67.8451313972;7;32.3499984741;67.0;17;69.7121145725;
78;9;37.2567062378;69.9706726074;19;68.1405286789;7;32.3499984741;67.0;18;69.8290474415;
79;9;36.5999984741;68.0303573608;19;68.4378995895;7;32.3499984741;67.0;18;69.9451577663;
80;10;36.5999984741;70.0906448364;17;83.7366483212;8;33.3499984741;68.0;17;85.0603280067;
81;10;39.5999984741;70.1513824463;18;85.0861592293;8;35.3499984741;69.7620544434;17;86.2244436741;
82;10;40.5999984741;73.2124404907;18;86.340780735;8;37.3499984741;70.8058013916;17;87.2923707962;
83;10;41.5999984741;76.2736663818;18;87.4893279076;8;38.3499984741;71.8495101929;19;88.2534561157;
