Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;6;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;6;20.0;1;9.0;11.0;6;20.0;
5;1;12.0;10.0;6;20.0;1;10.0;10.0;6;20.0;
6;1;13.0;10.0;6;20.0;1;11.0;10.0;6;20.0;
7;1;14.0;10.0;6;20.3999996185;2;12.0;10.3000001907;5;21.0;
8;2;15.1800003052;10.1999998093;5;21.7264003754;2;13.4499998093;10.0;5;21.5299996138;
9;2;16.3268795013;10.3632001877;5;22.8594274521;2;14.5085000992;10.1999998093;5;22.0018314123;
10;2;17.8187427521;10.9097137451;5;23.8127875328;2;14.9008235931;10.3632001877;4;23.3081688881;
11;2;19.8187427521;11.3658018112;5;24.5981152058;2;15.4886760712;10.9097137451;4;24.466154933;
12;2;21.8187427521;11.7372808456;5;25.2345055342;2;16.0097694397;11.3658018112;4;25.4912455082;
13;2;23.3439407349;12.0336990356;5;25.7443674803;2;18.5992908478;11.7372808456;4;26.4064147472;
14;2;23.5849647522;12.2662630081;4;26.1502821445;2;20.5992908478;12.0336990356;4;27.2378556728;
15;2;23.7676277161;12.446267128;4;26.3048160076;2;22.0361404419;12.2662630081;4;28.0116350651;
16;2;23.8371677399;12.5;4;26.3530313969;2;23.2223377228;12.446267128;4;28.5832509995;
17;2;25.8105049133;12.5;4;26.4023760557;2;24.4312057495;12.5;4;29.0998392105;
18;2;26.8327102661;12.5;4;26.4528282881;2;25.6636695862;12.5;5;29.6697235107;
19;2;27.8554134369;12.5;5;26.5043625832;2;26.9201183319;12.5;5;30.2922105789;
20;2;28.8786048889;12.5;5;26.5569496155;2;27.6314945221;12.5;5;30.9647336006;
21;2;28.9506263733;12.5;5;26.6105561256;2;27.934129715;12.5;5;31.6826052666;
22;2;28.9747505188;12.5;5;26.6651450396;2;28.2571716309;12.5;6;32.4389019012;
23;2;28.9993152618;12.5;5;26.72067523;3;28.5975055695;12.5;5;33.2245311737;
24;2;29.0243034363;12.5;5;26.7771017551;3;28.9510383606;12.5;5;34.0285177231;
25;2;29.0496959686;12.5;5;26.8343759775;3;29.3128318787;12.5;5;34.8385095596;
26;2;29.0754699707;12.5;6;26.8924454451;3;29.6773300171;12.5;5;35.6414785385;
27;2;29.101600647;12.5;7;26.9512542486;3;30.0386657715;12.5;5;36.424533844;
28;3;29.1280632019;12.5;6;27.0107431412;3;30.391040802;12.5;5;37.1757497787;
29;3;29.1548347473;12.5;6;27.0708494186;3;30.7290878296;12.5;5;37.8848962784;
30;3;28.25;13.3283395767;6;27.1315076351;3;28.7290878296;13.5;5;38.5439720154;
31;3;28.25;13.3526029587;7;27.1926498413;3;27.7290878296;13.5;5;39.1474952698;
32;3;28.25;13.3770599365;7;27.2542052269;3;27.7290878296;14.5;6;39.692527771;
33;3;28.25;13.4016819;7;27.3161010742;3;26.7290878296;13.5;6;40.1784791946;
34;3;29.25;15.4016819;7;27.3782629967;3;25.7290878296;13.5;6;40.6067428589;
35;3;29.3202171326;17.4016819;8;27.4406147003;3;25.7290878296;14.5;6;40.9802522659;
36;3;29.3482761383;19.4016819;7;27.5030794144;3;27.7290878296;16.5;5;41.3030128479;
37;3;29.3763847351;21.4016819;7;27.5655794144;3;29.5863571167;18.5;5;41.5796737671;
38;4;29.404510498;22.5;6;27.628036499;3;30.7108535767;20.5;5;42.815158844;
39;5;29.4326171875;22.5;5;40.190372467;3;32.816822052;22.5;5;43.0399999619;
40;5;31.4606666565;24.5;5;40.7325100899;3;34.9000015259;24.5;5;43.0915839672;
41;5;33.4886283875;26.5;6;41.2379522324;3;35.3912124634;25.5;6;43.1451634169;
42;5;33.9845581055;28.5;7;41.7057923079;3;35.4153213501;26.5;8;43.2007591724;
43;5;34.0214080811;30.5;7;42.1361376047;3;35.4403419495;27.5;8;43.2583864927;
44;5;34.0581550598;32.5;7;42.5299432278;3;34.9000015259;28.3808708191;8;43.3180543184;
45;5;34.0947570801;32.5;7;42.8888281584;4;35.4931259155;27.5;8;43.3797649145;
46;5;34.1311798096;32.5;8;43.2148923874;4;34.9000015259;27.5;8;43.4435132742;
47;6;34.167388916;32.5;7;44.5105435848;4;32.9000015259;29.5;9;43.5092867613;
48;6;35.2033538818;33.5;7;44.7983496189;4;32.5791778564;29.5;9;43.5770645142;
49;6;36.2390480042;34.5;7;45.0389360189;4;31.6096782684;30.5;10;43.6468170881;
50;6;36.7425231934;35.5;6;45.1372168064;5;29.8999996185;32.5;9;43.7185060978;
51;6;36.7867469788;37.5;7;45.2348815203;5;29.6733283997;32.5;9;44.7920838594;
52;6;36.830696106;39.5;7;45.3318678141;5;29.7064361572;34.5;10;44.9974932671;
53;6;36.8743400574;40.5;7;47.8597503901;5;30.0903720856;36.5;10;45.2200986147;
54;6;38.3987617493;43.0;7;49.3030328751;5;30.1250991821;38.5;10;45.4612543583;
55;6;39.8242835999;42.3899993896;8;50.5495685339;5;29.25;41.5;10;47.4715557098;
56;6;40.1662864685;42.6872596741;8;51.6430127621;5;29.7000007629;44.5011253357;11;50.200506568;
57;6;40.4408035278;42.9097442627;8;52.4766237736;6;32.0510025024;45.3899993896;10;51.7502200603;
58;7;40.5959892273;44.0;7;53.0678920746;6;33.3185348511;45.6872596741;12;53.109454155;
59;7;40.6694793701;45.0;8;53.6062961817;6;33.5711975098;45.6872596741;9;54.1742757559;
60;7;40.7423744202;46.836265564;8;54.1962848902;6;32.5214004517;47.0;10;55.0395913124;
61;7;40.8145484924;48.1369857788;8;54.8416463137;6;31.5854759216;47.0;10;55.8421961069;
62;7;40.8858833313;49.4777755737;13;55.5452983379;6;31.6511611938;47.665145874;9;56.5088533163;
63;7;40.9562683105;50.8608474731;14;56.308847785;6;31.7183074951;47.7028579712;9;58.2189848423;
64;7;41.0255966187;52.28748703;15;58.1321145296;6;31.3185329437;49.7421760559;10;59.050948143;
65;8;42.0937728882;54.7577171326;14;59.032666564;7;32.3185348511;51.7831115723;9;59.9274395704;
66;8;37.7873878479;60.4491119385;15;59.9856259823;7;33.3185348511;50.8256645203;12;60.8445831537;
67;8;38.5999984741;63.0178718567;16;60.9830442667;7;33.9979553223;51.8698272705;11;61.797203064;
68;8;42.444152832;62.4047393799;16;62.0141137838;7;32.3185348511;53.9155807495;12;62.7789018154;
69;8;42.8204879761;66.0143356323;19;63.0654881001;7;32.3185348511;54.5986785889;12;63.7822381258;
70;8;37.5999984741;71.7424163818;21;64.1219252348;7;33.2135696411;55.6536521912;13;64.7990018129;
71;9;39.5999984741;72.3830718994;20;65.1672180891;9;33.2853660583;56.7119102478;11;65.8205686808;
72;9;41.3640213013;73.3390426636;21;66.1853117943;9;31.3185329437;57.8698272705;16;66.8383027315;
73;10;42.3739700317;76.9485321045;18;82.161444068;9;31.3185329437;60.8385124207;17;67.8439724445;
74;11;43.9413108826;80.73097229;15;99.1331478357;9;31.3185329437;62.9069290161;17;68.8301215172;
75;11;46.9848480225;82.73097229;16;101.995938778;9;32.3185348511;61.9787559509;18;69.7903730869;
76;12;48.02684021;84.7820892334;17;104.588140011;9;32.3185348511;65.0539703369;18;70.7196278572;
77;12;49.0673027039;87.7907867432;18;106.892762065;9;34.3185348511;65.1324920654;18;72.614149332;
78;12;50.1062583923;90.7995452881;20;108.883995891;9;35.3185348511;68.7948455811;19;73.5315380096;
79;12;51.1326446533;93.4785919189;20;110.563976288;9;37.5999984741;69.9391479492;20;74.413582325;
80;12;50.1422195435;96.4786834717;21;111.990631938;9;38.5999984741;72.0870285034;20;75.2602211237;
81;13;48.1517219543;101.487518311;21;113.190120101;9;39.2282028198;74.2381362915;21;76.0722134113;
82;13;47.1611557007;106.496322632;23;114.190894723;9;39.2849617004;77.3920898438;22;76.850916028;
83;13;46.2999992371;112.769668579;23;114.922596216;10;39.3395614624;79.5484924316;17;94.8480767012;
84;13;47.1797828674;116.781661987;23;115.21174252;11;40.3919410706;82.7068634033;16;96.9025197029;
85;13;47.1889762878;121.79359436;26;115.275986075;11;39.3919410706;83.8667297363;17;98.7844971418;
