Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;6;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;6;20.0;1;9.0;11.0;5;20.0;
5;1;12.0;10.0;6;20.0;1;10.0;10.0;5;20.0;
6;2;13.4499998093;10.0;5;21.0;1;11.0;10.0;5;20.0;
7;2;14.4499998093;10.0;4;21.3999996185;1;12.0;10.0;5;20.0;
8;2;14.6300001144;10.1999998093;4;21.7264003754;1;13.0;10.0;5;20.3999996185;
9;2;14.7768793106;10.3632001877;4;22.8394274712;1;14.0;10.1999998093;5;20.7264003754;
10;2;15.2777423859;10.9097137451;4;23.7717995644;1;14.3268795013;10.3632001877;5;21.8194274902;
11;2;17.2777423859;11.3658018112;4;24.5351434946;1;14.8187427521;10.9097137451;5;22.7316036224;
12;2;19.2777423859;11.7372808456;4;25.1485489607;1;15.2292222977;11.3658018112;5;23.4745616913;
13;2;20.3052597046;12.0336990356;4;25.6344225407;2;17.8187427521;12.0372810364;4;25.0673980713;
14;2;20.535490036;12.2662630081;4;26.0153459311;2;19.8187427521;12.0336990356;4;25.5625259876;
15;2;20.706905365;12.446267128;4;26.1438889503;2;21.2822418213;12.2662630081;4;25.9531252384;
16;2;20.764749527;12.5;4;26.1651208401;2;22.2960090637;12.446267128;4;26.091766119;
17;2;22.725944519;12.5;4;26.1864993572;2;23.3100376129;12.5;4;26.1235172749;
18;2;23.7355651855;12.5;4;26.2080165148;2;24.3243255615;12.5;5;26.1558350325;
19;2;24.7452487946;12.5;5;26.2296639681;2;25.3388690948;12.5;5;26.1887089014;
20;2;25.754989624;12.5;5;26.2514331341;2;25.7849197388;12.5;5;26.2221269608;
21;2;25.8131446838;12.5;5;26.2733153105;2;25.7999572754;12.5;5;26.2560760975;
22;2;25.8229923248;12.5;5;26.2953014374;2;25.8152351379;12.5;5;26.2905418873;
23;2;25.8328857422;12.5;5;26.3173824549;2;25.8307437897;12.5;5;26.3255085945;
24;2;25.8428230286;12.5;6;26.3395489454;2;25.8464794159;12.5;5;26.3609591722;
25;4;25.8527965546;12.5;4;26.3617914915;2;23.8624305725;13.5;5;26.3968753815;
26;4;25.8628063202;12.5;4;26.3841004372;2;22.8785934448;14.5;5;26.4332377911;
27;4;25.872844696;12.5;4;26.4064661264;2;21.8949565887;15.5;5;26.4700255394;
28;4;25.8829097748;12.5;4;26.428878665;2;20.9115104675;16.5;5;26.5072168112;
29;4;25.8929958344;12.5;4;26.4513280392;2;19.9282474518;17.5;5;26.5447884798;
30;4;25.9030971527;12.5;4;26.4738043547;2;18.9451541901;18.5;5;26.5827163458;
31;4;25.9132118225;12.5;4;26.4962974787;2;17.962223053;19.5;6;26.6209751368;
32;4;25.9233341217;12.5;4;26.5187973976;2;16.9794387817;20.5;6;26.6595385075;
33;4;25.9334583282;12.5;4;26.5412938595;2;15.9967918396;21.5;6;26.6983793974;
34;4;25.9435825348;12.5;4;26.5637768507;2;15.0142707825;22.5;6;26.7374696732;
35;4;25.9536991119;12.5;4;26.5862361193;2;14.7818613052;23.5;6;26.7767804861;
36;4;25.9638061523;12.5;4;26.6086617708;2;14.7995510101;24.5;6;26.8162822723;
37;4;25.973897934;14.5;4;26.6310436726;2;14.8173274994;25.5;7;26.8559447527;
38;4;25.9839706421;16.5;4;26.6533719301;2;14.8351745605;26.5;9;26.8957372904;
39;4;25.9940166473;18.5;5;26.6756366491;2;14.8530817032;27.5;9;26.9356285334;
40;4;26.0040359497;20.5;5;26.6978281736;2;14.8710327148;28.5;9;26.9755871296;
41;4;26.0140228271;22.5;5;26.7199368477;2;14.8890142441;29.5;11;27.015581131;
42;4;26.0239715576;22.5;5;26.7419531345;2;15.9070110321;27.5;11;27.0555787086;
43;4;26.0338783264;22.5;5;26.7638677359;2;14.9250106812;28.5;13;27.0955479145;
44;4;26.0437412262;22.5;7;27.7856714725;2;14.9429969788;30.5;15;27.135456562;
45;4;27.0535526276;23.5;7;27.8473553658;2;14.9609556198;32.5;15;27.17527318;
46;4;28.0633087158;24.5;7;27.9100946188;2;14.9788722992;34.5;15;27.2149660587;
47;4;28.5595436096;25.5;9;27.9738824368;2;14.9967346191;36.5;16;27.2545039654;
48;4;28.5882472992;26.5;9;28.0387090445;2;15.0145263672;38.5;16;27.293856144;
49;4;28.6174201965;27.5;9;28.1045621634;2;15.0322351456;39.5;17;27.3329925537;
50;4;28.6470527649;27.5;11;28.1714262962;2;16.0498466492;37.5;17;27.3718836308;
51;4;28.6771430969;27.5;11;28.2392830849;2;15.0673475266;38.5;18;27.4105007648;
52;4;28.7076778412;27.5;11;28.3081108332;3;16.0847244263;40.5;19;28.4488155842;
53;4;28.7386493683;27.5;12;28.3778845072;3;18.1019668579;39.5;19;28.5168011189;
54;4;28.7700481415;27.5;14;28.4485756159;4;17.1190605164;41.5;19;28.5850224495;
55;4;28.801858902;27.5;14;28.5043625832;4;17.0;41.5;21;28.6534473896;
56;5;28.8269634247;27.5;12;38.5569496155;4;17.0;42.5;22;28.7220437527;
57;5;29.8506278992;28.5;13;39.0105557442;5;18.0;42.5;21;29.790779233;
58;5;30.8747501373;29.5;13;39.5435448885;5;21.0;41.5;20;29.8996216059;
59;5;30.8993148804;30.5;13;41.08074224;5;22.2019100189;41.5;21;30.0097224712;
60;6;31.389289856;32.0;7;57.3688155413;6;22.0;42.5;19;42.6210510731;
61;6;32.7816963196;34.3899993896;7;59.4909585714;6;26.0;43.5;18;43.2235738039;
62;6;34.0920448303;36.6872596741;9;61.3376655579;6;28.0;45.5;20;43.791228652;
63;7;34.3364677429;38.9097442627;8;62.7838551998;6;29.0;47.4669342041;21;44.3231438398;
64;7;34.4632225037;41.0;9;63.910815239;6;30.5659866333;49.4430122375;21;44.8194561005;
65;7;34.5100326538;43.0;9;64.9028372765;6;32.215763092;49.5133628845;22;45.2811433077;
66;7;34.5580635071;45.0;10;65.7685096264;6;33.6449584961;48.0384063721;23;45.7098402977;
67;6;32.6072502136;40.0;10;46.3162097931;8;34.323135376;48.0760192871;18;65.8684728146;
68;5;30.6575126648;29.0;10;32.6861460209;9;35.5871582031;47.1661148071;14;79.9036701918;
69;5;30.7087631226;29.0;10;32.8020224571;9;38.2769622803;48.2093887329;14;80.0742746592;
70;5;26.5999984741;31.7999992371;12;32.9196507931;9;37.9506263733;50.2531738281;14;80.2142788172;
71;5;27.5999984741;30.9678611755;12;33.038782835;9;37.9747505188;53.2974357605;15;80.2271571159;
72;5;25.5999984741;32.0155143738;12;33.1591556072;10;37.9967918396;54.2804794312;14;80.2532926798;
73;5;24.5999984741;33.0636634827;11;33.2804939747;10;39.0142707825;55.2984390259;14;82.5730644464;
74;5;23.5999984741;34.112197876;11;34.4025120735;10;40.8665046692;56.7236022949;14;84.5213572979;
75;5;23.5999984741;36.1610031128;10;34.5849170685;10;43.1273193359;59.1393127441;17;86.1217842102;
76;5;23.5999984741;38.2099685669;10;34.7703747749;11;44.4909248352;61.4628067017;15;109.096371293;
77;5;22.5999984741;40.2589645386;10;34.9586545229;11;40.7208976746;67.4895553589;15;111.153828979;
78;5;21.5999984741;42.3078765869;14;35.1495182514;11;39.3185348511;73.2203674316;17;113.661440849;
79;6;20.5999984741;44.3565864563;13;35.3427225351;12;39.3185348511;74.9079589844;16;114.883388758;
80;6;19.5999984741;44.6049728394;14;35.5380200148;12;40.3185348511;76.2404098511;16;118.816629291;
81;6;18.5999984741;46.452922821;14;35.7351613045;12;40.3185348511;80.3260955811;18;122.04213798;
82;6;18.0;47.5003242493;14;35.9338957071;12;43.3185348511;84.6410369873;19;124.668614149;
83;6;19.0;45.5470695496;14;36.1339724064;12;44.3185348511;92.1137008667;20;126.661588788;
84;6;18.0;46.5930557251;14;36.3351405859;13;48.3185348511;93.1646270752;20;128.022259593;
85;6;18.0;47.6381950378;14;36.5371512175;14;50.3185348511;93.6722793579;19;128.895296812;
86;6;19.0;45.6823959351;15;36.739757061;14;50.3185348511;99.7025756836;20;129.457675934;
