Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;6;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;6;20.0;1;9.0;11.0;5;20.0;
5;1;12.0;10.0;6;20.0;1;10.0;10.0;5;20.0;
6;1;13.0;10.0;6;20.0;1;11.0;10.0;5;20.0;
7;1;14.0;10.0;6;20.3999996185;1;12.0;10.0;5;20.0;
8;1;14.1800003052;10.1999998093;6;20.7264003754;1;13.0;10.0;5;20.3999996185;
9;1;14.3268795013;10.3632001877;6;21.8194274902;1;14.0;10.1999998093;5;20.7264003754;
10;1;14.8187427521;10.9097137451;6;22.7316036224;1;14.3268795013;10.3632001877;5;21.8194274902;
11;1;15.8187427521;11.3658018112;5;23.4745616913;1;14.8187427521;10.9097137451;5;22.7316036224;
12;1;16.8187427521;11.7372808456;5;24.0673980713;1;15.2292222977;11.3658018112;5;23.4745616913;
13;1;17.8187427521;12.0336990356;5;24.5325260162;1;16.8187427521;11.7372808456;5;24.0673980713;
14;1;18.0396366119;12.2662630081;5;24.892534256;1;17.8187427521;12.0336990356;5;24.5325260162;
15;2;19.2016410828;12.446267128;4;26.0;1;18.8187427521;12.2662630081;5;24.892534256;
16;2;20.25;12.5;4;26.0199999809;1;19.8187427521;12.446267128;5;25.0;
17;2;22.6606407166;12.5;4;26.0401959419;1;20.8187427521;12.5;5;25.0;
18;2;23.6697292328;12.5;4;26.0605818033;1;21.8187427521;12.5;6;25.0;
19;2;24.6789035797;12.5;5;26.0811508894;1;22.8187427521;12.5;6;25.0;
20;2;25.6881599426;12.5;5;26.1018965244;1;23.25;12.5;6;25.0;
21;2;25.7458534241;12.5;5;26.1228116751;1;23.25;12.5;6;25.0;
22;2;25.7552642822;12.5;5;26.1438889503;1;23.25;12.5;6;25.0;
23;2;25.764749527;12.5;5;26.1651208401;1;23.25;12.5;7;25.0;
24;2;25.7743034363;12.5;5;26.1864993572;2;23.25;12.5;7;25.0;
25;3;25.7839241028;12.5;5;26.2080165148;2;23.25;12.5;7;25.0;
26;3;25.7936077118;12.5;5;26.2296639681;2;23.25;12.5;7;25.0;
27;3;25.8033485413;12.5;5;26.2514331341;3;23.25;12.5;6;25.0;
28;3;25.8131446838;12.5;5;26.2733153105;3;23.25;12.5;6;25.0;
29;3;25.8229923248;12.5;5;26.2953014374;3;23.25;12.5;6;25.0;
30;3;25.25;13.0181207657;5;26.3173824549;3;23.25;12.5;6;25.0;
31;3;25.25;13.0269527435;5;26.3395489454;3;23.25;12.5;6;25.0;
32;3;25.25;13.0358200073;5;26.3617914915;3;23.25;12.5;6;25.0;
33;3;25.25;13.044716835;5;26.3841004372;3;23.25;12.5;6;25.0;
34;3;25.25;13.0536403656;5;26.4064661264;3;23.25;12.5;6;25.0;
35;3;25.25;13.0625867844;5;26.428878665;3;23.25;12.5;6;25.0;
36;3;25.25;13.0715513229;5;26.4513280392;3;23.25;12.5;7;25.0;
37;3;25.9030971527;15.0715513229;5;26.4738043547;3;23.25;12.5;8;25.0;
38;3;25.9132118225;17.0715522766;5;26.4962974787;3;23.25;12.5;8;25.0;
39;3;25.9233341217;19.0715522766;6;26.5187973976;3;23.25;12.5;7;25.0;
40;3;25.9334583282;21.0715522766;6;26.5412938595;3;23.25;13.5;8;25.0;
41;3;25.9435825348;22.5;5;26.5637768507;3;23.25;14.5;8;25.0;
42;3;25.9536991119;22.5;5;26.5862361193;3;23.25;15.5;9;25.0;
43;3;25.9638061523;22.5;5;26.6086617708;3;23.25;16.5;9;25.0;
44;3;25.973897934;22.5;6;26.6310436726;3;23.25;17.5;10;25.0;
45;3;25.9839706421;22.5;6;27.6533719301;3;23.25;17.5;10;25.0;
46;3;26.9940166473;23.5;7;27.7256366014;3;23.25;17.5;10;25.0;
47;3;28.0040359497;24.5;8;29.0665595531;4;23.25;17.5;7;40.0;
48;3;28.5840625763;26.125;8;30.144094944;4;24.25;18.5;9;40.75;
49;3;29.0446662903;27.6171875;8;30.9926838875;4;25.25;19.5;9;41.4193744659;
50;3;29.4013328552;28.9937877655;9;31.6535133123;4;26.25;20.5;9;42.0072898865;
51;4;29.6725940704;29.2754020691;8;32.1670608521;4;27.25;21.5;9;42.5162696838;
52;4;29.876657486;29.4822807312;8;32.3044492006;4;28.25;22.5;10;42.9513263702;
53;4;29.9105319977;29.5;8;32.4085206985;5;26.25;23.5;9;43.3190898895;
54;4;29.0499992371;30.2808876038;9;32.5146678686;5;25.25;24.5;9;43.6270179749;
55;4;29.0499992371;30.2968769073;9;32.6228364706;5;25.25;25.5;9;43.8827629089;
56;4;29.0499992371;30.312877655;9;32.7329633236;5;25.25;26.5;10;44.0;
57;4;29.0499992371;30.3288726807;9;32.8449761868;5;25.25;27.5;10;44.0;
58;4;29.0499992371;30.3448524475;9;32.9587936401;5;25.25;28.5;10;44.0;
59;4;29.0499992371;30.3608016968;9;34.0743250847;5;25.25;29.5;11;45.0;
60;4;30.0499992371;31.3767089844;10;35.430295825;5;26.25;31.5;11;45.0499999523;
61;5;31.5720005035;32.9725646973;6;51.4886310101;5;27.25;33.5;11;45.1019749641;
62;5;33.5719985962;35.4166183472;8;53.361379981;6;28.25;32.5;11;45.1559499502;
63;5;35.5719985962;37.7399291992;9;54.8978300095;6;27.25;34.5;12;45.2119446993;
64;6;37.5719985962;39.9396705627;8;55.9660037756;6;27.25;36.5;12;45.269973278;
65;6;40.4366874695;40.9551849365;10;56.9303513765;6;28.25;35.3889808655;12;46.912742734;
66;6;42.485710144;41.9705810547;11;57.79297328;6;27.7000007629;36.9399185181;14;48.2442574501;
67;6;43.5719985962;42.5795974731;11;58.5604103804;7;28.0510005951;38.3830947876;13;49.3097372055;
68;6;42.5719985962;43.6274795532;11;59.2420554161;7;28.3185329437;39.7357788086;13;50.1564882994;
69;7;44.5719985962;42.6765098572;11;59.8486996889;7;29.5187683105;38.015953064;14;50.6659506559;
70;7;46.5719985962;42.0308151245;12;60.3913882971;7;28.5999984741;39.1661643982;15;50.7548133135;
71;9;45.5719985962;43.7779464722;10;75.2819018364;7;28.5999984741;40.2283706665;15;50.8468565941;
72;9;46.4970016479;44.0;10;77.1895339489;7;29.5999984741;38.2928009033;15;50.9420278072;
73;9;47.4970016479;48.8094139099;10;78.1807280779;7;28.5999984741;39.3594207764;16;51.0402550697;
74;9;48.4970016479;51.9380989075;10;79.1260392666;8;28.5999984741;40.4281768799;14;52.1414465904;
75;9;48.4970016479;54.9934463501;10;81.0299540758;9;30.5999984741;38.0;7;67.3254898787;
76;9;49.4970016479;59.0496864319;10;82.0487929583;9;31.5999984741;42.0;8;68.5677870512;
77;9;50.4970016479;62.106754303;11;84.0607956648;9;33.1244888306;45.6465759277;8;69.7234025002;
78;10;51.4970016479;66.1552886963;11;85.1962695122;9;34.1655807495;45.7231063843;8;70.781842351;
79;10;52.4970016479;67.1558914185;12;87.3118600845;9;33.2093734741;48.8013076782;9;71.739467144;
80;10;52.8540000916;72.1687240601;14;89.2358388901;9;32.5999984741;51.8810462952;9;73.5985335112;
81;10;53.1473121643;74.8761520386;14;91.0624405146;9;34.5999984741;52.0595245361;9;74.4557254314;
82;10;53.383808136;77.1805343628;14;92.8863508701;9;35.3578720093;54.0445213318;10;78.1378711462;
83;10;52.5715484619;78.3096313477;15;94.7328102589;9;35.2299995422;58.827922821;11;81.1942290068;
84;10;51.7187042236;78.6639556885;15;97.4962658882;9;36.6437683105;61.4413909912;11;83.707628727;
85;10;51.7720031738;80.0496902466;14;99.3627048731;9;38.0944747925;61.9133987427;11;85.7751214504;
86;10;51.7720031738;81.4655456543;15;101.370774984;11;38.4540328979;65.2748260498;9;88.3206080198;
87;10;50.7720031738;82.9088897705;17;103.511834025;11;39.6711730957;68.4682312012;9;90.4494407177;
88;10;49.7720031738;88.5760192871;17;105.771614313;11;41.8005180359;69.5539779663;10;93.3372554779;
89;10;49.2000007629;91.615814209;17;108.130179644;11;42.9342041016;76.6395721436;10;94.0977953672;
