Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;11.0;5;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;5;20.0;
6;2;13.4499998093;10.0;4;21.0;1;11.0;10.0;4;20.0;
7;2;14.4499998093;10.0;4;21.3999996185;2;12.0;10.3000001907;3;21.0;
8;2;14.6300001144;10.1999998093;4;21.7264003754;2;13.4499998093;10.0;3;21.4999996424;
9;2;14.7768793106;10.3632001877;4;22.8394274712;2;14.4949998856;10.1999998093;3;21.9353003502;
10;2;15.2777423859;10.9097137451;4;23.7717995644;2;14.8708848953;10.3632001877;2;23.1829590797;
11;2;17.2777423859;11.3658018112;4;24.5351434946;2;15.4323320389;10.9097137451;2;24.267437458;
12;2;19.2777423859;11.7372808456;4;25.1485489607;2;15.9203472137;11.3658018112;2;25.2018244267;
13;2;20.3052597046;12.0336990356;5;25.6344225407;2;18.5098686218;11.7372808456;2;26.0066431761;
14;2;21.3145961761;12.2662630081;5;26.0153459311;2;20.5098686218;12.0336990356;2;26.7056586742;
15;2;22.3240089417;12.446267128;5;26.1438889503;2;21.7966518402;12.2662630081;2;27.3226804733;
16;2;23.3334922791;12.5;5;26.1651208401;2;22.9123077393;12.446267128;2;27.7113106251;
17;2;24.3430480957;12.5;5;26.1864993572;2;24.0388336182;12.5;2;28.0173821449;
18;2;25.3526668549;12.5;5;26.2080165148;2;25.1765651703;12.5;3;28.3487696648;
19;2;25.7936077118;12.5;6;26.2296639681;2;26.3256893158;12.5;3;28.7054548264;
20;2;25.8033485413;12.5;6;26.2514331341;2;26.9174537659;12.5;4;29.0869145393;
21;3;25.8131446838;12.5;5;26.2733153105;2;27.0891113281;12.5;4;29.4920539856;
22;3;25.25;12.5;5;26.2953014374;2;27.2714233398;12.5;4;29.9191560745;
23;3;25.8328857422;12.5;5;26.3173824549;2;27.4636192322;12.5;5;30.3658571243;
24;3;25.8428230286;12.5;5;26.3395489454;2;27.6646347046;12.5;5;30.8291530609;
25;3;25.25;13.0358200073;5;26.3617914915;2;27.8731193542;12.5;5;31.3054442406;
26;3;25.25;13.044716835;6;26.3841004372;2;28.0874500275;12.5;5;31.790620327;
27;3;25.25;13.0536403656;6;26.4064661264;2;28.3057785034;12.5;5;32.2801818848;
28;3;25.25;13.0625867844;6;26.428878665;2;28.5260810852;12.5;5;32.7693967819;
29;3;25.25;13.0715513229;6;26.4513280392;2;26.5260810852;13.5;5;33.2534770966;
30;3;25.25;13.0805311203;6;26.4738043547;2;25.5260810852;14.5;5;33.7277650833;
31;3;25.25;13.0895214081;6;26.4962974787;2;25.25;15.5;5;34.187912941;
32;4;25.25;13.0985193253;5;26.5187973976;2;25.25;16.5;5;34.6300430298;
33;4;25.25;13.1075191498;5;27.5412938595;2;25.25;17.5;6;35.0508718491;
34;4;26.25;13.5165176392;5;27.6037768126;2;25.25;18.5;7;35.4477939606;
35;4;27.25;13.5415115356;5;27.6674200296;2;25.25;19.5;8;35.8189210892;
36;4;27.25;13.5669679642;5;27.7322152853;2;26.25;17.5;8;36.1630792618;
37;4;28.4794960022;16.5669689178;6;27.7981511354;2;27.25;18.5;8;36.4797668457;
38;4;28.5091686249;19.5669689178;6;27.8652133942;2;28.25;19.5;8;36.7690839767;
39;4;28.5393447876;22.5669689178;6;27.9333845377;2;29.25;20.5;8;37.0316419601;
40;5;28.570022583;25.5669689178;5;28.0026441813;2;27.25;22.5;8;37.2684679031;
41;5;27.25;27.5;5;28.0729682446;2;26.25;24.5;8;37.4809007645;
42;5;28.6328353882;27.5;5;28.1443291903;2;25.25;25.5;9;37.6704978943;
43;5;28.6649475098;27.5;6;29.2166960239;2;26.25;23.5;10;37.8389520645;
44;5;29.6975135803;28.5;6;29.3200340271;2;27.25;22.5;10;37.9880180359;
45;5;30.7305164337;29.5;6;29.4248960018;2;28.25;22.5;10;38.0;
46;6;31.2412052155;30.5;5;29.5312329531;3;30.25;23.5;9;39.0;
47;6;29.7412948608;31.5;5;29.6389912367;3;32.25;24.5;9;39.0900000334;
48;6;31.3375453949;32.5;5;30.7481118441;3;33.0999984741;25.5;9;39.1871190071;
49;6;32.3866500854;33.5;5;30.8885313272;3;33.0999984741;26.5;9;39.2917383909;
50;6;33.436340332;34.5;5;31.0307723284;3;33.0999984741;27.5;9;39.4042263031;
51;6;33.486579895;35.5;6;31.1747547388;3;33.0999984741;27.5;10;39.5249304771;
52;6;33.5373458862;36.5;6;31.3203928471;3;33.0999984741;27.5;10;39.6541694403;
53;6;33.5885925293;37.5;6;32.4675952196;3;33.0999984741;27.5;11;39.7922235727;
54;7;34.6402931213;39.0779190063;6;32.656264782;3;33.0999984741;27.5;11;39.9393253326;
55;8;35.0799713135;39.5;5;32.8316938877;3;33.0999984741;27.5;11;40.0956480503;
56;8;35.1091766357;41.1110649109;4;33.0055172443;3;33.0999984741;27.5;11;40.261295557;
57;8;35.1366920471;42.128036499;5;34.2750973701;3;33.0999984741;27.5;11;40.4362905025;
58;8;35.6341247559;43.651550293;5;35.3326301575;3;33.0999984741;27.5;11;42.08365345;
59;8;36.0337524414;44.6949882507;6;36.2124686241;3;33.7255020142;28.0;11;43.4907500744;
60;8;36.351020813;45.0530319214;6;36.9503462315;4;34.2337646484;28.3899993896;10;44.6938316822;
61;8;37.3418197632;45.3384475708;6;38.4311205149;4;34.6410598755;28.6872596741;11;45.7308893204;
62;8;38.4995956421;46.4937858582;7;38.7784484625;5;34.9645843506;28.9097423553;11;48.1795353889;
63;9;39.5773887634;47.5610122681;6;39.1337099075;5;35.9145240784;29.6303386688;11;50.2305612564;
64;10;39.6563034058;48.6303672791;6;39.496548295;5;34.1848297119;30.6303386688;11;51.9378395081;
65;10;39.7362098694;49.7018203735;7;39.8665655851;5;33.4238128662;31.6303386688;10;53.3637986183;
66;10;39.816947937;50.7753372192;7;40.2433242798;5;32.6323928833;32.6303405762;10;54.4332528114;
67;10;39.00390625;52.4567947388;7;40.6263482571;6;32.8123703003;34.6303405762;10;57.1862502098;
68;10;39.0589141846;53.5572433472;6;41.0151262283;6;35.9661102295;34.6303405762;10;58.1039017439;
69;10;39.1140365601;52.0;7;41.409111619;6;36.4971084595;37.0;10;59.0099160671;
70;11;39.169128418;55.6510772705;4;42.8077281713;6;35.9661102295;40.0;12;59.3448892832;
71;12;38.5;55.7011871338;3;65.0603716373;7;35.9682006836;41.0;11;60.0676721334;
72;12;40.5;60.6432876587;4;66.9346892834;7;35.8296737671;43.0;10;60.8279465437;
73;12;42.0440063477;64.036239624;4;68.5920407772;7;35.977180481;44.0;12;61.6271839142;
74;12;44.0972671509;67.1227340698;5;70.0428155661;7;35.4477615356;45.0;11;62.466943264;
75;12;46.0945472717;70.2362747192;5;71.3105705976;7;34.9452171326;46.0;11;63.3486527801;
76;12;47.2092399597;72.3509063721;6;72.4251607656;7;34.1744041443;47.0;12;64.2733001113;
77;13;48.3279953003;73.4664382935;6;73.4173140526;7;33.4310379028;48.0;12;65.2410255075;
78;13;49.4509162903;74.5826721191;7;74.1662141085;7;32.7159500122;49.0;12;66.2506585121;
79;13;50.5780715942;75.6994018555;8;74.7627917528;7;32.0291519165;50.0;13;67.2992377281;
80;13;49.6615409851;77.8163986206;9;75.3697217703;7;31.3696403503;51.0;13;68.3815903664;
81;13;50.6082077026;79.9334869385;10;75.9864139557;7;31.5678958893;52.0;13;69.4900512695;
82;13;50.8028182983;82.0503997803;11;76.6121528149;7;31.9550209045;53.0;13;70.6144205928;
83;14;50.9029769897;83.4759674072;11;77.2460856438;7;32.3589096069;54.0;14;71.7422157526;
84;14;51.0085792542;84.6222686768;12;77.887209177;7;32.773601532;55.0;15;72.8592557907;
85;14;51.119430542;85.7680206299;13;78.534361124;7;32.7748985291;56.6492538452;15;73.9505289793;
86;15;51.2352638245;86.9129638672;13;79.1862163544;9;34.1774673462;58.6692047119;12;91.0012571216;
