Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;2;11.3000001907;10.0;4;21.0;1;7.0;13.0;6;20.0;
3;2;11.3000001907;10.0;4;21.0900000334;1;8.0;12.0;6;20.0;
4;2;11.3269996643;10.0;4;21.1871190071;1;9.0;11.0;6;20.0;
5;2;12.5342035294;10.0;4;21.2917383909;2;10.0;10.3000001907;4;21.0;
6;2;13.5812826157;10.0;4;21.4042263031;2;11.4499998093;10.0;4;21.0900000334;
7;2;14.631901741;10.0;4;21.9389723539;2;12.4905004501;10.0;4;21.1871190071;
8;2;14.8725376129;10.1999998093;4;22.4109756947;2;13.5342035294;10.0;4;21.7036092281;
9;2;15.0849380493;10.3632001877;3;23.7114653587;2;14.5866241455;10.1999998093;4;22.1564130783;
10;2;15.6701593399;10.9097137451;3;24.8527286053;2;14.9703855515;10.3632001877;4;23.4291926622;
11;2;17.6701602936;11.3658018112;3;25.8476524353;2;15.5431365967;10.9097137451;4;24.540822506;
12;2;19.6701602936;11.7372808456;3;26.7164058685;2;16.0433712006;11.3658018112;4;25.5043385029;
13;2;19.8187427521;12.4310503006;4;27.4822225571;2;18.6328907013;11.7372808456;4;26.3401436806;
14;2;20.8187427521;12.7087173462;4;28.168181181;2;20.6328907013;12.0336990356;4;27.0718023777;
15;2;22.8187427521;12.446267128;4;28.6269388199;2;21.9614181519;12.2662630081;4;27.7228300571;
16;2;24.4508647919;12.5;4;29.0031633377;2;23.092376709;12.446267128;4;28.1464314461;
17;2;25.6201667786;12.5;4;29.4033532143;2;24.2346363068;12.5;4;28.4879314899;
18;2;26.8002510071;12.5;4;29.8259272575;2;25.3883113861;12.5;5;28.8545851707;
19;2;27.421667099;12.5;5;30.268661499;2;26.5533065796;12.5;5;29.2456488609;
20;2;27.6208972931;12.5;6;30.7286863327;3;27.1605415344;12.5;4;29.659784317;
21;2;25.6208972931;13.5;7;31.2025241852;3;27.3469028473;12.5;4;30.0950183868;
22;2;25.25;14.0506305695;7;31.6861643791;3;27.5427589417;12.5;4;30.5487289429;
23;2;26.25;12.5;7;32.1751794815;3;27.7469291687;12.5;5;31.0176672935;
24;3;27.25;12.5;6;32.6648726463;4;27.957950592;12.5;4;31.4980173111;
25;3;25.25;13.5;6;33.1504516602;4;25.957950592;13.5;4;31.9854974747;
26;3;25.25;14.5;6;33.6272163391;4;25.25;14.5;4;32.4754953384;
27;3;25.25;15.5;6;34.0907382965;4;25.25;15.5;4;32.9632344246;
28;3;25.25;16.1362953186;5;34.5370264053;4;24.25;14.5;4;33.4439563751;
29;3;25.25;16.3148097992;5;34.9626617432;4;24.25;14.5;4;34.9131059647;
30;3;25.25;16.4850654602;6;35.3648881912;4;25.25;15.5;4;35.4065065384;
31;3;25.25;16.6459541321;6;35.7416639328;4;26.25;16.5;5;35.8816866875;
32;3;25.25;16.7966651917;6;36.0916633606;5;25.25;16.2568283081;4;36.3356277943;
33;3;25.25;16.9366645813;6;36.4142465591;5;25.25;15.5;4;36.7660073042;
34;3;25.25;17.0656986237;6;36.7093906403;5;24.7751979828;14.5;4;37.1712206602;
35;3;25.25;17.1837558746;6;36.9776067734;5;24.7953281403;15.5;4;37.5503599644;
36;3;26.25;18.5;6;38.2198410034;5;24.8159866333;16.5;4;37.9031627178;
37;3;28.25;20.5;6;38.4873731136;5;26.8371677399;19.5;4;39.2299301624;
38;3;30.25;22.5;6;38.7336974144;5;28.5946044922;22.5;4;39.5714329481;
39;3;31.25;24.5;7;38.9605096579;5;30.7080764771;25.5;4;39.8899968863;
40;3;32.25;26.5;7;39.1695748568;5;32.4639663696;28.5;2;40.1870353222;
41;3;33.0809326172;27.5;8;39.269973278;5;33.5785675049;31.5;2;40.4641379118;
42;3;33.0999984741;28.0079898834;8;39.3300433159;5;35.20885849;32.5;2;40.7229932547;
43;3;33.0999984741;28.0320167542;9;39.3921557665;5;35.7800178528;33.3482894897;2;40.9228929281;
44;3;33.0999984741;28.0568618774;10;39.4563041925;5;35.0999984741;33.5;2;41.0254912376;
45;3;33.0999984741;28.0825214386;10;39.5224741697;5;35.8743019104;32.5;3;41.130133152;
46;3;33.0999984741;28.1089897156;11;39.5906432867;5;35.0999984741;33.5;3;41.2367520332;
47;3;33.0999984741;28.1362571716;11;39.6607804298;5;35.0999984741;33.7840652466;4;41.3452737331;
48;3;33.0999984741;28.1643123627;12;39.7328453064;5;35.0999984741;33.8247108459;4;41.4556168318;
49;3;33.0999984741;28.1931381226;12;39.8067884445;5;35.0999984741;33.8658790588;4;41.5676927567;
50;3;31.1000003815;29.2227153778;13;39.8825509548;5;36.0048332214;32.5;6;41.6814055443;
51;3;30.1000003815;30.2530212402;11;39.9600640535;7;34.0999984741;35.5;4;42.7966526747;
52;3;29.1000003815;31.2840251923;12;40.0392494202;7;34.0999984741;37.9920539856;4;42.9533250332;
53;3;28.1000003815;32.315700531;13;40.120018959;7;33.5680007935;40.0348548889;5;43.1124908924;
54;4;27.25;33.3480072021;11;50.2022752762;7;32.0999984741;42.0779418945;6;43.2740305662;
55;4;29.25;32.3809089661;12;50.6859111786;7;31.1000003815;44.1212692261;7;43.4378159046;
56;4;31.25;32.4143638611;12;52.6392126083;7;30.1000003815;45.1647834778;8;45.1024671793;
57;4;32.7000007629;32.9483261108;12;54.3030974865;7;29.1000003815;44.2417259216;8;47.5150867701;
58;4;34.0510025024;33.3727416992;15;55.7113068104;7;29.1000003815;43.5;9;48.7715606689;
59;4;35.3185348511;34.7048187256;14;56.9006459713;8;29.1000003815;43.5;8;49.8527582884;
60;4;36.5187683105;35.9624710083;15;57.7584373951;8;29.1000003815;44.5;8;50.6462025642;
61;5;34.5999984741;38.0881881714;14;58.371888876;8;29.4271469116;46.5;9;51.238442421;
62;5;33.5999984741;40.1238746643;14;58.9255282879;8;29.4809055328;48.5;14;51.812633276;
63;6;32.5999984741;42.1597290039;12;65.3130247593;8;30.1647014618;50.165145874;15;52.2605077028;
64;6;34.5999984741;42.195690155;11;65.8063566685;8;28.75;52.2028579712;15;52.6716918945;
65;6;36.5999984741;43.2316894531;12;66.2673909664;8;29.75;52.2421760559;15;54.0911465883;
66;6;37.5999984741;45.1396408081;12;66.6978516579;8;30.75;55.2831115723;17;54.5982369184;
