Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;11.0;5;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;5;20.0;
6;1;13.0;10.0;5;20.0;1;11.0;10.0;5;20.0;
7;1;14.0;10.0;5;20.3999996185;1;12.0;10.0;5;20.0;
8;1;14.1800003052;10.1999998093;5;20.7264003754;1;13.0;10.0;5;20.3999996185;
9;1;14.3268795013;10.3632001877;5;21.8194274902;1;14.0;10.1999998093;5;20.7264003754;
10;2;15.2687425613;10.9097137451;4;23.7316036224;1;14.3268795013;10.3632001877;5;21.8194274902;
11;2;17.268743515;11.3658018112;4;24.5145616531;1;14.8187427521;10.9097137451;5;22.7316036224;
12;2;19.268743515;11.7372808456;4;25.1485819817;1;15.2292222977;11.3658018112;5;23.4745616913;
13;2;20.3052749634;12.0336990356;5;25.6560795307;1;16.8187427521;11.7372808456;5;24.0673980713;
14;2;21.3243408203;12.2662630081;5;26.0596417189;1;17.8187427521;12.0336990356;5;24.5325260162;
15;2;22.3439407349;12.446267128;5;26.211841464;1;18.8187427521;12.2662630081;5;24.892534256;
16;2;23.3640708923;12.5;5;26.2577478886;1;19.8187427521;12.446267128;5;25.0;
17;2;24.3847293854;12.5;5;26.3048160076;2;21.8187427521;12.8000001907;4;26.0;
18;2;25.4059104919;12.5;5;26.3530313969;2;23.8187427521;12.5;5;26.0499999523;
19;2;25.8588638306;12.5;5;26.4023760557;2;25.8187427521;12.5;5;26.1019749641;
20;2;25.8810691833;12.5;5;26.4528282881;2;27.25;12.5;5;26.1559499502;
21;2;25.9037723541;12.5;7;26.5043625832;2;28.25;12.5;5;26.2119446993;
22;2;25.9269638062;12.5;7;26.5569496155;2;28.795375824;12.5;6;26.269973278;
23;2;25.9506263733;12.5;7;26.6105561256;2;28.8214874268;12.5;7;26.3300433159;
24;2;25.9747505188;12.5;7;26.6651450396;2;28.8485183716;12.5;7;26.3921557665;
25;2;23.25;14.1660575867;7;26.72067523;2;28.8764705658;12.5;7;26.4563041925;
26;2;24.25;13.1882705688;8;26.7771017551;2;26.90533638;13.5;7;26.5224741697;
27;3;22.25;14.2108402252;7;26.8343759775;2;25.9351139069;14.5;7;26.5906432867;
28;3;21.25;15.2337503433;7;26.8924454451;2;24.25;15.5;7;26.6607804298;
29;3;20.25;16.2569789886;7;26.9512542486;2;23.25;16.5;7;26.7328453064;
30;3;19.25;17.2805023193;8;27.0107431412;2;22.25;17.5;7;26.8067884445;
31;4;18.25;18.3042964935;7;52.0708494186;2;21.25;18.5;7;26.8825509548;
32;4;21.1818828583;16.5;7;53.8815076351;2;20.25;19.5;7;26.9600640535;
33;4;23.2091789246;16.5;7;55.3470249176;2;19.25;20.5;7;27.0392494202;
34;4;24.2366924286;16.5;7;56.4912924767;2;18.25;21.5;7;27.120018959;
35;4;25.2643928528;16.5;8;57.3609828949;2;17.25;22.5;8;27.2022752762;
36;5;26.2922458649;17.5;7;70.7605586052;2;17.0;23.5;8;27.2859115601;
37;5;28.3202190399;19.5;7;71.8281145096;2;17.0;24.5;8;27.3708124161;
38;5;30.3482761383;21.5;7;72.474609375;2;17.0;25.5;8;27.4568536282;
39;5;31.3763847351;25.5;7;73.0650196075;2;17.0;26.5;9;27.5439035892;
40;5;32.404510498;29.5;8;73.5987892151;2;17.0;27.5;10;27.6318233013;
41;5;33.4326171875;33.5;8;74.0771989822;2;17.0;29.5;10;27.7204678059;
42;5;35.4606666565;33.5;8;74.5029535294;2;17.0;31.5;12;27.8096864223;
43;5;37.4886283875;34.5;9;74.8797545433;2;18.0;30.5;12;27.8993241787;
44;6;39.5164680481;33.5;8;75.2119057178;2;19.0;30.5;11;27.989222765;
45;6;40.25;33.5;9;75.5039803982;2;20.0;30.5;12;28.079221487;
46;6;41.7051544189;33.6747894287;9;75.7475619316;2;21.0;29.5;13;28.1691586971;
47;6;42.7874984741;33.6990242004;9;75.8075861931;2;22.0;28.5;14;28.258872509;
48;6;43.7874984741;33.723033905;9;75.8669772148;2;23.0;27.5;16;28.348202467;
49;6;44.7874984741;33.7467918396;10;76.9256706238;2;24.0;26.5;16;28.4369900227;
50;6;46.7874984741;34.7702674866;10;77.0036053658;2;25.0;25.5;16;28.5250804424;
51;6;48.7874984741;35.7934417725;10;77.0809195042;2;26.0;24.5;17;28.6123232841;
52;6;47.7874984741;37.8162879944;10;77.1575528383;2;27.0;23.5;17;28.6985738277;
53;6;47.7874984741;39.8387870789;10;77.2334483862;3;28.0;22.5;17;28.7836937904;
54;6;47.7874984741;41.8609199524;10;80.3034727573;3;29.25;23.5;16;29.867552042;
55;6;48.2375030518;43.9608306885;10;82.6706653833;3;30.25;24.5;16;30.0600255728;
56;6;48.5885009766;45.410282135;14;84.4629669189;3;28.25;26.5;17;31.5118792057;
57;6;48.3614807129;46.766998291;14;85.8098165989;3;27.25;28.5;17;32.7081795931;
58;7;48.2635345459;48.0488052368;12;86.1987216473;3;26.25;30.5;18;33.6840732098;
59;7;48.3499984741;48.3981399536;12;86.3401151896;3;25.25;31.5;19;34.4814479351;
60;7;48.3499984741;48.4568481445;13;86.4802671671;3;24.25;32.5;20;35.1414564848;
61;7;48.3499984741;48.5150718689;13;86.6189024448;3;23.25;33.5;19;35.435849905;
62;7;48.3499984741;49.5727043152;14;86.7557595968;3;22.25;34.5;20;35.7080247402;
63;7;48.3499984741;50.6296348572;14;86.8905935287;4;21.25;35.5;18;57.7438249588;
64;7;48.3499984741;51.6857643127;15;87.023177743;4;21.25;37.5;18;59.1310136318;
65;7;48.3499984741;52.7410087585;18;87.1533049345;5;21.25;39.5;17;60.3381953239;
66;7;48.3499984741;53.7952766418;19;87.2807878256;5;22.0;41.5;19;63.0084264278;
67;7;48.3499984741;53.8484954834;19;88.4054613113;5;23.0;43.5;19;65.1868419647;
68;7;49.3499984741;54.9005966187;20;88.6871817112;5;24.0;45.5;19;66.9620275497;
69;7;50.3499984741;55.9515228271;20;88.9895710945;5;25.0;46.5;19;68.3577342033;
70;7;50.9546813965;57.0012207031;24;89.3154213428;5;26.0;47.5;20;69.2682685852;
71;7;51.0493545532;58.0496559143;24;89.6676859856;5;27.0;48.5;21;70.8434171677;
72;7;51.1573753357;59.0967903137;24;90.0494087934;5;29.0;50.5;21;71.8413425684;
73;7;51.2801437378;59.1426010132;25;90.4636256695;5;32.0;50.5;22;72.8836717606;
74;7;50.3499984741;59.1870689392;26;90.9132313728;6;32.0999984741;51.5;23;73.9681180716;
75;7;49.3499984741;57.4276695251;26;91.4008101225;6;31.1000003815;54.5;22;75.0923610926;
76;7;48.7503318787;58.2000007629;27;91.9284335375;6;31.1000003815;57.5;22;76.2541587353;
77;8;47.9448127747;60.2000007629;25;92.4974266291;6;31.1000003815;59.5;23;77.4514131546;
78;8;47.1594085693;62.2000007629;26;93.1081192493;7;31.1000003815;61.5;23;78.6821684837;
79;9;46.3942527771;63.57371521;24;93.7595950365;7;31.1000003815;63.5;23;79.9445106983;
80;9;44.6489105225;66.1999969482;23;94.3918222189;7;32.0999984741;62.5;24;81.2363653183;
81;9;44.9222831726;62.2000007629;23;95.059017539;7;31.1000003815;64.5;25;82.5551800728;
82;9;44.2125320435;63.2000007629;23;95.7578811646;7;31.1000003815;66.5;24;83.8975315094;
83;9;44.517074585;64.1999969482;22;97.4810211658;8;31.1000003815;68.5;21;85.2586855888;
84;9;43.8325805664;65.1999969482;22;98.2796458006;8;32.0999984741;67.5;20;87.6321926117;
85;9;44.1550979614;67.1999969482;22;101.705770254;8;32.0999984741;70.5;21;89.0996006727;
86;9;44.48021698;70.1999969482;22;104.491068125;8;33.0999984741;73.5;22;90.5674948692;
87;9;42.8032684326;72.1999969482;17;106.774513364;8;33.0999984741;76.5;23;92.0238550901;
88;10;41.1196212769;74.1999969482;15;108.607115984;8;34.0999984741;77.5;23;93.4552993774;
89;10;40.4249191284;76.1999969482;15;109.908494115;8;33.0999984741;81.5;23;93.9254059792;
