Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;6;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;6;20.0;1;9.0;11.0;6;20.0;
5;1;12.0;10.0;6;20.0;1;10.0;10.0;6;20.0;
6;1;13.0;10.0;6;20.0;1;11.0;10.0;6;20.0;
7;1;14.0;10.0;6;20.3999996185;1;12.0;10.0;6;20.0;
8;1;14.1800003052;10.1999998093;6;20.7264003754;1;13.0;10.0;6;20.3999996185;
9;2;14.7768793106;10.3632001877;5;22.8194274902;1;14.0;10.1999998093;6;20.7264003754;
10;2;15.2687425613;10.9097137451;5;23.7816035748;1;14.3268795013;10.3632001877;6;21.8194274902;
11;2;17.268743515;11.3658018112;4;24.5765366554;1;14.8187427521;10.9097137451;6;22.7316036224;
12;2;19.268743515;11.7372808456;3;25.2233480215;1;15.2292222977;11.3658018112;6;23.4745616913;
13;2;20.3389205933;12.0336990356;3;25.7444707155;1;16.8187427521;11.7372808456;6;24.0673980713;
14;2;20.5850124359;12.2662630081;3;26.162507534;1;17.8187427521;12.0336990356;6;24.5325260162;
15;2;20.7731285095;12.446267128;3;26.3300433159;1;18.8187427521;12.2662630081;6;24.892534256;
16;2;20.8485202789;12.5;3;26.3921557665;1;19.8187427521;12.446267128;6;25.0;
17;2;22.8281116486;12.5;3;26.4563041925;1;20.8187427521;12.5;6;25.0;
18;2;23.8569774628;12.5;3;26.5224741697;1;21.8187427521;12.5;7;25.0;
19;2;24.8867549896;12.5;4;26.5906432867;1;22.8187427521;12.5;7;25.0;
20;2;25.9174308777;12.5;5;26.6607804298;1;23.25;12.5;7;25.0;
21;2;25.9973506927;12.5;5;26.7328453064;1;23.25;12.5;7;25.0;
22;2;26.0297813416;12.5;5;26.8067884445;1;23.25;12.5;7;25.0;
23;2;26.0630550385;12.5;5;26.8825509548;1;23.25;12.5;7;25.0;
24;2;26.0971488953;12.5;5;26.9600640535;1;23.25;12.5;8;25.0;
25;2;26.1320285797;12.5;5;27.0392494202;1;23.25;12.5;8;25.0;
26;2;26.1676616669;12.5;5;27.120018959;1;23.25;12.5;8;25.0;
27;2;26.2040081024;12.5;5;27.2022752762;1;23.25;12.5;8;25.0;
28;2;26.2410240173;12.5;5;27.2859115601;1;23.25;12.5;8;25.0;
29;2;26.2786598206;12.5;5;27.3708124161;1;23.25;12.5;8;25.0;
30;2;26.316865921;12.5;5;27.4568536282;1;23.25;12.5;8;25.0;
31;2;26.3555831909;12.5;5;27.5439035892;1;23.25;12.5;8;25.0;
32;2;26.3947563171;12.5;5;27.6318233013;1;23.25;12.5;8;25.0;
33;2;26.4343204498;12.5;5;27.7204678059;1;23.25;12.5;8;25.0;
34;2;26.4742107391;12.5;6;27.8096864223;1;23.25;12.5;8;25.0;
35;2;26.5143585205;12.5;6;27.8993241787;1;23.25;12.5;8;25.0;
36;2;26.5546951294;12.5;6;27.989222765;1;23.25;12.5;9;25.0;
37;2;26.5951499939;14.5;6;28.079221487;1;23.25;12.5;9;25.0;
38;2;26.6356506348;16.5;6;28.1691586971;1;23.25;12.5;9;25.0;
39;2;26.6761207581;18.5;6;28.258872509;1;23.25;12.5;9;25.0;
40;2;26.7164916992;20.5;7;28.348202467;1;23.25;13.5;9;25.0;
41;2;26.756690979;22.5;7;28.4369900227;1;23.25;14.5;9;25.0;
42;2;26.7966461182;22.5;7;28.5250804424;1;23.25;15.5;10;25.0;
43;2;26.8362865448;22.5;7;28.6123232841;1;23.25;16.5;10;25.0;
44;2;26.8755455017;22.5;7;28.6985738277;1;23.25;17.5;10;25.0;
45;2;26.914358139;22.5;7;28.7836937904;1;23.25;17.5;10;25.0;
46;2;26.9526615143;22.5;7;28.867552042;1;23.25;17.5;10;25.0;
47;2;26.990398407;22.5;7;28.9500255585;1;23.25;17.5;11;25.0;
48;2;27.0275115967;22.5;8;29.0310001373;1;23.25;17.5;11;25.0;
49;2;27.063949585;22.5;8;29.110370636;1;23.25;17.5;11;25.0;
50;2;27.0996665955;22.5;9;29.1880412102;2;23.25;17.5;10;25.0;
51;2;27.1346187592;22.5;10;29.2639269829;2;23.25;17.5;10;25.0;
52;2;27.1687679291;22.5;9;29.3379516602;2;23.25;17.5;10;25.0;
53;2;27.2020778656;22.5;9;29.4100503922;2;23.25;17.5;10;25.0;
54;2;27.2345218658;22.5;10;29.4801678658;2;23.25;17.5;11;25.0;
55;2;27.2660751343;22.5;11;29.5482587814;3;24.25;18.5;10;26.0;
56;2;27.2967166901;22.5;11;29.6142878532;3;25.25;19.5;9;26.0199999809;
57;2;27.3264293671;22.5;12;29.6782283783;3;25.7089996338;20.5;9;26.0401959419;
58;2;27.3552017212;22.5;12;29.7400636673;3;25.71808815;21.5;9;26.0605818033;
59;2;27.3830299377;22.5;12;29.799785614;3;25.25;22.5;9;26.0811508894;
60;2;27.40990448;22.5;12;31.0013871193;3;25.7365188599;22.5;9;27.1018965244;
61;2;27.9506244659;23.0;13;31.9813737869;3;26.7458534241;23.5;9;27.1528116465;
62;2;28.3916187286;23.3899993896;15;32.7734713554;3;27.25;25.2859687805;11;27.2044799328;
63;2;28.7480621338;23.6872596741;15;33.4128575325;3;27.764749527;25.5;12;27.2568869591;
64;2;29.035785675;23.9097423553;15;33.7839183807;3;27.25;27.3155841827;12;27.3100166321;
65;2;29.2027626038;24.0;16;33.9699339867;3;27.25;28.3305492401;12;27.3638515472;
66;2;29.2864685059;24.0;16;34.150826931;3;27.7936077118;28.077917099;13;28.4299311638;
67;2;29.3678703308;24.0;16;34.3260746002;4;28.2533493042;28.6001338959;14;29.2773079872;
68;2;29.4467315674;24.0;17;34.4952292442;5;28.0510005951;29.0129356384;13;29.9404785633;
69;2;29.522851944;24.0;17;34.6579198837;5;28.3185329437;30.2249031067;13;30.455354929;
70;2;29.5960617065;24.0;17;34.8138537407;5;29.1016540527;29.5800266266;14;30.707008481;
71;3;29.6662330627;24.0;15;66.9628143311;5;28.5999984741;30.6169815063;14;30.7793456316;
72;3;30.7332649231;25.0;16;69.9846606255;5;29.2027950287;29.7198982239;14;30.8528478146;
73;3;31.7970962524;26.0;16;72.2539730072;5;27.54829216;30.0;14;31.9274771214;
74;3;31.8576908112;27.0;15;73.8565969467;5;26.5999984741;33.7405586243;15;32.043191433;
75;3;31.9150485992;28.0;16;74.9430766106;5;26.5999984741;35.7828903198;16;32.1611288786;
76;4;31.9691905975;29.0;14;75.6003670692;5;25.5999984741;37.8257484436;17;32.2812409401;
77;4;32.0201644897;30.0;14;75.706744194;6;24.5999984741;39.8691101074;14;47.4034725428;
78;4;32.068031311;31.0;15;75.80641222;6;24.5999984741;42.8531799316;15;48.5777606964;
79;4;32.1128845215;32.0;15;75.8995885849;6;24.5999984741;47.4590988159;16;49.6590130329;
80;4;32.1548156738;33.0;16;75.9865164757;7;23.5999984741;50.545211792;16;50.6366058588;
81;4;32.1939315796;34.0;16;76.0;7;22.5999984741;52.5055885315;16;51.5067998171;
82;4;32.1999969482;35.0;17;76.0;7;21.5999984741;56.5296936035;19;52.2717862129;
83;4;32.1999969482;36.0;19;76.0;7;20.5999984741;58.8392524719;19;52.9382226467;
84;5;32.1999969482;37.0;18;76.0;7;21.5999984741;59.8605384827;20;53.5156438351;
85;5;32.1999969482;38.0;18;76.0;8;22.5999984741;60.9067153931;20;54.0150088072;
86;5;32.1999969482;39.0;18;76.0;8;23.5999984741;60.795715332;20;54.4475566149;
87;5;32.1999969482;40.0;18;76.0;8;22.3540344238;63.8266220093;20;54.725287199;
88;5;32.1999969482;41.0;18;76.0;9;21.3640213013;66.857673645;16;74.3652365208;
89;5;32.1999969482;42.0;19;76.0;9;21.0;70.8888244629;16;75.8711223602;
90;5;32.1999969482;43.0;19;76.0;9;22.0;75.9200515747;16;77.188552618;
91;5;32.1999969482;44.0;19;77.0;9;23.0;80.1860046387;17;78.3137542009;
92;5;33.1999969482;46.0;20;77.1499999762;10;24.0;84.2325057983;17;79.2570153475;
