Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;2;11.3000001907;10.0;3;21.0;1;6.0;14.0;4;20.0;
2;2;11.3000001907;10.0;3;21.0599999428;1;7.0;13.0;4;20.0;
3;2;11.3179998398;10.0;3;21.1229639053;1;8.0;12.0;4;20.0;
4;2;11.336889267;10.0;3;21.1889609098;1;9.0;11.0;4;20.0;
5;2;12.5350322723;10.0;3;21.2580518723;1;10.0;10.0;4;20.0;
6;2;13.5661230087;10.0;3;21.3302885294;1;11.0;10.0;3;20.0;
7;2;14.5986299515;10.0;3;21.8190145493;1;12.0;10.0;3;20.0;
8;2;14.8185567856;10.1999998093;3;22.2388005257;1;13.0;10.0;3;20.3999996185;
9;2;15.0074596405;10.3632001877;3;23.4601941109;2;14.0;10.5;2;21.7264003754;
10;2;15.5570878983;10.9097137451;3;24.5095257759;2;14.3268795013;10.3632001877;2;22.8694274426;
11;2;17.5570869446;11.3658018112;3;25.3986660242;2;14.8187427521;10.9097137451;2;23.8335785866;
12;2;19.5570869446;11.7372808456;3;26.1468911171;2;15.2292222977;11.3658018112;2;25.5397771597;
13;2;20.7545146942;12.0336990356;4;26.7767255306;2;17.8187427521;12.1919136047;2;26.9652100801;
14;2;21.8286323547;12.2662630081;5;27.3107893467;2;19.8187427521;12.8766326904;2;28.116912365;
15;2;22.9069576263;12.446267128;5;27.6016011238;2;20.8187427521;13.4234695435;3;29.0234827995;
16;2;23.9894638062;12.5;5;27.7940778732;3;21.8187427521;13.8467197418;3;29.7243605852;
17;2;25.0760784149;12.5;6;27.9954168797;3;22.8187427521;14.1661024094;3;30.2610317469;
18;2;26.1666793823;12.5;6;28.2052333355;3;23.8187427521;14.4023637772;3;30.5224741697;
19;2;26.6923542023;12.5;6;28.4230215549;3;24.8187427521;14.5;3;30.5906432867;
20;2;26.7903594971;12.5;6;28.6481528282;3;25.8187427521;14.5;3;30.6607804298;
21;2;26.8916683197;12.5;6;28.8798778057;3;26.8187427521;14.5;3;30.7328453064;
22;2;26.9959449768;12.5;6;29.117331028;3;27.0499992371;14.5;3;30.8067884445;
