Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;4;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;4;20.0;1;9.0;11.0;6;20.0;
5;1;12.0;10.0;4;20.0;1;10.0;10.0;6;20.0;
6;1;13.0;10.0;4;20.0;1;11.0;10.0;6;20.0;
7;1;14.0;10.0;4;20.3999996185;1;12.0;10.0;6;20.0;
8;1;14.1800003052;10.1999998093;4;20.7264003754;1;13.0;10.0;6;20.3999996185;
9;1;14.3268795013;10.3632001877;4;21.8194274902;1;14.0;10.1999998093;6;20.7264003754;
10;2;15.2687425613;10.9097137451;3;23.7316036224;2;14.3268795013;10.8632001877;5;22.8194274902;
11;2;17.268743515;11.3658018112;3;24.5145616531;2;15.2687425613;10.9097137451;5;23.8016036749;
12;2;19.268743515;11.7372808456;3;25.1485819817;2;15.7107219696;11.3658018112;4;24.6187127829;
13;2;20.3052749634;12.0336990356;4;25.6560795307;2;18.3002433777;12.3093566895;4;25.2899904251;
14;2;21.3243408203;12.2662630081;4;26.0596417189;2;19.8187427521;12.6449947357;4;25.8379784822;
15;2;22.3439407349;12.446267128;4;26.211841464;2;20.8187427521;12.9189891815;4;26.2853808403;
16;2;23.3640708923;12.5;4;26.2577478886;2;21.8187427521;13.1426906586;4;26.4848741293;
17;2;24.3847293854;12.5;4;26.3048160076;2;22.8187427521;13.2424373627;4;26.5816155672;
18;2;25.4059104919;12.5;4;26.3530313969;2;23.8187427521;13.290807724;4;26.6831297874;
19;2;25.8588638306;12.5;4;26.4023760557;2;24.8187427521;13.5098781586;4;26.7894508839;
20;2;25.8810691833;12.5;4;26.4528282881;2;25.25;13.5736703873;3;26.9005856514;
21;2;25.25;12.8632068634;6;26.5043625832;2;25.25;13.6403512955;4;27.0165102482;
22;2;25.25;12.8760910034;6;26.5569496155;2;25.25;13.7099056244;4;27.1371679306;
23;2;25.25;12.8892374039;6;26.6105561256;2;25.25;13.7823009491;6;27.2624664307;
24;2;25.9747505188;12.5;7;26.6651450396;3;25.25;13.8574800491;5;27.3922762871;
25;2;25.25;13.1660575867;8;26.72067523;3;25.25;14.6530485153;5;27.5264284611;
26;2;25.25;13.1882705688;8;26.7771017551;3;25.25;14.7737855911;5;27.6647143364;
27;3;25.25;13.2108402252;8;26.8343759775;3;25.25;14.8982429504;5;27.8068845272;
28;3;25.25;12.5;8;26.8924454451;3;25.25;15.0261964798;5;27.9526493549;
29;3;25.25;13.256978035;8;26.9512542486;3;25.25;15.1573848724;5;28.1016800404;
30;4;25.25;13.2805013657;6;42.0107431412;3;24.25;14.1573848724;5;28.2536101341;
31;4;26.25;13.5;7;42.8208494186;3;23.7141246796;14.5;5;28.408039093;
32;4;27.25;15.3283395767;7;43.5508821011;3;22.7836170197;15.5;6;28.5645349026;
33;4;27.25;16.3526039124;7;44.1999397278;3;20.25;16.5;6;28.722638607;
34;4;27.25;17.3770599365;7;44.7704749107;3;19.25;17.5;6;28.8818693161;
35;4;27.25;18.4016819;8;45.2674274445;3;18.25;18.5;6;29.0417299271;
36;5;27.25;19.4264411926;6;45.6973528862;3;17.25;19.5;6;29.2017126083;
37;5;28.25;22.4264411926;7;46.0676326752;3;16.25;20.5;6;29.3613057137;
38;5;28.3482761383;25.4264411926;7;46.3858423233;3;15.25;21.5;6;30.5200004578;
39;5;28.3763847351;28.4264411926;7;46.5655794144;3;15.25;23.2000007629;7;30.6972966194;
40;5;28.404510498;31.4264411926;8;46.628036499;3;16.0;24.2140007019;7;30.8729052544;
41;5;28.4326171875;33.5;8;46.690372467;3;17.46808815;24.2140007019;8;31.0463572741;
42;5;28.4606666565;34.5;8;46.7525100708;4;18.0;25.2140007019;8;31.2172087431;
43;5;29.4886302948;32.5;9;47.8143725395;4;19.4865188599;26.2140007019;8;31.385048151;
44;5;29.5164680481;34.5;9;48.0458842516;4;20.4958534241;27.2140007019;9;31.5494984388;
45;5;30.5441474915;36.5;11;48.3038823605;4;21.0;28.2140007019;9;31.7102212906;
46;6;31.5716362;35.5;10;48.5918323994;4;22.514749527;27.5;9;31.8669192791;
47;6;30.598903656;37.5;9;48.9134083986;4;23.0;28.3155841827;9;32.019336462;
48;6;30.62591362;39.5;10;49.2724065781;4;24.0;28.3305492401;10;32.167260766;
49;6;31.652639389;38.3621711731;10;49.6726186275;4;25.5436077118;27.5;11;32.3105217218;
50;6;30.6790523529;39.4987792969;10;50.1176564693;4;26.5533485413;27.5;11;33.4489910603;
51;6;30.705121994;40.6536216736;10;50.6107263565;4;28.0;29.3760032654;12;33.6325803995;
52;6;31.7308254242;38.8280029297;10;52.1543500423;4;29.25;30.3913211823;13;33.8132143021;
53;6;31.7561378479;41.0229530334;10;52.7500433922;4;30.3287734985;30.5;14;33.9909029007;
54;6;32.781036377;43.2390975952;10;53.3979673386;4;29.25;31.5;14;34.1656823158;
55;6;33.8054962158;42.476524353;10;54.0965857506;5;29.795375824;32.5;11;49.3376134634;
56;6;32.8295021057;44.7346343994;12;54.8423705101;6;30.25;34.3889808655;10;50.2567763329;
57;6;32.8530349731;47.0120277405;12;57.4892530441;6;31.8485183716;34.5;10;51.0926411152;
58;6;34.3581466675;46.6027984619;12;59.891450882;6;32.25;36.4745101929;11;51.8444814682;
59;7;33.7641143799;48.4117660522;12;62.0800068378;6;33.25;37.5194129944;11;52.4900718927;
60;8;34.0863494873;50.1506614685;11;64.0835802555;6;34.9351119995;37.5;11;53.0157740116;
61;8;34.3408813477;51.8300971985;12;65.7614244223;6;35.9657897949;37.5;12;53.476167798;
62;8;36.4758834839;51.3838691711;14;68.0060487986;6;36.9973526001;37.5;12;53.8786606789;
63;8;36.5289955139;53.844367981;14;69.3170415163;6;37.6178855896;37.5;13;55.2308452129;
64;8;36.5813369751;56.292263031;14;70.5811359882;6;38.7278823853;38.5;14;57.1519153118;
65;8;36.6327896118;58.1187934875;14;71.7806119919;6;39.5414161682;41.0;14;58.7575181723;
66;8;36.6832580566;59.5167160034;14;72.9028600454;6;40.9732208252;41.3899993896;16;60.0925825834;
67;8;36.7326431274;59.8808555603;14;73.9408482313;6;41.4273376465;42.6872596741;15;61.2043479681;
68;7;36.7808570862;61.1834411621;14;74.8928579092;7;42.5288124084;44.9097442627;14;61.9891004562;
69;7;36.8278274536;62.448135376;14;75.7616386414;7;42.7713546753;46.6059188843;14;62.3544772863;
70;7;35.8278274536;61.6759376526;14;76.5532677174;7;42.8636627197;47.6288757324;15;62.6913810968;
71;7;36.5999984741;61.869178772;14;77.2759305239;7;38.8999977112;51.6524085999;16;63.0287790298;
72;7;34.5999984741;64.0310668945;11;77.9388307333;8;37.8999977112;54.8804702759;15;63.3585823774;
73;7;34.5999984741;65.3187484741;12;78.5513118505;8;36.8999977112;57.1705322266;16;63.6169178486;
74;7;34.5999984741;66.4555358887;11;79.0284541845;8;35.8999977112;59.3412780762;17;63.8806607723;
75;7;34.5999984741;66.5346832275;11;79.3837037086;8;35.8999977112;58.5155906677;15;64.1491620541;
76;7;34.5999984741;66.5616760254;12;79.7475358248;8;35.8999977112;61.3717193604;13;64.4217096567;
77;7;34.5999984741;66.5888671875;13;80.1193306446;8;33.8999977112;65.3868103027;12;64.6975361109;
78;7;34.5999984741;66.6162261963;13;80.4982866049;8;33.8999977112;66.401802063;12;64.9758279324;
79;7;35.5999984741;66.6437454224;15;80.8834199905;8;31.8999977112;70.4166870117;12;65.2557380199;
80;7;34.5999984741;67.6714019775;15;81.2735668421;8;30.8999977112;74.4314727783;15;65.5363959074;
81;7;34.5999984741;68.6991653442;16;81.6510864496;8;30.8999977112;75.446144104;16;65.8169227839;
82;7;34.5999984741;69.1270217896;17;81.9879328012;8;28.8999977112;79.4606933594;16;66.0964429379;
83;7;34.5999984741;69.1549453735;20;82.328387022;8;28.2999992371;83.4751281738;17;66.3740985394;
84;7;34.5999984741;67.1829147339;20;82.6706643105;8;29.2999992371;84.4894256592;18;66.6490609646;
85;7;34.5999984741;68.2109069824;18;83.0129213333;8;28.2999992371;87.8125991821;19;66.9047544003;
