Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;11.0;6;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;6;20.0;
6;1;13.0;10.0;5;20.0;1;11.0;10.0;5;20.0;
7;1;14.0;10.0;5;20.3999996185;2;12.0;10.3000001907;4;21.0;
8;1;14.1800003052;10.1999998093;5;20.7264003754;2;13.4499998093;10.0;2;21.5399996042;
9;2;14.7768793106;10.3632001877;4;22.8194274902;2;14.5130004883;10.1999998093;2;22.0244044065;
10;2;15.2687425613;10.9097137451;4;23.8216036558;2;14.9109811783;10.3632001877;2;23.3472040892;
11;2;17.268743515;11.3658018112;4;24.6616806984;2;15.5062417984;10.9097137451;2;24.526316762;
12;2;19.268743515;11.7372808456;4;25.3591364622;2;16.0368423462;11.3658018112;2;25.5780603886;
13;2;20.4000244141;12.0336990356;5;25.9367523193;2;18.6263637543;11.7372808456;2;26.526314497;
14;2;21.4506454468;12.2662630081;4;26.4174647331;2;20.6263637543;12.0336990356;2;27.3981738091;
15;2;22.5049610138;12.446267128;4;26.6541694403;2;22.1082839966;12.2662630081;2;28.2205357552;
16;2;23.563117981;12.5;4;26.7922235727;2;23.3163433075;12.446267128;2;28.8495657444;
17;2;24.6252441406;12.5;4;26.9393253326;2;24.5510482788;12.5;2;29.4327917099;
18;2;25.6914386749;12.5;4;27.0956480503;2;25.8134994507;12.5;3;30.0785255432;
19;2;26.1930408478;12.5;4;27.261295557;2;27.1040802002;12.5;3;30.785531044;
20;2;26.2675819397;12.5;4;27.4362905025;2;27.8534889221;12.5;5;31.5500583649;
21;2;26.3463306427;12.5;6;27.6205644608;2;28.1975250244;12.5;5;32.3655366898;
22;2;26.4292545319;12.5;6;27.8139474392;2;28.564491272;12.5;6;33.2224769592;
23;2;26.5162773132;12.5;6;28.016159296;3;28.9501152039;12.5;5;34.1086559296;
24;2;26.6072711945;12.5;7;28.2268030643;3;29.3488960266;12.5;5;35.0096244812;
25;3;26.7020606995;12.5;6;28.445360899;3;29.7543315887;12.5;5;35.9095277786;
26;3;26.8004131317;12.5;7;28.6711919308;3;30.159286499;12.5;5;36.7921600342;
27;3;26.9020366669;12.5;7;28.9035346508;3;30.5564727783;12.5;5;37.6421203613;
28;3;27.0065898895;12.5;7;29.141512394;3;30.9389533997;12.5;5;38.4458913803;
29;3;27.1136798859;12.5;7;29.3841423988;3;31.3006515503;12.5;5;39.1926908493;
30;3;27.222864151;12.5;7;29.6303496361;3;29.6367111206;13.5;5;39.8749771118;
31;3;27.333656311;12.5;7;29.8789830208;3;28.6367111206;13.5;6;40.4885730743;
32;3;27.4455413818;12.5;7;30.1288366318;3;28.6367111206;14.5;6;41.0324420929;
33;3;27.557975769;12.5;7;31.3786706924;3;27.6367111206;13.5;6;41.5082149506;
34;3;28.6704025269;12.5;7;31.7572368383;3;27.6367111206;14.5;6;41.9195632935;
35;3;25.6704025269;14.9519996643;8;32.1487334967;3;27.6367111206;15.5;6;42.2715644836;
36;3;28.2443466187;17.9519996643;8;32.5534000397;3;27.6367111206;17.5;6;42.5700931549;
37;3;30.3173789978;20.9519996643;9;32.9715635777;3;27.1565418243;19.5;7;42.8213291168;
38;3;30.8372020721;23.9519996643;9;33.4036279917;3;26.2695980072;21.5;7;43.0;
39;3;31.0316314697;26.9519996643;10;33.8500506878;3;25.3500003815;23.5;8;43.0;
40;3;31.2325210571;27.5;10;34.3113064766;3;24.3500003815;25.5;8;43.0;
41;3;31.4400882721;27.5;12;34.7878358364;3;23.3500003815;26.5;8;43.0;
42;3;31.6545257568;27.5;14;35.2799832821;3;22.3500003815;27.5;9;43.0;
43;3;31.8759918213;27.5;14;35.7879228592;3;22.1000003815;28.5;11;43.0;
44;3;32.1045684814;27.5;14;36.3115756512;4;22.1000003815;29.5;10;43.0;
45;3;32.3402061462;27.5;15;36.8505239487;4;22.1000003815;30.5;11;43.0;
46;3;32.5827331543;27.5;15;37.4039301872;4;22.1000003815;31.5;12;43.0;
47;3;32.8317680359;27.5;15;37.9704651833;4;22.1000003815;32.5;12;43.0;
48;3;33.0867080688;27.5;15;38.5482573509;4;22.1000003815;33.5;13;43.0;
49;3;33.3467178345;27.5;15;39.1348662376;4;22.1000003815;34.5;13;43.0;
50;3;33.6106910706;27.5;16;39.727294445;4;22.1000003815;35.5;14;44.0;
51;3;33.877281189;27.5;16;40.32203722;4;23.1000003815;37.5;14;44.0499999523;
52;4;34.1449165344;27.5;12;40.9151706696;4;24.1000003815;39.5;15;46.2519745827;
53;4;34.4118270874;27.5;12;41.4976010323;4;24.5050010681;41.5;16;48.0652250051;
54;4;34.6739196777;27.5;13;41.9851250648;4;23.5050010681;41.5;16;49.5286313295;
55;5;34.8933067322;27.5;11;64.215420723;4;23.5050010681;42.5;16;50.6928572655;
56;5;36.1094398499;28.5;12;67.3926296234;4;23.5050010681;42.5;18;51.6108260155;
57;5;37.9274673462;30.0;12;70.0977287292;5;22.5050010681;41.5;17;52.06729424;
58;5;39.6361732483;31.3899993896;13;72.3682918549;5;22.5050010681;41.5;18;52.4186073542;
59;6;41.2477455139;32.6872596741;9;84.257358551;5;23.5050010681;42.5;18;52.5224741697;
60;6;39.4479789734;36.9097442627;9;86.1746149063;5;24.5050010681;43.5;20;52.5906432867;
61;6;39.529209137;40.0;9;88.7033624649;5;25.5050010681;44.5;21;54.7166858912;
62;6;39.5292129517;44.0;11;89.9139800072;5;26.295999527;45.5;21;56.3763414621;
63;7;40.5999984741;48.0;10;90.7827839851;5;26.6172351837;46.5;22;58.6516752243;
64;8;41.5999984741;51.0;9;106.576771379;5;27.8727016449;48.5;22;59.7396781445;
65;8;43.5999984741;54.3267745972;10;108.346312404;6;27.8727016449;48.5;21;60.3916158676;
66;8;44.6999969482;57.4696960449;12;109.948454142;7;27.8727016449;49.5;13;80.7891675234;
67;9;44.6999969482;61.8777236938;11;111.376048446;7;28.6084976196;50.5;14;82.9774848223;
68;9;44.6999969482;64.8881835938;11;112.629789829;7;29.7362670898;52.5;14;84.9819610119;
69;9;44.6999969482;67.8987197876;13;113.716923475;7;29.8837718964;53.5;15;86.7838065624;
70;9;44.6999969482;70.9093322754;14;114.64947772;7;30.0531578064;54.5;16;88.3904817104;
71;10;44.6999969482;73.8105773926;12;132.610393643;7;28.8727016449;56.5;16;89.8282570839;
72;11;46.6999969482;74.9053192139;10;134.382829785;7;28.8727016449;58.5;16;91.1331093311;
73;11;48.6999969482;76.3267745972;11;136.891459227;7;29.8727016449;57.5;18;93.3427307606;
74;12;50.6999969482;79.9524917603;10;138.204871178;7;31.8727016449;59.5;19;94.5027719736;
75;12;52.6999969482;83.3267745972;11;139.231594563;7;31.0;62.5;19;95.4406038523;
76;12;53.1999969482;90.2334823608;11;140.120052457;7;32.0;65.5;19;96.4402580261;
77;12;54.1999969482;92.2489395142;11;140.886565208;7;33.0;68.5;20;97.4938780069;
78;12;54.1999969482;94.2644577026;11;142.550823569;7;34.0;71.5;20;98.5907027721;
79;12;54.1999969482;100.280029297;12;143.233184934;7;35.0;74.2288513184;21;99.7173839808;
80;12;56.1999969482;103.039367676;11;144.767162442;7;37.0;73.2838287354;19;100.858627915;
81;12;57.1999969482;106.247917175;12;145.201370835;7;36.4000015259;75.8420791626;23;101.99812448;
82;12;57.1999969482;112.473693848;13;145.668353438;7;36.4000015259;78.9036865234;23;103.11966145;
83;12;58.1999969482;115.717277527;14;146.169140339;7;37.4000015259;78.9686889648;23;104.208264112;
84;12;58.1999969482;118.979057312;15;146.704449177;7;39.4000015259;77.0371017456;23;105.251195908;
85;12;57.1999969482;124.480361938;17;147.274617791;7;36.4000015259;80.1089324951;30;106.238667965;
86;12;58.1999969482;126.822906494;18;147.879537702;7;36.4000015259;83.184135437;32;107.164184332;
87;12;58.1999969482;128.313079834;18;148.518595815;8;37.4000015259;83.2626647949;32;108.024508238;
