Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;4;20.0;1;8.0;12.0;6;20.0;
4;2;11.3000001907;10.0;3;21.0;1;9.0;11.0;6;20.0;
5;2;12.4499998093;10.0;3;21.0900000334;1;10.0;10.0;6;20.0;
6;2;13.4905004501;10.0;3;21.1871190071;1;11.0;10.0;6;20.0;
7;2;14.5342035294;10.0;3;21.7036092281;1;12.0;10.0;6;20.0;
8;2;14.7666244507;10.1999998093;3;22.1564130783;1;13.0;10.0;6;20.3999996185;
9;2;14.9703855515;10.3632001877;3;23.4291926622;1;14.0;10.1999998093;6;20.7264003754;
10;2;15.5431365967;10.9097137451;3;24.540822506;1;14.3268795013;10.3632001877;6;21.8194274902;
11;2;17.5431365967;11.3658018112;3;25.5043385029;2;14.8187427521;11.2097139359;5;23.7316036224;
12;2;19.5431365967;11.7372808456;3;26.3401436806;2;15.6792221069;11.3658018112;5;24.5045616627;
13;2;20.8414783478;12.0336990356;4;27.0718023777;2;18.268743515;11.7372808456;5;25.1279890537;
14;2;21.9614181519;12.2662630081;4;27.7228300571;2;20.268743515;12.0336990356;5;25.6242921352;
15;2;23.092376709;12.446267128;3;28.1464314461;2;21.3100376129;12.2662630081;5;26.0160515308;
16;2;24.2346363068;12.5;3;28.4879314899;2;22.3243255615;12.446267128;5;26.1558350325;
17;2;25.3883113861;12.5;3;28.8545851707;2;23.3388690948;12.5;4;26.1887089014;
18;2;26.5533065796;12.5;3;29.2456488609;2;24.3536624908;12.5;5;26.2221269608;
19;2;27.1605415344;12.5;4;29.659784317;2;25.3687000275;12.5;5;26.2560760975;
20;2;27.3469028473;12.5;5;30.0950183868;2;25.8152351379;12.5;5;26.2905418873;
21;2;27.5427589417;12.5;6;30.5487289429;2;25.8307437897;12.5;5;26.3255085945;
22;2;27.7469291687;12.5;6;31.0176672935;2;25.8464794159;12.5;5;26.3609591722;
23;2;27.957950592;12.5;6;31.4980173111;2;25.8624305725;12.5;6;26.3968753815;
24;2;28.1741065979;12.5;6;31.9854974747;3;25.8785934448;12.5;5;26.4332377911;
25;2;24.1741065979;14.5;6;32.4754953384;3;25.8949565887;12.5;6;26.4700255394;
26;2;24.25;14.5;6;32.9632344246;3;25.25;13.5;6;26.5072168112;
27;2;22.25;16.5;6;33.4439563751;3;25.25;13.5550518036;6;26.5447884798;
28;3;22.25;15.5;5;33.9131059647;4;25.25;13.5813522339;5;26.5827163458;
29;3;20.25;17.5;6;34.3665065765;4;25.25;13.6079015732;5;26.6209751368;
30;3;19.25;19.5;6;34.8005027771;4;23.9794387817;13.5;5;26.6595385075;
31;3;19.25;18.5;6;35.2120742798;4;22.9967918396;14.5;5;26.6983793974;
32;3;17.25;20.5;6;35.5988998413;4;22.0142707825;15.5;5;26.7374696732;
33;3;16.25;22.5;6;35.9593791962;4;21.0318603516;16.5;5;26.7767804861;
34;3;15.25;24.5;6;36.2926120758;4;20.0495510101;17.5;6;26.8162822723;
35;3;15.25;23.5;6;36.5983467102;4;19.0673274994;18.5;6;26.8559447527;
36;3;15.25;22.5;6;36.8768987656;4;18.0851745605;19.5;6;26.8957372904;
37;3;14.0;24.5;6;37.1290569305;4;17.1030807495;20.5;7;26.9356285334;
38;3;16.0;20.5;7;37.3559846878;4;16.1210327148;21.5;7;26.9755871296;
39;3;18.0;18.5;8;37.5591192245;4;15.1390142441;22.5;7;27.015581131;
40;3;20.0;19.5;9;37.7400808334;4;14.9070110321;23.5;8;27.0555787086;
41;3;22.0;20.5;9;37.900595665;4;15.9250106812;22.5;8;27.0955479145;
42;3;24.0;21.5;10;38.0;4;16.0;22.5;8;27.135456562;
43;3;25.8500003815;22.5;11;38.0;4;17.9609565735;22.5;8;27.17527318;
44;3;26.8500003815;22.5;11;38.0;4;18.0;22.5;7;27.2149660587;
45;3;27.8500003815;22.5;12;38.0;4;19.0;22.5;7;27.2545039654;
46;3;28.8500003815;22.5;12;38.0;4;21.0;22.5;8;27.293856144;
47;3;29.8500003815;22.5;12;38.0;4;21.0;23.5;8;27.3329925537;
48;4;31.8500003815;23.5;11;39.0;4;22.0;24.1330947876;8;27.3718836308;
49;4;33.0999984741;24.5;14;39.0499999523;5;24.0;25.1603183746;8;28.4105007648;
50;4;33.5725021362;25.5;14;39.1019749641;5;26.0;26.1873512268;8;28.488815546;
51;5;33.0999984741;26.5;9;49.1559499502;5;27.468000412;27.2141704559;8;28.5679850578;
52;5;34.0999984741;28.5;9;49.6119443178;5;27.25;28.2407608032;8;28.6479849815;
53;5;35.0999984741;29.5;9;50.0443730354;5;27.25;29.2671012878;8;28.7287887335;
54;5;35.0999984741;30.5;9;50.4519820213;5;28.7751979828;27.5;8;28.8103679419;
55;5;35.0999984741;31.5;10;50.8341904879;5;27.25;29.3482894897;8;29.8926920891;
56;5;35.0999984741;32.5;10;51.1910225153;5;29.8159866333;28.5;8;29.9957287312;
57;5;35.0999984741;33.5;10;51.5230168104;5;29.8371677399;30.5;10;30.0996389389;
58;5;35.0999984741;34.5;10;51.8311313391;6;29.25;33.3416099548;11;30.2043793201;
59;5;35.0999984741;35.5;11;52.1643607616;6;30.25;32.4816627502;11;30.3099036217;
60;5;35.0999984741;36.5;11;53.9958308935;6;29.9037723541;33.5;11;30.4161629677;
61;5;35.7255020142;38.0;12;55.5411654711;6;29.25;35.4669342041;10;30.5231057405;
62;5;36.2337646484;38.6128921509;14;56.8381478786;6;29.9506263733;34.4903411865;11;30.6306772232;
63;6;36.6410598755;39.0116233826;13;57.9269440174;6;29.9747505188;34.5133628845;11;30.7388201952;
64;6;36.9645843506;39.3240394592;13;58.6974949837;6;29.25;35.535987854;12;30.8474740982;
65;6;37.153842926;39.4935760498;15;59.2388782501;6;31.0243034363;32.535987854;11;30.9565762281;
66;6;37.2479476929;39.5631256104;15;59.6770737171;6;30.5871562958;33.5;7;33.1313171387;
67;7;37.3295059204;39.5999984741;13;59.8935244083;6;30.7000007629;36.3089447021;8;34.1686879396;
68;7;37.3499984741;39.5999984741;14;60.0702166557;6;33.0510025024;36.7660903931;9;35.0285890102;
69;7;37.3499984741;39.5999984741;14;60.252273798;7;34.6653823853;36.6872596741;8;35.747027874;
70;7;37.3499984741;39.5999984741;14;60.4392056465;7;33.9626731873;38.9097442627;8;36.2091450691;
71;7;35.3499984741;40.5999984741;15;60.6304528713;7;35.069770813;39.0;11;36.4988855124;
72;7;34.3499984741;41.5999984741;15;60.8253917694;7;31.6704769135;41.7288513184;11;36.7967326641;
73;7;33.3499984741;42.5999984741;15;61.0233407021;7;30.7199459076;43.7838249207;11;37.1026111841;
74;7;32.3499984741;43.5999984741;17;61.2235684395;7;29.7704696655;45.2453918457;11;37.4163959026;
75;7;31.3499984741;44.5999984741;17;61.4253044128;7;28.5999984741;45.3069992065;13;38.7379078865;
76;7;30.3499984741;45.5999984741;17;61.6277484894;7;29.1929283142;47.9509544373;13;39.0869092941;
77;8;29.3499984741;46.5999984741;18;61.8300852776;7;30.5999984741;46.9686889648;14;41.0036212206;
78;8;28.3499984741;47.5999984741;19;62.0314955711;7;30.5999984741;49.9686889648;15;42.5934233665;
79;8;27.3499984741;48.5999984741;19;62.2311706543;7;32.5999984741;51.197883606;18;43.9126099348;
80;8;26.3499984741;49.5999984741;19;62.4283246994;7;34.2188453674;54.5849533081;18;45.0221202374;
81;8;25.3499984741;50.5999984741;20;62.6222066879;7;33.5999984741;57.8609619141;18;45.8060801029;
82;8;24.75;51.5999984741;20;62.8121132851;7;34.5999984741;60.4292678833;19;46.3840550184;
83;8;24.75;52.5999984741;21;63.997396946;7;33.5999984741;60.5170440674;19;46.9697619677;
84;8;25.75;54.5999984741;21;64.2374749184;7;33.5999984741;62.4118804932;20;47.5613343716;
85;8;26.75;56.5999984741;21;64.474799633;7;32.9669837952;61.8815460205;21;48.1567921638;
86;8;27.2553329468;58.5999984741;21;65.7090038061;7;32.9720077515;63.0548706055;21;48.754067421;
87;8;28.2850322723;61.5999984741;20;65.9922888279;7;31.9840908051;64.2283935547;22;49.351036191;
