Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;11.0;6;20.0;1;8.14999961853;10.5;5;21.0;
5;1;10.0;10.0;6;20.0;1;8.14999961853;10.5;5;21.0;
6;1;11.0;10.0;6;20.0;1;9.14999961853;10.5;4;21.0;
7;1;12.0;10.0;6;20.0;1;9.72500038147;10.5;4;21.0;
8;1;13.0;10.0;6;20.3999996185;1;9.72500038147;10.5;4;21.4200000763;
9;1;14.0;10.1999998093;6;20.7264003754;1;9.81949996948;10.7100000381;4;21.758436203;
10;2;14.3268795013;10.6632003784;5;22.8194274902;1;9.8956489563;10.8792181015;4;22.0;
11;2;15.2687425613;10.9097137451;4;23.7916035652;1;9.94999980927;11.0;4;23.5400009155;
12;2;15.7062225342;11.3658018112;4;24.5975255966;1;10.296500206;11.7700004578;5;24.8252849579;
13;2;18.2957420349;11.7372808456;4;25.2563589811;1;11.9499998093;12.4126424789;5;25.8616695404;
14;2;20.2957420349;12.0336990356;4;25.7905778885;1;12.9499998093;12.9308347702;5;26.6732940674;
15;2;21.3848667145;12.2662630081;4;26.2228227854;1;13.9499998093;13.3366470337;5;27.2939033508;
16;2;22.4173736572;12.446267128;4;26.4057120085;1;14.9499998093;13.6469516754;5;27.759563446;
17;2;23.4513130188;12.5;4;26.484351635;1;15.9499998093;13.879781723;5;28.0;
18;2;24.4867019653;12.5;5;26.5662232637;1;16.9500007629;14.0;5;28.0;
19;2;25.5235424042;12.5;5;26.6513283253;1;17.9500007629;14.0;5;28.0;
20;2;25.9930973053;12.5;6;26.7396525145;1;18.2999992371;14.0;5;28.0;
21;2;26.0328445435;12.5;6;26.8311642408;1;18.2999992371;14.0;5;28.0;
22;2;26.0740242004;12.5;6;26.9258141518;1;18.2999992371;14.0;5;28.0;
23;2;26.1166152954;12.5;7;27.0235335827;1;18.2999992371;14.0;6;28.0;
24;2;26.1605911255;12.5;7;27.1242339611;1;18.2999992371;14.0;6;28.0;
25;2;24.2059059143;13.5;7;27.2278065681;1;18.2999992371;14.0;6;28.0;
26;2;23.2525138855;14.5;7;27.3341217041;1;18.2999992371;14.0;6;28.0;
27;2;22.3003540039;15.5;7;27.4430289268;1;18.2999992371;14.0;6;28.0;
28;2;21.349363327;16.5;7;27.5543570518;1;18.2999992371;14.0;6;28.0;
29;2;20.3994598389;17.5;7;27.667914629;1;18.2999992371;14.0;7;28.0;
30;2;19.4505615234;18.5;7;27.7834908962;1;16.2999992371;15.0;8;28.0;
31;2;18.502571106;19.5;8;27.9008569717;1;15.2999992371;16.0;8;28.0;
32;2;17.5553855896;20.5;8;28.0197672844;1;14.2999992371;17.0;9;28.0;
33;2;16.6088943481;21.5;8;28.1399610043;1;13.2999992371;18.0;9;28.0;
34;2;15.6629829407;22.5;8;28.2611646652;1;12.2999992371;19.0;9;28.0;
35;2;15.4675235748;23.5;8;28.3830943108;1;12.0;20.0;9;28.0;
36;2;15.5223922729;24.5;9;28.5054576397;1;12.0;21.0;9;28.0;
37;2;15.5774555206;25.5;9;28.6279573441;1;12.0;22.0;9;28.0;
38;2;15.6325807571;26.5;9;28.7502937317;1;12.0;23.0;9;28.0;
39;2;15.6876316071;27.5;10;28.8721673489;1;12.0;24.0;10;28.0;
40;2;15.7424755096;28.5;11;28.9932823181;1;12.0;25.0;10;28.0;
41;2;15.7969770432;29.5;11;29.1133489609;1;12.0;26.0;10;28.0;
42;2;16.8510074615;27.5;11;29.2320871353;1;12.0;27.0;12;28.0;
43;2;16.0;27.5;14;29.3492274284;1;13.0;25.0;12;28.0;
44;2;17.0;27.5;14;29.464515686;1;12.0;26.0;12;28.0;
45;2;19.0;27.5;14;29.5777130127;1;12.0;27.0;13;28.0;
46;2;19.0;27.5;15;29.688598156;1;13.0;25.0;13;28.0;
47;2;20.0;27.5;15;29.7969703674;1;12.0;26.0;14;28.0;
48;2;21.0;27.5;15;29.9026489258;1;12.0;27.0;14;28.0;
49;2;22.0;27.5;15;30.0054745674;1;13.0;25.0;15;28.0;
50;3;23.0;27.5;14;30.1053099632;1;12.0;26.0;16;28.0;
51;3;24.0;27.0737171173;14;30.2020397186;1;12.0;27.0;16;28.0;
52;3;25.0;26.1414279938;15;30.2955703735;1;13.0;25.0;17;28.0;
53;3;25.25;26.2068996429;15;30.3858294487;1;12.0;26.0;17;28.0;
54;3;25.25;26.2700805664;15;30.4727659225;1;12.0;27.0;18;28.0;
55;3;25.25;26.3309364319;15;30.556347847;1;13.0;25.0;18;28.0;
56;3;26.25;24.3309364319;15;30.6365623474;1;12.0;26.0;19;28.0;
57;3;27.25;23.3309364319;16;30.7134132385;1;13.0;24.0;20;28.0;
58;4;26.25;25.3309364319;15;31.7869210243;1;14.0;23.0;20;28.0;
59;4;28.25;24.5;15;32.0671210289;1;15.0;22.0;21;28.0;
60;4;27.25;26.5;15;32.3856198788;1;16.0;21.0;21;28.0;
61;5;28.25;29.5;14;33.7495405674;1;17.0;20.0;21;28.0;
62;5;30.25;29.5;14;35.1682860851;1;18.0;19.0;22;28.0;
63;5;31.6757278442;32.5;15;35.6814126968;1;18.2999992371;19.0;22;28.0;
64;5;32.888633728;35.5;15;36.270760417;1;18.2999992371;19.0;22;28.0;
65;5;33.6151313782;35.5;15;36.9444936514;1;18.2999992371;19.0;23;28.0;
66;5;33.4194221497;37.5;16;37.7098067999;1;18.2999992371;19.0;24;28.0;
67;5;33.1727256775;39.5;16;38.5720485449;1;18.2999992371;19.0;24;28.0;
68;5;33.5135726929;41.1059188843;17;39.5336779356;1;18.2999992371;19.0;23;28.0;
69;5;33.8976974487;43.1033859253;17;42.1954075098;1;18.2999992371;19.0;23;28.0;
70;5;33.3476982117;42.713634491;17;44.7973406315;1;18.2999992371;19.0;24;28.0;
71;5;34.4234008789;42.0926895142;17;47.3588712215;1;18.2999992371;19.0;24;28.0;
72;6;35.9662322998;41.4292640686;17;55.6376349926;1;18.2999992371;19.0;24;28.0;
73;7;40.0013046265;40.6926727295;16;58.1640943289;1;18.2999992371;19.0;24;28.0;
74;7;39.2476959229;43.8254776001;16;60.528126955;1;18.2999992371;19.0;25;28.0;
75;7;42.2049064636;42.8696327209;17;62.8521835804;1;18.2999992371;19.0;25;28.0;
76;7;44.2706947327;43.9153823853;19;65.0800472498;1;18.2999992371;19.0;25;28.0;
77;7;43.3395080566;45.9626998901;19;67.1645979881;1;18.2999992371;19.0;26;28.0;
78;7;44.2476959229;47.0115509033;19;69.0731945038;1;18.2999992371;19.0;26;28.0;
79;7;46.9424438477;47.0618972778;19;70.789829731;1;18.2999992371;19.0;26;28.0;
80;7;45.4318962097;50.1136779785;21;72.3139514923;1;18.2999992371;19.0;27;28.0;
81;7;46.8400497437;51.1668319702;22;73.6569194794;1;18.2999992371;19.0;27;28.0;
82;7;44.6501235962;54.2212753296;22;74.8375451565;1;18.2999992371;19.0;27;28.0;
83;7;42.9995422363;56.4180221558;23;76.8779399395;1;18.2999992371;19.0;27;28.0;
84;8;42.6450004578;57.5599136353;22;77.8678828478;1;18.2999992371;19.0;28;28.0;
85;8;44.6450004578;56.6978683472;23;78.5889902115;1;18.2999992371;19.0;28;28.0;
86;8;42.4709472656;58.831867218;24;79.2018414736;1;18.2999992371;19.0;29;28.0;
87;8;41.6450004578;60.9619216919;25;79.7763571739;1;18.2999992371;19.0;29;28.0;
88;10;42.8499984741;63.96849823;23;80.271586895;1;18.2999992371;19.0;29;28.0;
89;10;43.8499984741;66.0301208496;23;80.7121572495;1;18.2999992371;19.0;29;28.0;
90;10;43.5391769409;69.0501708984;24;81.1277515888;1;18.2999992371;19.0;29;28.8400001526;
91;10;40.5391769409;72.1399383545;24;81.5459641218;1;18.4890003204;19.4200000763;29;29.4629440308;
92;10;39.3499984741;73.2074279785;24;81.9657381773;1;18.6291618347;19.7314720154;29;29.9158058167;
93;10;40.3499984741;72.2779846191;26;82.3860316277;1;18.7310562134;19.9579029083;29;30.0;
94;11;41.3499984741;73.3516082764;24;82.8058270216;1;18.75;20.0;29;30.0;
95;11;42.4799575806;73.0501708984;26;84.2241430283;1;18.75;20.0;29;30.0;
96;12;41.5629463196;78.0501708984;25;84.7375427485;1;18.75;20.0;29;30.0;
97;12;41.6435546875;80.7157897949;25;89.2304086685;1;18.75;20.0;29;30.0;
98;12;41.3185539246;84.7743682861;25;93.0560927391;1;18.75;20.0;29;30.0;
99;13;42.0616226196;89.7248153687;24;96.2941993475;1;18.75;20.0;29;30.0;
100;13;43.4737930298;93.6037368774;25;99.0443967581;2;17.75;22.0;28;31.0;
