Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;2;8.0;13.3000001907;5;21.0;1;7.0;11.6999998093;5;21.0;
3;2;10.0;12.0;5;21.0900000334;1;8.0;10.6999998093;5;21.0;
4;2;12.0;11.0;5;21.1871190071;1;8.14999961853;10.5;5;21.0;
5;2;13.356136322;10.0;5;21.2917383909;1;8.14999961853;10.5;5;21.0;
6;2;14.5812826157;10.0;5;21.4042263031;1;9.14999961853;10.5;5;21.0;
7;2;15.631901741;10.0;5;21.9389723539;1;9.72500038147;10.5;5;21.0;
8;2;16.6925373077;10.1999998093;5;22.4109756947;1;9.72500038147;10.5;5;21.4200000763;
9;2;17.758058548;10.3632001877;5;23.7114653587;1;9.81949996948;10.7100000381;5;21.758436203;
10;2;18.6701602936;10.9097137451;4;24.8527286053;1;9.8956489563;10.8792181015;5;22.0;
11;2;19.1837291718;11.3658018112;4;25.8476524353;1;9.94999980927;11.0;5;23.5400009155;
12;2;21.1837272644;11.7372808456;4;26.7164058685;1;10.296500206;11.7700004578;6;24.8252849579;
13;2;23.1837272644;12.0336990356;4;27.4822225571;2;11.9499998093;12.6126422882;4;26.8616695404;
14;2;24.5565853119;12.2662630081;4;28.168181181;2;13.9499998093;12.9308347702;4;27.833294034;
15;2;25.7032623291;12.446267128;3;28.6269388199;2;15.9499998093;13.3366470337;4;28.6376472712;
16;2;26.8613433838;12.5;3;29.0031633377;2;17.2523422241;13.6469516754;4;29.3136873245;
17;2;28.0306453705;12.5;3;29.4033532143;2;18.2996768951;13.879781723;4;29.7941719294;
18;2;29.2107315063;12.5;4;29.8259272575;2;19.3536891937;14.0;4;30.0669906139;
19;2;30.400888443;12.5;4;30.268661499;2;20.4150733948;14.0;4;30.375654459;
20;2;30.6208972931;12.5;4;30.7286863327;2;20.8345222473;14.0;4;30.7230784893;
21;2;30.8279075623;12.5;4;31.2025241852;2;20.9126911163;14.0;4;31.1118502617;
22;2;31.041135788;12.5;4;31.6861643791;2;21.0001659393;14.0;4;31.544028759;
23;2;31.2587738037;12.5;4;32.1751794815;2;21.0974063873;14.0;5;32.0209121704;
24;3;31.4788303375;12.5;4;32.6648726463;2;21.2047042847;14.0;5;32.5427899361;
25;4;29.6991920471;13.5;3;33.1504516602;2;21.3221263885;14.0;6;33.1086950302;
26;4;28.9177036285;14.5;3;33.6272163391;2;21.4494552612;14.0;6;33.7161855698;
27;4;27.9177036285;13.5;3;34.0907382965;2;21.5861415863;14.0;6;34.3611893654;
28;4;27.9177036285;14.5;3;34.5370264053;2;21.7312660217;14.0;6;35.0379443169;
29;4;26.9177036285;13.5;3;34.9626617432;2;21.8835372925;14.0;6;35.7390680313;
30;4;26.9177036285;14.5;3;35.3648881912;2;20.0412902832;15.0;6;36.4557781219;
31;4;26.9177036285;15.5;3;35.7416639328;2;19.2025489807;16.0;7;37.1782588959;
32;4;25.9177036285;14.5;3;36.0916633606;2;18.36510849;17.0;7;37.8961582184;
33;4;24.9177036285;14.5;4;36.4142465591;2;17.5266342163;18.0;7;38.5991659164;
34;4;23.9177036285;13.5;4;36.7093906403;2;16.6848106384;19.0;7;39.2776012421;
35;4;25.9177036285;15.5;4;36.9776067734;3;16.5374603271;20.0;6;39.9229507446;
36;4;27.9177036285;17.5;4;37.2198410034;3;16.6826629639;21.0;7;40.5282850266;
