Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;2;7.0;13.3000001907;5;21.0;1;7.0;11.6999998093;5;21.0;
3;2;8.30000019073;12.0;5;21.0599999428;1;8.0;10.6999998093;4;21.0;
4;2;9.31799983978;11.0;3;21.1229639053;1;8.14999961853;10.5;4;21.0;
5;2;10.336889267;10.0;3;21.1889609098;1;8.14999961853;10.5;4;21.0;
6;2;11.5350322723;10.0;3;21.2580518723;1;9.14999961853;10.5;4;21.0;
7;2;12.5661230087;10.0;3;21.3302885294;1;9.72500038147;10.5;4;21.0;
8;2;13.5986299515;10.0;3;21.8190145493;1;9.72500038147;10.5;4;21.4200000763;
9;2;14.6385564804;10.1999998093;3;22.2388005257;1;9.81949996948;10.7100000381;4;21.758436203;
10;2;15.0074596405;10.3632001877;3;23.4601941109;1;9.8956489563;10.8792181015;4;22.0;
11;2;15.5570878983;10.9097137451;3;24.5095257759;1;9.94999980927;11.0;4;23.5400009155;
12;2;16.0292873383;11.3658018112;3;25.3986660242;1;10.296500206;11.7700004578;5;24.8252849579;
13;2;18.618806839;11.7372808456;3;26.1468911171;1;11.9499998093;12.4126424789;5;25.8616695404;
14;2;20.6188087463;12.0336990356;3;26.7767255306;1;12.9499998093;12.9308347702;5;26.6732940674;
15;2;21.8286323547;12.2662630081;3;27.3107893467;1;13.9499998093;13.3366470337;5;27.2939033508;
16;2;22.9069576263;12.446267128;3;27.6016011238;1;14.9499998093;13.6469516754;5;27.759563446;
17;2;23.9894638062;12.5;3;27.7940778732;1;15.9499998093;13.879781723;5;28.0;
18;2;25.0760784149;12.5;4;27.9954168797;1;16.9500007629;14.0;5;28.0;
19;2;26.1666793823;12.5;4;28.2052333355;1;17.9500007629;14.0;5;28.0;
20;2;26.6923542023;12.5;5;28.4230215549;1;18.2999992371;14.0;5;28.0;
21;2;26.7903594971;12.5;5;28.6481528282;1;18.2999992371;14.0;5;28.0;
22;2;26.8916683197;12.5;5;28.8798778057;1;18.2999992371;14.0;5;28.0;
23;2;26.9959449768;12.5;6;29.117331028;1;18.2999992371;14.0;6;28.0;
24;2;27.1027984619;12.5;7;29.3595399857;1;18.2999992371;14.0;6;28.0;
25;2;25.2117919922;13.5;7;29.6054382324;1;18.2999992371;14.0;6;28.0;
26;2;24.3224468231;14.5;8;29.8538813591;1;18.2999992371;14.0;7;28.0;
27;2;23.4342460632;15.5;8;30.1036677361;1;18.2999992371;14.0;7;28.0;
