Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;4;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;4;20.0;2;8.0;10.8999996185;4;22.0;
4;1;9.0;11.0;4;20.0;2;8.29999923706;10.5;4;22.0900000334;
5;1;10.0;10.0;4;20.0;2;8.31349945068;10.5;4;22.1871190071;
6;1;11.0;10.0;4;20.0;2;9.41710090637;10.5;4;22.2917383909;
7;1;12.0;10.0;4;20.0;2;10.0156412125;10.5;4;22.4042263031;
8;1;13.0;10.0;2;20.3999996185;2;10.0409517288;10.5;4;22.9589728117;
9;1;14.0;10.1999998093;2;20.7264003754;2;10.1657686234;10.7100000381;4;23.4430115223;
10;1;14.3268795013;10.3632001877;2;21.8194274902;2;10.2746782303;10.8792181015;4;23.8415006399;
11;2;14.8187427521;11.2097139359;1;23.7316036224;2;10.3643379211;11.0;4;25.6606454849;
12;2;15.6792221069;11.3658018112;1;24.5145616531;2;10.773645401;11.7700004578;4;27.2614676952;
13;2;18.268743515;11.7372808456;1;25.1485819817;2;12.4981412888;12.4126424789;4;28.6526534557;
14;2;20.268743515;12.0336990356;1;25.6560795307;2;14.4981412888;12.9308347702;4;29.8608493805;
15;2;21.3243408203;12.2662630081;2;26.0596417189;2;16.4981403351;13.3366470337;4;30.9217379093;
16;3;22.3439407349;12.446267128;1;26.211841464;2;17.7662620544;13.6469516754;4;31.8725180626;
17;3;23.3640708923;12.5;1;26.2577478886;2;18.8754138947;13.879781723;4;32.6429929733;
18;3;24.3847293854;12.5;2;26.3048160076;2;19.9946746826;14.0;4;33.2167277336;
19;3;25.4059104919;12.5;2;26.3530313969;2;21.1237640381;14.0;4;33.8314290047;
20;3;25.8588638306;12.5;3;26.4023760557;2;21.6120700836;14.0;4;34.4827160835;
21;3;25.8810691833;12.5;3;26.4528282881;2;21.7586097717;14.0;4;35.1645216942;
22;3;25.9037723541;12.5;3;26.5043625832;2;21.9120159149;14.0;4;35.8691868782;
23;3;25.9269638062;12.5;3;26.5569496155;2;22.0705661774;14.0;5;36.5877075195;
24;3;25.9506263733;12.5;3;26.6105561256;2;22.2322330475;14.0;5;37.3101301193;
25;3;23.9747505188;13.5;3;26.6651450396;2;22.3947792053;14.0;5;38.0260667801;
26;3;22.9993152618;14.5;3;26.72067523;2;22.5558643341;14.0;5;38.7252779007;
27;3;22.0243034363;15.5;3;26.7771017551;2;22.713186264;14.0;5;39.3982591629;
28;3;21.0496959686;16.5;3;26.8343759775;2;22.8646087646;14.0;5;40.0367603302;
29;3;20.0754699707;17.5;3;26.8924454451;2;23.0082702637;14.0;5;40.6341733932;
30;3;19.101600647;18.5;3;26.9512542486;2;21.1426887512;15.0;6;41.1857595444;
31;3;18.1280651093;19.5;3;27.0107431412;2;20.2667961121;16.0;6;41.6886959076;
32;3;17.1548347473;20.5;4;27.0708494186;2;19.3799552917;17.0;6;42.1419706345;
33;3;16.1818828583;21.5;4;27.1315076351;3;19.4819431305;18.5;5;43.5461521149;
34;3;15.2091789246;22.5;4;27.1926498413;4;19.572883606;19.5;4;44.063092351;
35;3;14.9866924286;23.5;4;27.2542052269;4;19.3531951904;20.5799999237;4;44.5593401194;
36;3;15.0143928528;24.5;5;27.3161010742;4;19.7258529663;21.0;4;45.0412273407;
37;3;15.0422458649;25.5;5;27.3782629967;4;19.4845981598;22.7770614624;5;45.515578866;
38;3;15.0702180862;26.5;5;27.4406147003;4;19.9410037994;23.0;5;45.989410162;
39;3;15.0982761383;27.5;5;27.5030794144;4;19.5825443268;25.0;5;46.375654459;
40;3;15.1263856888;28.5;5;27.5655794144;4;19.6000003815;26.187828064;5;46.7230784893;
41;3;15.154510498;29.5;4;27.628036499;4;19.6000003815;27.3615398407;5;47.1118502617;
42;4;17.1826171875;28.2000007629;4;28.690372467;4;19.6000003815;28.5559253693;4;47.544028759;
43;4;17.2106666565;28.5;4;28.7925100327;4;20.6000003815;26.7720146179;4;48.0209121704;
44;4;17.468000412;28.5;5;28.8955564499;4;19.6000003815;28.0104560852;5;48.5427899361;
45;4;18.0;29.5;6;28.999437809;4;21.6000003815;28.0104560852;5;49.1086950302;
46;4;19.0;30.5;6;29.1040788889;4;22.7494564056;29.0104560852;6;49.7161855698;
47;4;20.5251979828;31.5;7;29.2094033957;4;23.8861427307;30.0;7;50.3611893654;
48;4;21.0;32.5;8;29.3153340816;4;25.0312690735;30.0;10;51.0379443169;
49;6;23.5659866333;32.5;7;30.4217932224;6;25.6000003815;32.0;8;52.7390680313;
50;6;25.5871677399;32.5;8;30.6587020159;6;28.6000003815;31.0;8;53.6157780886;
51;6;26.0;33.4471206665;8;30.9114124775;6;29.8025493622;32.0;10;54.5220028162;
52;6;27.0;32.5;9;31.1812759638;6;29.9651069641;33.0;10;55.4502820969;
53;6;28.0;32.5;10;31.4696686268;6;30.1266365051;34.0;9;56.3933378458;
54;6;29.0;33.5;10;31.7779589891;6;30.2848129272;34.8970870972;10;57.344591856;
55;6;29.25;33.5898666382;10;32.1074664593;6;30.4374599457;34.0;10;58.2986052036;
56;6;29.25;32.5;11;32.459412694;6;30.5826644897;34.0;11;60.2513635159;
57;6;29.25;32.5;10;32.8348603249;6;29.5826644897;36.0;11;61.3603645563;
58;6;29.25;32.5;10;33.234644413;6;31.5826644897;36.0;11;62.4882422686;
59;7;29.25;33.5;8;48.1592980623;6;32.5826644897;37.0;12;63.6378574371;
60;7;30.25;34.7840652466;10;49.1889714003;7;33.0641326904;38.0;12;64.8128339052;
61;8;31.25;35.8247108459;10;50.1790884733;8;33.1570701599;39.0;11;66.0169475079;
62;8;32.25;36.8658790588;10;51.1302728653;8;33.2392845154;39.0;12;67.253485918;
63;8;34.1548347473;36.5;10;52.044336319;8;33.3113708496;39.0;13;68.5246384144;
64;8;34.25;38.5;11;52.9236996174;8;33.3740844727;40.0;13;69.8309774399;
65;8;35.25;38.9920578003;12;53.7708582878;8;33.4282646179;40.5559234619;14;71.1710858345;
66;9;36.25;39.0348548889;11;54.5879874229;8;33.4747962952;40.7720146179;14;73.4766902924;
67;9;36.443977356;39.0779418945;11;56.686188221;9;33.4047050476;41.0;13;98.5805811882;
