Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.6999998093;5;21.0;
3;2;8.0;12.3000001907;5;21.0;1;8.0;10.6999998093;5;21.0;
4;2;9.30000019073;11.0;5;21.0599999428;1;8.14999961853;10.5;5;21.0;
5;2;10.3179998398;10.0;5;21.1229639053;1;8.14999961853;10.5;5;21.0;
6;2;11.5053339005;10.0;4;21.1889609098;1;9.14999961853;10.5;5;21.0;
7;2;12.5350322723;10.0;4;21.2580518723;1;9.72500038147;10.5;5;21.0;
8;2;13.5661230087;10.0;4;21.7428686619;1;9.72500038147;10.5;5;21.4200000763;
9;2;14.6042909622;10.1999998093;4;22.1586660147;1;9.81949996948;10.7100000381;5;21.758436203;
10;2;14.9713993073;10.3632001877;4;23.3744058609;2;9.8956489563;11.0792179108;4;23.0;
11;2;15.5184831619;10.9097137451;4;24.4179002047;2;10.1750001907;11.0;4;24.7000008821;
12;2;15.9880561829;11.3658018112;4;25.3010519743;2;10.5574998856;11.7700004578;5;26.1690288782;
13;2;18.5775756836;11.7372808456;4;26.0431767702;2;12.2523422241;12.4126424789;5;27.4157934189;
14;2;20.5775756836;12.0336990356;4;26.6668455601;2;14.2523422241;12.9308347702;5;28.4674659967;
15;2;21.7791862488;12.2662630081;4;27.194732666;2;16.2523422241;13.3366470337;5;29.3608939648;
16;2;22.8547325134;12.446267128;4;27.4794170856;2;17.4150733948;13.6469516754;5;30.135217905;
17;2;23.9344806671;12.5;4;27.6658837795;2;18.4845218658;13.879781723;5;30.7230784893;
18;2;25.0183906555;12.5;5;27.86140275;2;19.5626926422;14.0;5;31.1118502617;
19;2;26.1063728333;12.5;5;28.0656666756;2;20.6501674652;14.0;5;31.544028759;
20;2;26.6295509338;12.5;5;28.2782502174;2;21.0974063873;14.0;5;32.0209121704;
21;2;26.7252120972;12.5;5;28.4986059666;2;21.2047042847;14.0;5;32.5427899361;
22;2;26.8243732452;12.5;5;28.7260642052;2;21.3221263885;14.0;5;33.1086950302;
23;3;26.9267292023;12.5;5;28.9598350525;2;21.4494552612;14.0;6;33.7161855698;
24;4;27.0319252014;12.5;4;29.1990156174;2;21.5861415863;14.0;6;34.3611893654;
25;4;27.1395568848;12.5;4;29.4425997734;2;21.7312660217;14.0;6;35.0379443169;
26;4;27.2491703033;12.5;4;29.6894927025;2;21.8835372925;14.0;6;35.7390680313;
27;4;25.25;13.5;4;29.9385285378;2;22.0412902832;14.0;6;36.4557781219;
28;4;25.25;14.5;4;30.1884908676;2;22.2025489807;14.0;6;37.1782588959;
29;4;25.25;15.5;5;30.4381356239;2;22.36510849;14.0;6;37.8961582184;
30;4;24.25;14.5;5;30.6862158775;2;22.5266342163;14.0;6;38.5991659164;
31;4;24.25;14.5;5;30.9315071106;2;22.6848106384;14.0;6;39.2776012421;
32;4;25.25;15.5;5;31.1728301048;2;22.8374595642;14.0;6;39.9229507446;
33;4;25.25;16.5;6;31.4090747833;2;22.9826622009;14.0;6;40.5282850266;
34;4;24.25;15.5;6;31.6392197609;2;23.1188621521;14.0;6;41.088514328;
35;4;24.25;15.5;6;31.8623495102;2;23.2449150085;14.0;6;41.6004695892;
36;4;24.25;15.5;6;32.0776662827;2;23.3601055145;14.0;6;42.0628213882;
37;4;23.25;14.5;7;32.2844991684;2;23.4641342163;14.0;7;42.4758720398;
38;5;25.25;16.5;6;31.9823098183;2;23.5570697784;14.0;7;42.8412618637;
39;5;24.25;18.5;6;31.6930141449;2;23.6392822266;14.0;7;43.1616458893;
40;5;25.0249996185;20.5;6;31.7624211311;2;23.7113685608;14.0;7;43.4403705597;
41;5;26.1903762817;22.4337501526;6;32.1090135574;2;23.7740821838;14.0;7;43.6811828613;
42;5;27.25;22.5;7;32.3145341873;2;23.8282661438;14.0;8;43.8879890442;
43;5;28.25;22.5;7;32.5109634399;2;23.874797821;16.0;8;44.0;
44;5;28.6299324036;22.5;7;32.6979141235;2;23.8999996185;18.0;8;44.0;
45;5;28.7140617371;22.5;8;32.8751268387;2;23.8999996185;20.0;8;44.0;
46;5;28.7938079834;22.5;9;32.5424633026;2;23.8999996185;22.0;8;44.0;
47;5;28.6441078186;22.5;9;32.7278223038;3;23.8999996185;24.0;7;44.0;
48;5;28.727519989;22.5;9;32.4034123421;3;23.8999996185;24.0;7;44.0;
49;5;28.5815353394;22.5;11;32.5956482887;3;23.8999996185;24.0;7;44.0;
50;7;28.6680412292;22.5;9;32.7782745361;3;23.8999996185;24.0;8;44.0;
51;7;26.6680412292;23.5;9;32.9510865211;3;23.8999996185;24.0;8;44.0;
52;7;25.6680412292;24.5;9;33.1139974594;3;23.8999996185;24.0;10;44.0;
53;7;26.6680412292;22.5;9;33.2670278549;3;23.8999996185;24.0;9;44.0;
54;7;27.6680412292;22.5;9;33.4102935791;4;24.8999996185;25.0;9;45.0;
55;7;25.6680412292;23.5;9;34.5439929962;4;25.8999996185;26.0;10;45.1599999666;
56;7;26.25;25.5;10;34.6983940601;4;25.8999996185;27.0;9;45.3437439203;
57;7;27.25;27.5;10;34.8444139957;4;25.8999996185;28.0;10;45.5541238785;
58;7;27.25;29.5;10;34.9824159145;4;25.8999996185;29.0;10;45.7941719294;
59;7;28.25;28.5;10;35.1127951145;4;25.8999996185;29.8970870972;10;46.0669906139;
60;7;27.25;30.5;11;36.3370970488;5;26.8999996185;31.0334949493;9;47.375654459;
61;7;27.7000007629;32.5835342407;11;38.3296401501;5;27.8999996185;31.0;9;47.8830784559;
62;7;30.0510005951;31.9959011078;13;40.145272851;5;27.8999996185;33.0;12;48.455594182;
63;7;33.3185348511;33.316116333;13;40.9005591869;5;27.8999996185;34.5559234619;12;49.0981526375;
64;7;35.9868545532;34.5621299744;15;41.3900015354;5;27.8999996185;35.7720146179;13;49.8150840998;
65;8;36.5999984741;36.6764945984;14;41.6986612082;6;28.8047046661;34.8970870972;12;50.60978055;
66;8;37.5360794067;38.7011680603;14;42.0082033873;6;28.92212677;35.033493042;14;51.4843494892;
67;8;37.5948944092;39.7263946533;15;42.2217098475;6;29.583978653;34.0;13;52.5414378643;
68;8;37.0999984741;41.3354187012;15;42.4453501701;6;29.2091312408;35.0;13;55.0716261864;
69;8;37.6147499084;40.6507301331;15;42.6816542149;6;26.8014202118;36.4199981689;14;57.4287564754;
70;8;35.0999984741;42.5738525391;15;42.9309539795;6;26.0890007019;35.4199981689;15;59.6580729485;
71;8;34.0999984741;43.6161117554;16;43.1934925318;6;24.0890007019;36.957901001;14;61.5559325218;
72;8;34.6436042786;44.8133239746;17;43.4694036245;6;26.0890007019;37.0;14;63.3979668617;
73;8;33.6533470154;46.8415374756;17;44.7586935759;6;25.75;36.0;14;65.2365646362;
74;8;33.5999984741;50.7461776733;17;45.1412214041;6;25.75;36.0;15;67.9173445702;
75;9;34.5999984741;53.7905273438;16;45.5422180891;6;22.75;40.0;14;69.6697731018;
76;9;35.1828842163;55.540687561;16;45.9614402056;6;22.75;44.0;14;71.4120569229;
77;9;34.5999984741;58.6157722473;17;46.398440361;6;21.75;48.0;15;73.1198395491;
78;9;35.202796936;59.8523635864;16;46.852555871;7;22.75;49.0;16;74.7702989578;
79;9;35.2128067017;61.7453842163;16;47.3229023218;7;23.75;51.0;15;76.3432422876;
80;9;35.2228431702;62.9693984985;16;47.8083744049;7;21.75;51.0;15;77.8220051527;
81;9;35.2329101562;64.200958252;17;49.3076517582;7;20.75;52.0;17;79.19409132;
82;9;36.5999984741;64.4393844604;17;49.8592156172;8;20.0;53.0;17;80.4514924288;
83;9;36.5999984741;66.6998748779;16;50.4225527048;8;20.0;54.0;16;81.5906698704;
84;9;37.2632102966;67.9337768555;17;50.9958184958;8;20.0;56.0;18;82.6122092009;
85;9;38.2733306885;67.1879882812;16;51.5770500898;8;20.0;58.0;18;83.5202168226;
86;9;37.8086585999;69.4455718994;16;52.1642035246;8;20.0;60.0;19;84.2816796303;
87;9;37.2935791016;71.5538253784;19;52.7551943064;8;20.0;62.0;19;84.8118693829;
88;9;36.8696861267;69.966835022;20;53.347936511;8;21.0;61.0;19;85.2838714123;
89;9;36.1871643066;71.2284393311;21;53.9403818846;8;20.0;63.0;20;85.7032437325;
90;9;36.5999984741;73.5625305176;21;54.5305534601;8;20.0;65.0;21;86.0759830475;
91;9;37.5999984741;71.871963501;21;55.1165761948;8;21.0;64.0;20;86.4081072807;
92;9;37.9977874756;71.0051879883;22;55.6966987848;8;20.0;66.0;21;86.5543570518;
93;9;37.3540344238;73.258354187;22;56.2693132162;8;20.0;68.0;21;86.667914629;
94;9;38.0646476746;76.5101776123;22;56.8329634666;9;22.0;68.0;22;87.7834908962;
95;9;38.0987205505;77.8517303467;25;57.3863528967;9;22.0;71.0;21;88.0808569193;
96;9;38.133190155;79.1854782104;26;57.9283443689;9;22.0;74.0;21;88.4100432396;
97;10;39.1680412292;77.5106658936;26;58.4579534531;9;23.0;74.0;22;88.7750607729;
98;10;38.2032470703;78.8266296387;27;58.9743460417;9;23.0;75.0;24;89.180197835;
99;10;38.2387771606;80.1328277588;29;59.4768259525;9;22.0;78.0;24;89.6299169064;
100;11;39.2746086121;78.4288330078;28;59.9648302794;9;23.0;75.0;24;90.1286942959;
101;11;38.310710907;79.7142715454;28;60.4379143715;10;23.0;74.0;23;90.6807951927;
102;11;38.3470535278;80.9888916016;29;60.8957459927;10;22.0;77.0;24;91.2899725437;
103;11;38.531879425;80.2525253296;30;64.0265991688;10;23.0;77.0;24;91.9590919018;
104;11;39.4746398926;82.6025085449;30;66.3048900366;10;23.0;77.0;24;92.6896929741;
105;11;40.5690307617;85.9804840088;30;69.5613393784;10;22.0;80.0;25;93.4815149307;
106;11;41.666683197;86.8560714722;32;73.9087064266;10;24.0;78.0;27;94.3320326805;
107;11;40.5593070984;92.7796630859;33;78.3721945286;10;24.0;80.0;25;95.2360692024;
108;11;43.5868225098;97.7384109497;34;84.6546922922;10;25.0;83.0;25;96.1855716705;
109;11;46.6435012817;104.416641235;37;89.5015810728;10;27.0;83.0;25;97.1696224213;
110;13;47.7688140869;108.925979614;35;93.8889286518;10;24.0;85.0;27;98.1747612953;
111;13;47.0546417236;115.276901245;37;97.8448262215;10;23.0;88.0;25;99.185631752;
