Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;11.0;4;20.0;1;8.14999961853;10.5;5;21.0;
5;1;10.0;10.0;4;20.0;1;8.14999961853;10.5;5;21.0;
6;1;11.0;10.0;4;20.0;1;9.14999961853;10.5;5;21.0;
7;2;12.0;10.3000001907;3;21.0;1;9.72500038147;10.5;5;21.0;
8;2;13.4499998093;10.0;3;21.469999671;1;9.72500038147;10.5;5;21.4200000763;
9;2;14.4814996719;10.1999998093;3;21.8705514669;1;9.81949996948;10.7100000381;5;21.758436203;
10;2;14.8417472839;10.3632001877;3;23.0649029016;2;9.8956489563;11.0792179108;4;23.0;
11;2;15.3792066574;10.9097137451;3;24.0861145258;2;10.1750001907;11.0;4;24.7000008821;
12;2;15.8387517929;11.3658018112;3;24.9461766481;2;10.5574998856;11.7700004578;5;26.1690288782;
13;2;18.4282722473;11.7372808456;3;25.6645179987;2;12.2523422241;12.4126424789;5;27.4157934189;
14;2;20.4282722473;12.0336990356;3;26.2638499737;2;14.2523422241;12.9308347702;5;28.4674659967;
15;2;21.5978393555;12.2662630081;3;26.7670158148;2;16.2523422241;13.3366470337;5;29.3608939648;
16;2;22.6622600555;12.446267128;3;27.0267930031;2;17.4150733948;13.6469516754;5;30.135217905;
17;2;23.7308006287;12.5;2;27.1883933544;2;18.4845218658;13.879781723;5;30.7230784893;
18;2;24.8035202026;12.5;3;27.3593420982;2;19.5626926422;14.0;5;31.1118502617;
19;2;25.8804473877;12.5;3;27.5396113396;2;20.6501674652;14.0;5;31.544028759;
20;2;26.3928260803;12.5;4;27.7290761471;2;21.0974063873;14.0;5;32.0209121704;
21;2;26.4780845642;12.5;4;27.9275052547;2;21.2047042847;14.0;5;32.5427899361;
22;2;26.5673770905;12.5;4;28.1345529556;2;20.2999992371;15.0;5;33.1086950302;
23;2;26.6605491638;12.5;5;28.3497540951;2;21.2999992371;14.0;6;33.7161855698;
24;2;26.7573890686;12.5;5;28.5725209713;2;21.5861415863;14.0;6;34.3611893654;
25;2;24.8576335907;13.5;5;28.8021440506;2;21.7312660217;14.0;6;35.0379443169;
26;2;23.9609642029;14.5;5;29.0377955437;2;21.8835372925;14.0;6;35.7390680313;
27;2;23.0670089722;15.5;5;29.2785372734;2;22.0412902832;14.0;7;36.4557781219;
28;2;22.1753425598;16.5;5;29.523332119;2;22.2025489807;14.0;7;37.1782588959;
29;2;21.2854995728;17.5;5;29.7710599899;3;23.36510849;14.5;6;38.8961582184;
30;2;20.2854995728;16.5;5;30.0205359459;3;22.5266342163;15.0;6;39.7591658831;
31;2;21.25;16.5;6;30.2705316544;3;21.6848106384;16.5799999237;6;40.6213451624;
32;2;20.25;15.5;6;30.5197997093;3;21.1398010254;17.0;6;41.4770746231;
33;2;20.25;14.5;5;30.76709795;3;19.9826622009;18.7770614624;6;42.3224569559;
34;2;21.25;14.5;5;31.0112137794;3;19.5225505829;19.0;6;43.1555049419;
35;2;20.25;13.5;5;31.2509884834;3;18.9449157715;21.0;6;43.9761240482;
36;3;20.25;13.5;4;31.4853386879;3;19.5946292877;21.0;7;44.7858998775;
37;3;19.25;13.5;4;31.7132763863;3;19.1641349792;23.0;8;45.5877223015;
38;3;19.25;14.5;4;31.9339232445;3;19.2570705414;24.5559253693;9;46.3852906227;
39;3;18.25;13.5;5;32.146522522;3;19.3392829895;25.7720146179;9;47.1825580597;
40;3;19.25;14.5;5;32.350446701;3;20.3160743713;25.0;10;47.9831604958;
41;3;21.25;16.5;6;32.5452008247;3;19.4740829468;27.0;10;48.7898778915;
42;3;23.25;18.5;6;32.7304205894;3;20.5282669067;27.0;12;49.604174614;
43;3;25.25;20.5;7;32.9058685303;3;21.8609409332;25.0;14;50.3611893654;
44;3;26.8076400757;21.5;7;33.0714273453;3;21.0312690735;26.0;13;51.0379443169;
45;3;27.8821411133;22.5;7;33.2270908356;3;20.6000003815;26.0;13;51.7390680313;
46;3;28.9521903992;22.5;8;33.3729496002;3;22.6000003815;27.0;14;52.4557781219;
47;3;29.0178279877;22.5;8;34.5091819763;3;24.5025501251;28.0;14;53.1782588959;
48;3;30.0791320801;23.5;8;34.7660387754;3;25.6651077271;29.0;14;53.8961582184;
49;3;31.1362171173;24.5;10;35.0292619467;3;26.8266372681;30.0;14;54.5991659164;
50;3;31.763168335;25.5;10;35.3006429672;3;27.9848136902;29.0;15;55.2776012421;
51;3;31.8852901459;26.5;11;35.5820324421;3;28.4374599457;29.0;15;55.9229507446;
52;3;32.0119132996;27.5;11;35.8187118769;3;28.5826644897;29.0;16;56.5282850266;
53;3;31.2999992371;28.5;11;36.0402543545;4;26.5826644897;30.0;8;67.088514328;
54;3;32.2181167603;27.5;13;36.2842636108;4;28.5826644897;30.0;9;68.0004692078;
55;4;31.2999992371;28.5;12;36.5518820286;4;30.5826644897;31.0;10;68.8372211456;
56;4;32.2999992371;27.5;12;36.8440244198;5;32.0641326904;33.0;9;70.5978107452;
57;4;31.2999992371;28.5;13;37.1613030434;5;33.1570701599;35.0;11;71.4432965517;
58;4;31.2999992371;29.5;14;37.5039470196;5;33.2392845154;37.0;11;72.2401081324;
59;4;32.2999992371;27.5;15;37.871723175;5;33.3113708496;39.0;11;72.9950370789;
60;4;31.2999992371;28.5;15;38.263862133;5;33.3740844727;41.0;14;73.7158428431;
61;4;32.2999992371;27.5;15;38.6789975166;6;33.4282646179;42.8970870972;13;74.4108407497;
62;4;31.2999992371;28.5;17;40.3887071609;6;33.4747962952;44.033493042;13;75.0238516331;
63;4;28.2999992371;30.0;17;41.8978710175;6;34.0345230103;44.0;14;75.5422542095;
64;4;30.2999992371;30.3899993896;18;43.2371940613;6;33.5;46.0;15;76.0823979378;
65;4;30.2999992371;29.6872596741;18;44.4376754761;6;33.5;46.0;15;76.544028759;
66;4;30.2999992371;29.6872596741;18;45.3784451485;6;33.5;47.0;16;77.0209121704;
67;4;30.2999992371;30.0;20;46.1366415024;8;33.5;48.0;9;85.6832075119;
68;4;32.2999992371;31.0;20;46.8815612793;8;33.797000885;51.7019958496;12;88.3621379137;
69;4;31.75;30.0;20;47.5137901306;8;38.0306015015;51.0134735107;12;90.8119359016;
70;4;31.75;31.0;21;48.1308746338;8;38.2125091553;54.2398986816;12;92.8473180532;
71;4;31.75;32.0;21;48.7254686356;8;38.6486816406;57.2819976807;13;94.7347484827;
72;4;31.75;33.0;21;49.2911872864;8;39.1376266479;59.2819976807;16;96.4515106678;
73;4;31.75;34.0;23;49.8228683472;8;36.9691581726;61.2819976807;15;97.8508443832;
74;4;31.0702896118;35.0;23;50.3167247772;8;34.1436958313;65.2819976807;15;99.3087720871;
75;4;30.2925262451;36.0;23;50.7703838348;8;34.2781448364;66.2819976807;15;100.813106775;
76;4;29.496673584;37.0;24;51.1828184128;8;33.6276054382;68.2819976807;16;102.350815773;
77;4;28.496673584;36.0;24;51.5542020798;8;34.6624755859;71.2819976807;17;103.908724785;
78;4;28.496673584;36.0;24;51.8857107162;8;35.6958465576;75.2819976807;17;105.474066734;
79;4;27.496673584;35.0;24;52.1792945862;8;36.7277069092;79.2819976807;17;107.034765244;
80;4;24.496673584;37.0;24;52.4374580383;8;36.7580528259;83.2819976807;20;108.579430103;
81;4;22.496673584;39.0;23;52.6630496979;8;36.7868995667;87.2819976807;19;110.097139835;
82;4;20.75;41.0;21;52.8590869904;8;36.8142585754;91.2819976807;20;111.577136517;
83;4;20.5;43.0;21;53.0;9;36.8401565552;95.2819976807;20;113.008608818;
84;4;20.5;45.0;21;53.0;9;36.8646278381;99.2819976807;23;114.380696297;
85;4;20.5;47.0;21;53.0;10;37.8877105713;100.281997681;22;115.651304245;
86;4;20.5;49.0;22;53.0;10;36.9000015259;104.281997681;23;116.805443764;
87;4;20.5;51.0;22;53.0;10;36.9000015259;108.281997681;23;117.875541687;
88;3;20.5;53.0;22;53.0;11;38.9000015259;106.281997681;22;118.767004967;
89;3;20.5;55.0;22;53.0;12;36.9000015259;109.281997681;21;120.487431526;
90;3;21.5;54.0;25;53.0;12;39.7999992371;110.281997681;22;121.181186676;
91;3;20.5;56.0;25;53.0;12;41.7999992371;111.281997681;21;122.806641102;
92;3;20.5;58.0;25;53.0;12;42.8499984741;113.281997681;23;123.543948054;
93;3;20.5;55.0;26;53.0;12;42.8499984741;118.281997681;23;124.245949626;
94;3;18.5;54.0;26;53.0;12;44.8499984741;117.281997681;23;124.921253443;
95;3;19.0;54.0;28;53.0;12;43.8499984741;119.281997681;23;125.579891562;
96;3;18.0;53.0;28;53.0;13;44.8499984741;122.281997681;20;141.232657433;
97;3;17.0;55.0;28;53.0;13;45.8499984741;122.281997681;21;142.940495729;
98;4;17.0;54.0;26;53.0;12;44.8499984741;128.281997681;24;144.46018827;
99;4;19.0;51.0;27;53.0;13;45.8499984741;134.281997681;24;145.846884847;
100;4;19.0;51.0;24;53.0;13;46.8499984741;141.281997681;24;147.18584013;
