Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;4;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;4;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;11.0;4;20.0;1;8.14999961853;10.5;5;21.0;
5;1;10.0;10.0;4;20.0;2;8.14999961853;10.6999998093;4;22.0;
6;1;11.0;10.0;4;20.0;2;9.375;10.5;4;22.0900000334;
7;1;12.0;10.0;4;20.0;2;9.9702501297;10.5;3;22.1871190071;
8;1;13.0;10.0;4;20.3999996185;2;9.99210166931;10.5;3;22.7236096859;
9;2;15.0;10.5;3;21.7264003754;2;10.1128120422;10.7100000381;3;23.1884489059;
10;2;16.3268795013;10.3632001877;3;22.8494274616;2;10.2174015045;10.8792181015;3;23.5668647289;
11;2;17.8187427521;10.9097137451;3;23.7921946049;2;10.3025445938;11.0;2;25.3486820459;
12;2;18.7064876556;11.3658018112;3;24.5663278103;2;10.703453064;11.7700004578;3;26.9087285995;
13;2;21.2960090637;11.7372808456;3;25.1909153461;2;12.4187746048;12.4126424789;3;28.2558913231;
14;2;23.2960090637;12.0336990356;3;25.6883610487;2;14.4187746048;12.9308347702;3;29.4172105789;
15;2;24.3388690948;12.2662630081;4;26.0812431574;2;16.4187736511;13.3366470337;3;30.428994894;
16;3;25.3536605835;12.446267128;3;26.2221269608;2;17.6553955078;13.6469516754;3;31.3293325901;
17;3;25.8187427521;12.5;3;26.2560760975;2;18.7531986237;13.879781723;3;32.049197197;
18;3;27.3839759827;12.5;3;26.2905418873;2;19.8610706329;14.0;3;32.573600769;
19;3;28.3994865417;12.5;3;26.3255085945;2;20.9790611267;14.0;3;33.1419348717;
20;3;28.8464794159;12.5;3;26.3609591722;2;21.4569339752;14.0;3;33.7516689301;
21;3;28.8624305725;12.5;4;26.3968753815;2;21.5941238403;14.0;3;34.3986358643;
22;3;28.8785934448;12.5;5;26.4332377911;2;21.739692688;14.0;3;35.0769786835;
23;3;28.8949565887;12.5;6;26.4700255394;2;21.8923187256;14.0;4;35.7792286873;
24;3;28.25;13.5;6;26.5072168112;2;22.0503253937;14.0;4;36.4965333939;
25;3;26.9282474518;13.5;6;26.5447884798;2;22.2117195129;14.0;5;37.2190332413;
26;4;25.9451541901;14.5;5;26.5827163458;2;22.3742828369;14.0;5;37.9363632202;
27;4;24.25;15.5;5;26.6209751368;2;22.5356807709;14.0;5;38.6382322311;
28;4;23.9794387817;16.5;5;26.6595385075;2;22.6936016083;14.0;5;39.3150119781;
29;4;22.9967918396;17.5;5;26.6983793974;2;22.8458766937;14.0;5;39.9582691193;
30;4;22.0142707825;18.5;5;26.7374696732;2;20.9906101227;15.0;5;40.5611724854;
31;4;21.0318603516;19.5;5;26.7767804861;2;20.1262626648;16.0;6;41.1187410355;
32;4;20.0495510101;20.5;6;26.8162822723;2;19.2517166138;17.0;6;41.627913475;
33;4;19.0673274994;21.5;6;26.8559447527;2;18.3662796021;18.0;6;42.0874586105;
34;4;18.0851745605;22.5;7;26.8957372904;3;17.4696769714;19.0;5;42.4977617264;
35;4;17.8530807495;23.5;7;26.9356285334;3;17.2619972229;20.0;5;42.8605298996;
36;4;17.8710327148;24.5;7;26.9755871296;3;17.3436203003;21.0;5;43.1784667969;
37;4;17.8890151978;25.5;8;27.015581131;3;17.4151554108;22.0;6;43.4549474716;
38;4;18.0;24.5;9;28.0555787086;3;17.4773635864;23.0;6;43.693734169;
39;4;20.9250106812;25.5;9;28.1155478954;3;17.5310897827;24.0;6;43.8987360001;
40;4;22.0;26.5;11;28.175652504;3;17.5772151947;25.0;7;44.0;
41;4;24.4290428162;27.5;11;28.2358549833;3;17.6000003815;26.0;7;44.0;
42;4;24.0;28.5;12;28.2961169481;3;17.6000003815;27.0;8;44.0;
43;4;25.4865188599;29.5;12;28.3564004898;3;18.6000003815;25.0;9;44.0;
44;4;27.4958534241;27.5;13;28.416667819;3;17.6000003815;26.0;9;44.0;
45;4;27.0;29.2859687805;14;28.4768815041;3;17.6000003815;27.0;10;44.0;
46;4;28.514749527;29.1330947876;14;28.5370044708;3;18.6000003815;25.0;10;44.0;
47;4;29.0;29.9759025574;15;28.5970001221;3;19.6000003815;25.0;11;44.0;
48;4;30.0;30.0179004669;16;28.656832099;3;20.6000003815;25.0;11;44.0;
49;4;30.7936077118;29.2141704559;17;28.7164651155;3;21.6000003815;25.0;12;44.0;
50;5;30.8033485413;29.2407608032;16;28.7758646011;3;22.6000003815;25.0;13;44.0;
51;5;30.25;28.3760032654;16;28.8349965811;3;23.6000003815;25.0;13;44.0;
52;5;31.25;28.3913211823;16;28.8938279152;3;23.8999996185;24.0;14;44.0;
53;5;30.8328857422;28.5;16;28.9523266554;3;23.8999996185;24.0;14;44.0;
54;5;31.25;28.4221687317;16;29.010461688;3;23.8999996185;24.0;15;44.0;
55;5;32.0547103882;27.5;16;29.0682030916;3;23.8999996185;24.0;15;44.0;
56;5;30.8628063202;28.5;17;29.1255218983;3;23.8999996185;24.0;15;44.0;
57;5;31.872844696;27.5;17;30.1823905706;3;23.8999996185;24.0;17;44.0;
58;5;31.8829097748;29.5;17;30.2687824965;3;23.8999996185;24.0;17;44.0;
59;6;32.25;32.4669342041;10;45.3552634716;3;23.8999996185;24.0;17;44.0;
60;6;34.25;33.4903411865;12;46.1918026209;3;23.8999996185;24.0;17;44.0;
61;6;36.9132118225;35.5133628845;12;48.3024240732;3;23.8999996185;24.0;17;44.0;
62;6;38.373336792;38.0561218262;13;50.0905349255;3;23.8999996185;24.0;17;44.0;
63;6;39.7344589233;38.0352630615;14;51.5849462748;3;23.8999996185;24.0;18;45.0;
64;6;39.0121154785;40.3550415039;14;52.8221749067;4;24.8999996185;25.0;17;45.0199999809;
65;6;40.2224655151;40.5445022583;14;53.6928377151;4;25.8999996185;26.0;17;45.0401959419;
66;7;40.0291976929;42.6584396362;14;54.2897343636;4;26.1340427399;27.0;18;45.0605818033;
67;8;40.055267334;42.0;14;54.804071784;5;26.1386299133;28.0;15;57.8311508894;
68;8;38.5999984741;44.7075042725;14;55.2471349239;5;27.1432590485;30.0;15;58.4893963337;
