Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;11.0;6;20.0;1;8.14999961853;10.5;5;21.0;
5;2;10.0;10.3000001907;5;21.0;1;8.14999961853;10.5;4;21.0;
6;2;11.4499998093;10.0;5;21.0900000334;2;9.14999961853;10.6999998093;3;22.0;
7;2;12.4905004501;10.0;5;21.1871190071;2;9.95000076294;10.5;3;22.0900000334;
8;2;13.5342035294;10.0;5;21.7036092281;2;9.9702501297;10.5;3;22.618019104;
9;2;14.5866241455;10.1999998093;5;22.1564130783;2;10.0890541077;10.7100000381;3;23.0738848448;
10;2;14.9703855515;10.3632001877;5;23.4291926622;2;10.1916246414;10.8792181015;3;23.442843914;
11;2;15.5431365967;10.9097137451;5;24.540822506;2;10.2746400833;11.0;3;25.2073103189;
12;2;16.0433712006;11.3658018112;5;25.5043385029;2;10.6716451645;11.7700004578;4;26.7482377291;
13;2;18.6328907013;11.7372808456;5;26.3401436806;2;12.3826637268;12.4126424789;4;28.074546814;
14;2;20.6328907013;12.0336990356;5;27.0718023777;2;14.3826637268;12.9308347702;4;29.2133922577;
15;2;21.9614181519;12.2662630081;5;27.7228300571;2;16.3826637268;13.3366470337;4;30.2012972832;
16;2;23.092376709;12.446267128;5;28.1464314461;2;17.6041641235;13.6469516754;4;31.0766849518;
17;2;24.2346363068;12.5;5;28.4879314899;2;18.696352005;13.879781723;4;31.7709991932;
18;2;25.3883113861;12.5;6;28.8545851707;2;19.7984752655;14.0;4;32.2698645592;
19;2;26.5533065796;12.5;6;29.2456488609;2;20.9107208252;14.0;4;32.8134241104;
20;2;27.1605415344;12.5;6;29.659784317;2;21.383020401;14.0;4;33.400015831;
21;2;27.3469028473;12.5;6;30.0950183868;2;21.5150032043;14.0;4;34.0264167786;
22;3;27.5427589417;12.5;5;30.5487289429;2;21.6559429169;14.0;4;34.6877307892;
23;3;27.7469291687;12.5;6;31.0176672935;2;21.8047389984;14.0;5;35.3773875237;
24;4;27.957950592;12.5;5;31.4980173111;2;21.9599113464;14.0;5;36.0872850418;
25;4;25.957950592;13.5;5;31.9854974747;2;22.119638443;14.0;6;36.8080816269;
26;4;25.25;14.5;5;32.4754953384;2;22.2818183899;14.0;6;37.5296325684;
27;4;25.25;15.5;5;32.9632344246;2;22.4441661835;14.0;6;38.2415313721;
28;4;24.25;14.5;5;33.4439563751;2;22.6043434143;14.0;6;38.9337024689;
29;4;24.25;14.5;5;34.9131059647;2;22.7600822449;14.0;6;39.5969734192;
30;4;25.25;15.5;5;35.4565066099;2;20.9093170166;15.0;6;40.2235612869;
31;4;26.25;16.5;5;35.9876217842;2;20.0503005981;16.0;7;40.8074121475;
32;4;25.25;16.3309841156;5;36.5038126707;2;19.1816673279;17.0;7;41.344373703;
33;4;25.831281662;15.5;5;37.0031261444;2;18.302482605;18.0;7;41.8321943283;
34;4;24.8819007874;14.5;5;37.4843096733;2;17.4122428894;19.0;7;42.2703714371;
35;4;24.9362182617;15.5;5;38.9467815161;2;17.2108345032;20.0;7;42.6598997116;
36;4;25.9943771362;16.5;5;39.4805703163;2;17.2984771729;21.0;7;43.0029563904;
37;4;28.25;20.5;5;40.0033431053;2;17.3756656647;22.0;7;43.3025722504;
38;4;31.0015029907;23.5;6;40.5164433718;3;17.4430789948;23.0;7;43.5623226166;
39;4;31.289358139;26.5;6;41.0215065479;3;17.5015220642;24.0;8;43.7860584259;
40;4;32.8101921082;29.5;6;41.5203402042;3;17.5518627167;25.0;9;43.9776916504;
41;4;32.9016036987;32.5;9;42.0148147345;3;17.5949802399;26.0;9;44.0;
42;5;33.645980835;33.5;8;42.5067666769;3;17.6000003815;27.0;10;44.0;
43;5;33.9016036987;33.5;8;42.9554846287;3;18.6000003815;25.0;11;44.0;
44;5;36.7742996216;32.5;10;43.3224511147;3;17.6000003815;26.0;11;44.0;
45;5;35.0999984741;34.5;10;43.706656456;3;17.6000003815;27.0;13;44.0;
46;5;36.0999984741;34.5;10;44.1074824333;3;18.6000003815;25.0;12;44.0;
47;5;36.0999984741;33.5;10;44.5240991116;3;19.6000003815;25.0;13;44.0;
48;5;36.0999984741;33.5;10;44.9554598331;3;20.6000003815;25.0;14;44.0;
49;5;35.0999984741;35.5;10;46.4003016949;4;22.6000003815;26.0;13;45.0;
50;6;37.0999984741;36.5;7;64.1371526718;4;24.6000003815;27.0;15;45.1599999666;
51;6;39.0999984741;37.5;8;65.4974341393;4;25.6000003815;28.0;16;45.3437439203;
52;6;41.5772628784;39.5;9;66.7536988258;4;25.8999996185;28.0;16;45.5541238785;
53;6;42.899269104;39.5;9;67.9066858292;4;25.8999996185;29.0;17;45.7941719294;
54;6;39.4079742432;43.5;10;68.9616364241;4;25.8999996185;29.0;17;46.0669906139;
55;7;39.6201248169;46.5;8;69.9266148806;4;25.8999996185;29.0;17;46.375654459;
56;7;40.6349182129;46.5;8;72.878698349;4;25.8999996185;29.0;17;46.7230784893;
57;7;40.1053085327;49.2719345093;8;75.4175984859;4;25.8999996185;29.0;17;47.1118502617;
58;7;42.3897819519;49.8689117432;9;77.5894277096;4;25.8999996185;29.0;17;47.544028759;
59;8;40.8106193542;52.3759536743;8;79.4468221664;4;25.8999996185;29.0;17;48.0209121704;
60;8;43.1617164612;50.5984344482;8;80.8936074972;4;25.8999996185;29.0;17;48.5427899361;
61;8;41.3094520569;53.5984344482;8;82.0253626108;4;25.8999996185;29.0;18;49.1086950302;
62;8;40.6674041748;56.6886940002;9;82.8150186539;4;25.8999996185;29.0;18;49.7161855698;
63;8;41.2353210449;57.5311164856;9;83.4535902739;4;25.8999996185;29.0;19;50.3611893654;
64;8;41.5674057007;58.5311164856;9;85.0288084745;4;25.8999996185;29.0;18;51.0379443169;
65;8;42.5674057007;58.6769981384;9;86.5091407895;4;25.8999996185;29.0;19;51.7390680313;
66;8;44.5674057007;60.7155380249;11;86.9253805876;4;25.8999996185;29.0;20;52.4557781219;
67;9;44.3540039062;64.5311126709;10;87.3304516673;5;25.8999996185;29.0;19;53.1782588959;
68;9;43.115447998;68.0;11;87.7222284079;5;25.8999996185;29.0;19;53.8961582184;
69;9;40.385345459;73.0;14;88.0990606546;5;26.8999996185;30.0;20;55.5991659164;
70;9;41.2497711182;74.4850082397;15;88.4597465396;5;27.8999996185;31.0;20;56.4376012087;
71;9;39.2763900757;75.0106811523;15;88.8034828901;5;27.8999996185;32.0;21;58.8354460001;
72;9;37.3032989502;74.9621124268;17;89.1298260689;5;26.0890007019;34.4199981689;21;60.9470750093;
73;9;37.385345459;75.9183959961;18;89.43863976;5;24.6291618347;34.7314720154;22;62.8165299892;
74;9;37.3578796387;77.8790588379;16;90.7300486565;6;24.7310562134;34.957901001;18;79.2463171482;
75;9;38.8667182922;77.8436508179;16;90.9309466481;6;25.75;36.0;19;81.5757162571;
76;10;38.25;82.8117904663;17;91.1090753675;6;26.75;37.0;18;83.7326142788;
77;10;38.25;83.7831115723;17;91.2798590362;6;24.75;39.0;18;85.5781333447;
78;10;37.25;84.7573013306;17;91.4433861971;6;23.75;41.0;19;87.307765007;
79;10;36.25;88.4637527466;19;91.5998297036;6;22.75;43.0;19;88.9301176071;
80;10;37.25;92.2305221558;21;91.6632601917;6;21.75;44.0;19;90.4576573372;
81;10;36.25;93.2642822266;20;92.7141076028;6;20.75;45.0;19;91.904088974;
82;10;37.25;94.6517028809;21;92.7872263789;6;20.0;46.0;19;93.2820525169;
83;11;39.25;95.6425704956;21;92.8624904156;6;20.0;47.0;20;94.4938049316;
84;11;41.25;99.6356277466;19;92.9395963252;6;21.0;46.0;21;95.5002841949;
85;11;41.25;101.630638123;21;93.0182634294;6;22.0;46.0;21;96.3927898407;
86;11;41.0575370789;105.031471252;19;93.0982328951;6;23.0;46.0;22;97.2951745987;
87;11;40.3349227905;108.801170349;20;93.1792643368;6;24.0;46.0;23;98.1913518906;
88;11;40.3620681763;111.815605164;21;93.2611361742;6;25.0;46.0;21;99.0652456284;
89;11;40.0;112.030693054;21;94.3436433375;6;26.0;46.0;21;99.9019403458;
90;11;40.0;117.032920837;23;94.4940963387;6;26.75;47.0;21;100.688708305;
91;11;42.0;119.866722107;24;94.6486558318;6;26.75;48.0;22;101.415755272;
92;11;42.0;121.147415161;26;94.8072796166;6;26.75;49.0;23;102.076608658;
93;11;42.0;123.167556763;24;95.3827026784;6;26.75;50.0;20;102.668123245;
94;11;42.0;124.476905823;27;95.9993980825;7;26.75;51.0;15;113.190166473;
95;11;41.0;128.661483765;30;96.659619689;7;27.75;53.0;16;114.145082474;
96;12;43.0;128.821929932;29;107.86550951;6;26.75;53.0;16;104.037059784;
97;12;45.8424263;127.072860718;32;109.091512978;6;26.75;54.0;17;104.371486664;
98;12;46.9328117371;128.351013184;37;110.336192578;6;27.75;53.0;17;104.654382706;
99;12;47.0;126.601676941;38;111.598707587;6;28.75;55.0;17;104.891942978;
100;13;49.0;124.56855011;37;127.878644317;6;26.75;56.0;17;105.0;
