Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;4;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;4;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;11.0;4;20.0;1;8.14999961853;10.5;5;21.0;
5;1;10.0;10.0;4;20.0;1;8.14999961853;10.5;5;21.0;
6;1;11.0;10.0;4;20.0;1;9.14999961853;10.5;5;21.0;
7;1;12.0;10.0;4;20.0;1;9.72500038147;10.5;5;21.0;
8;1;13.0;10.0;4;20.3999996185;1;9.72500038147;10.5;5;21.4200000763;
9;1;14.0;10.1999998093;4;20.7264003754;1;9.81949996948;10.7100000381;5;21.758436203;
10;2;14.3268795013;10.6632003784;3;22.8194274902;1;9.8956489563;10.8792181015;5;22.0;
11;2;15.2687425613;10.9097137451;3;23.7516036034;1;9.94999980927;11.0;5;23.5400009155;
12;2;15.6882219315;11.3658018112;3;24.5147576332;1;10.296500206;11.7700004578;6;24.8252849579;
13;2;18.2777423859;11.7372808456;3;25.1279798746;1;11.9499998093;12.4126424789;6;25.8616695404;
14;2;20.2777423859;12.0336990356;3;25.6136769056;1;12.9499998093;12.9308347702;6;26.6732940674;
15;2;21.3052597046;12.2662630081;4;25.9944307804;1;13.9499998093;13.3366470337;6;27.2939033508;
16;3;22.3145961761;12.446267128;4;26.1228116751;1;14.9499998093;13.6469516754;6;27.759563446;
17;3;23.3240089417;12.5;4;26.1438889503;1;15.9499998093;13.879781723;6;28.0;
18;3;24.3334922791;12.5;4;26.1651208401;1;16.9500007629;14.0;6;28.0;
19;3;25.3430480957;12.5;4;26.1864993572;1;17.9500007629;14.0;6;28.0;
20;3;25.7839241028;12.5;4;26.2080165148;1;18.2999992371;14.0;6;28.0;
21;3;25.7936077118;12.5;4;26.2296639681;1;18.2999992371;14.0;6;28.0;
22;3;25.8033485413;12.5;5;26.2514331341;1;18.2999992371;14.0;6;28.0;
23;3;25.8131446838;12.5;5;26.2733153105;1;18.2999992371;14.0;7;28.0;
24;4;25.8229923248;12.5;4;26.2953014374;1;18.2999992371;14.0;7;28.0;
25;4;23.25;13.5;4;26.3173824549;1;18.2999992371;14.0;7;28.0;
26;4;24.25;13.422167778;4;26.3395489454;1;18.2999992371;14.0;7;28.0;
27;4;25.25;13.4376840591;4;26.3617914915;1;18.2999992371;14.0;8;28.0;
28;4;23.8628063202;13.5;4;26.3841004372;2;18.2999992371;14.0;7;28.0;
29;4;24.25;13.468870163;4;26.4064661264;2;18.2999992371;14.0;7;28.0;
30;4;22.8829097748;13.5;5;26.428878665;2;18.2999992371;14.0;7;28.0;
31;4;23.25;13.5;5;26.4513280392;2;18.2999992371;14.0;7;28.0;
32;5;24.25;13.5159301758;4;26.4738043547;2;18.2999992371;14.0;7;28.0;
33;5;22.9132118225;13.5;4;26.4962974787;2;18.2999992371;14.0;7;28.0;
34;5;21.9233341217;14.5;4;26.5187973976;2;18.2999992371;14.0;7;28.0;
35;5;22.25;13.5;4;26.5412938595;2;18.2999992371;14.0;7;28.0;
36;5;20.9435825348;13.5;4;27.5637768507;2;18.2999992371;14.0;7;28.0;
37;5;20.9536991119;14.5;4;27.6262360811;2;18.2999992371;14.0;8;28.0;
38;5;22.25;14.2279996872;4;27.6898456812;2;18.2999992371;14.0;8;28.0;
39;5;23.25;14.3828926086;4;27.754597187;2;18.2999992371;14.0;8;28.0;
40;5;24.9839706421;17.3828926086;4;27.820479393;2;18.2999992371;14.0;9;28.0;
41;5;26.5192146301;20.3828926086;4;28.8874781132;2;18.2999992371;14.0;9;28.0;
42;5;28.54936409;24.3828926086;5;29.0055760145;2;18.2999992371;14.0;9;28.0;
43;5;30.5800094604;28.2568283081;5;29.1267278194;2;18.2999992371;14.0;10;28.0;
44;5;31.1070270538;30.5;5;29.2509344816;2;18.2999992371;14.0;9;28.0;
45;5;31.1629199982;31.5;5;29.3781884909;2;18.2999992371;14.0;9;28.0;
46;5;31.2201843262;32.5;5;29.5084730387;2;18.2999992371;14.0;10;28.0;
47;5;31.2788124084;32.5;5;29.6417613029;2;18.2999992371;14.0;10;28.0;
48;5;31.3387928009;32.5;5;29.7780160904;2;18.2999992371;14.0;10;28.0;
49;5;31.4001083374;32.5;6;29.9171892405;2;18.2999992371;15.0;11;28.0;
50;5;31.4627342224;32.5;6;30.0592207909;2;18.2999992371;16.0;11;28.0;
51;5;31.5266494751;32.5;6;30.204039216;2;18.2999992371;17.0;12;28.0;
52;5;31.5918159485;32.5;6;30.3515605927;2;18.2999992371;18.0;12;28.0;
53;5;31.6582012177;32.5;7;30.5016883612;2;18.2999992371;19.0;13;28.0;
54;5;29.25;35.5;8;30.6543133259;2;18.2999992371;19.0;13;28.0;
55;5;30.1297855377;35.0894622803;9;30.8093136549;2;18.2999992371;19.0;13;28.0;
56;5;30.1389789581;35.1836624146;9;30.9665545225;2;18.2999992371;19.0;14;28.0;
57;5;31.036863327;33.5;9;31.1100988388;2;18.2999992371;19.0;14;28.0;
58;5;30.1499996185;34.5;10;31.2515265942;2;18.2999992371;19.0;15;28.0;
59;5;31.1040077209;33.9920539856;11;31.3949251175;2;18.2999992371;19.0;15;28.0;
60;5;30.1499996185;35.0348548889;13;32.6500382423;2;18.2999992371;19.0;16;28.0;
61;5;29.7000007629;37.255027771;13;33.6944525242;3;19.2999992371;20.0;15;29.0;
62;5;32.9510002136;33.3899993896;13;34.5623364449;3;20.2999992371;21.0;15;29.1599999666;
63;5;32.3510246277;34.6872596741;14;35.2891879082;3;20.2999992371;22.0;15;29.3437439203;
64;5;33.6020317078;33.9097442627;14;35.7595765591;3;20.2999992371;23.0;16;29.5541238785;
65;5;32.7349777222;35.0;14;36.0568203926;3;20.2999992371;24.0;16;29.7941719294;
66;5;33.7875328064;34.0;14;36.3607258797;3;20.2999992371;24.8970870972;16;30.0669906139;
67;5;31.4999980927;36.0;15;36.670498848;4;20.2999992371;25.0334949493;16;30.375654459;
68;5;33.5;34.0;16;36.9852654934;5;21.8345222473;25.0;15;31.7230784893;
69;5;34.6433677673;34.0;16;37.3040804863;5;22.9126930237;26.0;15;32.2718502283;
