Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;11.0;6;20.0;1;8.14999961853;10.5;5;21.0;
5;1;10.0;10.0;6;20.0;1;8.14999961853;10.5;5;21.0;
6;1;11.0;10.0;6;20.0;1;9.14999961853;10.5;5;21.0;
7;1;12.0;10.0;6;20.0;1;9.72500038147;10.5;5;21.0;
8;1;13.0;10.0;6;20.3999996185;1;9.72500038147;10.5;5;21.4200000763;
9;1;14.0;10.1999998093;6;20.7264003754;1;9.81949996948;10.7100000381;5;21.758436203;
10;1;14.3268795013;10.3632001877;6;21.8194274902;1;9.8956489563;10.8792181015;5;22.0;
11;1;14.8187427521;10.9097137451;6;22.7316036224;1;9.94999980927;11.0;5;23.5400009155;
12;1;15.2292222977;11.3658018112;5;23.4745616913;2;10.296500206;11.970000267;5;25.8252849579;
13;1;16.8187427521;11.7372808456;5;24.0673980713;2;12.1750001907;12.4126424789;5;27.021669507;
14;1;17.8187427521;12.0336990356;5;24.5325260162;2;14.1750001907;12.9308347702;5;28.0170379877;
15;1;18.8187427521;12.2662630081;5;24.892534256;2;16.1749992371;13.3366470337;5;28.8480272293;
16;1;19.8187427521;12.446267128;5;25.0;2;17.2996768951;13.6469516754;5;29.5537353754;
17;1;20.8187427521;12.5;5;25.0;2;18.3536891937;13.879781723;5;30.0669906139;
18;2;22.8187427521;12.8999996185;5;26.0;2;19.4150733948;14.0;5;30.375654459;
19;2;24.8187427521;12.5;6;26.0299999714;2;20.4845237732;14.0;5;30.7230784893;
20;2;25.7135009766;12.5;6;26.0605909824;2;20.9126911163;14.0;5;31.1118502617;
21;2;25.7272663116;12.5;6;26.091766119;2;20.2999992371;14.9335546494;4;31.544028759;
22;2;25.7412948608;12.5;6;26.1235172749;2;21.0974063873;14.0;4;32.0209121704;
23;2;25.7555828094;12.5;7;26.1558350325;2;21.2047042847;14.0;5;32.5427899361;
24;2;25.7701263428;12.5;7;26.1887089014;2;20.2999992371;15.0;5;33.1086950302;
25;2;23.7849197388;13.5;7;26.2221269608;2;21.2999992371;14.0;5;33.7161855698;
26;2;22.7999572754;14.5;7;26.2560760975;2;21.5861415863;14.0;6;34.3611893654;
27;2;21.8152351379;15.5;7;26.2905418873;2;21.7312660217;14.0;6;35.0379443169;
28;2;20.8307437897;16.5;7;26.3255085945;2;21.8835372925;14.0;6;35.7390680313;
29;2;19.8464794159;17.5;7;26.3609591722;2;22.0412902832;14.0;6;36.4557781219;
30;2;18.8624305725;18.5;7;26.3968753815;2;20.2025489807;15.0;6;37.1782588959;
31;2;17.8785934448;19.5;7;26.4332377911;3;20.36510849;16.5;5;38.8961582184;
32;2;16.8949565887;20.5;7;26.4700255394;3;20.5266342163;17.5;5;39.7591658831;
33;2;15.9115114212;21.5;6;26.5072168112;3;19.6848106384;18.5799999237;4;40.6213451624;
34;2;14.9282474518;22.5;6;26.5447884798;3;19.1398010254;19.0;4;41.4770746231;
35;2;14.6951541901;23.5;7;26.5827163458;3;18.6826629639;20.7770614624;4;42.3224569559;
36;2;14.7122220993;24.5;8;26.6209751368;3;19.2225513458;21.0;4;43.1555049419;
37;2;14.7294387817;25.5;9;26.6595385075;3;18.9449157715;23.0;4;43.9761240482;
38;2;14.7467918396;26.5;10;26.6983793974;3;19.5946292877;23.0;4;44.7858998775;
39;2;14.7642707825;27.5;11;26.7374696732;3;19.1641349792;25.0;5;45.5877223015;
40;2;14.7818613052;28.5;11;26.7767804861;4;19.2570705414;26.5559253693;4;46.3852906227;
41;2;14.0;29.5;11;26.8162822723;4;19.3392829895;27.7720146179;5;47.1825580597;
42;2;15.0;27.5;14;26.8559447527;4;20.3160743713;27.0;5;47.9831604958;
43;3;14.0;28.5;10;36.8957372904;4;20.4740829468;26.0;4;48.7898778915;
44;3;16.0;27.5;10;37.3356281519;4;20.5282669067;26.0;4;49.604174614;
45;3;18.0;28.5;11;37.749986887;4;21.8609409332;26.0;4;50.3611893654;
46;3;19.0;29.5;12;38.1375198364;4;23.0312690735;27.0;5;51.0379443169;
47;3;20.0;30.5;13;38.49761343;4;22.6000003815;28.0;5;51.7390680313;
48;3;21.0;31.5;12;38.8302662373;4;24.6000003815;29.0;6;52.4557781219;
49;3;22.0;32.5;13;39.1359992027;4;26.5025501251;30.0;7;53.1782588959;
50;3;23.0;32.5;13;39.4157612324;4;27.6651077271;29.0;7;53.8961582184;
51;3;24.0;32.5;14;39.6708271503;4;28.1266365051;29.0;8;54.5991659164;
52;3;25.0;32.5;15;39.9027011395;5;29.2848129272;30.0;8;56.2776012421;
53;3;26.0;32.5;15;40.1130318642;5;30.4374599457;31.0;9;57.0829507113;
54;3;27.0;33.5;16;40.3035402298;6;30.5826644897;32.0;10;57.8720289469;
55;3;27.25;33.9852752686;16;40.3718836308;6;28.5826644897;34.0;10;58.6426382065;
56;4;27.25;34.0;11;45.4105007648;6;29.5826644897;34.0;10;59.3946415186;
57;4;28.25;35.0;11;45.5988156796;6;30.5826644897;34.8970870972;11;60.1298120022;
58;4;29.25;36.0;11;45.7835760117;6;31.0641345978;35.033493042;11;60.8515264988;
59;4;30.25;37.0;14;45.9643900394;6;29.1570701599;35.0;10;61.564340353;
60;4;31.25;38.0;14;46.1409049034;6;28.2392845154;36.0;12;62.273496151;
61;4;31.7606506348;39.0;14;46.312810421;6;27.3113708496;37.0;12;63.9843993187;
62;4;31.821428299;39.0;14;46.479840517;6;29.3740825653;36.0;12;64.7320950031;
63;4;31.8802032471;39.0;15;46.641772747;6;31.4282646179;36.0;13;65.4913699627;
64;5;31.9368858337;39.0;13;46.7984287739;6;29.4747962952;38.0;15;66.2004611492;
65;5;31.9914073944;39.0;14;46.9496734142;6;28.5;40.0;15;66.8397028446;
66;6;32.043712616;39.0;12;47.0954124928;6;27.5;42.0;16;67.5170243979;
67;6;32.0937690735;39.0;13;47.23559165;7;27.2000007629;43.0;15;68.2266532183;
68;6;32.1415596008;39.0;13;47.3701927662;7;27.2000007629;44.0;17;70.9138402939;
69;6;32.1870803833;39.0;13;48.7876646519;7;26.3080005646;43.0;17;73.2901008129;
70;6;32.6803512573;39.6300010681;13;50.9504511356;7;25.8014411926;41.0;17;75.3987495899;
71;6;34.0723876953;41.1353607178;13;51.9552443027;7;24.8014411926;41.0;18;77.0374498367;
72;6;35.3787689209;42.5344276428;14;52.7832818031;7;26.8014411926;40.0;19;78.4868015051;
73;6;35.6157150269;43.8463134766;15;53.2926613092;7;25.8014411926;41.0;19;79.7890268564;
74;6;35.7315635681;45.0;14;53.4610624313;7;24.8014411926;41.0;20;80.6645441055;
75;6;35.75;46.0;15;53.5908569098;7;24.8014411926;42.0;19;81.4880179167;
76;6;33.75;47.0;15;53.7229956388;7;23.8014411926;42.0;18;82.2505553961;
77;7;32.75;48.0;13;54.8574557304;7;24.0;44.0;18;82.9466204643;
78;7;34.75;47.0;14;55.0742042065;7;25.0;46.0;19;83.5739386082;
79;7;36.75;48.7831115723;16;55.2987338305;7;26.0;48.0;21;84.1331086159;
80;7;34.75;50.8256645203;16;55.5312308073;7;26.75;50.0;21;84.6270250082;
81;7;33.75;52.8698272705;17;55.7718555927;7;26.75;52.0;21;85.0602302551;
82;7;32.75;54.9155807495;17;56.020737648;7;26.75;54.0;21;85.4382916689;
83;7;29.7499980927;55.0;18;57.2779690027;7;26.75;57.0;21;85.7672593594;
84;7;28.7499980927;57.0;18;57.6035979986;7;26.75;60.0;21;86.0532474518;
85;7;28.5999984741;59.0;16;57.9405881166;7;26.75;63.0;22;86.1611771584;
86;7;27.5999984741;61.0;16;58.2889513969;7;26.75;67.0;18;86.2225291729;
87;7;26.5999984741;63.0;17;58.6486301422;7;26.75;71.0;19;86.2842593193;
88;7;25.5999984741;67.0;17;59.0194891691;7;26.75;75.0;19;86.3462939262;
89;7;24.5999984741;70.2083816528;20;59.4013100863;7;28.75;70.0;19;86.4085576534;
90;7;25.0;69.3179550171;21;59.7931756973;8;27.75;73.0;19;87.4709739685;
91;7;26.0;70.4307937622;21;60.1559203863;8;28.75;77.0;17;87.7134655714;
92;8;24.0;72.5467834473;21;60.5296328068;8;31.015499115;75.0;17;87.9862303734;
93;8;24.0;74.6658172607;21;60.9137066603;8;28.75;79.0;18;88.2934621572;
94;8;25.0;73.7877349854;21;61.3074332476;8;28.75;83.0;18;88.639644742;
95;8;26.0;74.912399292;21;61.7100031376;9;28.75;81.0;15;89.0294475555;
96;8;24.0;77.0396194458;23;62.1205098629;9;30.75;78.0;17;89.4675629139;
97;8;24.0;79.1692047119;23;62.5379564762;9;29.75;78.0;19;89.9584784508;
98;8;25.0;78.3009414673;24;62.9612641335;9;30.75;78.0;19;90.5061740875;
99;8;27.0;76.4346160889;24;63.3892815113;9;28.7999992371;77.0;20;91.1137435436;
100;8;24.0;78.5699691772;24;64.8207988739;9;28.0499992371;77.0;19;91.782954216;
101;8;26.0;81.7067565918;25;65.2745599747;9;29.0499992371;77.0;19;92.5137691498;
102;8;29.0;87.4337005615;25;65.7294762135;9;31.0499992371;74.0;20;94.3038806915;
103;8;30.7999992371;91.4303741455;24;66.1842416525;9;29.0499992371;77.0;20;95.2083215714;
104;8;30.9500007629;94.6279449463;24;66.6375550032;9;31.0499992371;77.0;21;96.1622011662;
105;8;30.9500007629;97.8260192871;25;67.0881330967;9;31.0499992371;77.0;21;97.1548572779;
106;8;30.9500007629;99.4129180908;27;67.5347281694;9;30.0499992371;80.0;21;98.1730635166;
107;9;30.9500007629;100.805335999;26;67.9761447906;9;31.0499992371;84.0;25;99.2016707659;
108;9;30.9500007629;102.193161011;27;68.4112508297;10;32.0499992371;84.0;24;100.224539638;
109;9;30.9500007629;103.575332642;28;68.8389911652;10;31.0499992371;87.0;26;101.225655317;
110;10;31.9500007629;101.95085144;27;69.2583962679;9;31.0499992371;90.0;24;102.190268397;
111;10;30.9500007629;103.318786621;27;69.6685906649;9;32.0499992371;90.0;24;103.105898857;
112;10;30.9500007629;104.678314209;23;70.068798542;9;31.0499992371;93.0;19;103.963046432;
