Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;11.0;5;20.0;1;8.14999961853;10.5;5;21.0;
5;1;10.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
6;1;11.0;10.0;5;20.0;1;9.14999961853;10.5;5;21.0;
7;1;12.0;10.0;5;20.0;1;9.72500038147;10.5;4;21.0;
8;1;13.0;10.0;5;20.3999996185;1;9.72500038147;10.5;4;21.4200000763;
9;1;14.0;10.1999998093;5;20.7264003754;1;9.81949996948;10.7100000381;4;21.758436203;
10;1;14.3268795013;10.3632001877;5;21.8194274902;1;9.8956489563;10.8792181015;4;22.0;
11;1;14.8187427521;10.9097137451;5;22.7316036224;2;9.94999980927;11.1999998093;3;24.5400009155;
12;1;15.2292222977;11.3658018112;5;23.4745616913;2;10.5215005875;11.7700004578;4;25.9852849245;
13;1;16.8187427521;11.7372808456;5;24.0673980713;2;12.2109994888;12.4126424789;4;27.2054134607;
14;1;17.8187427521;12.0336990356;5;24.5325260162;2;14.2109994888;12.9308347702;4;28.2274179459;
15;1;18.8187427521;12.2662630081;5;24.892534256;2;16.2110004425;13.3366470337;4;29.0880752802;
16;1;19.8187427521;12.446267128;5;25.0;2;17.3536891937;13.6469516754;4;29.82655406;
17;1;20.8187427521;12.5;5;25.0;2;18.4150733948;13.879781723;4;30.375654459;
18;1;21.8187427521;12.5;6;25.0;2;19.4845237732;14.0;4;30.7230784893;
19;1;22.8187427521;12.5;7;25.0;2;20.5626926422;14.0;4;31.1118502617;
20;1;23.25;12.5;8;25.0;2;21.0001659393;14.0;4;31.544028759;
21;1;23.25;12.5;8;25.0;2;21.0974063873;14.0;4;32.0209121704;
22;1;23.25;12.5;8;25.0;2;21.2047042847;14.0;4;32.5427899361;
23;1;23.25;12.5;8;25.0;2;21.3221263885;14.0;5;33.1086950302;
24;1;23.25;12.5;8;25.0;2;21.4494552612;14.0;5;33.7161855698;
25;1;23.25;12.5;8;25.0;2;21.5861415863;14.0;5;34.3611893654;
26;1;21.25;13.5;8;25.0;2;21.7312660217;14.0;5;35.0379443169;
27;1;20.25;14.5;9;25.0;2;21.8835372925;14.0;6;35.7390680313;
28;1;19.25;15.5;9;25.0;2;22.0412902832;14.0;6;36.4557781219;
29;1;18.25;16.5;9;25.0;2;22.2025489807;14.0;6;37.1782588959;
30;1;17.25;17.5;9;25.0;2;20.36510849;15.0;7;37.8961582184;
31;1;16.25;18.5;9;25.0;2;19.5266342163;16.0;7;38.5991659164;
32;1;15.25;19.5;9;25.0;2;18.6848106384;17.0;8;39.2776012421;
33;1;14.25;20.5;9;25.0;2;17.8374595642;18.0;8;39.9229507446;
34;1;13.25;21.5;10;25.0;2;16.9826622009;19.0;8;40.5282850266;
35;1;12.25;22.5;10;25.0;2;16.818862915;20.0;9;41.088514328;
36;1;12.0;23.5;10;25.0;2;16.9449157715;21.0;10;41.6004695892;
37;1;12.0;24.5;11;25.0;2;17.0601062775;22.0;10;42.0628213882;
38;1;12.0;25.5;11;25.0;2;17.1641349792;23.0;12;42.4758720398;
39;1;12.0;26.5;12;25.0;2;17.2570705414;24.0;12;42.8412618637;
40;1;12.0;27.5;12;25.0;3;17.3392829895;25.0;10;50.7081375122;
41;1;12.0;28.5;13;25.0;3;18.4113693237;26.0;11;51.360678196;
42;1;12.0;29.5;14;25.0;3;19.4740829468;27.0;11;51.9642162323;
43;1;13.0;27.5;14;25.0;3;21.5282669067;25.0;13;52.5203151703;
44;1;12.0;28.5;16;25.0;3;21.574798584;26.0;13;52.9661960602;
45;1;12.0;29.5;16;25.0;3;22.6000003815;27.0;13;53.2830438614;
46;1;13.0;27.5;17;25.0;3;24.6000003815;27.0;13;53.5816755295;
47;1;12.0;28.5;17;25.0;3;25.9117546082;28.0;13;53.8612995148;
48;1;12.0;29.5;18;25.0;3;27.0375862122;29.0;21;54.121509552;
49;1;13.0;27.5;18;25.0;5;29.1546802521;31.0;12;75.3622484207;
50;1;14.0;26.5;18;25.0;5;32.2630119324;34.0;12;76.9437686205;
51;1;15.0;25.5;18;25.0;5;34.3626937866;35.0;11;78.3479210138;
52;1;16.0;24.5;18;25.0;5;35.7539596558;36.0;12;79.5834789276;
53;1;17.0;23.5;18;25.0;5;36.8371276855;38.0;11;80.6696115732;
54;1;18.0;22.5;18;25.0;5;35.9125976562;40.8970870972;12;81.6313331127;
55;1;19.0;21.5;18;25.0;5;33.9808120728;43.0334968567;12;82.4955837727;
56;1;20.0;20.5;18;25.0;5;33.0422554016;45.187828064;12;83.2230784893;
57;1;21.0;19.5;18;25.0;5;32.4749984741;47.3615379333;13;83.6118502617;
58;2;20.0;21.5;16;26.0;6;32.4749984741;49.5559234619;14;84.044028759;
59;2;20.0;23.5;16;26.0700000525;6;32.6749992371;50.0;15;84.5209121704;
60;2;19.0;25.5;17;27.3941510916;6;32.6749992371;52.0;14;85.0427899361;
61;2;18.0;27.5;17;28.4569673538;7;32.6749992371;54.0;15;85.6086950302;
62;3;18.0;30.5;17;30.293027997;7;33.6749992371;53.0;15;86.2161855698;
63;5;21.0;30.5;14;32.1136506796;7;32.6749992371;55.0;15;86.8611893654;
64;5;23.0;31.5;14;32.8363465071;7;32.6749992371;57.0;15;87.5379443169;
65;5;24.0;32.5;15;34.6836819649;7;33.6749992371;56.0;16;89.2390680313;
66;6;25.0;34.2115249634;14;36.3338116407;7;33.6749992371;59.0;18;92.7230588198;
67;6;26.0;35.7556343079;14;37.7789607048;7;35.0526237488;62.0;18;95.7238974571;
68;6;27.0;36.1477508545;14;39.1051528454;7;35.9202270508;65.0;19;98.3152508736;
69;6;28.0;36.4229888916;13;40.1659780741;7;38.227230072;62.0;21;100.236702085;
70;6;29.0;36.5;12;42.219451189;8;36.4490509033;65.0;20;102.7200284;
71;6;31.0;37.5;12;43.1072192192;8;37.5836334229;68.0;21;103.980512619;
72;6;33.0;38.5;12;44.0592303276;8;40.6718597412;65.0;22;105.015815258;
73;6;34.0;39.5;12;45.0708891153;9;39.2548408508;68.0;21;106.010689497;
74;6;34.8499984741;40.5;12;46.1351909637;9;39.3789520264;71.0;19;106.959739327;
75;6;34.8499984741;41.5;12;47.8273001909;9;39.5124855042;74.0;19;107.860652804;
76;6;35.8499984741;43.1059188843;12;50.6676295996;9;38.3453292847;77.0;19;109.713802576;
77;7;36.8499984741;45.1288757324;12;52.695726037;9;39.3659858704;81.0;20;110.701642156;
78;7;37.8499984741;45.1524085999;12;56.6231224537;10;40.3871688843;85.0;19;111.678287506;
79;7;37.4440002441;46.8495635986;13;59.1395891905;10;40.4088668823;89.0;21;113.652560949;
80;7;39.4183502197;48.3482131958;15;62.4889425039;11;41.4310684204;89.0;20;114.673707962;
81;8;38.1370353699;49.6381568909;14;65.3217673302;11;41.4537734985;93.0;21;115.712012053;
82;8;38.2000007629;49.822052002;14;67.8924033642;12;39.4769668579;95.0;21;116.663492441;
83;8;37.2837142944;49.0;16;70.2719929218;12;38.5006256104;93.0;23;117.599752307;
84;8;36.3561248779;50.0;16;72.4181611538;12;38.12474823;92.0;23;119.60307622;
85;8;35.4322509766;51.0;16;74.316806674;12;40.1493148804;92.0;25;120.853274941;
86;8;35.2000007629;50.9946098328;16;75.9774187803;12;45.567325592;94.6882705688;24;122.198915005;
87;9;36.2000007629;52.0444488525;15;78.7297153473;11;46.6894073486;91.7108459473;23;122.287640095;
88;10;38.2000007629;55.095741272;15;80.044241786;10;48.6287612915;92.7337493896;24;123.774897575;
89;10;40.2000007629;58.1484298706;15;81.2113729715;10;49.7774887085;94.7569732666;25;125.35230124;
90;10;40.2000007629;61.2024421692;15;82.0612473488;11;49.9352302551;95.7805023193;24;127.013682365;
91;10;40.2000007629;64.2576904297;16;82.791446209;11;50.1013679504;96.8042984009;25;128.750145435;
92;10;40.2000007629;67.3141021729;16;83.5104119778;11;50.2690048218;102.0;30;130.550158501;
93;9;38.2000007629;64.3715515137;16;82.6060965061;12;51.5207672119;105.0;27;133.956810951;
94;9;38.2000007629;66.4299316406;17;83.2438900471;12;52.7363090515;109.0;27;135.894127369;
95;9;38.2000007629;68.4891357422;15;83.8660674095;12;52.9554595947;116.0;29;137.849564672;
96;9;38.2000007629;70.5490264893;16;84.4721233845;12;54.343006134;120.0;29;139.805669546;
97;9;38.2000007629;72.6094665527;14;85.0617651939;12;54.5696983337;124.0;29;141.745013475;
98;10;38.2000007629;74.4416656494;14;85.634863615;13;54.7948074341;128.0;36;143.650622964;
99;9;38.2000007629;75.6424865723;14;86.1914007664;14;55.0166015625;132.0;35;145.506270289;
100;9;38.2000007629;76.8446655273;15;85.9314336777;14;56.1680412292;133.0;36;147.296703696;
