Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;2;7.0;13.3000001907;5;21.0;1;7.0;11.6999998093;5;21.0;
3;2;8.30000019073;12.0;4;21.0900000334;1;8.0;10.6999998093;5;21.0;
4;2;9.32699966431;11.0;4;21.1871190071;1;8.14999961853;10.5;5;21.0;
5;2;10.3561353683;10.0;4;21.2917383909;1;8.14999961853;10.5;5;21.0;
6;2;11.5812826157;10.0;4;21.4042263031;1;9.14999961853;10.5;5;21.0;
7;2;12.631901741;10.0;3;21.5249304771;1;9.72500038147;10.5;5;21.0;
8;2;13.6862182617;10.0;3;22.0694183111;1;9.72500038147;10.5;5;21.4200000763;
9;2;14.7512378693;10.1999998093;3;22.5515855551;1;9.81949996948;10.7100000381;5;21.758436203;
10;2;15.1482124329;10.3632001877;3;23.8668255806;1;9.8956489563;10.8792181015;5;22.0;
11;2;15.7400722504;10.9097137451;3;25.0237190723;1;9.94999980927;11.0;5;23.5400009155;
12;2;16.2606735229;11.3658018112;3;26.0350353718;1;10.296500206;11.7700004578;6;24.8252849579;
13;2;18.850194931;11.7372808456;2;26.9207777977;1;11.9499998093;12.4126424789;6;25.8616695404;
14;2;20.850194931;12.0336990356;2;27.703961134;1;12.9499998093;12.9308347702;6;26.6732940674;
15;2;22.2458877563;12.2662630081;2;28.4073903561;1;13.9499998093;13.3366470337;6;27.2939033508;
16;2;23.400428772;12.446267128;2;28.8833937645;2;15.9499998093;13.8469514847;5;28.759563446;
17;2;24.5662689209;12.5;2;29.2762613297;2;17.9500007629;13.879781723;5;29.1599999666;
18;2;25.7430610657;12.5;3;29.692073822;2;19.2110004425;14.0;5;29.3437439203;
19;2;26.9301757812;12.5;3;30.1288084984;2;20.2523422241;14.0;5;29.5541238785;
20;2;27.557964325;12.5;5;30.5837950706;2;20.6496772766;14.0;5;29.7941719294;
21;3;27.7627067566;12.5;4;31.0537385941;2;20.7036876678;14.0;5;30.0669906139;
22;3;27.9741821289;12.5;3;31.534784317;2;20.7650718689;14.0;5;30.375654459;
23;3;28.1906528473;12.5;3;32.0226202011;2;20.8345222473;14.0;5;30.7230784893;
24;3;26.1906528473;13.5;4;32.5126152039;2;20.2999992371;14.8169231415;5;31.1118502617;
25;3;25.1906528473;13.5;4;32.9999876022;2;20.2999992371;14.9335546494;7;31.544028759;
26;3;25.1906528473;14.5;4;33.4799880981;2;21.0974063873;14.0;6;32.0209121704;
