Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;6;20.0;2;8.0;10.8999996185;4;22.0;
4;1;9.0;11.0;6;20.0;2;8.29999923706;10.5;4;22.0900000334;
5;2;10.0;10.3000001907;5;21.0;2;8.31349945068;10.5;4;22.1871190071;
6;2;11.4499998093;10.0;5;21.0900000334;2;9.41710090637;10.5;4;22.2917383909;
7;2;12.4905004501;10.0;5;21.1871190071;2;10.0156412125;10.5;4;22.4042263031;
8;2;13.5342035294;10.0;5;21.7036092281;2;10.0409517288;10.5;4;22.9589728117;
9;2;14.5866241455;10.1999998093;5;22.1564130783;2;10.1657686234;10.7100000381;4;23.4430115223;
10;2;14.9703855515;10.3632001877;5;23.4291926622;2;10.2746782303;10.8792181015;4;23.8415006399;
11;2;15.5431365967;10.9097137451;5;24.540822506;2;10.3643379211;11.0;4;25.6606454849;
12;2;16.0433712006;11.3658018112;5;25.5043385029;2;10.773645401;11.7700004578;5;27.2614676952;
13;2;18.6328907013;11.7372808456;5;26.3401436806;2;12.4981412888;12.4126424789;5;28.6526534557;
14;2;20.6328907013;12.0336990356;5;27.0718023777;2;14.4981412888;12.9308347702;5;29.8608493805;
15;2;21.9614181519;12.2662630081;5;27.7228300571;2;16.4981403351;13.3366470337;5;30.9217379093;
16;2;23.092376709;12.446267128;5;28.1464314461;2;17.7662620544;13.6469516754;5;31.8725180626;
17;2;24.2346363068;12.5;5;28.4879314899;2;18.8754138947;13.879781723;5;32.6429929733;
18;2;25.3883113861;12.5;5;28.8545851707;2;19.9946746826;14.0;5;33.2167277336;
19;2;26.5533065796;12.5;5;29.2456488609;2;21.1237640381;14.0;5;33.8314290047;
20;2;27.1605415344;12.5;6;29.659784317;2;21.6120700836;14.0;5;34.4827160835;
21;2;27.3469028473;12.5;7;30.0950183868;2;21.7586097717;14.0;5;35.1645216942;
22;2;27.5427589417;12.5;7;30.5487289429;2;21.9120159149;14.0;5;35.8691868782;
23;2;27.7469291687;12.5;8;31.0176672935;2;22.0705661774;14.0;6;36.5877075195;
24;2;27.957950592;12.5;7;31.4980173111;2;22.2322330475;14.0;6;37.3101301193;
25;2;26.1741065979;13.5;7;31.9854974747;2;22.3947792053;14.0;6;38.0260667801;
26;2;25.3934745789;14.5;7;32.4754953384;2;22.5558643341;14.0;6;38.7252779007;
27;2;24.6139717102;15.5;7;32.9632344246;2;22.713186264;14.0;7;39.3982591629;
28;2;23.8334560394;16.5;7;33.4439563751;2;22.8646087646;14.0;7;40.0367603302;
29;3;23.049779892;17.5;6;33.9131059647;2;23.0082702637;14.0;7;40.6341733932;
30;3;22.2608985901;18.5;6;34.3665065765;2;21.1426887512;15.0;7;41.1857595444;
31;3;21.4649276733;19.5;6;34.8005027771;2;20.2667961121;16.0;7;41.6886959076;
32;3;20.6602249146;20.5;5;35.2120742798;2;19.3799552917;17.0;7;42.1419706345;
33;3;19.8454322815;21.5;5;35.5988998413;2;18.4819431305;18.0;7;42.5461521149;
34;3;19.0195045471;22.5;6;35.9593791962;2;17.572883606;19.0;7;42.9030923843;
35;3;18.9317207336;23.5;6;36.2926120758;2;17.3531951904;20.0;8;43.215596199;
36;3;19.0816764832;24.5;7;36.5983467102;2;17.4235095978;21.0;8;43.4871034622;
37;3;19.2192554474;25.5;7;36.8768987656;2;17.4845981598;22.0;8;43.7214069366;
38;3;18.2192554474;24.5;8;37.1290569305;2;17.5373153687;23.0;8;43.922419548;
39;3;18.2192554474;26.5;10;37.3559846878;2;17.5825443268;24.0;7;44.0;
40;3;19.2192554474;28.5;10;37.5591192245;2;17.6000003815;25.0;7;44.0;
41;3;18.2192554474;27.5;11;37.7400808334;2;17.6000003815;26.0;6;44.0;
42;3;18.2192554474;27.5;10;37.900595665;2;17.6000003815;27.0;8;44.0;
43;3;17.2192554474;28.5;11;38.0;2;18.6000003815;25.0;9;44.0;
44;3;18.2192554474;29.5;12;38.0;2;17.6000003815;26.0;9;44.0;
45;3;19.2192554474;30.5;10;38.0;2;17.6000003815;27.0;10;44.0;
46;4;19.8500003815;31.5;10;38.0;2;18.6000003815;25.0;10;44.0;
47;4;19.8500003815;32.5;11;38.0;2;19.6000003815;25.0;10;44.0;
48;4;19.8500003815;33.5;10;38.0;2;20.6000003815;25.0;10;44.0;
49;4;19.8500003815;34.5;13;38.0;2;21.6000003815;25.0;10;44.0;
50;5;19.8500003815;35.5;11;53.0;2;22.6000003815;25.0;10;44.0;
51;5;20.8500003815;37.5;10;53.25;2;23.6000003815;25.0;10;44.0;
52;5;22.8500003815;36.5;11;53.9743747711;2;23.8999996185;24.0;10;44.0;
53;5;22.8500003815;38.5;13;54.6174430847;2;23.8999996185;24.0;11;44.0;
54;5;23.8500003815;40.5;12;55.1795368195;2;23.8999996185;24.0;11;44.0;
55;6;24.8500003815;42.5;9;70.6640796661;2;23.8999996185;24.0;12;44.0;
56;6;26.8500003815;44.5;11;71.8266983032;2;23.8999996185;24.0;12;44.0;
57;6;28.8500003815;46.5;12;72.8437423706;2;23.8999996185;24.0;12;44.0;
58;6;31.3773097992;45.5;12;73.7219581604;2;23.8999996185;24.0;13;44.0;
59;6;31.4644012451;47.5;12;74.4714832306;2;23.8999996185;24.0;13;44.0;
60;6;32.5365638733;49.5;11;74.9513263702;2;23.8999996185;24.0;13;44.0;
61;6;34.5499992371;47.5;14;75.3190898895;2;23.8999996185;24.0;14;44.0;
62;6;32.5499992371;49.5;14;75.6270179749;2;23.8999996185;24.0;15;44.0;
63;6;32.5499992371;51.5;14;75.8827629089;2;23.8999996185;24.0;15;44.0;
64;6;33.5500030518;50.5;15;76.0;2;23.8999996185;24.0;15;44.0;
65;6;32.5500030518;52.5;14;76.0;2;23.8999996185;24.0;15;44.0;
66;6;32.25;54.5;14;76.0699996948;2;23.8999996185;24.0;16;44.0;
67;7;33.2814979553;53.5;9;84.3387498856;2;23.8999996185;24.0;16;44.0;
68;7;35.7039375305;54.5;11;86.5961022377;2;23.8999996185;24.0;16;44.0;
69;7;36.0560531616;54.5;10;88.4577932358;2;23.8999996185;24.0;18;44.0;
70;7;36.345916748;54.5;10;90.9842300415;3;23.8999996185;24.0;17;44.0;
71;7;37.5820541382;55.5;13;91.5694022179;3;23.8999996185;24.0;17;44.0;
72;8;37.75;59.5;12;92.3960886002;3;23.8999996185;24.0;17;45.3199996948;
73;8;37.75;63.5;13;92.3643581867;3;22.0890007019;25.4200000763;19;46.3582401276;
74;8;37.75;67.5;13;94.0161803961;3;23.2291622162;24.7314720154;19;47.1666984558;
75;8;38.75;72.5;13;94.3415452242;3;24.3310565948;24.9579029083;19;47.5526294708;
76;8;39.75;77.1059188843;13;94.5753781796;3;24.6993408203;25.0;19;47.8066806793;
77;8;39.75;81.1288757324;14;94.8051735163;3;24.7565040588;25.0;20;48.0;
78;9;40.75;82.1524047852;13;96.0309771299;3;24.7999992371;25.0;20;48.0;
79;9;41.75;83.8959121704;14;96.3128784895;4;24.7999992371;25.0;19;48.0;
80;10;39.75;89.9989929199;14;96.5939682722;4;24.7999992371;25.0;19;48.0;
81;10;39.75;93.0958328247;14;96.8744702339;4;22.7999992371;26.0;19;49.0;
82;10;38.75;96.1866073608;16;97.1546221972;4;22.7999992371;28.0;20;49.0599999428;
83;10;36.75;102.271499634;16;97.4346671104;5;23.7999992371;31.0;19;50.1229639053;
84;10;35.75;108.015869141;17;97.6615003347;5;23.7999992371;32.0;19;50.3689608574;
85;11;36.4500007629;109.235427856;17;97.8658072948;5;24.0654983521;34.0;19;50.6483278275;
86;12;35.4500007629;112.465057373;18;98.0761703253;5;23.7999992371;37.0;19;50.965388298;
87;12;35.4500007629;115.584655762;20;98.2924927473;5;24.75;39.0;19;51.3247451782;
88;12;37.4500007629;112.707595825;21;98.5146489143;5;24.75;40.0;19;52.7311742306;
89;12;35.4500007629;115.833831787;22;98.742482543;5;25.75;42.0;20;53.3694598675;
90;13;35.4500007629;118.963256836;21;98.9758067131;5;26.75;44.0;20;54.0944421291;
91;13;37.4500007629;115.132843018;21;100.21440196;5;26.75;46.0;20;54.9144310951;
92;13;36.4500007629;120.219436646;22;100.518016815;5;26.75;48.0;20;55.8371219635;
93;14;37.4500007629;124.36946106;21;115.829331875;5;26.75;50.0;22;56.8690474033;
94;14;41.9553337097;120.510360718;20;117.198099494;5;26.75;51.0;22;58.0149362087;
95;15;41.4500007629;126.28263855;21;118.479009867;5;26.75;52.0;22;59.277017355;
96;17;44.0161247253;129.488250732;20;119.661189914;5;26.75;53.0;24;60.6543271542;
97;18;45.4500007629;131.896728516;20;120.740617633;5;25.75;52.0;24;62.1421022415;
98;19;47.4500007629;134.107788086;20;121.719171047;5;25.75;52.0;24;63.7313489914;
99;20;49.4500007629;135.321060181;19;122.603162646;5;26.75;53.0;25;65.408686161;
100;20;50.75;136.536193848;19;123.401752949;5;25.75;52.0;25;67.1565215588;
