Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;2;9.0;10.1999998093;4;21.0;1;8.14999961853;10.5;5;21.0;
5;2;9.19999980927;10.0;4;21.0599999428;1;8.14999961853;10.5;5;21.0;
6;2;10.3179998398;10.0;4;21.1229639053;1;9.14999961853;10.5;5;21.0;
7;2;11.336889267;10.0;4;21.1889609098;1;9.72500038147;10.5;5;21.0;
8;2;11.3566884995;10.0;3;21.6699410677;1;9.72500038147;10.5;5;21.4200000763;
9;2;11.5009822845;10.1999998093;3;22.0818096399;2;9.81949996948;10.9099998474;4;22.758436203;
10;2;11.62454319;10.3632001877;3;22.4358423948;2;10.1206493378;10.8792181015;4;23.1000000238;
11;2;11.7307529449;10.4951858521;3;23.611035943;2;10.1975002289;11.0;4;24.8149009943;
12;2;12.0833110809;11.0209560394;2;24.615765214;2;10.5833530426;11.7700004578;5;26.3006643057;
13;2;14.0833110809;11.4571752548;3;25.4640146494;2;12.2819604874;12.4126424789;5;27.5660959482;
14;2;16.0833110809;11.8107032776;3;26.1761806011;2;14.2819604874;12.9308347702;5;28.6384222507;
15;2;17.2104492188;12.0916318893;3;26.7751014233;2;16.2819595337;13.3366470337;5;29.5544860363;
16;2;18.2583217621;12.3113050461;3;27.2831678391;2;17.4586315155;13.6469516754;5;30.3533427715;
17;2;19.3089962006;12.4808797836;3;27.4996597767;2;18.5335998535;13.879781723;4;30.9674448967;
18;2;20.3624725342;12.5;3;27.687142849;2;19.6176757812;14.0;4;31.3838531971;
19;2;21.4187164307;12.5;3;27.883649826;2;20.7113685608;14.0;4;31.8446035385;
20;2;22.3650951385;12.5;3;28.0888605118;2;21.1650352478;14.0;4;32.350376606;
21;2;22.4266586304;12.5;2;28.3023359776;2;21.2788333893;14.0;4;32.9006829262;
22;2;22.4906997681;12.5;2;28.5235154629;2;21.4026527405;14.0;4;33.4936323166;
23;2;22.5570545197;12.5;2;28.7517154217;2;21.5360660553;14.0;4;34.1257500648;
24;2;22.6255149841;12.5;2;28.986133337;2;21.6782932281;14.0;4;34.7918796539;
25;2;21.5;13.5;2;29.22585392;2;21.8281726837;14.0;4;35.4852027893;
26;2;22.5;12.5;2;29.4698610306;2;21.9841690063;14.0;4;36.1974048615;
27;2;20.8409576416;13.5;2;29.7170505524;2;22.1444149017;14.0;5;36.9189891815;
28;0;0;0;0;0;2;22.3067722321;14.0;6;37.6397333145;
