Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;4;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;4;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;10.0;4;20.0;1;8.14999961853;10.5;5;21.0;
5;1;9.0;10.0;4;20.0;1;8.14999961853;10.5;5;21.0;
6;1;10.0;10.0;4;20.0;1;9.14999961853;10.5;4;21.0;
7;1;11.0;10.0;4;20.0;1;9.72500038147;10.5;3;21.0;
8;1;11.0;10.0;4;20.3999996185;1;9.72500038147;10.5;3;21.4200000763;
9;1;11.1199998856;10.1999998093;4;20.7264003754;1;9.81949996948;10.7100000381;3;21.758436203;
10;1;11.2179203033;10.3632001877;4;20.9903717041;1;9.8956489563;10.8792181015;3;22.0;
11;1;11.2971115112;10.4951858521;4;22.0419120789;1;9.94999980927;11.0;3;23.5400009155;
12;1;11.6125736237;11.0209560394;4;22.9143505096;1;10.296500206;11.7700004578;4;24.8252849579;
13;1;13.2971115112;11.4571752548;5;23.6214065552;1;11.9499998093;12.4126424789;4;25.8616695404;
14;1;14.2971115112;11.8107032776;5;24.1832637787;1;12.9499998093;12.9308347702;4;26.6732940674;
15;1;15.2971115112;12.0916318893;5;24.6226100922;1;13.9499998093;13.3366470337;4;27.2939033508;
16;1;16.2971115112;12.3113050461;6;24.9617595673;1;14.9499998093;13.6469516754;4;27.759563446;
17;1;17.2971115112;12.4808797836;6;25.0;1;15.9499998093;13.879781723;4;28.0;
18;2;19.2971115112;12.8999996185;5;26.0;1;16.9500007629;14.0;4;28.0;
19;2;21.2971115112;12.5;6;26.0;1;17.9500007629;14.0;4;28.0;
20;2;21.7999992371;12.5;6;26.0;1;18.2999992371;14.0;4;28.0;
21;2;21.7999992371;12.5;6;26.0;1;18.2999992371;14.0;4;28.0;
22;2;21.7999992371;12.5;6;26.0;1;18.2999992371;14.0;4;28.0;
23;2;21.7999992371;12.5;7;26.0;1;18.2999992371;14.0;5;28.0;
24;2;21.7999992371;12.5;7;26.0;1;18.2999992371;14.0;5;28.0;
25;2;21.5;13.0;7;26.0;1;18.2999992371;14.0;5;28.0;
26;2;21.5;13.0;7;26.0;1;18.2999992371;14.0;5;28.0;
