Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
5;1;9.0;10.0;5;20.0;2;8.14999961853;10.6999998093;4;22.0;
6;1;10.0;10.0;5;20.0;2;9.375;10.5;3;22.0900000334;
7;1;11.0;10.0;5;20.0;2;9.9702501297;10.5;3;22.1871190071;
8;1;11.0;10.0;5;20.3999996185;2;9.99210166931;10.5;3;22.7236096859;
9;1;11.1199998856;10.1999998093;5;20.7264003754;2;10.1128120422;10.7100000381;3;23.1884489059;
10;1;11.2179203033;10.3632001877;5;20.9903717041;2;10.2174015045;10.8792181015;3;23.5668647289;
11;1;11.2971115112;10.4951858521;5;22.0419120789;2;10.3025445938;11.0;3;25.3486820459;
12;1;11.6125736237;11.0209560394;5;22.9143505096;2;10.703453064;11.7700004578;4;26.9087285995;
13;2;13.6125736237;11.6571750641;4;24.6214065552;2;12.4187746048;12.4126424789;4;28.2558913231;
14;2;15.6125736237;11.8107032776;4;25.2532638311;2;14.4187746048;12.9308347702;4;29.4172105789;
15;2;16.2549781799;12.0916318893;4;25.7667611837;2;16.4187736511;13.3366470337;4;30.428994894;
16;2;16.3867835999;12.3113050461;4;26.1843519211;2;17.6553955078;13.6469516754;4;31.3293325901;
17;2;16.488527298;12.4808797836;4;26.305452466;2;18.7531986237;13.879781723;4;32.049197197;
18;2;18.3867835999;12.5;4;26.3928465843;2;19.8610706329;14.0;4;32.573600769;
19;2;19.3867835999;12.5;4;26.4848741293;2;20.9790611267;14.0;4;33.1419348717;
20;2;20.3867835999;12.5;4;26.5816155672;2;21.4569339752;14.0;4;33.7516689301;
21;2;21.3867835999;12.5;6;26.6831297874;2;21.5941238403;14.0;4;34.3986358643;
22;2;21.5;12.5;6;26.7894508839;2;21.739692688;14.0;4;35.0769786835;
23;2;21.5;12.5;6;26.9005856514;2;21.8923187256;14.0;5;35.7792286873;
24;2;21.5;12.5;7;27.0165102482;2;22.0503253937;14.0;5;36.4965333939;
25;2;21.5;12.5;7;27.1371679306;2;22.2117195129;14.0;5;37.2190332413;
26;2;21.5;12.5;7;27.2624664307;2;22.3742828369;14.0;5;37.9363632202;
27;2;21.5;12.5;7;27.3922762871;2;22.5356807709;14.0;5;38.6382322311;
28;2;21.5;12.5;7;27.5264284611;3;23.6936016083;14.5;4;40.3150119781;
29;2;21.5;12.5;7;27.6647143364;3;24.8458766937;14.5;4;41.1182690859;
30;3;19.5;13.5;5;39.3068845272;3;23.2516098022;15.0;4;41.9049164057;
31;3;21.5;13.5;5;40.1426489353;3;22.428604126;16.0;4;42.6728649139;
32;3;22.75;14.5;5;40.9389688969;3;21.6013946533;17.0;4;43.4220854044;
33;4;22.75;15.5;4;41.6894650459;3;20.7699680328;18.0;4;44.1544492245;
34;4;22.75;16.5;4;43.6399469376;3;19.9347496033;19.0;4;44.8734161854;
35;4;23.0874996185;18.125;4;45.2727143764;3;19.7965183258;20.0;4;45.5836083889;
36;4;23.3532810211;19.6171875;4;46.6220240593;3;19.9563121796;21.0;5;46.2903170586;
37;4;23.5566444397;20.9937877655;5;47.7304296494;3;20.115322113;22.0;7;46.9989762306;
38;4;23.7087173462;22.2754020691;5;48.6409416199;3;20.2747688293;23.0;8;47.7146463394;
39;4;23.8204307556;23.4822807312;5;49.1280040741;3;20.4357948303;24.0;8;48.4415259361;
40;4;24.8299999237;21.5;6;49.5382313728;3;20.5993423462;25.0;9;49.1086950302;
41;5;23.8299999237;22.5;4;49.9109592438;3;20.7494564056;26.0;9;49.7161855698;
42;5;23.8299999237;23.5;4;50.1772966385;3;20.8861427307;27.0;10;50.3611893654;
43;5;24.8299999237;23.5;4;50.3327093124;3;22.0312671661;25.0;10;51.0379443169;
44;5;25.8299999237;24.5;3;50.4857754707;3;21.1835365295;26.0;11;51.7390680313;
45;5;26.8299999237;25.5;3;51.6360578537;3;22.3412914276;26.0;12;52.4557781219;
46;5;28.8299999237;27.5;3;52.0231516361;3;23.5025501251;27.0;12;53.1782588959;
47;5;30.7799987793;29.8500003815;3;52.4613107443;3;24.6651096344;28.0;13;53.8961582184;
48;5;31.7799987793;30.8500003815;3;53.9610615969;3;25.8266353607;29.0;14;54.5991659164;
49;5;33.7799987793;32.8499984741;3;54.6043101549;3;26.9848117828;30.0;14;55.2776012421;
50;5;35.7799987793;34.6167488098;3;55.3382216692;3;28.1374607086;29.0;14;55.9229507446;
51;5;35.7799987793;36.6167488098;4;56.1765117645;3;28.5826625824;29.0;15;56.5282850266;
52;5;37.1467781067;36.5005340576;4;57.1325265169;3;28.7188625336;29.0;15;57.088514328;
53;5;36.1716346741;38.3699874878;4;58.2178711891;3;28.84491539;29.0;15;57.6004695892;
54;5;36.1978530884;39.3612480164;5;59.4405635595;3;28.960105896;29.0;17;58.0628213882;
55;5;35.7799987793;41.3612480164;7;60.8027983904;4;29.0641345978;29.0;16;58.4758720398;
56;6;35.7799987793;42.4495048523;6;62.2985901833;4;29.1570701599;29.0;16;58.8412618637;
57;6;36.2849388123;42.3322219849;6;63.9117648602;4;29.239282608;29.0;17;59.1616458893;
58;7;37.3168334961;40.3215904236;6;82.614964962;4;29.3113689423;29.0;17;59.4403705597;
59;7;36.7799987793;42.3215904236;6;85.3903434277;4;29.3740825653;29.0;17;59.6811828613;
60;7;36.7799987793;43.7104415894;6;88.0497603416;4;29.4282665253;29.0;18;59.8879890442;
61;7;36.7799987793;43.7828369141;6;90.542277813;4;29.4747982025;29.0;18;60.0;
62;7;37.7799987793;43.8890419006;9;95.6399483681;4;29.5;29.0;18;60.0;
63;7;38.0932006836;43.4796981812;10;100.10520792;4;29.5;29.0;19;60.0;
64;7;41.1218986511;43.0044784546;10;104.939826488;5;29.5;29.0;20;60.0;
65;7;44.3525314331;45.1875419617;12;108.149278879;5;29.5;29.0;20;60.0;
66;8;47.5198554993;47.2646102905;13;110.548832178;5;29.5;29.0;20;60.0;
67;9;48.0400009155;50.1991157532;12;112.416862249;5;29.5;29.0;20;61.7999992371;
68;9;49.0400009155;53.1619949341;12;113.90309298;5;29.9050006866;29.4200000763;20;63.2535362244;
69;9;48.0400009155;56.755027771;13;114.983179927;5;30.23204422;29.7314720154;20;64.417591095;
70;9;48.0400009155;59.7625389099;13;115.906434774;5;30.4939575195;29.9579029083;20;65.1052589417;
71;9;47.8400001526;61.9583587646;13;116.609032869;5;30.6486816406;30.0;20;65.6133613586;
72;9;46.8400001526;64.1586990356;12;117.058063745;5;30.7630081177;30.0;21;66.0;
73;10;46.4399986267;65.4155883789;11;118.502815127;5;28.8499984741;31.0;22;66.0;
74;11;47.4399986267;69.5694656372;10;134.962063193;5;27.8499984741;32.0;22;66.0;
75;11;48.4399986267;74.7610168457;11;136.875740886;6;26.8499984741;33.0;21;66.0;
76;11;49.4399986267;81.9342422485;12;138.663629532;6;23.8499984741;33.0;22;66.0;
77;11;48.4399986267;89.8508834839;13;140.317912817;6;22.8499984741;34.0;22;66.0;
78;12;47.4399986267;96.8884048462;15;141.815390944;6;21.8499984741;36.0;22;66.0;
79;12;46.4399986267;103.433494568;16;143.14637351;6;22.75;38.0;23;66.0;
80;13;52.568813324;108.308616638;19;144.313005209;6;22.75;40.0;23;66.0;
81;13;55.6036071777;107.120201111;20;143.041689992;6;22.75;42.0;23;66.0;
82;14;56.5362701416;111.104148865;17;151.904027104;6;22.75;44.0;22;67.0;
83;14;57.7787361145;117.428848267;18;151.386678994;6;23.75;47.0;24;67.0800000429;
84;15;60.7297706604;117.470016479;18;150.950127184;6;24.75;50.0;19;67.165536046;
85;15;59.5940208435;123.511657715;19;150.580462456;6;25.0122451782;53.0;18;67.2568495274;
86;15;61.522983551;131.308807373;19;154.120055377;6;25.0327911377;56.0;18;67.3541692495;
87;16;65.6974716187;131.444778442;19;157.024295986;7;26.0546875;60.0;19;68.4577066898;
88;16;65.0231704712;136.044799805;20;159.267687559;8;27.0779838562;63.0;18;68.7476511002;
