Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
5;1;9.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
6;1;10.0;10.0;5;20.0;2;9.14999961853;10.6999998093;4;22.0;
7;2;11.0;10.1999998093;4;21.0;2;9.95000076294;10.5;3;22.0900000334;
8;2;11.3000001907;10.0;4;21.3999996185;2;9.9702501297;10.5;3;22.618019104;
9;2;11.4200000763;10.1999998093;3;21.7264003754;2;10.0890541077;10.7100000381;3;23.0738848448;
10;2;11.5179204941;10.3632001877;3;21.9903717041;2;10.1916246414;10.8792181015;3;23.442843914;
11;2;11.597111702;10.4951858521;3;23.0919120312;2;10.2746400833;11.0;3;25.2073103189;
12;2;11.927573204;11.0209560394;3;24.0163254738;2;10.6716451645;11.7700004578;4;26.7482377291;
13;2;13.9275741577;11.4571752548;4;24.7773565054;2;12.3826637268;12.4126424789;4;28.074546814;
14;2;15.9275741577;11.8107032776;4;25.395208478;2;14.3826637268;12.9308347702;4;29.2133922577;
15;2;16.9761562347;12.0916318893;4;25.8925833702;2;16.3826637268;13.3366470337;4;30.2012972832;
16;2;17.9935646057;12.3113050461;4;26.2918028831;2;17.6041641235;13.6469516754;4;31.0766849518;
17;2;19.0115871429;12.4808797836;4;26.3921557665;2;18.696352005;13.879781723;4;31.7709991932;
18;2;20.0302200317;12.5;4;26.4563041925;2;19.7984752655;14.0;4;32.2698645592;
19;2;21.0494651794;12.5;4;26.5224741697;2;20.9107208252;14.0;4;32.8134241104;
20;2;21.956741333;12.5;5;26.5906432867;2;21.383020401;14.0;4;33.400015831;
21;2;21.977191925;12.5;5;26.6607804298;2;21.5150032043;14.0;4;34.0264167786;
22;2;21.9982337952;12.5;5;26.7328453064;2;21.6559429169;14.0;4;34.6877307892;
23;2;22.0198535919;12.5;5;26.8067884445;2;21.8047389984;14.0;5;35.3773875237;
24;2;22.0420360565;12.5;5;26.8825509548;2;21.9599113464;14.0;5;36.0872850418;
25;2;19.5;14.0647649765;5;26.9600640535;2;22.119638443;14.0;6;36.8080816269;
26;2;18.5;15.088019371;5;27.0392494202;2;22.2818183899;14.0;6;37.5296325684;
27;2;17.5;16.5196247101;7;27.120018959;3;23.4441661835;14.3000001907;5;39.2415313721;
28;3;16.5;17.5600090027;7;27.2022752762;3;24.6043434143;14.5;5;40.0937024355;
29;3;15.5;18.6011371613;7;27.2859115601;3;24.7600822449;14.5799999237;5;40.9407173395;
30;3;14.5;19.64295578;8;27.3708124161;3;23.2116603851;15.0;5;41.7776851654;
31;3;14.0;20.6854057312;8;27.4568536282;3;22.0503005981;16.7770614624;5;42.6015840769;
32;3;14.0;21.7284259796;8;27.5439035892;3;21.5853557587;17.0;6;43.4113643169;
33;3;14.0;22.7719516754;8;27.6318233013;3;20.302482605;19.0;6;44.2078487873;
34;3;14.0;23.8159122467;8;27.7204678059;3;19.9467658997;19.0;6;44.9934499264;
35;3;14.0;24.8602333069;8;27.8096864223;3;19.2108345032;21.0;6;45.7717499733;
36;3;14.0;25.9048423767;8;27.8993241787;3;19.2984771729;22.5559253693;6;46.5469851494;
37;3;15.0;23.9496612549;8;27.989222765;3;19.3756656647;23.7720146179;6;47.3234844208;
38;3;14.0;24.9946117401;9;28.079221487;3;19.4430789948;25.0104560852;6;48.1051125526;
39;3;14.0;26.0396099091;10;28.1691586971;3;19.5015220642;26.2713947296;6;48.8947534561;
40;3;15.0;24.0845794678;10;28.258872509;3;20.5518627167;25.2713947296;6;49.6938772202;
41;3;14.0;25.1294364929;10;28.348202467;3;20.8811225891;26.0;7;50.3611893654;
42;3;14.0;26.1741008759;10;28.4369900227;3;19.6000003815;28.0;7;51.0379443169;
43;3;15.0;24.2184944153;10;28.5250804424;3;20.6000003815;27.0;8;51.7390680313;
44;4;15.0;25.7625408173;9;29.6123232841;3;19.6000003815;29.0;8;52.4557781219;
45;4;16.0;26.8061618805;9;29.7385737896;3;21.6000003815;29.0;8;53.1782588959;
46;4;17.0;24.8692874908;9;29.8648777008;3;23.6000003815;30.0;10;53.8961582184;
47;4;16.0;25.9324378967;9;29.9911055565;3;24.8266372681;30.0;11;54.5991659164;
48;4;16.0;26.995552063;10;30.1171330214;3;25.9848136902;30.0;11;55.2776012421;
49;4;17.0;25.0585670471;10;30.2428416014;3;24.1374607086;32.0;11;55.9229507446;
50;4;18.3635520935;26.0585670471;11;30.3681185246;3;23.2826652527;33.0;13;56.5282850266;
51;4;19.3773231506;27.0585670471;12;30.4928572178;4;22.2826652527;32.0;12;57.088514328;
52;4;20.0;28.0585670471;13;30.6169583797;4;21.2826652527;32.0;12;57.6004695892;
53;4;21.4059104919;29.0585670471;12;30.7403277159;4;22.2826652527;33.0;12;58.0628213882;
54;4;22.0;29.4750137329;13;30.8628786802;4;22.7641353607;34.0;12;58.4758720398;
55;5;25.0;28.5;13;31.9845304489;4;22.8570709229;35.0;13;58.8412618637;
56;6;25.9596443176;29.5;9;47.2352083921;4;22.9392852783;36.0;13;59.1616458893;
57;6;25.75;33.2161979675;9;48.2502750158;4;23.0113716125;37.0;14;59.4403705597;
58;6;27.1848506927;35.5;9;49.2004719973;4;23.0740833282;38.0;15;59.6811828613;
59;6;26.75;38.4179534912;9;50.0863637924;4;23.1282653809;39.0;15;59.8879890442;
60;6;27.2145824432;39.424861908;8;50.9118689299;4;23.1747970581;40.0;18;60.0;
61;6;26.75;41.3619766235;8;51.683349967;4;23.2000007629;41.0;19;60.0;
62;7;27.75;40.4902305603;6;67.4086931944;4;23.2000007629;42.0;19;60.0;
63;7;30.5874423981;37.5;7;68.8464566469;4;24.2000007629;40.0;20;60.0;
64;8;33.3067474365;37.637298584;7;70.1569049358;4;23.2000007629;41.0;20;60.0;
65;8;33.6428985596;38.6117248535;6;71.2394423485;5;23.2000007629;42.0;20;60.0;
66;8;35.5126800537;39.5999984741;6;72.1517243385;5;24.2000007629;40.0;22;60.0;
67;8;35.896572113;40.5999984741;7;73.0156993866;5;23.2000007629;41.0;22;60.0;
68;8;36.0123825073;41.5999984741;8;73.8371572495;5;23.2000007629;42.0;23;60.0;
69;9;37.1348800659;43.5999984741;8;75.6221165657;5;24.2000007629;40.0;23;60.0;
70;10;38.2636795044;45.5999984741;7;76.4161529541;5;23.2000007629;41.0;24;60.0;
71;10;38.6790161133;47.5999984741;8;77.0913982391;5;23.2000007629;42.0;24;62.7999992371;
72;10;38.5377578735;49.5999984741;10;77.6657721996;6;23.3080005646;42.0;18;81.5235362053;
73;10;38.6813964844;51.5999984741;10;80.7859079838;7;28.4014415741;43.0;17;85.0446629524;
74;10;39.3264579773;53.0429992676;10;83.5199333429;7;32.4814529419;45.0;19;87.1247160435;
75;10;39.8961868286;54.3854446411;10;85.9158533812;7;34.1641845703;47.0;19;88.8963440657;
76;10;40.4001617432;55.6435279846;10;89.0237125158;7;35.0130081177;49.0;20;90.4202333689;
77;10;41.8483085632;57.8340759277;10;90.7723041773;7;36.0999984741;50.7713279724;20;91.4442629814;
78;10;43.2063484192;59.9000015259;9;91.8450980186;7;34.0999984741;52.7859687805;21;92.3750503063;
79;10;41.4568901062;62.9000015259;7;92.9007511139;8;33.0999984741;54.8007202148;19;93.2359836102;
80;10;38.7011108398;66.5;7;93.9316290617;8;32.0999984741;56.8155822754;19;94.0509579182;
81;9;34.0056037903;65.5;7;93.6009497643;10;32.3669624329;57.0;17;97.0057471991;
82;9;32.4732131958;68.1430511475;10;94.4887236357;10;32.3718032837;61.0;17;97.8268769979;
83;9;31.6542854309;70.1993789673;10;95.3331782818;10;36.0999984741;61.0;16;98.7438317537;
84;9;30.94323349;65.5;12;96.1320450306;11;39.0999984741;64.0;15;99.7609326839;
85;9;33.0606155396;64.5;14;96.8843955994;11;37.8499984741;68.0;15;101.880503416;
86;10;34.2626495361;63.5;16;97.5904691219;11;37.8499984741;72.0;16;103.282375097;
