Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;10.0;6;20.0;1;8.14999961853;10.5;5;21.0;
5;1;9.0;10.0;6;20.0;1;8.14999961853;10.5;5;21.0;
6;1;10.0;10.0;6;20.0;1;9.14999961853;10.5;5;21.0;
7;1;11.0;10.0;6;20.0;1;9.72500038147;10.5;5;21.0;
8;1;11.0;10.0;6;20.3999996185;1;9.72500038147;10.5;5;21.4200000763;
9;2;12.1199998856;10.3999996185;5;21.7264003754;1;9.81949996948;10.7100000381;5;21.758436203;
10;2;13.2179203033;10.3632001877;5;21.9903717041;1;9.8956489563;10.8792181015;5;22.0;
11;2;14.2971115112;10.4951858521;5;23.0919120312;1;9.94999980927;11.0;5;23.5400009155;
12;2;14.9275741577;11.0209560394;5;24.0163254738;1;10.296500206;11.7700004578;6;24.8252849579;
13;2;16.9275741577;11.4571752548;5;24.7773565054;1;11.9499998093;12.4126424789;6;25.8616695404;
14;2;18.9275741577;11.8107032776;5;25.395208478;2;13.9499998093;13.1308345795;5;27.6732940674;
15;2;19.6185626984;12.0916318893;5;25.8925833702;2;15.9499998093;13.3366470337;4;28.4539033175;
16;2;19.7677764893;12.3113050461;5;26.2918028831;2;17.2110004425;13.6469516754;4;29.1033073664;
17;2;19.8875408173;12.4808797836;5;26.3921557665;2;18.2523422241;13.879781723;4;29.5541238785;
18;2;19.9176464081;12.5;4;26.4563041925;2;19.2996788025;14.0;4;29.7941719294;
19;2;21.9254188538;12.5;5;26.5224741697;2;20.3536891937;14.0;4;30.0669906139;
20;2;22.9452705383;12.5;5;26.5906432867;2;20.7650718689;14.0;4;30.375654459;
21;2;23.488527298;12.9771928787;5;26.6607804298;2;20.8345222473;14.0;4;30.7230784893;
22;2;24.488527298;12.9982337952;5;26.7328453064;2;20.2999992371;14.8169231415;4;31.1118502617;
23;2;25.0198535919;12.5;5;26.8067884445;2;21.0001659393;14.0;5;31.544028759;
24;2;25.0420360565;12.5;5;26.8825509548;2;21.0974063873;14.0;5;32.0209121704;
25;2;24.5;13.0647649765;5;26.9600640535;2;21.2047042847;14.0;5;32.5427899361;
26;2;25.0880203247;12.5;6;27.0392494202;2;21.3221263885;14.0;6;33.1086950302;
27;3;25.1117744446;12.5;5;27.120018959;2;21.4494552612;14.0;5;33.7161855698;
28;3;24.5;13.5;6;27.2022752762;2;21.5861415863;14.0;5;34.3611893654;
29;4;25.1606826782;12.5;5;27.2859115601;2;21.7312660217;14.0;5;35.0379443169;
30;4;22.5;14.5;5;27.3708124161;2;19.8835372925;15.0;5;35.7390680313;
31;4;21.5;15.6854057312;6;27.4568536282;2;19.0412902832;16.0;5;36.4557781219;
32;4;20.5;16.7284259796;6;27.5439035892;2;18.2025489807;17.0;5;37.1782588959;
33;4;19.5;17.7719516754;6;27.6318233013;2;17.36510849;18.0;6;37.8961582184;
34;4;18.5;18.8159122467;5;27.7204678059;3;17.5266342163;19.5;5;39.5991659164;
35;4;17.5;19.8602333069;5;27.8096864223;3;18.3848114014;20.5;5;40.4376012087;
36;4;17.0;20.9048423767;4;27.8993241787;3;18.5374603271;21.5799999237;4;41.266694665;
37;4;17.0;21.9496612549;4;28.989222765;3;18.9850063324;22.0;4;42.082408905;
38;4;18.0;23.4946117401;4;29.1192214489;3;18.818862915;23.7770614624;4;42.8826862574;
39;4;19.0;24.5596103668;4;29.2503426075;3;18.9449157715;24.8970851898;5;43.6674602032;
40;4;19.0;25.6251716614;4;30.3824260235;3;19.0601062775;26.0334949493;6;44.4384758472;
41;4;20.0;26.6912136078;4;30.5453099012;3;19.6986579895;26.0;6;45.1989505291;
42;4;22.0;24.7576541901;5;30.7197225094;3;19.2570705414;28.0;6;45.9531121254;
43;4;24.3635520935;26.7576541901;5;30.8957958221;3;18.9572372437;25.0;9;46.7056746483;
44;4;25.4348487854;28.7576541901;5;31.0733681917;3;17.0544776917;26.0;10;47.4612827301;
45;4;25.0;30.7576541901;5;31.2522768974;3;16.9047050476;27.0;10;48.2239727974;
46;4;27.4059104919;32.0835533142;5;31.4323589802;3;17.0;26.0;10;48.9966840744;
47;4;28.1351089478;33.0835533142;6;31.6134516001;3;19.0;27.0;11;49.7161855698;
48;4;28.0;34.2264137268;6;31.7953926325;3;20.2861423492;28.0;11;50.3611893654;
49;4;28.9513092041;34.4750137329;6;31.9780215025;3;21.4312667847;29.0;11;51.0379443169;
50;4;29.9670848846;32.5;6;32.1611790657;3;21.0;30.0;12;51.7390680313;
51;4;30.2162799835;32.5;6;32.3447078466;3;23.0;30.0;12;52.4557781219;
52;5;29.0064125061;33.332572937;4;37.5284534693;3;24.2025489807;29.0;12;53.1782588959;
53;5;30.545381546;33.5;5;37.8622626066;3;24.36510849;29.0;13;53.8961582184;
54;5;31.5845165253;34.5;5;38.1927599907;3;22.36510849;29.0;13;54.5991659164;
55;5;30.073015213;37.4171905518;5;38.5194320679;3;22.2999992371;29.0;15;55.2776012421;
56;5;29.8857765198;38.5;5;38.8418061733;3;22.2999992371;29.0;15;55.9229507446;
57;5;28.9551792145;39.9420776367;6;39.1594537497;3;22.2999992371;29.0;15;56.5282850266;
58;5;27.4200000763;41.9285736084;6;39.4719908237;3;22.2999992371;29.0;17;57.088514328;
59;5;27.0898246765;41.915512085;6;39.7790794373;3;22.2999992371;29.0;18;57.6004695892;
60;5;25.7654628754;43.9029159546;7;40.0804270506;3;22.2999992371;29.0;18;58.0628213882;
61;5;25.8106384277;44.987121582;8;40.3757843971;3;22.2999992371;29.0;19;58.4758720398;
62;5;25.8540744781;46.006275177;10;40.664945364;3;22.2999992371;29.0;19;58.8412618637;
63;5;26.5905838013;45.8680496216;12;40.9477441311;3;22.2999992371;29.0;19;59.1616458893;
64;5;25.9356708527;46.8574295044;13;42.4423820972;3;22.2999992371;29.0;19;59.4403705597;
65;5;26.0185279846;48.8473167419;14;43.7133862972;3;22.2999992371;29.0;20;59.6811828613;
66;5;26.8797130585;48.8376998901;12;44.7942461967;3;22.2999992371;29.0;20;59.8879890442;
67;5;26.1786060333;49.828578949;13;45.7199127674;3;22.2999992371;29.0;20;60.0;
68;7;26.8473033905;50.8199462891;12;56.3745498657;3;22.2999992371;29.0;20;60.0;
69;7;26.5484733582;51.8117904663;12;57.3412206173;3;22.2999992371;29.0;22;60.0;
70;7;27.565782547;53.2156867981;12;58.240655899;3;22.2999992371;29.0;22;60.0;
71;7;29.2748985291;55.2670860291;13;59.063883543;3;22.2999992371;29.0;22;60.0;
72;8;29.5750007629;55.1815490723;12;59.8489780426;3;22.2999992371;29.0;23;60.0;
73;8;26.5750007629;58.2377357483;13;60.5941066742;3;22.2999992371;29.0;24;60.0;
74;8;26.5750007629;61.2940635681;14;62.298409462;3;22.2999992371;29.0;24;61.7999992371;
75;8;28.5750007629;61.5415687561;14;63.0618764162;3;22.4890003204;29.4200000763;25;63.2535362244;
76;8;28.5750007629;64.6636047363;16;63.7941002846;3;22.6291618347;29.7314720154;23;64.417591095;
77;10;28.5750007629;68.7820587158;15;64.496887207;3;22.7310562134;29.9579029083;24;65.1052589417;
78;10;29.5750007629;68.0372848511;16;65.1724342108;3;22.75;30.0;24;65.6133613586;
79;10;29.5750007629;70.0932006836;17;65.823179245;3;22.75;30.0;25;66.0;
80;10;28.5750007629;74.8482208252;17;66.4516788721;3;22.75;30.0;25;66.0;
81;10;30.5750007629;72.0202407837;17;66.9648237228;3;22.75;30.0;25;66.0;
82;10;30.5750007629;73.1935501099;19;67.4289777279;3;22.75;30.0;26;66.0;
83;11;31.5750007629;74.368309021;18;68.895252943;3;22.75;30.0;28;66.0;
84;11;34.5750007629;73.5446624756;19;70.3900321722;3;20.75;31.0;28;66.0;
85;12;35.7750015259;77.4394378662;18;70.9702088833;3;19.75;32.0;28;66.0;
86;12;37.4966926575;77.306602478;19;71.5728092194;3;18.75;33.0;28;66.0;
87;13;38.9193649292;78.0800018311;18;72.1981691122;3;17.75;34.0;28;66.0;
