Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
5;2;9.0;10.1999998093;4;21.0;1;8.14999961853;10.5;5;21.0;
6;2;10.3000001907;10.0;4;21.0900000334;1;9.14999961853;10.5;5;21.0;
7;2;11.3269996643;10.0;4;21.1871190071;1;9.72500038147;10.5;5;21.0;
8;2;11.3561353683;10.0;4;21.7036092281;2;9.72500038147;10.6999998093;4;22.4200000763;
9;2;11.5110826492;10.1999998093;4;22.1564130783;2;10.044500351;10.7100000381;4;22.8584362268;
10;2;11.6469240189;10.3632001877;4;22.557236433;2;10.1431493759;10.8792181015;4;23.2088999748;
11;2;11.7671709061;10.4951858521;4;23.8035871983;2;10.2220020294;11.0;4;24.9397995472;
12;2;12.141076088;11.0209560394;4;24.8916251659;2;10.6114549637;11.7700004578;5;26.4434549809;
13;2;14.141076088;11.4571752548;5;25.8364036083;2;12.3140878677;12.4126424789;5;27.7287436724;
14;2;16.1410751343;11.8107032776;5;26.6592981815;2;14.3140878677;12.9308347702;5;28.8229112625;
15;2;17.3553848267;12.0916318893;5;27.3839819431;2;16.3140888214;13.3366470337;5;29.7627468109;
16;2;18.440984726;12.3113050461;5;28.0334718227;2;17.5054893494;13.6469516754;5;30.5871584415;
17;2;19.5340881348;12.4808797836;5;28.407397747;2;18.5862083435;13.879781723;5;31.2283332348;
18;2;20.6347923279;12.5;5;28.7683298588;2;19.6763763428;14.0;5;31.6729285717;
19;2;21.7430725098;12.5;5;29.1538929939;2;20.7764091492;14.0;5;32.1624221802;
20;2;22.7461681366;12.5;6;29.562889576;2;21.2365436554;14.0;5;32.6967763901;
21;2;22.8688659668;12.5;6;29.9934945107;2;21.3567733765;14.0;5;33.2746315002;
22;2;22.9980487823;12.5;6;30.4432339668;2;21.4867916107;14.0;5;33.8931016922;
23;2;23.1329708099;12.5;6;30.9089989662;2;20.2999992371;15.0;6;34.5476427078;
24;3;23.2726993561;12.5;5;31.3870959282;2;21.2999992371;14.0;6;35.2320256233;
25;3;21.5;13.5;6;31.8733391762;2;21.9272041321;14.0;6;35.9384479523;
26;4;22.5;12.5;5;32.36317873;2;22.0861492157;14.0;6;36.6577949524;
27;4;21.5;13.5;5;32.8518595695;2;22.248003006;14.0;7;37.3800458908;
28;4;20.8555583954;14.5;5;33.3346033096;3;23.4105091095;14.3000001907;6;39.0948009491;
29;4;20.0003814697;15.5;5;33.8067913055;3;22.4105091095;15.5;6;39.9518672228;
30;4;19.142036438;16.5;5;35.2641468048;3;21.4105091095;15.5799999237;6;40.8055845499;
31;4;17.142036438;19.2000007629;5;35.7228827477;3;21.712852478;16.0;6;41.6507396698;
32;4;16.5;21.2140007019;5;36.1600232124;3;21.0217380524;17.7770614624;6;42.4839311838;
33;4;16.0;23.22813797;6;36.5730758905;3;20.1551952362;18.8970851898;6;43.3037087917;
34;5;16.0;25.2424068451;5;36.9602688551;3;19.7433338165;19.0;6;44.1105072498;
35;5;16.0;26.5;5;37.3205387592;3;19.6248626709;20.0;7;44.9063947201;
36;5;17.0;26.2713279724;6;37.6534847021;3;19.1912460327;22.0;7;45.694665432;
37;5;18.0;26.2859687805;6;37.959291935;3;19.2811336517;23.5559253693;7;46.4793372154;
38;5;19.0;26.3007221222;6;38.2386424541;3;19.3604450226;24.7720146179;7;47.264588356;
39;5;18.0;25.3155841827;6;38.4926145077;3;20.3345336914;24.0;7;48.0541939735;
40;5;18.0;24.3305492401;6;39.7225829363;3;19.4900665283;26.0;7;48.8510007858;
41;5;17.0;26.8456115723;6;39.9501262903;3;20.5420188904;26.0;7;49.6564817429;
42;5;19.0;25.870765686;8;40.1571390629;3;20.8727073669;27.0;8;50.3611893654;
43;5;18.0;27.8961009979;8;40.3338971138;3;20.6000003815;26.0;9;51.0379443169;
44;5;18.0;29.9216117859;7;40.3764523268;3;19.6000003815;28.0;9;51.7390680313;
45;5;19.0;28.9472866058;8;40.4192789793;3;21.6000003815;28.0;10;52.4557781219;
46;5;20.3305683136;30.9472866058;9;40.4623606205;3;23.5025501251;29.0;11;53.1782588959;
47;5;21.3368434906;32.9472885132;8;40.5056804419;3;24.6651077271;30.0;11;53.8961582184;
48;5;22.3431663513;34.9472885132;9;40.5492212772;3;25.8266372681;30.0;11;54.5991659164;
49;6;23.0;36.9472885132;8;69.3429654837;3;26.9848136902;30.0;11;55.2776012421;
50;6;22.0;41.0405731201;9;71.3993959427;3;25.1374607086;31.0;11;55.9229507446;
51;7;23.0;40.9794387817;8;89.5158957243;3;24.2826652527;32.0;12;56.5282850266;
52;7;24.3320083618;41.1165084839;9;92.6498590708;4;23.2826652527;31.0;11;57.088514328;
53;7;25.3378868103;41.8825378418;9;95.0187335014;4;22.2826652527;31.0;11;57.6004695892;
54;7;26.8537960052;42.7170257568;9;96.7558598518;4;22.2826652527;32.0;12;58.0628213882;
55;7;27.8597316742;43.9058227539;8;98.0162843466;4;22.7641353607;33.0;13;58.4758720398;
56;7;27.5100002289;46.3902359009;9;98.6046521664;4;22.8570709229;34.0;13;58.8412618637;
57;9;28.5100002289;48.3460617065;6;110.0171175;4;22.9392852783;35.0;12;59.1616458893;
58;9;32.0;51.6930923462;6;110.789779782;4;23.0113716125;36.0;13;59.4403705597;
59;9;35.588104248;56.2989883423;9;111.484868407;4;23.0740833282;37.0;13;59.6811828613;
60;9;38.6648292542;57.2836990356;10;112.014771104;4;23.1282653809;38.0;14;59.8879890442;
61;9;40.7000007629;58.1700897217;10;112.400150299;4;23.1747970581;39.0;15;60.0;
62;9;41.7000007629;61.1484069824;12;112.758247375;4;23.2000007629;40.0;16;60.0;
63;9;44.2204170227;60.6804237366;13;114.089588642;4;23.2000007629;41.0;17;60.0;
64;9;46.300163269;60.6746482849;13;114.445127487;4;23.2000007629;42.0;18;60.0;
65;9;47.3721466064;63.6715431213;12;114.778118491;4;24.2000007629;40.0;18;60.0;
66;9;49.4367599487;63.6709709167;15;115.090094805;4;23.2000007629;41.0;20;60.0;
67;9;50.4194602966;63.6727676392;14;115.382728457;4;23.2000007629;42.0;20;60.0;
68;10;49.4707527161;66.6767578125;12;125.657757401;4;24.2000007629;40.0;21;60.0;
69;10;51.5161628723;67.317741394;13;126.212848663;4;23.2000007629;41.0;21;60.0;
70;11;55.0876350403;71.3460159302;13;126.714844346;4;23.2000007629;42.0;21;60.0;
71;12;57.5587921143;71.7022094727;13;127.191901684;4;24.2000007629;40.0;22;61.7999992371;
72;12;56.8535079956;73.4515991211;13;132.502681732;4;23.3080005646;40.0;22;63.2535362244;
73;12;57.3708152771;74.4447784424;13;136.508527637;4;22.4014415741;40.0;22;64.417591095;
74;12;56.7810668945;75.4536132812;15;139.514652252;4;21.4814510345;39.0;23;65.1052589417;
75;12;57.1869430542;76.476890564;15;141.47884047;4;21.5493431091;39.0;23;65.6133613586;
76;12;58.5030021667;78.9882507324;15;143.021305442;4;21.0065040588;38.0;24;66.0;
77;12;57.7420654297;80.0408248901;16;144.924232125;4;21.0499992371;38.0;24;66.0;
78;13;55.8516120911;83.1337814331;15;145.852021217;4;22.0499992371;39.0;25;66.0;
79;13;53.9323654175;89.2300796509;17;146.61048305;4;21.0499992371;37.0;26;66.0;
80;13;53.6763534546;92.3296585083;17;147.292000651;4;20.0499992371;38.0;26;66.0;
81;13;52.7472076416;99.3902816772;18;147.945215106;4;20.0499992371;39.0;27;66.0;
82;14;50.8110351562;107.475090027;18;148.573759317;4;20.0499992371;40.0;27;66.0;
83;15;51.5452270508;111.562828064;18;149.181504965;4;19.0499992371;39.0;27;66.0;
84;17;51.6313591003;115.653312683;12;167.022318363;4;19.0499992371;40.0;27;66.0;
85;17;52.6886177063;121.746269226;13;168.839390635;4;19.0499992371;41.0;28;66.0;
86;18;55.7273368835;125.841453552;13;170.453703403;4;20.0;42.0;28;66.0;
87;18;57.7748794556;129.938568115;13;171.908164382;4;21.0;43.0;28;66.0;
