Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;5;20.0;2;8.0;10.8999996185;4;22.0;
4;1;9.0;10.0;5;20.0;2;8.29999923706;10.5;4;22.0900000334;
5;2;9.0;10.1999998093;4;21.0;2;8.31349945068;10.5;4;22.1871190071;
6;2;10.3000001907;10.0;4;21.0900000334;2;9.41710090637;10.5;4;22.2917383909;
7;2;11.3269996643;10.0;4;21.1871190071;2;10.0156412125;10.5;4;22.4042263031;
8;2;11.3561353683;10.0;4;21.7036092281;2;10.0409517288;10.5;4;22.9589728117;
9;2;11.5110826492;10.1999998093;4;22.1564130783;2;10.1657686234;10.7100000381;4;23.4430115223;
10;2;11.6469240189;10.3632001877;4;22.557236433;2;10.2746782303;10.8792181015;4;23.8415006399;
11;2;11.7671709061;10.4951858521;4;23.8035871983;2;10.3643379211;11.0;4;25.6606454849;
12;2;12.141076088;11.0209560394;4;24.8916251659;2;10.773645401;11.7700004578;5;27.2614676952;
13;2;14.141076088;11.4571752548;5;25.8364036083;2;12.4981412888;12.4126424789;5;28.6526534557;
14;2;16.1410751343;11.8107032776;5;26.6592981815;2;14.4981412888;12.9308347702;5;29.8608493805;
15;2;17.3553848267;12.0916318893;5;27.3839819431;2;16.4981403351;13.3366470337;5;30.9217379093;
16;2;18.440984726;12.3113050461;5;28.0334718227;2;17.7662620544;13.6469516754;5;31.8725180626;
17;2;19.5340881348;12.4808797836;5;28.407397747;2;18.8754138947;13.879781723;5;32.6429929733;
18;2;20.6347923279;12.5;5;28.7683298588;2;19.9946746826;14.0;5;33.2167277336;
19;2;20.6125736237;13.5;5;29.1538929939;2;21.1237640381;14.0;5;33.8314290047;
20;2;22.5;12.5;6;29.562889576;2;21.6120700836;14.0;5;34.4827160835;
21;2;22.8688659668;12.5;6;29.9934945107;2;21.7586097717;14.0;5;35.1645216942;
22;2;22.9980487823;12.5;6;30.4432339668;2;21.9120159149;14.0;5;35.8691868782;
23;3;23.1329708099;12.5;5;30.9089989662;2;22.0705661774;14.0;6;36.5877075195;
24;3;23.2726993561;12.5;5;31.3870959282;2;22.2322330475;14.0;6;37.3101301193;
25;3;21.5;13.5;5;31.8733391762;2;20.2999992371;15.0;6;38.0260667801;
26;3;22.5;12.5;5;32.36317873;2;21.2999992371;14.0;6;38.7252779007;
27;3;21.5;13.5;7;32.8518595695;3;23.2999992371;14.3000001907;5;40.3982591629;
28;4;20.8555583954;14.5;6;33.3346033096;3;22.8646087646;15.0;5;41.1967602968;
29;4;20.0003814697;15.5;6;33.8067913055;3;22.2692699432;16.0;6;41.9779173136;
30;4;19.0003814697;14.5;6;34.2641468048;3;21.4450302124;17.0;6;42.7398834229;
31;4;19.5;14.5;6;34.7028827667;3;20.6164741516;18.0;6;43.482867837;
32;4;20.5;15.5;6;35.1198272705;3;19.7836437225;19.0;6;44.2089612484;
33;4;21.5;16.5;7;36.5124940872;3;19.6470165253;20.0;6;44.9218065739;
34;4;21.5;16.0;7;36.9691179991;3;19.8074073792;21.0;6;45.6261708736;
35;4;22.5;15.5;7;37.4057612419;3;19.9658889771;22.0;6;46.3274464607;
36;4;22.5;16.0935592651;7;37.822411418;3;20.1236763;23.0;7;47.0311322212;
37;4;21.5;15.1458692551;7;38.2196292877;3;20.2820053101;24.0;7;47.7423191071;
38;4;20.9212684631;14.5;7;39.5984520912;3;20.4420204163;25.0;7;48.4652094841;
39;4;21.9574794769;16.0;7;39.9802845716;3;20.6046714783;26.0;7;49.1086950302;
40;4;22.6880836487;16.5;7;40.3469859362;3;20.7494564056;27.0;7;49.7161855698;
41;4;21.1918334961;16.9162101746;7;40.7003694773;3;21.8861427307;25.0;7;50.3611893654;
42;4;21.0100097656;16.4696617126;7;41.0423089266;3;21.0312690735;26.0;8;51.0379443169;
43;4;23.6448745728;20.4696617126;7;41.3631920815;3;21.1835365295;27.0;9;51.7390680313;
44;4;22.022403717;24.4696617126;7;41.5591021776;3;22.3412914276;25.0;9;52.4557781219;
45;4;22.028678894;27.4696617126;9;41.7644534111;3;21.5025501251;28.0;10;53.1782588959;
46;5;22.3431663513;30.4696617126;8;41.9790682793;3;21.6651096344;31.0;10;53.8961582184;
47;5;24.0;33.4696617126;9;42.2026586533;3;21.8266353607;34.0;10;54.5991659164;
48;5;24.9048480988;34.0932502747;10;42.4348195791;3;21.9848117828;37.0;11;55.2776012421;
49;5;25.9680404663;35.1040077209;10;42.6750248671;3;22.1374607086;40.0;11;55.9229507446;
50;5;26.5336074829;36.1148300171;10;42.9226250648;3;22.2826633453;41.0;12;56.5282850266;
51;6;25.75;35.0756607056;8;71.9268499613;3;21.2826652527;40.0;12;57.088514328;
52;6;27.0937957764;34.5;9;74.1993145943;4;22.2826652527;41.0;11;58.6004695892;
53;6;28.2179393768;36.4237518311;9;75.9983044863;4;24.2826633453;43.0;12;59.2228213549;
54;7;27.2600002289;38.8763160706;7;92.3819583654;4;24.7641353607;45.0;12;59.8196159601;
55;7;30.2600002289;38.1587944031;7;94.1839889288;4;25.8570709229;44.0;12;60.3953857422;
56;7;34.6276855469;36.0806770325;8;95.6578402519;4;24.939283371;46.0;12;60.9558178186;
57;7;35.2600021362;38.6641349792;8;96.5424267054;4;25.0113697052;47.0;14;61.5073611736;
58;8;37.6397476196;40.0250015259;7;97.3223851919;6;26.0740833282;45.0;13;62.0568373203;
59;8;37.2600021362;40.0250015259;9;98.0259568691;6;25.1282672882;46.0;14;62.6110675335;
60;9;36.2600021362;43.6926116943;8;98.6585701704;6;25.1747989655;47.0;14;63.1118502617;
61;9;37.6579284668;44.0250015259;9;99.2265440226;6;26.2000007629;45.0;15;63.544028759;
62;9;36.2600021362;47.7132987976;9;99.7364764214;6;25.2000007629;46.0;18;64.0209121704;
63;10;37.6700744629;48.0250015259;8;100.101090193;6;25.2000007629;47.0;18;64.5427899361;
64;10;35.9350013733;51.733997345;8;100.340819716;6;26.2000007629;45.0;20;65.1086950302;
65;10;35.9350013733;54.7443389893;9;105.774335504;6;25.2000007629;46.0;20;65.7161855698;
66;11;36.5865631104;56.5374794006;8;109.327389717;5;25.2000007629;47.0;22;66.3611893654;
67;11;38.0382804871;58.882232666;9;112.065340281;5;26.2000007629;45.0;23;67.0379443169;
68;11;37.3348312378;59.9129943848;9;114.151694775;5;25.2000007629;46.0;23;67.7390680313;
69;11;39.4464111328;59.1043281555;10;115.293001533;5;25.2000007629;47.0;23;68.4557781219;
70;11;39.0;59.8751220703;10;115.994719744;5;26.2000007629;45.0;23;71.1473731995;
71;11;36.0;64.8853302002;11;116.685780287;5;23.2000007629;46.0;24;74.5031776428;
72;12;37.0;66.2510223389;10;117.260504723;6;24.6000003815;44.0;23;76.624112606;
73;12;36.0;68.6486663818;10;118.811081052;6;24.6000003815;45.0;23;78.2501344681;
74;12;37.0;74.2553482056;14;119.434839487;6;26.6000003815;44.0;24;79.663133502;
75;12;39.482131958;71.4439697266;14;120.085108042;6;26.0;45.0;24;80.9084129333;
76;12;41.4879837036;71.9298706055;14;120.762630701;6;26.75;44.0;24;81.710894227;
77;13;44.4938049316;73.2036972046;14;121.467318177;6;26.75;43.0;24;82.45061481;
78;13;45.0;74.3508911133;14;122.198068619;6;24.75;44.0;23;83.1242947578;
79;13;44.5553321838;75.8169937134;15;122.952626705;6;23.75;45.0;22;84.7316781282;
80;13;44.0499992371;79.5243835449;16;123.650085807;6;23.75;47.0;23;85.3150007725;
81;13;45.5666923523;79.007484436;16;124.34760797;6;23.75;49.0;23;85.8395417929;
82;13;44.1323051453;82.375038147;13;125.063508272;6;22.75;52.0;23;86.3106137514;
83;13;43.1378707886;85.7525024414;14;125.790392041;6;23.75;53.0;23;86.734166503;
84;13;43.1433868408;86.1354751587;15;126.520264864;6;24.75;56.0;25;87.1163221598;
85;13;41.1488494873;89.5191726685;16;127.229122162;6;22.75;51.0;26;87.3819818497;
86;14;39.6100006104;93.8186950684;15;142.920677185;6;22.0;52.0;27;87.5326225758;
87;14;40.6100006104;95.1892623901;15;144.641753912;6;23.0;52.0;27;87.687153101;
