Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
5;1;9.0;10.0;4;20.0;2;8.14999961853;10.6999998093;4;22.0;
6;1;10.0;10.0;4;20.0;2;9.375;10.5;4;22.0900000334;
7;2;11.0;10.1999998093;3;21.0;2;9.9702501297;10.5;4;22.1871190071;
8;2;11.3000001907;10.0;3;21.5299996138;2;9.99210166931;10.5;4;22.7236096859;
9;2;11.4589996338;10.1999998093;3;22.0018314123;2;10.1128120422;10.7100000381;4;23.1884489059;
10;2;11.6005496979;10.3632001877;3;22.4280958176;2;10.2174015045;10.8792181015;4;23.5668647289;
11;2;11.7284288406;10.4951858521;3;23.7177560329;2;10.3025445938;11.0;4;25.3486820459;
12;2;12.1153268814;11.0209560394;4;24.8637619019;2;10.703453064;11.7700004578;5;26.9087285995;
13;2;14.799864769;11.4571752548;4;25.8837099075;2;12.4187746048;12.4126424789;5;28.2558913231;
14;2;16.7998657227;11.8107032776;4;26.8016016483;2;14.4187746048;12.9308347702;5;29.4172105789;
15;2;18.0826129913;12.0916318893;4;27.6436917782;2;16.4187736511;13.3366470337;5;30.428994894;
16;2;19.2034358978;12.3113050461;4;28.4353666306;2;17.6553955078;13.6469516754;5;31.3293325901;
17;2;20.3391933441;12.4808797836;4;28.9781968594;2;18.7531986237;13.879781723;5;32.049197197;
18;2;21.4905700684;12.5;4;29.5360116959;2;19.8610706329;14.0;5;32.573600769;
19;2;22.6579151154;12.5;5;30.1467399597;2;20.9790611267;14.0;5;33.1419348717;
20;2;23.0440216064;12.5;6;30.8082637787;2;21.4569339752;14.0;5;33.7516689301;
21;3;23.2424793243;12.5;5;31.5163917542;2;21.5941238403;14.0;5;34.3986358643;
22;3;21.5;13.5;5;32.264708519;2;21.739692688;14.0;5;35.0769786835;
23;3;22.5;12.5;5;33.0445957184;2;21.8923187256;14.0;6;35.7792286873;
24;3;23.5;12.5;6;33.8454675674;2;22.0503253937;14.0;6;36.4965333939;
25;3;21.5;13.5;6;34.6552286148;2;22.2117195129;14.0;6;37.2190332413;
26;3;21.5;14.5;6;35.4609355927;2;22.3742828369;14.0;6;37.9363632202;
27;3;20.5;13.5;6;36.2495918274;2;22.5356807709;14.0;7;38.6382322311;
28;3;20.5;14.5;6;37.0089855194;2;22.6936016083;14.0;7;39.3150119781;
29;3;19.5;13.5;6;37.7284460068;2;22.8458766937;14.0;7;39.9582691193;
30;3;18.5;13.5;6;39.399433136;3;21.9906101227;15.5;6;41.5611724854;
31;3;19.5;14.0;6;40.0358834267;3;22.1262626648;16.5;6;42.2787410021;
32;3;21.5;15.0100002289;7;40.6144881248;3;21.2517166138;17.5799999237;6;42.9716573954;
33;3;20.5;14.0200977325;7;41.1341463327;3;20.6686210632;18.0;6;43.641582489;
34;3;20.8181743622;14.5;7;41.5958336592;3;19.4696769714;19.7770614624;6;44.2919336557;
35;3;19.824344635;13.5;7;42.0021679401;3;19.2619972229;20.8970851898;7;44.9275205135;
36;3;18.8305683136;13.5;7;42.3569463491;3;19.3436203003;22.0334949493;7;45.5541212559;
37;3;18.5;14.0614061356;7;42.6646962166;3;19.4151554108;23.187828064;7;46.1780259609;
38;3;19.5;15.0719442368;7;42.9303033352;3;19.4773635864;24.3615398407;7;46.8055844307;
39;3;18.5;14.0825605392;7;43.1587016582;3;19.5310897827;25.5559253693;7;47.4427647591;
40;3;18.8559494019;13.5;7;43.2080165148;3;19.5772151947;26.7720146179;8;48.0209121704;
41;3;19.5;15.1040086746;8;43.2296639681;3;19.6000003815;28.0104560852;8;48.5427899361;
42;4;20.5;16.1148319244;7;43.2514331341;3;19.6000003815;29.2713947296;9;49.1086950302;
43;4;21.5;17.1257171631;7;43.2733153105;3;20.6000003815;27.5543479919;10;49.7161855698;
44;4;22.5;20.1257171631;8;43.2953014374;3;19.6000003815;28.8580932617;11;50.3611893654;
45;4;23.5;23.1257171631;9;43.3173824549;3;21.6000003815;28.8580932617;11;51.0379443169;
46;4;23.5;26.1257171631;9;43.3395489454;3;21.6000003815;29.8580932617;12;51.7390680313;
47;4;23.9018650055;29.1257171631;10;43.3617914915;3;23.6000003815;30.0;12;52.4557781219;
48;4;23.5;32.1257171631;10;43.3841004372;3;25.5025501251;30.0;12;53.1782588959;
49;4;23.9152297974;32.5;11;43.4064661264;3;26.6651077271;30.0;12;53.8961582184;
50;4;23.5;34.2032318115;11;43.428878665;3;27.8266372681;29.0;12;54.5991659164;
51;4;23.5;35.2144393921;13;43.4513280392;3;28.2848129272;29.0;13;55.2776012421;
52;4;24.5;33.2256622314;13;43.4738043547;4;26.4374599457;30.0;12;55.9229507446;
53;4;25.5;32.2369003296;14;43.4962974787;4;25.5826644897;31.0;12;56.5282850266;
54;4;26.5;31.2481498718;15;43.5187973976;4;24.5826644897;30.0;13;57.088514328;
55;4;24.9556388855;31.5;16;43.5412938595;4;23.5826644897;30.0;13;57.6004695892;
56;4;25.5;30.270647049;16;43.5637768507;4;23.5826644897;31.0;13;58.0628213882;
57;4;23.9691333771;30.5;16;43.5862361193;4;23.0641345978;32.0;13;58.4758720398;
58;4;23.9758701324;31.5;13;43.6086617708;4;22.8570709229;33.0;13;58.8412618637;
59;4;23.9825992584;32.5;14;43.6310436726;4;22.9392852783;34.0;13;60.1616458893;
60;5;23.1903820038;33.5;13;61.6533719301;4;24.0113716125;36.0;12;60.4703705311;
61;5;22.75;34.2605514526;14;62.5756362677;4;25.0740833282;38.0;12;60.7417738438;
62;5;23.75;35.2707939148;14;63.3727282286;4;25.3669013977;40.0;13;60.9797551632;
63;6;24.75;36.2810020447;14;64.0490479469;5;25.1747970581;42.0;13;61.1235172749;
64;6;25.75;36.2582588196;14;64.6140329838;5;25.452791214;44.0;13;61.1558350325;
65;6;26.75;36.2140922546;15;65.080088973;5;25.2000007629;45.5779190063;14;61.1887089014;
66;7;27.1000003815;37.1797561646;14;65.4608099461;6;25.2000007629;46.5943527222;13;61.2221269608;
67;8;27.5900001526;38.1538925171;12;89.7696585655;6;25.4749794006;47.0;13;61.2560760975;
68;8;30.5900001526;36.3037719727;12;91.0289114714;6;26.2000007629;45.628036499;13;61.2905418873;
69;8;33.1900024414;37.1412963867;12;94.8519291878;6;25.2000007629;46.6452713013;14;62.3255085945;
70;8;32.3880004883;38.0851516724;12;98.9271092415;6;26.4982395172;48.0;15;64.2542135715;
71;8;36.052406311;37.1809768677;13;101.526770711;6;26.3080005646;48.6871070862;15;65.8431125879;
72;8;38.6729812622;39.1969184875;13;106.474126697;6;26.9840965271;49.0;18;67.1494040489;
73;8;42.0859794617;42.063419342;13;109.672425508;6;26.0961093903;49.0;18;67.9863846302;
74;8;44.3879089355;45.6478881836;14;112.086516023;6;27.892906189;48.0;18;68.6510564089;
75;9;46.0450744629;49.0849113464;13;114.026430726;6;27.334487915;48.7899932861;19;69.2016752958;
76;9;43.7637481689;53.029083252;12;115.692004323;6;26.7703781128;48.0;20;69.3731894493;
77;9;43.5661392212;54.8930091858;11;116.937261581;6;26.8089675903;49.0;21;69.5523233414;
78;9;42.7961997986;56.8602294922;12;118.191705227;6;24.4426116943;51.9036865234;22;69.7391200066;
79;9;41.4282341003;59.8225860596;12;119.351728201;7;25.0499992371;55.869556427;22;70.9335739613;
80;10;40.5958518982;62.7796287537;11;149.237606049;7;26.4683570862;58.0371017456;21;71.3156249523;
81;11;40.7419052124;66.7309417725;10;155.017848015;7;27.3154983521;60.9686851501;20;71.735429287;
82;11;41.9060783386;71.6762237549;10;159.244997978;8;28.0499992371;63.9686889648;19;72.1970740557;
83;11;43.088924408;76.615272522;10;162.847377777;8;27.0499992371;67.9686889648;19;72.7048674822;
84;11;43.6086273193;81.5480957031;12;165.909188032;8;27.0499992371;70.9686889648;19;73.263229847;
85;11;43.83751297;85.5824127197;12;168.567470312;8;27.0499992371;73.4292678833;20;73.8765292168;
86;11;44.0831069946;89.408996582;13;170.846991897;8;28.0;75.5170440674;20;74.548853159;
