Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;10.0;4;20.0;1;8.14999961853;10.5;5;21.0;
5;1;9.0;10.0;4;20.0;2;8.14999961853;10.6999998093;4;22.0;
6;1;10.0;10.0;4;20.0;2;9.375;10.5;4;22.0900000334;
7;1;11.0;10.0;4;20.0;2;9.9702501297;10.5;4;22.1871190071;
8;1;11.0;10.0;4;20.3999996185;2;9.99210166931;10.5;4;22.7236096859;
9;1;11.1199998856;10.1999998093;4;20.7264003754;2;10.1128120422;10.7100000381;4;23.1884489059;
10;2;11.2179203033;10.5631999969;3;21.9903717041;2;10.2174015045;10.8792181015;4;23.5668647289;
11;2;11.597111702;10.4951858521;3;23.0819120407;2;10.3025445938;11.0;4;25.3486820459;
12;2;11.9245738983;11.0209560394;3;23.99553442;2;10.703453064;11.7700004578;5;26.9087285995;
13;2;13.9245738983;11.4571752548;4;24.7449600697;2;12.4187746048;12.4126424789;5;28.2558913231;
14;2;15.9245738983;11.8107032776;4;25.3503712416;2;14.4187746048;12.9308347702;5;29.4172105789;
15;2;16.9627056122;12.0916318893;4;25.8344515562;2;16.4187736511;13.3366470337;5;30.428994894;
16;2;17.9761257172;12.3113050461;4;26.2195074558;2;17.6553955078;13.6469516754;5;31.3293325901;
17;2;18.9898986816;12.4808797836;4;26.3048160076;2;18.7531986237;13.879781723;5;32.049197197;
18;2;20.0040187836;12.5;4;26.3530313969;2;19.8610706329;14.0;5;32.573600769;
19;2;21.0184822083;12.5;4;26.4023760557;2;20.9790611267;14.0;5;33.1419348717;
20;2;21.5;12.920712471;5;26.4528282881;2;21.4569339752;14.0;5;33.7516689301;
21;2;21.5;12.9358482361;5;26.5043625832;2;21.5941238403;14.0;5;34.3986358643;
22;2;21.5;12.9513092041;5;26.5569496155;2;21.739692688;14.0;5;35.0769786835;
23;2;21.9670848846;12.5;5;26.6105561256;2;21.8923187256;14.0;6;35.7792286873;
24;2;21.9831676483;12.5;6;26.6651450396;2;22.0503253937;14.0;6;36.4965333939;
25;3;21.5;12.99954319;5;26.72067523;2;22.2117195129;14.0;6;37.2190332413;
26;3;21.5;12.5;5;26.7771017551;2;22.3742828369;14.0;6;37.9363632202;
27;3;22.0331306458;12.5;5;26.8343759775;2;22.5356807709;14.0;6;38.6382322311;
28;3;20.0503120422;13.5;5;26.8924454451;2;22.6936016083;14.0;6;39.3150119781;
29;3;19.0677337646;14.5;5;26.9512542486;2;22.8458766937;14.0;6;39.9582691193;
30;3;18.0853767395;15.5;5;27.0107431412;2;20.9906101227;15.0;7;40.5611724854;
31;3;17.1032218933;16.5;5;27.0708494186;2;20.1262626648;16.0;7;41.1187410355;
32;3;16.1212539673;17.5;5;27.1315076351;2;19.2517166138;17.0;7;41.627913475;
33;3;15.1394519806;18.5;6;27.1926498413;2;18.3662796021;18.0;7;42.0874586105;
34;3;14.6577949524;19.5;6;27.2542052269;2;17.4696769714;19.0;7;42.4977617264;
35;3;14.6762619019;20.5;6;27.3161010742;3;17.2619972229;20.0;6;42.8605298996;
36;3;14.6948299408;21.5;6;27.3782629967;3;17.3436203003;21.0;6;43.1784667969;
37;3;14.7134790421;22.5;6;27.4406147003;3;17.4151554108;22.0;7;43.4549474716;
38;3;14.7321844101;23.5;6;27.5030794144;3;17.4773635864;23.0;7;43.693734169;
39;3;14.7509241104;24.5;7;27.5655794144;3;17.5310897827;24.0;8;43.8987360001;
40;3;15.7696743011;22.5;7;27.628036499;3;17.5772151947;25.0;8;44.0;
41;3;14.7884111404;23.5;7;27.690372467;3;17.6000003815;26.0;8;44.0;
42;3;14.8071117401;24.5;8;27.7525100708;3;17.6000003815;27.0;10;44.0;
43;3;15.825753212;22.5;8;27.8143725395;3;18.6000003815;25.0;10;44.0;
44;3;14.0;24.5;8;27.8758842945;3;17.6000003815;26.0;9;44.0;
45;3;14.0;25.9379425049;8;27.936971426;3;17.6000003815;27.0;9;44.0;
46;3;15.0;23.9684848785;8;27.9975619316;3;18.6000003815;25.0;9;44.0;
47;3;14.0;24.9987812042;8;28.0575861931;3;19.6000003815;25.0;9;44.0;
48;3;14.0;26.028793335;8;28.1169772148;3;20.6000003815;25.0;9;44.0;
49;3;15.0;25.028793335;8;28.1756706238;3;21.6000003815;25.0;9;44.0;
50;3;16.0;25.028793335;9;28.2336053848;3;22.6000003815;25.0;9;44.0;
51;3;17.0;25.028793335;9;28.2907235622;4;23.6000003815;25.0;8;44.0;
52;3;18.0;25.028793335;9;28.346971035;4;23.8999996185;24.0;8;44.0;
53;3;19.0;23.5;9;28.4022974968;4;23.8999996185;24.0;10;44.0;
54;3;20.0;22.5;10;28.4566559792;4;23.8999996185;24.0;10;44.0;
55;3;21.0;22.5;10;28.5100040436;4;23.8999996185;24.0;11;44.0;
56;3;21.5;22.5;10;28.5623030663;4;23.8999996185;24.0;12;44.0;
57;3;21.5;22.5;11;28.6135182381;4;23.8999996185;24.0;12;44.0;
58;3;21.5;22.5;11;28.6636190414;4;23.8999996185;24.0;13;44.0;
59;3;21.5;22.5;11;28.7125790119;5;24.8999996185;25.0;12;45.0;
60;3;21.5;22.5;12;28.7603754997;5;25.8999996185;26.0;12;45.1599999666;
61;4;21.5;22.5;9;28.8069901466;5;25.8999996185;27.0;13;45.3437439203;
62;4;21.5;22.5;9;28.8524079323;5;25.8999996185;28.0;13;45.5541238785;
63;4;21.5;22.5;9;28.8966178894;5;25.8999996185;29.0;8;45.7941719294;
64;5;21.5;22.5;9;28.9396123886;5;25.8999996185;29.0;9;46.0669906139;
65;5;21.5;22.5;9;28.9813876152;5;25.8999996185;29.0;9;46.375654459;
66;5;21.5;22.5;9;29.0;5;25.8999996185;29.0;10;46.7230784893;
67;5;21.5;22.5;9;29.0;5;25.8999996185;29.0;10;47.1118502617;
68;5;21.5;22.5;9;29.0;5;25.8999996185;29.0;9;47.544028759;
69;5;21.5;22.5;10;29.0;5;25.8999996185;29.0;9;48.0209121704;
70;5;21.5;22.5;10;29.0;5;25.8999996185;29.0;11;49.5427899361;
71;5;21.5;22.5;10;29.0;5;27.8999996185;30.0;11;50.1286950111;
72;5;21.5;22.5;10;29.0;5;29.0494556427;31.0;11;52.1785550117;
73;5;21.5;22.5;10;29.0;5;26.3230457306;34.4199981689;11;54.0041366816;
74;5;21.5;22.5;10;29.0;5;27.467792511;35.7314720154;12;55.6507099867;
75;5;21.5;22.5;10;30.0;5;26.3310565948;35.957901001;14;56.9159071445;
76;5;22.5;23.5;10;30.0900000334;6;26.5979270935;36.0;13;58.0780318975;
77;5;23.5;24.5;11;30.1871190071;6;25.0026321411;38.0;13;59.1936936378;
78;5;23.5;25.5;11;32.4473518133;6;27.0073757172;35.0;13;60.1144025326;
79;5;24.7999992371;28.0;11;33.5609457493;6;28.75;35.5825614929;14;61.0172765255;
80;5;26.0340003967;30.3899993896;12;34.5379962921;7;25.4119243622;37.5932502747;13;61.8869687319;
81;5;26.2123565674;31.6872596741;12;35.3878501654;7;23.4119243622;38.6040077209;13;62.7100592852;
82;5;26.3458442688;32.9097442627;12;35.99672997;7;22.75;40.6148300171;13;63.4758927822;
83;5;26.3999996185;34.0;12;36.4495961666;7;21.75;40.6257171631;13;64.1770695448;
84;5;26.3999996185;34.0;12;36.9278355837;7;23.0364952087;41.0;13;64.8095502853;
85;5;26.3999996185;34.0;12;37.4321137667;7;24.0414428711;43.0;13;65.3724189997;
86;5;26.3999996185;34.0;13;38.9628293514;7;25.0464115143;45.0;14;66.8674000502;
87;5;24.3999996185;35.5;13;39.3633358479;7;25.75;48.0;14;67.3382347822;
88;6;24.3999996185;37.5;11;39.9532601833;7;26.75;51.0;12;67.7512207031;
89;6;24.3999996185;40.5;11;40.5686165094;7;26.9932670593;54.0;12;68.1122473478;
90;6;21.3999996185;43.5;14;41.0368145704;7;27.0027999878;57.0;13;68.4274890423;
91;7;20.3999996185;45.7116889954;13;41.5298730135;7;27.0125999451;60.0;13;69.6631695032;
