Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;5;20.0;2;8.0;10.8999996185;4;22.0;
4;1;9.0;10.0;4;20.0;2;8.29999923706;10.5;4;22.0900000334;
5;1;9.0;10.0;4;20.0;2;8.31349945068;10.5;4;22.1871190071;
6;1;10.0;10.0;4;20.0;2;9.41710090637;10.5;4;22.2917383909;
7;1;11.0;10.0;4;20.0;2;10.0156412125;10.5;4;22.4042263031;
8;1;11.0;10.0;4;20.3999996185;2;10.0409517288;10.5;4;22.9589728117;
9;1;11.1199998856;10.1999998093;4;20.7264003754;2;10.1657686234;10.7100000381;4;23.4430115223;
10;2;11.2179203033;10.5631999969;3;21.9903717041;2;10.2746782303;10.8792181015;4;23.8415006399;
11;2;11.597111702;10.4951858521;3;23.0719120502;2;10.3643379211;11.0;4;25.6606454849;
12;2;11.9215736389;11.0209560394;3;23.9749414921;2;10.773645401;11.7700004578;5;27.2614676952;
13;2;13.9215736389;11.4571752548;4;24.7131726742;2;12.4981412888;12.4126424789;5;28.6526534557;
14;2;15.9215736389;11.8107032776;4;25.3067810535;2;14.4981412888;12.9308347702;5;29.8608493805;
15;2;16.94962883;12.0916318893;4;25.7784451246;2;16.4981403351;13.3366470337;5;30.9217379093;
16;2;17.9593238831;12.3113050461;4;26.1504684687;2;17.7662620544;13.6469516754;5;31.8725180626;
17;2;18.9691867828;12.4808797836;4;26.2221269608;2;18.8754138947;13.879781723;5;32.6429929733;
18;2;19.9792118073;12.5;4;26.2560760975;2;19.9946746826;14.0;4;33.2167277336;
19;2;20.989397049;12.5;4;26.2905418873;2;19.9500007629;14.0;4;33.8314290047;
20;2;21.8871631622;12.5;5;26.3255085945;2;21.2999992371;14.0;4;34.4827160835;
21;2;21.8976516724;12.5;5;26.3609591722;2;21.7586097717;14.0;4;35.1645216942;
22;2;21.9082870483;12.5;5;26.3968753815;2;21.9120159149;14.0;4;35.8691868782;
23;2;21.9190635681;12.5;5;26.4332377911;2;22.0705661774;14.0;5;36.5877075195;
24;2;21.9299716949;12.5;5;26.4700255394;2;22.2322330475;14.0;5;37.3101301193;
25;2;21.5;12.9410076141;5;26.5072168112;2;22.3947792053;14.0;4;38.0260667801;
26;2;21.9521656036;12.5;5;26.5447884798;3;23.5558643341;14.3000001907;3;39.7252779007;
27;2;21.9634361267;12.5;7;26.5827163458;3;24.713186264;14.3000001907;3;40.5582591295;
28;3;21.5;13.2913579941;6;26.6209751368;3;24.8646087646;14.5799999237;3;41.3805042505;
29;3;21.9862918854;12.5;6;26.6595385075;3;25.3106117249;14.0;3;42.1882972717;
30;3;21.9978618622;12.5;6;26.6983793974;3;23.4923667908;15.0;4;42.9799314737;
31;3;22.009513855;12.5;7;26.7374696732;3;22.6704826355;16.0;5;43.7556865215;
32;3;22.0212402344;12.5;7;26.7767804861;3;21.8450279236;17.0;6;44.5176250935;
33;3;21.5;13.3883905411;7;26.8162822723;3;21.0164642334;18.0;6;45.2692306042;
34;3;22.044883728;12.5;7;26.8559447527;4;20.1855773926;19.0;5;46.014942646;
35;3;22.0567836761;12.5;7;26.8957372904;4;20.0533618927;20.0;5;46.759624958;
36;3;22.0687217712;12.5;7;26.9356285334;4;20.220916748;21.0;5;47.5080156326;
37;3;21.5;13.4678144455;7;26.9755871296;4;20.3893032074;22.0;5;48.2641968727;
38;3;22.0926761627;12.5;7;27.015581131;4;20.5594444275;23.0;6;49.0311145782;
39;3;22.104675293;12.5;7;27.0555787086;4;20.732000351;24.0;4;49.7161855698;
40;3;21.5;13.5;7;27.0955479145;4;20.8861427307;25.0;5;50.3611893654;
41;3;22.1286640167;12.5;7;27.135456562;4;21.0312690735;26.0;5;51.0379443169;
42;3;21.5;13.5;7;27.17527318;4;21.1835365295;27.0;6;51.7390680313;
43;3;22.1525821686;15.5;8;27.2149660587;4;22.3412895203;27.0;5;52.4557781219;
44;3;22.1644897461;17.5;8;27.2545039654;4;23.5025501251;28.0;6;53.1782588959;
45;3;22.1763515472;19.5;9;27.293856144;4;24.6651077271;29.0;7;53.8961582184;
46;3;22.1881561279;21.5;9;27.3329925537;4;25.8266372681;30.0;7;54.5991659164;
47;3;22.1998977661;22.5;9;27.3718836308;4;26.9848136902;31.0;8;55.2776012421;
48;3;22.2115650177;22.5;10;27.4105007648;4;28.1374607086;30.0;8;55.9229507446;
49;3;22.2231502533;22.5;10;27.4488155842;4;28.5826644897;29.0;7;56.5282850266;
50;3;22.2346439362;22.5;11;27.4868011475;4;28.7188644409;29.0;7;57.088514328;
51;3;22.2460403442;22.5;11;27.5244314671;4;28.84491539;29.0;7;57.6004695892;
52;3;22.2573299408;22.5;10;27.5616812706;4;28.960105896;29.0;7;58.0628213882;
53;3;21.5;23.5;11;27.5985264778;4;29.0641345978;29.0;7;58.4758720398;
54;4;22.2795581818;22.5;10;27.6349442005;4;29.1570701599;29.0;8;58.8412618637;
55;4;21.5;22.5;10;27.6709127426;4;29.2392845154;29.0;8;59.1616458893;
56;4;22.3012733459;22.5;11;27.7064116001;4;29.3113708496;29.0;8;59.4403705597;
57;5;22.3119239807;22.5;10;27.7414214611;4;29.3740825653;29.0;9;59.6811828613;
58;5;21.5;23.5;10;27.7759244442;5;29.4282646179;29.0;8;59.8879890442;
59;5;21.5;23.8879623413;10;27.8099038601;5;29.4747962952;29.0;6;60.0;
60;5;21.5;23.9049530029;10;27.84334445;5;29.5;29.0;6;60.0;
61;5;21.5;23.921672821;10;27.8762321472;5;29.5;29.0;7;60.0;
62;5;22.3628692627;22.5;10;28.9085543156;5;29.5;29.0;8;60.0;
63;5;23.3725662231;23.5;10;28.9802994728;5;29.5;29.0;8;60.0;
64;5;23.5;25.5;10;29.0526418686;5;29.5;29.0;8;60.0;
65;5;23.5;26.9857292175;10;29.1235535145;5;29.5;29.0;8;60.0;
66;5;24.3999996185;26.5;10;30.1671074629;6;29.5;29.0;8;61.7999992371;
67;5;25.3999996185;28.5;11;30.2618414164;6;29.9049987793;29.4200000763;8;63.2535362244;
68;5;26.3999996185;30.1059207916;11;30.3597228527;6;30.23204422;29.7314720154;8;65.417591095;
69;5;26.3999996185;31.1288738251;11;30.4607659578;6;31.4939575195;30.9579029083;8;66.1252589226;
70;5;26.3999996185;32.1524085999;11;31.6857508421;6;32.6486816406;32.0;9;66.6535573006;
71;5;26.7179985046;33.6895637512;12;32.6992900372;6;32.997051239;33.0;8;67.0605818033;
72;5;26.9698104858;34.7899627686;12;33.5360689163;6;31.0886306763;35.0;8;68.0811508894;
73;5;27.165763855;35.179019928;12;34.2321594954;6;30.8500003815;38.0;7;68.1618964672;
74;5;27.3166236877;35.4981155396;13;34.6727579832;6;31.0979270935;40.0;7;68.2457755804;
75;5;27.7723350525;34.8355789185;14;34.9418541193;6;30.1026668549;41.0;8;68.3328498602;
76;5;27.8083362579;34.8994979858;14;35.2199639082;7;30.117515564;43.0;7;68.4231727123;
77;5;27.8471794128;34.9614486694;16;35.5070288181;7;30.1330623627;46.0;7;68.5167878866;
78;6;26.3999996185;37.0241012573;15;35.802924633;7;31.0993156433;48.0;9;68.6137285233;
79;6;26.3999996185;35.0444488525;15;36.1074550152;7;31.1162853241;50.0;9;68.7140156031;
80;6;27.3999996185;36.095741272;15;36.4203464985;7;31.1339797974;51.6148300171;10;68.8176563978;
81;6;27.4846687317;36.4023895264;16;36.7412424088;7;31.1524009705;52.6257171631;10;68.9246436357;
82;6;27.4996852875;38.4311103821;17;37.0697009563;7;31.1715488434;53.6366577148;11;69.0349539518;
83;6;26.3999996185;41.4311103821;16;37.4051918983;7;29.1914215088;55.6476516724;11;69.1485466957;
84;6;26.3999996185;44.4311103821;17;37.7470972538;8;28.2120132446;57.6586914062;12;69.2653630972;
85;6;26.3999996185;47.4311103821;17;38.0947110653;8;26.7999992371;59.6697769165;12;69.3853250742;
86;6;26.3999996185;50.4311103821;18;38.4472441673;8;27.2052955627;61.680896759;13;69.5083343983;
87;6;26.3999996185;53.4311103821;17;38.8038294315;8;27.2279529572;63.6920509338;13;69.6342726946;
