Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
5;2;9.0;10.1999998093;4;21.0;1;8.14999961853;10.5;5;21.0;
6;2;10.3000001907;10.0;4;21.0599999428;1;9.14999961853;10.5;5;21.0;
7;2;11.3179998398;10.0;4;21.1229639053;1;9.72500038147;10.5;5;21.0;
8;2;11.336889267;10.0;4;21.6001901627;1;9.72500038147;10.5;5;21.4200000763;
9;2;11.4800567627;10.1999998093;4;22.0082015991;1;9.81949996948;10.7100000381;5;21.758436203;
10;2;11.6024608612;10.3632001877;4;22.3582868576;1;9.8956489563;10.8792181015;5;22.0;
11;2;11.7074861526;10.4951858521;4;23.5279067755;2;9.94999980927;11.1999998093;4;24.5400009155;
12;2;12.0583724976;11.0209560394;4;24.5268628597;2;10.5215005875;11.7700004578;5;25.9852849245;
13;2;14.0583724976;11.4571752548;5;25.3691681623;2;12.2109994888;12.4126424789;5;27.2054134607;
14;2;16.0583724976;11.8107032776;5;26.0752547979;2;14.2109994888;12.9308347702;5;28.2274179459;
15;2;17.1801719666;12.0916318893;5;26.6680037975;2;16.2110004425;13.3366470337;5;29.0880752802;
16;2;18.2261924744;12.3113050461;5;27.1698563099;2;17.3536891937;13.6469516754;5;29.82655406;
17;2;19.2750034332;12.4808797836;5;27.3801496029;2;18.4150733948;13.879781723;5;30.375654459;
18;2;20.3266181946;12.5;5;27.5615134239;2;19.4845237732;14.0;5;30.7230784893;
19;2;21.3810272217;12.5;5;27.7520513535;2;20.5626926422;14.0;5;31.1118502617;
20;2;22.3256149292;12.5;6;27.9515185356;2;21.0001659393;14.0;5;31.544028759;
21;2;22.3854560852;12.5;6;28.1595556736;2;21.0974063873;14.0;5;32.0209121704;
22;2;22.4478664398;12.5;6;28.3756833076;2;21.2047042847;14.0;5;32.5427899361;
23;2;22.5127048492;12.5;7;28.5992991924;2;20.2999992371;15.0;6;33.1086950302;
24;2;22.5797901154;12.5;7;28.8296794891;2;21.2999992371;14.0;6;33.7161855698;
25;2;22.6489028931;12.5;7;29.0659828186;2;21.5861415863;14.0;6;34.3611893654;
26;2;21.5;13.5;7;29.3072590828;2;21.7312660217;14.0;6;35.0379443169;
27;3;21.5;14.5;5;29.5524601936;2;21.8835372925;14.0;6;35.7390680313;
28;3;21.5;14.7762298584;5;29.8004574776;2;22.0412902832;14.0;6;36.4557781219;
29;3;22.5;12.7762298584;5;30.0500593185;2;22.2025489807;14.0;6;37.1782588959;
30;3;23.0150184631;12.5;6;30.3000340462;2;20.36510849;15.0;6;37.8961582184;
31;3;21.5;13.5;6;30.5491337776;2;19.5266342163;16.0;6;38.5991659164;
32;3;21.5;14.5;6;30.7961182594;2;18.6848106384;17.0;6;39.2776012421;
33;3;21.5;15.3980588913;7;31.0397801399;2;17.8374595642;18.0;6;39.9229507446;
34;3;21.5;15.5198898315;7;31.278968811;2;16.9826622009;19.0;6;40.5282850266;
35;3;20.5;14.5198898315;8;31.5126113892;2;16.818862915;20.0;6;41.088514328;
36;3;20.4537830353;14.5198898315;8;31.7397313118;2;16.9449157715;21.0;6;41.6004695892;
37;3;19.5219192505;15.5;8;31.95946455;2;17.0601062775;22.0;7;42.0628213882;
38;3;18.5878391266;16.5;9;32.171069622;2;17.1641349792;23.0;7;42.4758720398;
39;3;17.6513214111;17.5;9;32.373934269;2;17.2570705414;24.0;8;42.8412618637;
40;3;16.7121810913;18.5;10;32.5675787926;2;17.3392829895;25.0;8;43.1616458893;
41;3;16.2702732086;19.5;10;32.7516541481;2;17.4113693237;26.0;9;43.4403705597;
42;3;16.3254966736;20.5;11;32.9259381294;2;17.4740829468;27.0;10;43.6811828613;
43;3;16.3777809143;21.5;11;33.0903272629;2;18.5282669067;25.0;10;43.8879890442;
44;3;16.4270973206;22.5;12;33.2448263168;2;17.574798584;26.0;11;44.0;
45;3;15.4270982742;21.5;11;33.3895378113;2;17.6000003815;27.0;10;44.0;
46;3;17.4270973206;21.5;12;33.5246477127;2;18.6000003815;25.0;11;44.0;
47;3;19.4270973206;21.5;12;33.6504163742;2;19.6000003815;25.0;11;44.0;
48;3;20.5951251984;21.5;12;33.7671613693;2;20.6000003815;25.0;12;44.0;
49;3;19.5951251984;22.5;13;33.875246048;2;21.6000003815;25.0;12;44.0;
50;3;21.5951251984;22.5;14;33.9750709534;2;22.6000003815;25.0;12;44.0;
51;3;21.0;23.5;15;34.0;2;23.6000003815;25.0;15;44.0;
52;3;21.5;24.5;15;34.0;2;23.8999996185;24.0;15;44.0;
53;3;21.5;25.5;15;34.0;2;23.8999996185;24.0;15;44.0;
54;3;21.5;26.5;15;34.0;2;23.8999996185;24.0;16;44.0;
55;3;21.5;27.0;15;34.0;2;23.8999996185;24.0;17;44.0;
56;3;21.5;27.0;14;34.0;2;23.8999996185;24.0;17;44.0;
57;3;21.5;27.0;15;35.0;2;23.8999996185;24.0;17;44.0;
58;3;22.5;28.0;15;35.0299999714;2;23.8999996185;24.0;18;44.0;
59;3;23.5;29.0;15;35.0605909824;2;23.8999996185;24.0;18;44.0;
60;3;23.5;30.0;16;35.091766119;2;23.8999996185;24.0;17;44.0;
61;3;23.5;31.0;14;35.1235172749;2;23.8999996185;24.0;16;44.0;
62;3;23.5;32.0;15;35.1558350325;2;23.8999996185;24.0;16;44.0;
63;3;23.5;32.5779190063;17;35.1887089014;2;23.8999996185;24.0;16;44.0;
64;3;23.5;32.5943527222;18;35.2221269608;2;23.8999996185;24.0;17;44.0;
65;3;23.5;32.6110610962;18;35.2560760975;2;23.8999996185;24.0;17;44.0;
66;3;23.5;32.628036499;18;35.2905418873;2;23.8999996185;24.0;17;44.0;
67;3;23.5;32.6452713013;19;35.3255085945;2;23.8999996185;24.0;19;44.0;
68;3;23.5;32.6627540588;19;35.3609591722;2;23.8999996185;24.0;19;44.0;
69;3;23.5;32.680480957;18;35.3968753815;2;23.8999996185;24.0;19;44.0;
70;3;23.5;32.6984367371;18;35.4332377911;2;23.8999996185;24.0;20;44.0;
71;3;23.5;32.7166213989;19;35.4700255394;3;23.8999996185;24.0;19;44.0;
72;3;23.5;32.7350120544;20;36.7019174099;3;23.8999996185;24.0;19;44.0;
73;3;24.7999992371;31.2609596252;20;37.7019277811;3;23.8999996185;24.0;20;45.3199996948;
74;3;24.0340003967;32.6774253845;20;38.5048855543;3;22.0890007019;25.4200000763;20;46.3582401276;
75;3;25.2123565674;31.0016555786;21;39.1471368074;3;23.2291622162;24.7314720154;20;47.1666984558;
76;3;26.3458442688;30.2515926361;23;39.5142650604;3;21.3310565948;25.9579029083;20;47.5526294708;
77;3;24.3999996185;31.36977005;23;39.6907491684;3;22.3500003815;25.0;21;47.8066806793;
78;3;25.3999996185;29.8981285095;23;39.8538025618;3;20.75;26.0;22;48.0;
79;3;26.3999996185;29.9269008636;23;39.9121268988;3;21.75;25.0;22;48.0;
80;3;27.3999996185;29.9560623169;23;39.9711709023;3;22.75;25.0;22;48.0;
81;3;23.3999996185;31.985584259;24;40.0308742523;3;23.75;25.0;22;48.0;
82;3;21.3999996185;34.0154380798;24;40.0911734104;3;24.75;25.0;24;48.0;
83;4;20.3999996185;36.0455856323;22;57.4020020962;3;22.7999992371;26.0;24;48.0;
84;4;21.3999996185;36.0760002136;22;58.8001670837;3;21.7999992371;27.0;24;48.0;
85;4;22.3999996185;37.1066436768;24;60.0538444519;4;21.7999992371;29.0;24;49.0;
86;4;22.0999984741;39.1374855042;25;60.6485185623;4;21.7999992371;31.0;24;49.1799999475;
87;5;22.9650001526;38.1684799194;23;77.7249338627;4;20.7999992371;33.0;24;49.3902759552;
88;5;25.0034751892;39.1996002197;22;79.4374091625;4;20.1128120422;33.0;25;49.6350997686;
89;5;27.038816452;40.230796814;22;80.9072964191;4;20.1678962708;34.0;25;49.9190331697;
90;5;28.0711841583;41.2620391846;23;82.1515161991;4;20.2317810059;34.0;24;50.2468225956;
