Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;4;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;4;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;10.0;4;20.0;1;8.14999961853;10.5;4;21.0;
5;1;9.0;10.0;4;20.0;1;8.14999961853;10.5;4;21.0;
6;1;10.0;10.0;4;20.0;1;9.14999961853;10.5;4;21.0;
7;2;11.0;10.1999998093;3;21.0;1;9.72500038147;10.5;4;21.0;
8;2;11.3000001907;10.0;3;21.3999996185;1;9.72500038147;10.5;4;21.4200000763;
9;2;11.4200000763;10.1999998093;3;21.7264003754;1;9.81949996948;10.7100000381;4;21.758436203;
10;2;11.5179204941;10.3632001877;3;21.9903717041;2;9.8956489563;11.0792179108;3;23.0;
11;2;11.597111702;10.4951858521;3;23.0719120502;2;10.1750001907;11.0;3;24.7000008821;
12;2;11.9215736389;11.0209560394;3;23.9749414921;2;10.5574998856;11.7700004578;4;26.1690288782;
13;2;13.9215736389;11.4571752548;3;24.7131726742;2;12.2523422241;12.4126424789;4;27.4157934189;
14;2;15.9215736389;11.8107032776;3;25.3067810535;2;14.2523422241;12.9308347702;4;28.4674659967;
15;2;16.94962883;12.0916318893;3;25.7784451246;2;16.2523422241;13.3366470337;4;29.3608939648;
16;2;17.9593238831;12.3113050461;4;26.1504684687;2;17.4150733948;13.6469516754;4;30.135217905;
17;3;18.9691867828;12.4808797836;3;26.2221269608;2;18.4845218658;13.879781723;4;30.7230784893;
18;3;19.9792118073;12.5;3;26.2560760975;2;19.5626926422;14.0;4;31.1118502617;
19;3;20.989397049;12.5;3;26.2905418873;2;20.6501674652;14.0;4;31.544028759;
20;3;21.8871631622;12.5;4;26.3255085945;2;21.0974063873;14.0;4;32.0209121704;
21;3;21.8976516724;12.5;4;26.3609591722;2;21.2047042847;14.0;4;32.5427899361;
22;3;21.9082870483;12.5;4;26.3968753815;2;21.3221263885;14.0;4;33.1086950302;
23;3;21.9190635681;12.5;4;26.4332377911;2;21.4494552612;14.0;5;33.7161855698;
24;3;21.9299716949;12.5;4;26.4700255394;2;21.5861415863;14.0;5;34.3611893654;
