Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;11.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;11.0;10.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;11.0;10.0;6;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;12.0;10.0;6;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;13.0;10.0;6;20.0;
7;1;10.194486618;11.543302536;5;23.5283432007;1;14.0;10.0;6;20.3999996185;
8;1;10.2938766479;11.7641716003;5;24.1098823547;1;14.1800003052;10.1999998093;6;20.7264003754;
9;1;10.4247236252;12.0549411774;5;24.5655879974;2;14.7768793106;10.3632001877;5;22.8194274902;
10;1;10.5272569656;12.2827939987;5;24.9179592133;2;15.2687425613;10.9097137451;5;23.7616035938;
11;1;10.6065406799;12.4589796066;6;25.0;2;17.268743515;11.3658018112;5;24.5351526737;
12;1;12.5272569656;12.5;6;25.0;2;19.268743515;11.7372808456;5;25.1591641903;
13;1;13.5272569656;12.5;6;25.0;2;20.3100376129;12.0336990356;5;25.6560432911;
14;1;14.5272569656;12.5;6;25.0;2;20.5452194214;12.2662630081;5;26.0483692884;
15;1;15.5272569656;12.5;6;25.0;2;20.7217674255;12.446267128;5;26.1887089014;
16;1;16.527256012;12.5;6;25.0;2;20.7849197388;12.5;5;26.2221269608;
17;1;17.527256012;12.5;7;25.0;2;22.7515983582;12.5;5;26.2560760975;
18;1;17.625;12.5;7;25.0;2;23.7668762207;12.5;5;26.2905418873;
19;1;17.625;12.5;7;25.0;2;24.7823848724;12.5;6;26.3255085945;
20;1;17.625;12.5;7;25.0;2;25.7981204987;12.5;6;26.3609591722;
21;1;17.625;12.5;8;25.0;2;25.8624305725;12.5;6;26.3968753815;
22;1;17.625;12.5;8;25.0;2;25.8785934448;12.5;6;26.4332377911;
23;1;17.625;12.5;8;25.0;2;25.8949565887;12.5;6;26.4700255394;
