Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;11.0;10.0;4;20.0;
3;1;8.0;10.0;6;21.0;1;11.0;10.0;4;20.0;
4;1;8.14999961853;10.5;6;21.8400001526;1;11.0;10.0;4;20.0;
5;2;8.27600002289;11.1199998856;4;23.5301437378;1;12.0;10.0;4;20.0;
6;2;9.50100040436;11.2650718689;4;24.1066050529;1;13.0;10.0;4;20.0;
7;2;10.4239864349;11.543302536;3;24.5685391426;1;14.0;10.0;4;20.3999996185;
8;2;10.527920723;11.7641716003;3;25.180866003;1;14.1800003052;10.1999998093;4;20.7264003754;
9;2;10.6656951904;12.0549411774;3;25.6679409742;1;14.3268795013;10.3632001877;4;21.8194274902;
10;2;10.7752866745;12.2827939987;3;26.0522544384;1;14.8187427521;10.9097137451;4;22.7316036224;
11;2;10.8617572784;12.4589796066;3;26.1668007374;1;15.8187427521;11.3658018112;4;23.4745616913;
12;2;12.8617572784;12.5;3;26.1998585463;1;16.8187427521;11.7372808456;4;24.0673980713;
13;2;14.8617572784;12.5;3;26.233456254;1;17.8187427521;12.0336990356;4;24.5325260162;
14;2;15.8840684891;12.5;3;26.26758039;1;18.0396366119;12.2662630081;4;24.892534256;
15;2;16.891746521;12.5;3;26.302216053;1;18.2016410828;12.446267128;4;25.0;
16;2;17.8995399475;12.5;3;26.3373470306;1;18.25;12.5;4;25.0;
17;2;18.9074440002;12.5;3;26.3729559183;1;20.2016410828;12.5;5;25.0;
18;2;19.9154548645;12.5;3;26.4090241194;1;21.2016410828;12.5;6;25.0;
19;2;19.942029953;12.5;3;26.4455316067;2;22.2016410828;12.5;5;25.0;
20;2;19.9502449036;12.5;5;26.4824572802;2;23.2016410828;12.5;6;25.0;
21;2;19.9585533142;12.5;4;26.5197787285;2;23.25;12.5;6;25.0;
22;2;19.9669494629;12.5;5;26.5574725866;2;23.25;12.5;6;25.0;
23;2;19.9754314423;12.5;5;26.5955142975;2;23.25;12.5;6;25.0;
24;2;19.9839897156;12.5;5;26.633878231;2;23.25;12.5;6;25.0;
25;3;19.9926223755;12.5;4;26.6725378036;2;23.25;12.5;6;25.0;
26;3;20.0013217926;12.5;4;26.7114654779;2;23.25;12.5;6;25.0;
27;3;20.0100803375;12.5;4;26.7506330013;2;23.25;12.5;6;25.0;
28;3;19.625;13.3753166199;4;26.7900111675;2;23.25;12.5;6;25.0;
29;3;19.625;13.3950052261;4;26.8295701742;2;23.25;12.5;6;25.0;
30;3;19.625;13.4147853851;4;26.8692797422;2;23.25;12.5;7;25.0;
31;3;18.0455875397;13.5;5;26.9091088772;2;23.25;12.5;8;25.0;
32;3;18.625;13.4545545578;5;26.949026227;2;23.25;12.5;8;25.0;
33;3;17.0635299683;13.5;5;26.9890002012;2;23.25;12.5;8;25.0;
34;3;17.625;13.4945001602;5;27.0289990902;2;23.25;12.5;8;25.0;
35;3;16.0815238953;13.5;5;27.0689907074;2;23.25;12.5;9;25.0;
36;3;16.625;13.5;5;27.108943224;2;23.25;12.5;7;25.0;
37;3;17.625;13.5544719696;5;27.1488244534;2;23.25;12.5;7;25.0;
38;3;18.625;13.5744123459;5;28.1886029243;2;23.25;12.5;7;25.0;
39;3;18.1174354553;13.5;5;28.2582471371;2;23.25;13.5;7;25.0;
40;3;18.1263561249;14.5;5;28.3283171654;2;23.25;14.5;7;25.0;
41;3;17.3738708496;15.5;5;28.3987755775;2;23.25;15.5;7;25.0;
42;3;16.7647247314;16.5;5;28.4695842266;2;23.25;16.5;8;25.0;
43;3;16.7806568146;17.5;5;28.5407043695;2;23.25;17.5;8;25.0;
44;3;16.7966575623;18.5;5;28.6120969057;2;23.25;17.5;8;25.0;
45;3;16.8127212524;19.5;5;28.683722496;2;23.25;17.5;8;25.0;
46;3;17.8288383484;19.5;6;28.7555408478;2;23.25;17.5;8;25.0;
47;3;18.844997406;21.5;6;28.8275120258;2;23.25;17.5;8;25.0;
