Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;2;7.0;11.1999998093;4;21.0;1;11.0;10.0;5;20.0;
3;2;8.14999961853;10.0;4;22.0199999809;1;11.0;10.0;5;20.0;
4;2;8.30299949646;10.5;4;22.8801960945;1;11.0;10.0;5;20.0;
5;2;8.43202972412;10.9200000763;4;23.5907255411;1;12.0;10.0;5;20.0;
6;2;9.51463127136;11.2650718689;4;24.1677559614;1;13.0;10.0;5;20.0;
7;2;10.437746048;11.543302536;4;24.6302397251;1;14.0;10.0;5;20.3999996185;
8;2;10.54180336;11.7641716003;4;25.2437130213;1;14.1800003052;10.1999998093;5;20.7264003754;
9;2;10.6798353195;12.0549411774;4;25.7319161892;2;14.7768793106;10.3632001877;4;22.8194274902;
10;2;10.789680481;12.2827939987;3;26.1173373461;2;15.2687425613;10.9097137451;4;23.7716035843;
11;2;10.8764009476;12.4589796066;4;26.2329682112;2;17.268743515;11.3658018112;4;24.5557456017;
12;2;13.7971172333;12.5;4;26.267084837;2;19.268743515;11.7372808456;3;25.1909515858;
13;2;15.7971172333;12.5;4;26.3017132282;2;20.3243408203;12.0336990356;4;25.6996334791;
14;2;16.820142746;12.5;4;26.3368371725;2;21.3439407349;12.2662630081;4;26.10437572;
15;2;17.8280448914;12.5;4;26.3724392653;2;22.3640708923;12.446267128;4;26.2577478886;
16;2;18.8360557556;12.5;4;26.4085009098;2;23.3847293854;12.5;4;26.3048160076;
17;2;19.8441696167;12.5;4;26.4450021982;2;24.4059104919;12.5;4;26.3530313969;
18;2;19.9501247406;12.5;5;26.4819220304;2;25.4276065826;12.5;4;26.4023760557;
19;2;19.9584331512;12.5;5;26.5192379951;2;25.8810691833;12.5;4;26.4528282881;
20;2;19.9668292999;12.5;5;26.5569267273;2;25.9037723541;12.5;4;26.5043625832;
21;2;19.9753074646;12.5;5;26.5949635506;2;25.9269638062;12.5;6;26.5569496155;
22;2;19.9838676453;12.5;5;26.6333229542;2;25.9506263733;12.5;6;26.6105561256;
23;2;19.9924983978;12.5;6;26.6719784737;2;25.9747505188;12.5;6;26.6651450396;
24;4;20.0011959076;12.5;5;26.7109024525;3;25.9993152618;12.5;5;26.72067523;
25;4;19.625;13.0132703781;5;26.750066638;3;25.25;12.5;5;26.7771017551;
26;4;19.625;13.0250196457;5;26.7894419432;3;26.0496959686;12.5;6;26.8343759775;
27;4;19.625;13.3947210312;5;26.8289985657;3;26.0754699707;12.5;6;26.8924454451;
28;4;18.0365257263;13.5;5;26.8687061071;3;26.101600647;12.5;6;26.9512542486;
29;4;18.625;13.4343528748;5;26.9085336924;3;26.1280651093;12.5;6;27.0107431412;
30;4;19.625;13.4542665482;5;26.9484500885;3;26.1548347473;12.5;6;27.0708494186;
31;4;19.625;13.4742250443;5;26.9884234667;3;26.1818828583;12.5;6;27.1315076351;
32;4;18.0723953247;13.5;5;27.0284221172;3;26.2091789246;12.5;6;27.1926498413;
33;4;18.625;13.5;5;27.0684139729;3;26.2366924286;12.5;6;27.2542052269;
