Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;2;6.0;12.1999998093;3;21.0;1;11.0;10.0;4;20.0;
2;2;7.15000009537;11.0;3;21.0599999428;1;11.0;10.0;5;20.0;
3;2;8.15900039673;10.0;3;22.1441639662;1;11.0;10.0;5;20.0;
4;2;8.32162380219;10.5;3;23.0740478039;2;11.3000001907;10.0;4;21.0;
5;2;8.46110725403;10.9200000763;3;23.8600269556;2;12.4499998093;10.0;4;21.1200000048;
6;2;9.57522392273;11.2650718689;3;24.5184918642;2;13.5039997101;10.0;4;21.2530560493;
7;2;10.5166606903;11.543302536;3;25.0685968399;2;14.5638751984;10.0;4;21.8127820492;
8;2;10.6404333115;11.7641716003;3;25.7804375887;2;14.8157520294;10.1999998093;4;22.3170127869;
9;2;10.8005981445;12.0549411774;3;26.3752912283;2;15.0426549911;10.3632001877;4;23.6710497141;
10;2;10.9344406128;12.2827939987;3;26.8758825064;2;15.6519727707;10.9097137451;4;24.8822329044;
11;2;11.0470733643;12.4589796066;3;27.1153810024;2;17.6519737244;11.3658018112;4;25.9660522938;
12;2;13.96778965;12.5;3;27.2821707726;2;19.6519737244;11.7372808456;4;26.945281744;
13;2;15.96778965;12.5;1;27.458304882;2;21.1137905121;12.0336990356;4;27.8456065655;
14;2;17.0803756714;12.5;1;27.6437027454;2;21.5305233002;12.2662630081;4;28.692204237;
15;2;18.122089386;12.5;1;27.8381814957;2;21.9114933014;12.446267128;3;29.3392357826;
16;2;19.1658477783;12.5;2;28.0414469242;2;22.2026557922;12.5;3;29.9320087433;
17;2;20.2115821838;12.5;3;28.2530875206;2;24.4210453033;12.5;3;30.576523304;
18;3;19.625;13.4759263992;2;28.4725704193;2;25.7110767365;12.5;3;31.2693214417;
19;3;20.4063282013;12.5;2;28.6992399693;2;27.0228347778;12.5;4;32.004755497;
20;3;20.4573287964;12.5;2;28.932320118;2;28.3537807465;12.5;4;32.7749452591;
21;3;19.625;13.5;4;29.1709208488;2;28.7487258911;12.5;4;33.569937706;
22;3;20.563457489;12.5;4;29.4140472412;2;29.1064720154;12.5;4;34.3780879974;
