Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;11.0;10.0;5;20.0;
3;1;8.0;10.0;4;21.0;1;11.0;10.0;5;20.0;
4;1;8.14999961853;10.5;4;21.8400001526;1;11.0;10.0;5;20.0;
5;1;8.27600002289;10.9200000763;4;22.5301437378;1;12.0;10.0;5;20.0;
6;1;9.27600002289;11.2650718689;4;23.086605072;1;13.0;10.0;5;20.0;
7;1;10.194486618;11.543302536;3;23.5283432007;1;14.0;10.0;5;20.3999996185;
8;1;10.2938766479;11.7641716003;3;24.1098823547;1;14.1800003052;10.1999998093;4;20.7264003754;
9;1;10.4247236252;12.0549411774;3;24.5655879974;1;14.3268795013;10.3632001877;4;21.8194274902;
10;2;10.5272569656;12.482793808;2;25.9179592133;2;15.2687425613;10.9097137451;3;23.7316036224;
11;2;10.8315410614;12.4589796066;3;26.0499999523;2;17.268743515;11.3658018112;3;24.5145616531;
12;2;13.7522573471;12.5;3;26.1019749641;2;19.268743515;11.7372808456;3;25.1485819817;
13;2;15.7522563934;12.5;3;26.1559499502;2;20.3052749634;12.0336990356;4;25.6560795307;
14;2;16.7873458862;12.5;2;26.2119446993;2;21.3243408203;12.2662630081;4;26.0596417189;
15;2;17.799943924;12.5;2;26.269973278;2;22.3439407349;12.446267128;3;26.211841464;
16;2;18.8129997253;12.5;2;26.3300433159;2;22.8187427521;12.5;3;26.2577478886;
17;2;19.8265151978;12.5;2;26.3921557665;2;23.8187427521;12.5;3;26.3048160076;
18;2;19.625;12.9176464081;3;26.4563041925;2;24.8187427521;12.5;3;26.3530313969;
19;2;19.625;12.9368915558;3;26.5224741697;2;25.25;12.5;4;26.4023760557;
20;2;19.9675559998;12.5;3;26.5906432867;2;25.8810691833;12.5;4;26.4528282881;
21;2;19.625;12.9771928787;4;26.6607804298;2;25.9037723541;12.5;4;26.5043625832;
22;2;19.625;12.9982337952;4;26.7328453064;2;25.9269638062;12.5;4;26.5569496155;
