Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;11.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;11.0;10.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;2;11.3000001907;10.0;4;21.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;12.4499998093;10.0;3;21.0599999428;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;13.4770002365;10.0;3;21.1229639053;
7;1;10.194486618;11.543302536;5;23.5283432007;2;14.5053339005;10.0;3;21.6001901627;
8;1;10.2938766479;11.7641716003;5;24.1098823547;2;14.7200860977;10.1999998093;3;22.0082015991;
9;1;10.4247236252;12.0549411774;5;24.5655879974;2;14.9036903381;10.3632001877;3;23.2129787207;
10;1;10.5272569656;12.2827939987;4;24.9179592133;2;15.4458408356;10.9097137451;3;24.245090127;
11;1;10.6065406799;12.4589796066;5;25.0;2;17.4458408356;11.3658018112;3;25.1164904833;
12;1;12.5272569656;12.5;5;25.0;2;19.4458408356;11.7372808456;3;25.8465604782;
13;1;13.5272569656;12.5;5;25.0;2;20.6193656921;12.0336990356;3;26.4579504728;
14;1;14.5272569656;12.5;5;25.0;2;20.9060783386;12.2662630081;3;26.9734284878;
15;1;15.5272569656;12.5;5;25.0;2;21.13804245;12.446267128;3;27.245682478;
16;1;16.527256012;12.5;5;25.0;2;21.2605571747;12.5;3;27.4198198318;
17;1;17.527256012;12.5;6;25.0;2;23.2905597687;12.5;3;27.6032464504;
18;1;17.625;12.5;6;25.0;2;24.3731021881;12.5;3;27.7958021164;
19;1;17.625;12.5;6;25.0;2;25.4597511292;12.5;4;27.9972171783;
20;1;17.625;12.5;6;25.0;2;26.5503883362;12.5;4;28.207105875;
21;1;17.625;12.5;6;25.0;2;26.6931972504;12.5;4;28.4249610901;
22;1;17.625;12.5;6;25.0;2;26.7912330627;12.5;4;28.6501536369;
23;1;17.625;12.5;7;25.0;2;26.8925685883;12.5;4;28.8819327354;
