Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;11.0;10.0;5;20.0;
3;2;8.0;10.1999998093;3;22.0;1;11.0;10.0;5;20.0;
4;2;8.29999923706;10.5;3;22.870000124;1;11.0;10.0;5;20.0;
5;2;8.43050003052;10.9200000763;3;23.5907347202;2;12.4499998093;10.0;4;21.0;
6;2;9.51463317871;11.2650718689;3;24.178371191;2;13.4499998093;10.0;4;21.0900000334;
7;2;10.4401340485;11.543302536;3;24.6518604755;2;14.4905004501;10.0;4;21.5980186462;
8;2;10.5466680527;11.7641716003;3;25.2769526243;2;14.7191085815;10.1999998093;4;22.0418490171;
9;2;10.6873140335;12.0549411774;3;25.7773911953;2;14.9188308716;10.3632001877;4;23.3017349243;
10;2;10.7999124527;12.2827939987;3;26.175667882;2;15.4857807159;10.9097137451;4;24.3994617462;
11;2;10.8895254135;12.4589796066;4;26.3047758341;2;17.4857807159;11.3658018112;4;25.3481024504;
12;2;13.8102416992;12.5;4;26.3529902697;2;19.4857807159;11.7372808456;4;26.1681330204;
13;2;15.8102416992;12.5;4;26.4023339748;2;20.7640724182;12.0336990356;5;26.8832330704;
14;2;16.8427810669;12.5;4;26.4527852535;2;21.8765602112;12.2662630081;5;27.5170819759;
15;2;17.854133606;12.5;4;26.5043187141;2;22.9997901917;12.446267128;5;27.923101902;
16;2;18.8657283783;12.5;4;26.556904912;2;24.1341381073;12.5;5;28.2468910217;
17;2;19.8775596619;12.5;4;26.6105105877;2;25.2798442841;12.5;5;28.5960328579;
18;2;19.9873657227;12.5;5;26.6650986671;2;26.436958313;12.5;5;28.9701628685;
19;2;19.9996471405;12.5;5;26.7206280231;2;27.03657341;12.5;6;29.3683638573;
20;2;20.0121421814;12.5;5;26.777053833;2;27.215763092;12.5;6;29.7891087532;
21;3;20.0248374939;12.5;4;26.8343273401;2;27.4050979614;12.5;6;30.2302284241;
22;3;20.0377235413;12.5;4;26.8923960924;2;27.603603363;12.5;7;30.6889076233;
