Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;11.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;11.0;10.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;11.0;10.0;6;20.0;
5;2;8.27600002289;11.1199998856;4;23.5301437378;1;12.0;10.0;6;20.0;
6;2;9.50100040436;11.2650718689;2;24.1666051149;1;13.0;10.0;6;20.0;
7;2;10.4374866486;11.543302536;2;24.6938792467;1;14.0;10.0;6;20.3999996185;
8;2;10.5561218262;11.7641716003;2;25.3783872128;1;14.1800003052;10.1999998093;6;20.7264003754;
9;2;10.7101373672;12.0549411774;2;25.9448523521;1;14.3268795013;10.3632001877;6;21.8194274902;
10;2;10.8375911713;12.2827939987;2;26.4161262512;1;14.8187427521;10.9097137451;6;22.7316036224;
11;2;10.9436283112;12.4589796066;3;26.6255387068;1;15.8187427521;11.3658018112;6;23.4745616913;
12;2;13.8643445969;12.5;3;26.7616688013;1;16.8187427521;11.7372808456;6;24.0673980713;
13;2;15.8643445969;12.5;3;26.9068008661;1;17.8187427521;12.0336990356;6;24.5325260162;
14;2;16.956287384;12.5;3;27.0611219406;1;18.0396366119;12.2662630081;6;24.892534256;
15;2;17.9910087585;12.5;3;27.2247519493;1;18.2016410828;12.446267128;6;25.0;
16;2;19.0278244019;12.5;3;27.3977320194;1;18.25;12.5;6;25.0;
17;2;20.0667457581;12.5;3;27.5800139904;1;20.2016410828;12.5;6;25.0;
18;2;20.2055034637;12.5;4;27.771450758;1;21.2016410828;12.5;6;25.0;
19;2;20.2485771179;12.5;4;27.971786499;1;22.2016410828;12.5;7;25.0;
20;2;20.2936515808;12.5;4;28.1806499958;1;23.2016410828;12.5;7;25.0;
21;2;20.3406467438;12.5;5;28.3975496292;1;23.25;12.5;7;25.0;
22;3;20.3894481659;12.5;4;28.621871233;1;23.25;12.5;7;25.0;
23;3;19.625;12.5;4;28.852878809;1;23.25;12.5;7;25.0;
