Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;11.0;10.0;5;20.0;
3;2;8.0;10.1999998093;4;22.0;1;11.0;10.0;5;20.0;
4;2;8.29999923706;10.5;3;22.8600001335;1;11.0;10.0;5;20.0;
5;2;8.42899990082;10.9200000763;3;23.5703396797;1;12.0;10.0;5;20.0;
6;2;9.5100440979;11.2650718689;2;24.1471868753;1;13.0;10.0;5;20.0;
7;2;10.4331178665;11.543302536;2;24.6094940901;1;14.0;10.0;5;20.3999996185;
8;2;10.5371360779;11.7641716003;2;25.2225904465;2;14.6300001144;10.1999998093;4;21.7264003754;
9;2;10.6750831604;12.0549411774;2;25.7104232311;2;14.7768793106;10.3632001877;4;22.8594274521;
10;2;10.7848453522;12.2827939987;2;26.0954813957;2;15.2867431641;10.9097137451;4;23.8127875328;
11;2;10.8714828491;12.4589796066;3;26.210757494;2;17.2867431641;11.3658018112;4;24.5981152058;
12;2;13.7921991348;12.5;3;26.2445284128;2;19.2867431641;11.7372808456;4;25.2345055342;
13;2;15.7921991348;12.5;3;26.2788209915;2;20.3439407349;12.0336990356;5;25.7443674803;
14;2;16.8149909973;12.5;3;26.3136199713;2;21.3640708923;12.2662630081;5;26.1502821445;
15;2;17.8228206635;12.5;3;26.348908782;2;22.3847293854;12.446267128;5;26.3048160076;
16;2;18.8307609558;12.5;3;26.3846695423;2;23.4059104919;12.5;5;26.3530313969;
17;2;19.8388061523;12.5;3;26.4208831787;2;24.4276065826;12.5;5;26.4023760557;
18;2;19.9446983337;12.5;2;26.4575294256;2;25.4498119354;12.5;5;26.4528282881;
19;2;19.9529438019;12.5;2;26.4945867062;2;25.9037723541;12.5;6;26.5043625832;
20;2;19.9612827301;12.5;4;26.5320322514;2;25.9269638062;12.5;6;26.5569496155;
21;2;19.969707489;12.5;4;26.5698423386;2;25.9506263733;12.5;6;26.6105561256;
22;2;19.9782142639;12.5;4;26.6079919338;2;25.9747505188;12.5;7;26.6651450396;
