Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;11.0;10.0;4;20.0;
3;1;8.0;10.0;5;21.0;1;11.0;10.0;4;20.0;
4;2;8.14999961853;10.6999998093;4;22.8400001526;1;11.0;10.0;3;20.0;
5;2;8.42599964142;10.9200000763;4;23.5501437187;1;12.0;10.0;3;20.0;
6;2;9.50549983978;11.2650718689;4;24.1268010139;1;13.0;10.0;3;20.0;
7;2;10.4285306931;11.543302536;4;24.588925004;1;14.0;10.0;3;20.3999996185;
8;2;10.5325078964;11.7641716003;4;25.2016390562;2;14.6300001144;10.1999998093;2;21.7264003754;
9;2;10.6703691483;12.0549411774;4;25.6890956163;2;14.7768793106;10.3632001877;2;22.8594274521;
10;2;10.780046463;12.2827939987;4;26.0737844706;2;15.2867431641;10.9097137451;2;23.8127875328;
11;2;10.8666009903;12.4589796066;5;26.1886988878;2;17.2867431641;11.3658018112;2;24.5981152058;
12;2;13.787317276;12.5;4;26.222116828;2;19.2867431641;11.7372808456;2;25.2345055342;
13;2;15.787317276;12.5;4;26.2560658455;2;20.3439407349;12.0336990356;2;25.7443674803;
14;2;16.8098716736;12.5;4;26.2905315161;2;21.3640708923;12.2662630081;2;26.1502821445;
15;2;17.8176269531;12.5;4;26.3254981041;2;22.3847293854;12.446267128;3;26.3048160076;
16;2;18.8254928589;12.5;4;26.3609485626;3;23.4059104919;12.5;2;26.3530313969;
17;2;19.8334693909;12.5;4;26.3968646526;3;23.8187427521;12.5;4;26.4023760557;
18;2;19.9392948151;12.5;5;26.433226943;3;25.4498119354;12.5;4;26.4528282881;
19;2;19.9474754333;12.5;5;26.4700145721;3;25.9037723541;12.5;4;26.5043625832;
20;2;19.9557533264;12.5;5;26.5072057247;3;25.9269638062;12.5;4;26.5569496155;
21;2;19.9641208649;12.5;5;26.5447772741;3;25.9506263733;12.5;4;26.6105561256;
22;3;19.972574234;12.5;4;26.5827050209;3;25.9747505188;12.5;4;26.6651450396;
23;3;19.625;12.5;5;26.6209636927;3;25.9993152618;12.5;4;26.72067523;
24;4;19.9897174835;12.5;4;26.6595270634;3;26.0243034363;12.5;4;26.7771017551;
25;4;19.625;12.9978580475;4;26.6983678341;3;26.0496959686;12.5;4;26.8343759775;
26;4;18.0071334839;13.5;4;26.7374579906;3;26.0754699707;12.5;4;26.8924454451;
27;4;18.625;13.3687286377;4;26.7767686844;3;26.101600647;12.5;4;26.9512542486;
28;4;19.625;13.3883838654;5;27.8162703514;3;26.1280651093;12.5;4;27.0107431412;
29;4;19.0336608887;13.5;5;27.985932827;3;26.1548347473;12.5;4;27.0708494186;
30;4;19.0425853729;14.5;5;28.1711562872;3;25.25;13.3283395767;4;27.1315076351;
31;4;18.3385105133;15.5;5;28.3733406067;3;25.25;13.3526029587;4;27.1926498413;
32;4;17.3840007782;16.5;5;28.5939100981;3;25.25;13.3770599365;4;27.2542052269;
33;4;17.625;16.4877872467;5;28.8342810869;3;25.25;13.4016819;5;27.3161010742;
34;4;16.8627128601;15.5;6;30.0958211422;3;25.25;13.426440239;6;27.3782629967;
35;4;17.0;19.0;6;30.4197995663;3;25.25;13.4513053894;6;27.4406147003;
36;4;18.471496582;19.6189842224;6;30.7685105801;3;25.25;13.4762458801;6;27.5030794144;
37;4;18.0;21.8269100189;7;31.1428391933;3;25.25;15.4762458801;6;27.5655794144;
38;5;18.0;23.1402263641;6;31.5433646441;3;25.25;17.4762458801;7;27.628036499;
39;5;18.0;24.4039421082;7;31.9702805281;3;25.25;19.4762458801;8;27.690372467;
40;5;18.0;25.6859302521;8;32.4233155251;3;25.25;21.4762458801;8;27.7525100708;
41;5;18.0;26.9860038757;8;32.9016592503;3;25.25;23.4762458801;9;27.8143725395;
42;5;18.0;28.3036022186;9;33.4039013386;3;25.25;23.625749588;10;27.8758842945;
43;5;18.0;29.6377506256;10;33.9279927015;3;25.25;23.650352478;10;27.936971426;
