Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;2;7.0;11.1999998093;4;21.0;1;11.0;10.0;5;20.0;
3;2;8.14999961853;10.0;4;22.1200000048;1;11.0;10.0;6;20.0;
4;2;8.31799983978;10.5;4;23.0930562019;1;11.0;10.0;6;20.0;
5;2;8.46395874023;10.9200000763;4;23.9303956032;2;12.4499998093;10.0;5;21.0;
6;2;9.59105682373;11.2650718689;4;24.6492825747;2;13.4499998093;10.0;5;21.0900000334;
7;2;10.5460891724;11.543302536;3;25.2697491646;2;14.4905004501;10.0;5;21.5980186462;
8;2;10.6856927872;11.7641716003;3;26.0647602081;2;14.7191085815;10.1999998093;5;22.0418490171;
9;2;10.8645715714;12.0549411774;2;26.7559332848;2;14.9188308716;10.3632001877;5;23.3017349243;
10;2;11.0200843811;12.2827939987;2;27.366976738;2;15.4857807159;10.9097137451;5;24.3994617462;
11;2;11.1575698853;12.4589796066;3;27.7319030762;2;17.4857807159;11.3658018112;5;25.3481024504;
12;2;14.078286171;12.5;3;28.0397365093;2;19.4857807159;11.7372808456;5;26.1681330204;
13;2;16.0782852173;12.5;3;28.3728995323;2;20.7640724182;12.0336990356;5;26.8832330704;
14;2;17.2861595154;12.5;3;28.7313408852;2;21.097454071;12.2662630081;5;27.5170819759;
15;2;18.3668079376;12.5;3;29.1144995689;2;21.382686615;12.446267128;5;27.923101902;
16;2;19.4530181885;12.5;3;29.521238327;2;21.5653953552;12.5;5;28.2468910217;
17;2;20.5445346832;12.5;3;29.949795723;2;23.6627426147;12.5;5;28.5960328579;
18;2;20.7387046814;12.5;4;30.3977622986;2;24.8198566437;12.5;5;28.9701628685;
19;2;20.8394966125;12.5;3;30.8620905876;2;25.9882144928;12.5;6;29.3683638573;
20;2;20.9439697266;12.5;3;31.3391423225;2;27.1674041748;12.5;6;29.7891087532;
21;3;21.0513076782;12.5;2;31.824775219;2;27.4050979614;12.5;6;30.2302284241;
22;3;21.1605739594;12.5;2;32.3144683838;2;27.603603363;12.5;6;30.6889076233;
23;3;21.2707557678;12.5;2;32.8034796715;2;27.8100090027;12.5;6;31.1617178917;
24;3;21.3807830811;12.5;3;33.2870235443;3;28.0227737427;12.5;5;31.6446905136;
25;3;21.4895801544;12.5;3;33.7604589462;3;28.2401103973;12.5;5;32.1334280968;
26;3;19.625;13.5;3;34.2194671631;3;28.4600429535;12.5;6;32.6232500076;
27;3;19.625;14.5;3;34.6602067947;3;28.6804618835;12.5;6;33.1093654633;
28;3;18.625;13.5;3;35.0794401169;3;28.8992137909;12.5;6;33.587059021;
29;4;18.625;13.5;3;35.4746103287;3;29.1141777039;12.5;6;34.0518712997;
30;4;19.625;14.5;3;36.8438816071;3;29.3233413696;12.5;6;34.4997692108;
31;4;19.625;14.0;3;37.216127634;3;29.5248966217;12.5;6;34.927280426;
32;4;20.625;13.5;3;37.5614817142;3;29.7172775269;12.5;6;35.3315906525;
33;4;22.625;14.5;3;37.8800771236;3;29.8992156982;12.5;6;35.7105960846;
