Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;11.0;10.0;5;20.0;
3;2;8.0;10.1999998093;3;22.0;1;11.0;10.0;5;20.0;
4;2;8.29999923706;10.5;3;22.8600001335;1;11.0;10.0;5;20.0;
5;2;8.42899990082;10.9200000763;3;23.5703396797;1;12.0;10.0;5;20.0;
6;2;9.5100440979;11.2650718689;3;24.1471868753;1;13.0;10.0;5;20.0;
7;2;10.4331178665;11.543302536;3;24.6094940901;1;14.0;10.0;4;20.3999996185;
8;2;10.5371360779;11.7641716003;3;25.2225904465;1;14.1800003052;10.1999998093;3;20.7264003754;
9;2;10.6750831604;12.0549411774;3;25.7104232311;1;14.3268795013;10.3632001877;3;21.8194274902;
10;2;10.7848453522;12.2827939987;3;26.0954813957;1;14.8187427521;10.9097137451;3;22.7316036224;
11;2;10.8714828491;12.4589796066;4;26.210757494;1;15.8187427521;11.3658018112;3;23.4745616913;
12;2;13.7921991348;12.5;4;26.2445284128;1;16.8187427521;11.7372808456;3;24.0673980713;
13;2;15.7921991348;12.5;4;26.2788209915;1;17.8187427521;12.0336990356;4;24.5325260162;
14;2;16.8149909973;12.5;4;26.3136199713;1;18.8187427521;12.2662630081;4;24.892534256;
15;2;17.8228206635;12.5;4;26.348908782;1;19.8187427521;12.446267128;4;25.0;
16;2;18.8307609558;12.5;4;26.3846695423;1;20.8187427521;12.5;4;25.0;
17;2;19.8388061523;12.5;4;26.4208831787;1;21.8187427521;12.5;4;25.0;
18;2;19.9446983337;12.5;5;26.4575294256;1;22.8187427521;12.5;5;25.0;
19;2;19.9529438019;12.5;5;26.4945867062;1;23.25;12.5;5;25.0;
20;2;19.9612827301;12.5;5;26.5320322514;1;23.25;12.5;5;25.0;
21;2;19.969707489;12.5;5;26.5698423386;1;23.25;12.5;5;25.0;
22;2;19.9782142639;12.5;5;26.6079919338;1;23.25;12.5;5;25.0;
23;2;19.9867973328;12.5;6;26.6464552879;1;23.25;12.5;6;25.0;
