Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;1;7.0;11.0;4;20.0;1;11.0;10.0;4;20.0;
3;1;8.0;10.0;4;21.0;1;11.0;10.0;3;20.0;
4;1;8.14999961853;10.5;4;21.8400001526;1;11.0;10.0;2;20.0;
5;1;8.27600002289;10.9200000763;4;22.5301437378;1;12.0;10.0;2;20.0;
6;1;9.27600002289;11.2650718689;4;23.086605072;1;13.0;10.0;2;20.0;
7;1;10.194486618;11.543302536;3;23.5283432007;1;14.0;10.0;2;20.3999996185;
8;2;10.2938766479;11.9641714096;2;25.1098823547;1;14.1800003052;10.1999998093;2;20.7264003754;
9;2;10.6497240067;12.0549411774;2;25.6555880308;1;14.3268795013;10.3632001877;2;21.8194274902;
10;2;10.7725067139;12.2827939987;2;26.1050782204;1;14.8187427521;10.9097137451;2;22.7316036224;
11;2;10.8736419678;12.4589796066;2;26.2917383909;1;15.8187427521;11.3658018112;2;23.4745616913;
12;2;13.7943592072;12.5;2;26.4042263031;1;16.8187427521;11.7372808456;2;24.0673980713;
13;2;15.7943592072;12.5;1;26.5249304771;1;17.8187427521;12.0336990356;2;24.5325260162;
14;2;16.8703670502;12.5;2;26.6541694403;1;18.8187427521;12.2662630081;2;24.892534256;
15;3;17.8994445801;12.5;1;26.7922235727;1;19.8187427521;12.446267128;3;25.0;
16;3;18.9305057526;12.5;2;26.9393253326;2;20.8187427521;12.5;2;25.0;
17;3;19.9636039734;12.5;2;27.0956480503;2;21.8187427521;12.5;4;25.0;
18;3;20.0965213776;12.5;2;27.261295557;2;22.8187427521;12.5;4;25.0;
19;3;20.1337909698;12.5;2;27.4362905025;2;23.25;12.5;5;25.0;
20;3;20.1731643677;12.5;2;27.6205644608;2;23.25;12.5;5;25.0;
21;3;20.2146263123;12.5;3;27.8139474392;2;23.25;12.5;5;25.0;
22;3;20.2581386566;12.5;3;28.016159296;2;23.25;12.5;6;25.0;
23;3;20.3036365509;12.5;3;28.2268030643;2;23.25;12.5;7;25.0;
24;3;20.3510303497;12.5;3;28.445360899;3;24.25;12.5;6;26.0;
25;3;19.625;13.5;3;28.6711919308;3;25.25;12.5;6;26.0499999523;
26;3;20.4510192871;12.5;3;28.9035346508;3;25.25;12.5;6;26.1019749641;
27;4;20.5032958984;12.5;2;29.141512394;3;25.25;12.5;6;26.1559499502;
28;4;20.5568408966;12.5;1;29.3841423988;3;25.25;12.5;6;26.2119446993;
29;4;20.6114311218;12.5;1;29.6303496361;3;25.795375824;12.5;6;26.269973278;
30;4;19.625;13.5;1;29.8789830208;3;25.8214874268;12.5;5;26.3300433159;
31;4;19.625;14.5;2;30.1288366318;3;25.8485202789;12.5;4;26.3921557665;
32;4;18.625;13.5;2;30.3786706924;3;25.8764705658;12.5;4;26.4563041925;
33;4;17.8352012634;14.5;2;30.6272368431;3;25.90533638;12.5;4;26.5224741697;
34;4;16.89112854;15.5;2;30.8733024597;3;25.9351139069;12.5;5;26.5906432867;
35;5;15.9464931488;16.5;1;31.1156759262;3;25.9657897949;12.5;5;26.6607804298;
36;5;15.3760271072;17.5;2;31.353228569;3;25.9973506927;12.5;5;26.7328453064;
37;5;15.0;16.5;3;32.5849161148;3;26.0297813416;12.5;5;26.8067884445;
38;5;16.0;16.5;4;32.9397963285;3;26.0630550385;14.5;5;26.8825509548;
39;5;17.5322036743;17.5;4;33.3024739027;3;26.0971488953;16.5;6;26.9600640535;
40;5;17.5810852051;18.5;4;33.6736779213;3;26.1320285797;18.5;6;27.0392494202;
41;5;17.6280899048;19.5;4;34.0542938709;3;26.1676616669;20.5;6;27.120018959;
42;5;17.6730918884;20.5;3;34.4453316927;3;26.2040081024;22.5;7;27.2022752762;
43;5;16.0;21.5;3;35.8478829861;3;26.2410240173;22.5;8;27.2859115601;
44;5;17.0;22.5;4;36.3930643797;3;26.2786598206;22.5;7;27.3708124161;
45;6;18.0;23.5;4;36.9673811197;3;26.316865921;22.5;7;27.4568536282;
46;6;19.0;24.5;4;37.5732161999;4;26.3555831909;22.5;7;27.5439035892;
47;6;20.0;26.5;5;38.2127683163;4;26.3947563171;22.5;8;27.6318233013;
48;6;21.0;28.5;5;38.8879255056;4;26.4343204498;22.5;7;27.7204678059;
49;6;22.0;30.5;6;39.6001327038;4;25.25;22.5;7;27.8096864223;
50;6;23.0;32.5;6;40.350256443;4;25.25;22.5;7;27.8993241787;
51;6;23.625;32.5;5;41.1384484768;4;25.25;22.5;8;27.989222765;
52;6;23.625;32.5;7;41.9591515064;4;25.25;22.5;7;28.079221487;
