Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;11.0;10.0;5;20.0;
3;2;8.0;10.1999998093;4;22.0;1;11.0;10.0;4;20.0;
4;2;8.29999923706;10.5;4;22.9600001574;1;11.0;10.0;4;20.0;
5;2;8.44400024414;10.9200000763;4;23.7831997871;1;12.0;10.0;4;20.0;
6;2;9.55793762207;11.2650718689;4;24.4868569374;1;13.0;10.0;4;20.0;
7;2;10.5095434189;11.543302536;3;25.0910207033;1;14.0;10.0;4;20.3999996185;
8;2;10.6454792023;11.7641716003;3;25.8669151068;1;14.1800003052;10.1999998093;4;20.7264003754;
9;2;10.8200559616;12.0549411774;3;26.537733674;2;14.7768793106;10.3632001877;3;22.8194274902;
10;2;10.970990181;12.2827939987;3;27.1273117065;2;15.2687425613;10.9097137451;3;23.7516036034;
11;2;11.1036453247;12.4589796066;4;27.4698493481;2;17.268743515;11.3658018112;2;24.5147576332;
12;2;14.0243616104;12.5;4;27.7546267509;2;19.268743515;11.7372808456;2;25.1279798746;
13;2;16.0243606567;12.5;4;28.0643947124;2;20.296005249;12.0336990356;3;25.6136769056;
14;2;17.2167453766;12.5;4;28.3995049;2;21.3052597046;12.2662630081;3;25.9944307804;
15;2;18.2921447754;12.5;4;28.7598693371;2;22.3145961761;12.446267128;3;26.1228116751;
16;2;19.3732261658;12.5;4;29.1448850632;2;23.3240089417;12.5;3;26.1438889503;
17;2;20.459854126;12.5;4;29.5533680916;2;24.3334922791;12.5;3;26.1651208401;
18;2;20.6495075226;12.5;5;29.98350811;2;25.3430480957;12.5;3;26.1864993572;
19;2;20.7462882996;12.5;5;30.4328455925;2;25.7839241028;12.5;2;26.2080165148;
20;2;20.8473892212;12.5;5;30.8982858658;2;25.7936077118;12.5;2;26.2296639681;
21;2;20.9521141052;12.5;5;31.3761482239;2;25.8033485413;12.5;4;26.2514331341;
22;2;21.059633255;12.5;5;31.8622565269;2;25.8131446838;12.5;4;26.2733153105;
