Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;2;6.0;12.1999998093;3;21.0;1;11.0;10.0;4;20.0;
2;2;7.15000009537;11.0;3;21.0900000334;1;11.0;10.0;5;20.0;
3;2;8.16349983215;10.0;3;22.2198190689;1;11.0;10.0;5;20.0;
4;2;8.33297252655;10.5;3;23.2035161257;1;11.0;10.0;5;20.0;
5;2;8.48052787781;10.9200000763;3;24.0523250103;1;12.0;10.0;4;20.0;
6;2;9.61849117279;11.2650718689;3;24.7834995985;1;13.0;10.0;4;20.0;
7;2;10.5762882233;11.543302536;3;25.4170395136;1;14.0;10.0;4;20.3999996185;
8;2;10.7188329697;11.7641716003;3;26.2273244858;1;14.1800003052;10.1999998093;4;20.7264003754;
9;2;10.9011478424;12.0549411774;3;26.9346363544;2;14.7768793106;10.3632001877;3;22.8194274902;
10;2;11.0602931976;12.2827939987;3;27.5625505447;2;15.2687425613;10.9097137451;3;23.7616035938;
11;2;11.2015733719;12.4589796066;3;27.9448955059;2;17.268743515;11.3658018112;3;24.5351526737;
12;2;14.1222896576;12.5;4;28.2704567909;2;19.268743515;11.7372808456;3;25.1591641903;
13;2;16.1222896576;12.5;5;28.6213619709;2;20.3100376129;12.0336990356;4;25.6560432911;
14;2;17.3420639038;12.5;5;28.9972100258;2;21.3243255615;12.2662630081;4;26.0483692884;
15;2;18.4266281128;12.5;5;29.3970427513;2;21.8187427521;12.6196422577;4;26.1887089014;
16;2;19.5165901184;12.5;5;29.8192887306;2;22.8187427521;12.6783065796;4;26.2221269608;
17;2;20.6115951538;12.5;5;30.261733532;2;24.3687000275;12.5;4;26.2560760975;
18;2;20.808889389;12.5;5;30.7215180397;2;25.3839759827;12.5;4;26.2905418873;
19;2;20.9123420715;12.5;6;31.1951727867;2;25.8307437897;12.5;5;26.3255085945;
20;2;21.018913269;12.5;6;31.6786952019;2;25.8464794159;12.5;6;26.3609591722;
21;2;19.625;13.5;6;32.1676626205;2;25.25;12.8402395248;7;26.3968753815;
22;3;19.625;14.5;6;32.6573815346;2;25.25;12.8492183685;7;26.4332377911;
23;3;19.625;14.7972145081;6;33.1430597305;2;25.25;12.8583097458;7;26.4700255394;
24;3;19.625;14.9429178238;6;33.6199941635;3;25.25;13.0880098343;6;26.5072168112;
25;3;18.625;13.9429178238;6;34.0837507248;3;25.25;12.5;6;26.5447884798;
26;3;16.625;15.9429178238;6;34.530330658;3;25.25;13.1179151535;6;26.5827163458;
27;3;16.625;15.5;6;34.9563045502;3;25.25;13.1330862045;6;26.6209751368;
28;3;16.625;16.5;6;35.3589067459;3;25.25;13.1483898163;6;26.6595385075;
29;3;16.3307533264;17.5;7;35.7360839844;3;25.9967918396;12.5;6;26.6983793974;
30;3;15.3307542801;16.5;7;36.0865011215;3;25.25;13.1793518066;6;26.7374696732;
31;3;15.3307542801;16.5;7;36.4095058441;3;25.25;13.1949882507;6;26.7767804861;
32;3;15.0;15.5;7;36.7050685883;3;25.25;13.2107124329;6;26.8162822723;
33;3;16.0;15.5;7;36.9736919403;3;25.25;13.2265129089;6;26.8559447527;
34;3;17.0;15.5;7;37.2163162231;3;25.25;13.2423782349;6;26.8957372904;
35;3;18.0;16.5;7;38.4342164993;3;25.25;13.2582950592;6;26.9356285334;
36;3;18.0;16.0;7;38.7589091063;3;25.25;13.2742509842;7;26.9755871296;
37;3;19.0;15.5;7;39.0774940252;3;25.25;15.2742519379;7;27.015581131;
38;3;18.2869720459;14.5;7;39.3931474686;3;25.25;17.2742519379;7;27.0555787086;
39;3;17.3234882355;13.5;8;39.6183350086;3;25.25;19.2742519379;8;27.0955479145;
40;3;18.0;15.3091678619;8;39.8187118769;3;25.25;21.2742519379;8;27.135456562;
41;3;19.3342094421;15.5;7;40.0402543545;3;26.25;24.2742519379;6;28.17527318;
42;3;19.3840579987;16.5;8;40.2842636108;3;27.25;24.5;7;28.2549660206;
43;3;19.4389591217;17.5;8;40.5518820286;3;28.25;26.3859863281;7;28.3356878757;
44;3;18.9249992371;19.5;9;40.8440244198;3;29.25;27.401802063;8;28.4174096584;
45;4;18.9249992371;20.9220123291;8;41.1613030434;3;30.25;28.4175415039;8;28.5001000166;
46;4;19.9249992371;20.9220123291;8;41.5039470196;3;30.7751979828;28.4331970215;9;28.5837250948;
