Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;11.0;10.0;5;20.0;
3;1;8.0;10.0;6;21.0;1;11.0;10.0;5;20.0;
4;2;8.14999961853;10.6999998093;5;22.8400001526;1;11.0;10.0;5;20.0;
5;2;8.42599964142;10.9200000763;5;23.6501437426;2;12.4499998093;10.0;4;21.0;
6;2;9.52799987793;11.2650718689;5;24.3396611214;2;13.4499998093;10.0;4;21.0299999714;
7;2;10.4764242172;11.543302536;5;24.9285950661;2;14.4635000229;10.0;4;21.4708906412;
8;2;10.6089334488;11.7641716003;5;25.6865624189;2;14.661901474;10.1999998093;3;21.8393678665;
9;2;10.7794761658;12.0549411774;5;26.3381440639;2;14.82771492;10.3632001877;3;22.9867860079;
10;2;10.9260816574;12.2827939987;4;26.907253623;2;15.3440542221;10.9097137451;3;23.9553763866;
11;2;11.0541315079;12.4589796066;4;27.2282226086;2;17.3440532684;11.3658018112;3;24.7567846775;
12;2;13.0541324615;12.5;4;27.4905240536;2;19.3440551758;11.7372808456;3;25.4101134539;
13;2;15.0541324615;12.5;4;27.7771704197;2;20.4229640961;12.0336990356;4;25.9377754927;
14;2;16.2314033508;12.5;4;28.0888476372;2;21.4511051178;12.2662630081;4;26.3623514175;
15;2;17.301530838;12.5;4;28.4258766174;2;22.4801597595;12.446267128;4;26.5364025831;
16;2;18.377363205;12.5;4;28.7881331444;2;23.5101242065;12.5;4;26.6049814224;
17;2;19.4588699341;12.5;4;29.1749720573;2;24.5409851074;12.5;4;26.6755206585;
18;2;20.5459098816;12.5;5;29.5851640701;2;25.5727272034;12.5;4;26.7479782104;
19;2;20.6566619873;12.5;5;30.0168495178;2;26.0365905762;12.5;5;26.8223025799;
20;2;20.7537918091;12.5;5;30.4675207138;2;26.0700359344;12.5;6;26.8984328508;
21;2;20.8551921844;12.5;5;30.934035778;2;26.1042938232;12.5;7;26.9762983322;
22;2;20.9601573944;12.5;5;31.4126729965;2;26.139333725;12.5;7;27.0558187962;
