Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;2;7.0;11.3999996185;4;21.0;2;11.3000001907;10.0;4;21.0;
3;2;8.14999961853;10.0;3;22.0900000334;2;11.3000001907;10.0;5;21.0900000334;
4;2;8.31349945068;10.5;3;23.0271191597;2;11.3269996643;10.0;4;21.1871190071;
5;2;8.4540681839;10.9200000763;3;23.8218821287;2;12.5342035294;10.0;4;21.2917383909;
6;2;9.56664085388;11.2650718689;3;24.4908313751;2;13.5812826157;10.0;4;21.4042263031;
7;2;10.5104379654;11.543302536;3;25.0532736778;2;14.631901741;10.0;4;21.9389723539;
8;2;10.6369857788;11.7641716003;3;25.7793010473;2;14.8725376129;10.1999998093;4;22.4109756947;
9;2;10.8003425598;12.0549411774;3;26.3907731771;2;15.0849380493;10.3632001877;4;23.7114653587;
10;2;10.9379234314;12.2827939987;3;26.9106017351;2;15.6701593399;10.9097137451;4;24.8527286053;
11;2;11.0548849106;12.4589796066;4;27.1721270084;2;17.6701602936;11.3658018112;4;25.8476524353;
12;2;13.9756011963;12.5;4;27.3638796806;2;19.6701602936;11.7372808456;4;26.7164058685;
13;2;15.9756011963;12.5;4;27.5680272579;2;21.0107955933;12.0336990356;4;27.4822225571;
14;2;17.1050624847;12.5;4;27.7845625877;2;21.3670005798;12.2662630081;4;28.168181181;
15;2;18.1537837982;12.5;4;28.0133266449;2;21.6756820679;12.446267128;4;28.6269388199;
16;2;19.2052536011;12.5;4;28.253991127;2;21.8821220398;12.5;4;29.0031633377;
17;2;20.2594032288;12.5;4;28.5060455799;2;24.0030651093;12.5;4;29.4033532143;
18;2;19.625;13.5;5;28.7687871456;2;25.1831493378;12.5;4;29.8259272575;
19;2;19.625;14.384393692;5;29.0413160324;2;26.3733081818;12.5;5;30.268661499;
20;3;19.625;14.520658493;4;29.3225383759;2;27.5725383759;12.5;5;30.7286863327;
21;3;19.625;14.6612691879;4;29.6111741066;2;27.8279075623;12.5;5;31.2025241852;
22;3;19.625;14.8055868149;5;29.9057741165;2;28.041135788;12.5;5;31.6861643791;
23;4;19.625;14.9528865814;4;30.2047429085;2;28.2587738037;12.5;5;32.1751794815;
24;4;20.625;12.9528865814;4;30.5063710213;2;28.4788303375;12.5;5;32.6648726463;
25;4;19.625;13.9528865814;4;30.8088707924;2;28.6991920471;12.5;5;33.1504516602;
26;4;19.625;14.9528865814;4;31.1104168892;2;28.9177036285;12.5;6;33.6272163391;
27;4;19.625;15.9528865814;4;31.4091906548;2;29.1322479248;12.5;6;34.0907382965;
28;4;19.625;16.9528865814;4;32.7034244537;2;29.3408317566;12.5;6;34.5370264053;
29;4;20.625;17.6923980713;4;33.1214421988;2;29.5416622162;12.5;6;34.9626617432;
30;4;21.625;17.3940086365;4;33.547129035;2;29.7331981659;12.5;6;35.3648881912;
31;4;21.9119720459;17.5901889801;5;33.980533123;2;29.9141998291;12.5;6;35.7416639328;
32;4;21.9484882355;17.7799663544;5;34.4219133854;2;30.0837478638;12.5;6;36.0916633606;
33;4;21.625;18.7716732025;5;34.8717256784;2;30.2412490845;12.5;6;36.4142465591;
34;4;22.0342102051;18.1371097565;5;35.330589056;2;30.3864097595;12.5;6;36.7093906403;
35;4;22.0840568542;18.3032341003;5;35.799238205;2;30.5192260742;14.5;6;36.9776067734;
36;4;22.1389598846;18.460483551;5;36.2784559727;2;30.6399230957;16.5;6;37.2198410034;
37;4;21.625;19.6086006165;5;37.7689902782;2;30.7489280701;18.5;6;37.4373731613;
38;4;22.625;20.6694889069;5;38.3114647865;2;30.8468170166;20.5;6;37.6317224503;
39;4;24.3362922668;19.3971138;5;38.8674604893;2;30.9342746735;22.5;7;37.8045597076;
40;4;23.625;20.5382232666;6;39.4370462894;2;31.012052536;22.5;8;37.9576301575;
41;5;23.625;21.6068782806;5;40.0198634863;2;31.0809326172;22.5;9;38.0;
