Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;2;7.0;11.1999998093;4;21.0;1;11.0;10.0;5;20.0;
3;2;8.14999961853;10.0;3;22.0299999714;1;11.0;10.0;6;20.0;
4;2;8.30449962616;10.5;3;22.900591135;1;11.0;10.0;6;20.0;
5;2;8.43508911133;10.9200000763;3;23.6219098568;1;12.0;10.0;6;20.0;
6;2;9.52164745331;11.2650718689;3;24.2101223469;1;13.0;10.0;5;20.0;
7;2;10.4472780228;11.543302536;3;24.6841782331;1;14.0;10.0;5;20.3999996185;
8;2;10.5539398193;11.7641716003;3;25.3101495504;2;14.6300001144;10.1999998093;4;21.7264003754;
9;2;10.6947841644;12.0549411774;3;25.8114621639;2;14.7768793106;10.3632001877;3;22.8494274616;
10;2;10.8075790405;12.2827939987;3;26.2106050253;2;15.282242775;10.9097137451;3;23.7921946049;
11;2;10.8973855972;12.4589796066;4;26.3405687809;2;17.2822418213;11.3658018112;3;24.5663278103;
12;2;13.8181018829;12.5;4;26.3896260262;2;19.2822418213;11.7372808456;3;25.1909153461;
13;2;15.8181018829;12.5;4;26.4397966862;2;20.3243255615;12.0336990356;3;25.6883610487;
14;2;16.8512115479;12.5;4;26.4910563231;2;20.5597629547;12.2662630081;3;26.0812431574;
15;2;17.862745285;12.5;4;26.5433766842;2;20.7365608215;12.446267128;3;26.2221269608;
16;2;18.8745155334;12.5;4;26.5967253447;2;20.7999572754;12.5;3;26.2560760975;
17;2;19.8865184784;12.5;4;26.6510663033;2;22.7668762207;12.5;3;26.2905418873;
18;2;19.9964904785;12.5;5;26.7063593864;2;23.7823848724;12.5;3;26.3255085945;
19;2;20.0089302063;12.5;5;26.7625607252;2;24.7981204987;12.5;4;26.3609591722;
20;2;20.0215759277;12.5;5;26.8196225166;2;25.8140716553;12.5;4;26.3968753815;
21;2;20.0344142914;12.5;5;26.8774933815;3;25.8785934448;12.5;3;26.4332377911;
22;2;20.0474357605;12.5;5;26.9361182451;3;25.25;12.5;3;26.4700255394;
23;2;20.0606269836;12.5;5;26.9954385757;3;25.9115104675;12.5;3;26.5072168112;
24;2;20.0739746094;12.5;6;27.0553927422;3;25.9282474518;12.5;4;26.5447884798;
25;2;20.0874633789;12.5;6;27.1159160137;4;25.9451541901;12.5;3;26.5827163458;
26;2;20.1010818481;12.5;6;27.176940918;4;25.962223053;12.5;3;26.6209751368;
27;2;19.625;13.5;6;27.2383973598;4;25.9794387817;12.5;3;26.6595385075;
28;2;20.1286392212;12.5;6;27.3002130985;4;25.9967918396;12.5;3;26.6983793974;
29;2;20.1425476074;12.5;6;27.3623139858;4;26.0142707825;12.5;3;27.7374696732;
30;2;19.625;13.5;6;27.4246244431;4;27.0318603516;12.5;3;27.816780448;
31;2;19.625;13.7123126984;6;27.4870676994;4;28.0495510101;12.5;3;27.8974661827;
32;2;20.184589386;12.5;6;27.5495660305;4;28.5538597107;12.5;3;27.9794982672;
33;2;19.625;13.5;6;27.6120414734;4;28.5907745361;12.5;3;28.0628447533;
