Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;2;7.0;11.1999998093;4;21.0;1;11.0;10.0;5;20.0;
3;2;8.14999961853;10.0;4;22.0199999809;1;11.0;10.0;5;20.0;
4;2;8.30299949646;10.5;4;22.8801960945;1;11.0;10.0;5;20.0;
5;2;8.43202972412;10.9200000763;4;23.5907255411;2;12.4499998093;10.0;4;21.0;
6;2;9.51463127136;11.2650718689;4;24.1677559614;2;13.4499998093;10.0;4;21.0599999428;
7;2;10.437746048;11.543302536;4;24.6302397251;2;14.4770002365;10.0;4;21.5335636139;
8;2;10.54180336;11.7641716003;4;25.2437130213;2;14.6901044846;10.1999998093;4;21.9604711533;
9;2;10.6798353195;12.0549411774;4;25.7319161892;2;14.8822116852;10.3632001877;4;23.1616760492;
10;2;10.789680481;12.2827939987;4;26.1173373461;2;15.4227542877;10.9097137451;4;24.1900607347;
11;2;10.8764009476;12.4589796066;5;26.2329682112;2;17.4227542877;11.3658018112;4;25.0575935841;
12;2;13.7971172333;12.5;5;26.267084837;2;19.4227542877;11.7372808456;4;25.7836732864;
13;2;15.7971172333;12.5;5;26.3017132282;2;20.5910663605;12.0336990356;5;26.3909727335;
14;2;16.820142746;12.5;5;26.3368371725;2;21.6550445557;12.2662630081;5;26.9022874832;
15;2;17.8280448914;12.5;4;26.3724392653;2;22.7231311798;12.446267128;5;27.1703374386;
16;2;18.8360557556;12.5;4;26.4085009098;2;23.7953948975;12.5;5;27.3402674198;
17;2;19.8441696167;12.5;4;26.4450021982;2;24.8718624115;12.5;5;27.519525528;
18;2;19.9501247406;12.5;5;26.4819220304;2;25.9525299072;12.5;4;27.7079980373;
19;2;19.9584331512;12.5;6;26.5192379951;2;26.4685993195;12.5;5;27.9054653645;
20;2;19.9668292999;12.5;6;26.5569267273;2;26.5574588776;12.5;5;28.111594677;
21;3;19.625;12.9670782089;5;26.5949635506;2;26.6502170563;12.5;5;28.3259339333;
22;3;19.625;12.5;6;26.6333229542;2;26.7466697693;12.5;5;28.5479090214;
23;3;19.9924983978;12.5;6;26.6719784737;2;26.8465595245;12.5;4;28.7768232822;
24;3;20.0011959076;12.5;6;26.7109024525;2;26.9495697021;12.5;5;29.0118618011;
25;3;17.625;14.0132703781;6;26.750066638;3;27.0553379059;12.5;3;29.2520976067;
26;3;16.625;15.0250196457;6;26.7894419432;3;27.163444519;12.5;3;29.49650383;
27;3;16.0276241302;15.5;6;26.8289985657;3;27.2734260559;12.5;3;29.7439689636;
28;3;15.0365247726;16.5;5;27.8687061071;3;27.3847866058;12.5;3;29.9933133125;
29;3;16.625;15.9343528748;5;28.0385336876;3;27.4969902039;12.5;3;30.2433128357;
30;3;16.4294204712;15.5;5;28.2238811255;3;27.6094913483;12.5;3;30.4927206039;
31;3;16.7253723145;16.5;5;28.4261475801;3;27.7217254639;12.5;3;30.740293026;
32;3;16.7708835602;17.5;5;28.6467571259;3;27.8331317902;12.5;3;30.9848127365;
33;3;17.0;17.3091678619;5;28.8871258497;3;27.9431648254;12.5;3;31.2251143456;
