Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;11.0;10.0;4;20.0;
3;1;8.0;10.0;5;21.0;1;11.0;10.0;4;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;11.0;10.0;4;20.0;
5;2;8.27600002289;11.1199998856;4;23.5301437378;1;12.0;10.0;3;20.0;
6;2;9.50100040436;11.2650718689;4;24.1066050529;2;13.4499998093;10.0;2;21.0;
7;2;10.4239864349;11.543302536;4;24.5685391426;2;14.4499998093;10.0;2;21.4999996424;
8;2;10.527920723;11.7641716003;4;25.180866003;2;14.6750001907;10.1999998093;2;21.9353003502;
9;2;10.6656951904;12.0549411774;4;25.6679409742;2;14.8708848953;10.3632001877;2;23.1829590797;
10;2;10.7752866745;12.2827939987;4;26.0522544384;2;15.4323320389;10.9097137451;2;24.267437458;
11;2;10.8617572784;12.4589796066;5;26.1668007374;2;17.4323310852;11.3658018112;2;25.2018244267;
12;2;13.7824735641;12.5;5;26.1998585463;2;19.4323310852;11.7372808456;2;26.0066431761;
13;2;15.7824735641;12.5;5;26.233456254;2;20.6914024353;12.0336990356;2;26.7056586742;
14;2;16.8047847748;12.5;5;26.26758039;2;21.7966518402;12.2662630081;2;27.3226804733;
15;2;17.812461853;12.5;5;26.302216053;2;22.9123077393;12.446267128;3;27.7113106251;
16;2;18.8202552795;12.5;5;26.3373470306;3;24.0388336182;12.5;2;28.0173821449;
17;2;19.8281593323;12.5;5;26.3729559183;3;25.1765651703;12.5;3;28.3487696648;
18;2;19.9339141846;12.5;6;26.4090241194;3;26.3256893158;12.5;3;28.7054548264;
19;2;19.942029953;12.5;6;26.4455316067;3;26.9174537659;12.5;4;29.0869145393;
20;2;19.9502449036;12.5;6;26.4824572802;3;27.0891113281;12.5;4;29.4920539856;
21;2;19.625;12.9447374344;6;26.5197787285;3;27.2714233398;12.5;4;29.9191560745;
22;2;19.625;12.9559335709;6;26.5574725866;3;27.4636192322;12.5;4;30.3658571243;
23;2;19.9754314423;12.5;6;26.5955142975;3;27.6646347046;12.5;4;30.8291530609;
24;2;19.625;12.9786539078;7;26.633878231;3;27.8731193542;12.5;4;31.3054442406;
25;2;19.9926223755;12.5;7;26.6725378036;3;28.0874500275;12.5;4;31.790620327;
26;2;18.0013217926;13.5;7;26.7114654779;3;28.3057785034;12.5;5;32.2801818848;
27;2;17.0100803375;14.5;7;26.7506330013;3;28.5260810852;12.5;6;32.7693967819;
28;2;17.625;13.3753166199;7;26.7900111675;4;28.7462291718;12.5;5;33.2534770966;
29;2;18.625;13.3950052261;7;26.8295701742;4;28.9640655518;12.5;5;33.7277650833;
30;2;19.625;13.4147853851;7;26.8692797422;4;26.9640655518;13.5;5;34.187912941;
31;2;18.0455875397;13.5;7;26.9091088772;4;25.9640655518;14.5;6;34.6300430298;
32;2;17.0545501709;14.5;7;26.949026227;4;25.25;15.5;6;35.0508718491;
33;2;16.0635299683;15.5;7;26.9890002012;4;25.25;16.5;6;35.4477939606;
34;2;15.0725250244;16.5;8;27.0289990902;4;25.25;16.6791172028;6;35.8189210892;
35;2;14.4565248489;17.5;8;27.0689907074;4;25.25;16.8275680542;6;36.1630792618;
36;2;14.4655227661;18.5;8;27.108943224;4;26.25;18.5;6;36.4797668457;
37;2;14.4745121002;19.5;9;27.1488244534;4;27.25;19.5;7;36.7690839767;
38;2;14.4834852219;20.5;9;27.1886029243;4;28.25;20.5;7;37.0316419601;
39;2;14.4924354553;21.5;9;27.2282471657;4;29.25;21.5;8;37.2684679031;
40;2;14.5013561249;22.5;10;27.2677261829;4;30.25;22.5;8;37.4809007645;
41;2;14.5102386475;23.5;10;27.3070094585;4;30.8664054871;22.5;8;37.6704978943;
42;2;14.519077301;24.5;10;27.3460669518;4;30.9517250061;22.5;9;37.8389520645;
43;2;15.5278644562;22.5;11;27.3848693371;4;31.0275287628;22.5;9;37.9880180359;
