Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;2;11.3000001907;10.0;4;21.0;
3;1;8.0;10.0;5;21.0;2;11.3000001907;10.0;4;21.0900000334;
4;1;8.14999961853;10.5;5;21.8400001526;2;11.3269996643;10.0;4;21.1871190071;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;12.5342035294;10.0;4;21.2917383909;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;13.5812826157;10.0;4;21.4042263031;
7;1;10.194486618;11.543302536;5;23.5283432007;2;14.631901741;10.0;4;21.9389723539;
8;1;10.2938766479;11.7641716003;5;24.1098823547;2;14.8725376129;10.1999998093;4;22.4109756947;
9;1;10.4247236252;12.0549411774;5;24.5655879974;2;15.0849380493;10.3632001877;4;23.7114653587;
10;1;10.5272569656;12.2827939987;5;24.9179592133;2;15.6701593399;10.9097137451;4;24.8527286053;
11;1;10.6065406799;12.4589796066;6;25.0;2;17.6701602936;11.3658018112;4;25.8476524353;
12;1;12.5272569656;12.5;6;25.0;2;19.6701602936;11.7372808456;4;26.7164058685;
13;1;13.5272569656;12.5;6;25.0;2;21.0107955933;12.0336990356;5;27.4822225571;
14;2;15.5272569656;12.6999998093;5;26.0;2;22.14610672;12.2662630081;5;28.168181181;
15;2;17.527256012;12.5;5;26.0299999714;2;23.2927837372;12.446267128;5;28.6269388199;
16;2;18.7590065002;12.5;5;26.0605909824;2;24.4508647919;12.5;5;29.0031633377;
17;2;19.7658882141;12.5;6;26.091766119;2;25.6201667786;12.5;5;29.4033532143;
18;2;19.8706474304;12.5;6;26.1235172749;2;26.8002510071;12.5;5;29.8259272575;
19;2;19.8777923584;12.5;6;26.1558350325;2;27.421667099;12.5;6;30.268661499;
20;2;19.8850631714;12.5;5;26.1887089014;2;27.6208972931;12.5;6;30.7286863327;
21;2;19.625;12.8566131592;6;26.2221269608;2;27.8279075623;12.5;6;31.2025241852;
22;2;19.8999786377;12.5;6;26.2560760975;2;28.041135788;12.5;7;31.6861643791;
23;2;19.625;12.8768224716;7;26.2905418873;2;28.2587738037;12.5;7;32.1751794815;
24;2;19.625;12.8871622086;7;26.3255085945;2;28.4788303375;12.5;7;32.6648726463;
25;2;19.9232387543;12.5;7;26.3609591722;2;28.6991920471;12.5;7;33.1504516602;
26;2;17.625;13.908288002;7;26.3968753815;2;28.9177036285;12.5;7;33.6272163391;
27;2;16.9392967224;14.5;7;26.4332377911;2;29.1322479248;12.5;7;34.0907382965;
28;2;15.9474782944;15.5;7;26.4700255394;2;29.3408317566;12.5;7;34.5370264053;
29;2;14.9557552338;16.5;7;26.5072168112;2;29.5416622162;12.5;7;34.9626617432;
30;2;14.3391237259;17.5;8;26.5447884798;2;27.5416622162;13.5;7;35.3648881912;
31;2;14.347577095;18.5;8;26.5827163458;2;26.5416622162;14.5;7;35.7416639328;
32;2;14.3561115265;19.5;8;26.6209751368;2;25.5416622162;15.5;7;36.0916633606;
33;3;14.3647193909;20.5;7;26.6595385075;2;25.25;16.5;7;36.4142465591;
34;3;14.3733959198;21.5;7;26.6983793974;2;25.25;17.0656986237;7;36.7093906403;
35;3;14.3821353912;22.5;7;26.7374696732;2;25.25;17.1837558746;8;36.9776067734;
36;3;14.3909301758;23.5;7;26.7767804861;2;26.25;18.5;8;37.2198410034;
37;3;14.3997755051;24.5;7;26.8162822723;2;27.25;19.5;7;37.4373731613;
38;3;15.4086637497;22.5;7;26.8559447527;2;28.25;20.5;8;37.6317224503;
39;3;14.4175872803;23.5;7;26.8957372904;2;29.25;21.5;8;37.8045597076;
40;3;14.4265403748;24.5;7;26.9356285334;2;30.25;22.5;8;37.9576301575;
41;3;15.4355163574;22.5;8;26.9755871296;2;31.0809326172;22.5;7;38.0;
42;3;14.4445075989;23.5;8;27.015581131;2;31.1000003815;22.5;8;38.0;
43;3;14.4535055161;24.5;9;27.0555787086;2;31.1000003815;22.5;9;38.0;
44;3;15.4625053406;22.5;10;27.0955479145;2;31.1000003815;22.5;9;38.0;
45;3;14.4714984894;23.5;10;27.135456562;2;31.1000003815;22.5;9;38.0;
46;3;14.4804782867;24.5;11;27.17527318;2;31.1000003815;22.5;10;38.0;
47;3;15.4894361496;22.5;11;27.2149660587;2;31.1000003815;22.5;10;38.0;
48;3;14.4983673096;23.5;10;27.2545039654;2;31.1000003815;22.5;10;38.0;
49;3;14.5072631836;24.5;9;27.293856144;2;31.1000003815;22.5;12;38.0;
50;3;15.0;22.5;9;27.3329925537;2;31.1000003815;22.5;12;38.0;
51;3;16.0;22.5;9;27.3718836308;2;31.1000003815;22.5;12;38.0;
52;3;17.0;22.5;10;27.4105007648;2;31.1000003815;22.5;10;38.0;
53;3;18.0;22.5;10;27.4488155842;3;31.1000003815;22.5;9;38.0;
54;3;19.0;22.5;10;27.4868011475;3;31.1000003815;22.5;9;38.0;
55;3;19.625;22.5;10;27.5244314671;3;31.1000003815;22.5;9;38.0;
56;3;19.625;23.5;10;27.5616812706;3;31.1000003815;22.5;9;39.3900003433;
57;3;19.625;23.7808418274;9;27.5985264778;3;31.7255020142;23.0;10;40.5194797516;
58;3;20.2096691132;22.5;9;27.6349442005;3;32.2337646484;23.3899993896;10;41.424580574;
59;3;20.2178630829;22.5;11;27.6709127426;3;32.6410598755;23.6872596741;11;42.1435155869;
60;3;20.2259559631;22.5;11;27.7064116001;3;30.8412971497;24.9097423553;11;42.5640974045;
61;3;19.625;23.5;12;27.7414214611;3;29.9225273132;26.0;11;42.773223877;
62;3;19.625;23.8707103729;10;27.7759244442;4;29.9225273132;28.0;9;43.9544582367;
63;3;19.625;23.8879623413;10;27.8099038601;4;29.9225273132;30.0;10;44.0599999428;
64;3;19.625;23.9049530029;10;27.84334445;5;28.9225273132;32.0;9;46.1229639053;
65;3;19.625;23.921672821;11;27.8762321472;5;29.2299995422;34.7000007629;9;47.7777594328;
66;4;19.625;23.9381160736;10;27.9085543156;5;29.7062797546;36.6813583374;10;49.0838594437;
67;4;19.625;22.5;11;27.940299511;5;30.0546398163;37.2535743713;10;50.1074758768;
68;4;19.625;23.5;11;27.9714579582;6;30.3030509949;39.3444366455;8;60.7394484282;
69;4;19.625;23.9857292175;10;28.0;6;31.4000015259;41.4521598816;8;61.6069140434;
70;4;19.625;24.0;10;28.0;6;32.4000015259;43.4521598816;8;62.4040261507;
71;4;19.625;24.0;10;28.0;6;32.4000015259;45.4521598816;8;63.0657455921;
72;4;19.625;24.0;10;28.0;6;32.4000015259;47.4521598816;9;63.5633429289;
73;4;19.625;24.0;10;28.0;6;32.4000015259;49.4521598816;11;65.0304116011;
74;4;19.625;22.5;10;28.0;7;33.4000015259;51.4521598816;10;65.466732502;
75;4;19.625;22.5;11;28.0;7;34.4000015259;53.4521598816;12;66.3744800091;
76;4;19.625;22.5;12;28.0;7;34.4000015259;55.4521598816;12;67.2293822765;
77;4;19.625;22.5;13;29.0;7;34.4000015259;57.2000007629;13;68.0233807564;
78;4;20.625;23.5;13;29.0399999619;7;34.4000015259;58.2000007629;14;68.7517652512;
79;4;21.625;24.5;12;29.0811839104;8;34.4000015259;58.2000007629;13;69.4129872322;
80;4;21.625;25.5;13;29.1835534573;8;34.4000015259;58.2000007629;14;70.0082125664;
81;5;22.625;27.5;12;31.3089425564;8;34.4000015259;59.2000007629;15;70.540709734;
82;5;23.8500003815;30.0;13;32.2767266035;8;34.4000015259;60.2000007629;15;71.0152051449;
83;4;22.0255012512;26.3899993896;14;29.8284450769;9;34.4000015259;61.2000007629;13;74.6153056622;
84;4;22.1592674255;27.6872596741;14;30.4148621559;9;35.4000015259;63.2000007629;13;75.0487773418;
85;4;22.2593841553;28.9097423553;14;30.7431374788;9;36.4000015259;65.1999969482;14;76.432975769;
