Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;2;11.3000001907;10.0;3;21.0;
2;1;7.0;11.0;5;20.0;2;11.3000001907;10.0;3;21.0599999428;
3;1;8.0;10.0;5;21.0;2;11.3179998398;10.0;3;21.1229639053;
4;1;8.14999961853;10.5;5;21.8400001526;2;11.336889267;10.0;3;21.1889609098;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;12.5350322723;10.0;3;21.2580518723;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;13.5661230087;10.0;3;21.3302885294;
7;1;10.194486618;11.543302536;5;23.5283432007;2;14.5986299515;10.0;3;21.8190145493;
8;1;10.2938766479;11.7641716003;5;24.1098823547;2;14.8185567856;10.1999998093;3;22.2388005257;
9;1;10.4247236252;12.0549411774;5;24.5655879974;2;15.0074596405;10.3632001877;3;23.4601941109;
10;1;10.5272569656;12.2827939987;5;24.9179592133;2;15.5570878983;10.9097137451;3;24.5095257759;
11;1;10.6065406799;12.4589796066;6;25.0;2;17.5570869446;11.3658018112;3;25.3986660242;
12;1;12.5272569656;12.5;6;25.0;2;19.5570869446;11.7372808456;3;26.1468911171;
13;1;13.5272569656;12.5;6;25.0;2;20.7545146942;12.0336990356;4;26.7767255306;
14;1;14.5272569656;12.5;6;25.0;2;21.8286323547;12.2662630081;5;27.3107893467;
15;1;15.5272569656;12.5;6;25.0;2;22.9069576263;12.446267128;5;27.6016011238;
16;1;16.527256012;12.5;6;25.0;2;23.9894638062;12.5;5;27.7940778732;
17;1;17.527256012;12.5;7;25.0;2;25.0760784149;12.5;6;27.9954168797;
18;1;17.625;12.5;7;25.0;2;26.1666793823;12.5;6;28.2052333355;
19;1;17.625;12.5;7;25.0;2;26.6923542023;12.5;6;28.4230215549;
20;1;17.625;12.5;7;25.0;2;26.7903594971;12.5;6;28.6481528282;
21;1;17.625;12.5;7;25.0;2;26.8916683197;12.5;6;28.8798778057;
22;1;17.625;12.5;8;25.0;2;26.9959449768;12.5;6;29.117331028;
23;2;17.625;12.5;7;25.0;2;27.1027984619;12.5;7;29.3595399857;
24;2;17.625;12.5;7;25.0;2;27.2117919922;12.5;7;29.6054382324;
25;2;15.625;13.5;7;25.0;2;27.3224468231;12.5;7;29.8538813591;
26;2;14.625;14.5;7;25.0;2;27.4342460632;12.5;7;30.1036677361;
27;2;13.625;15.5;7;25.0;3;27.5466499329;12.5;6;30.3535604477;
28;2;12.625;16.5;7;25.0;3;27.6591033936;12.5;6;30.6023101807;
29;2;12.0;17.5;7;25.0;3;27.7710399628;12.5;7;30.8486824036;
30;2;12.0;18.5;8;25.0;3;27.8819065094;12.5;7;31.0914797783;
31;2;12.0;19.5;8;25.0;3;27.9911651611;12.5;7;31.3295664787;
32;2;12.0;20.5;8;25.0;3;28.0983047485;12.5;7;31.5618891716;
33;2;12.0;21.5;8;25.0;3;28.2028503418;12.5;7;31.7874941826;
34;2;12.0;22.5;8;25.0;3;28.3043727875;12.5;7;32.0055427551;
35;2;12.0;23.5;8;25.0;3;28.4024944305;14.5;7;32.2153205872;
36;2;12.0;24.5;8;25.0;3;28.4968948364;16.5;8;32.41624403;
37;2;13.0;22.5;8;25.0;3;28.587310791;18.5;8;33.6078615189;
38;2;12.0;23.5;10;25.0;3;29.673538208;21.5;9;33.8798521757;
39;2;12.0;24.5;11;25.0;3;30.7554321289;24.5;10;34.1491384506;
40;2;13.0;22.5;12;25.0;3;31.3671112061;25.5;10;34.4160221815;
41;2;12.0;23.5;12;25.0;3;31.4872093201;26.5;11;34.6808986664;
42;2;12.0;24.5;13;25.0;3;31.6064033508;27.5;13;34.9442372322;
43;2;13.0;22.5;13;25.0;3;31.7249069214;27.5;13;35.2065595388;
44;2;12.0;23.5;13;25.0;3;31.8429527283;27.5;13;35.4684187174;
45;2;12.0;24.5;12;25.0;3;31.9607887268;27.5;14;35.7303762436;
46;2;13.0;22.5;12;25.0;4;32.078666687;27.5;8;45.9929783344;
47;2;12.0;23.5;12;25.0;4;33.1968383789;28.5;9;46.6567337513;
