Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;11.0;10.0;4;20.0;
3;2;8.0;10.1999998093;4;22.0;1;11.0;10.0;4;20.0;
4;2;8.29999923706;10.5;4;22.8600001335;1;11.0;10.0;4;20.0;
5;2;8.42899990082;10.9200000763;4;23.5703396797;1;12.0;10.0;4;20.0;
6;2;9.5100440979;11.2650718689;4;24.1471868753;1;13.0;10.0;5;20.0;
7;2;10.4331178665;11.543302536;4;24.6094940901;2;14.0;10.0;4;20.3999996185;
8;2;10.5371360779;11.7641716003;4;25.2225904465;2;14.1800003052;10.1999998093;4;20.7264003754;
9;2;10.6750831604;12.0549411774;4;25.7104232311;2;14.3268795013;10.3632001877;4;21.8194274902;
10;2;10.7848453522;12.2827939987;4;26.0954813957;2;14.8187427521;10.9097137451;4;22.7316036224;
11;2;10.8714828491;12.4589796066;5;26.210757494;2;15.8187427521;11.3658018112;4;23.4745616913;
12;2;13.7921991348;12.5;5;26.2445284128;2;16.8187427521;11.7372808456;4;24.0673980713;
13;2;15.7921991348;12.5;5;26.2788209915;3;18.8187427521;12.0336990356;3;25.5325260162;
14;2;16.8149909973;12.5;5;26.3136199713;3;20.0396366119;12.2662630081;3;25.9225342274;
15;2;17.8228206635;12.5;5;26.348908782;3;20.6651420593;12.446267128;2;26.0605909824;
16;2;18.8307609558;12.5;5;26.3846695423;3;20.7272663116;12.5;2;26.091766119;
17;2;19.8388061523;12.5;5;26.4208831787;3;22.6929359436;12.5;2;26.1235172749;
18;2;19.9446983337;12.5;6;26.4575294256;3;23.7072238922;12.5;3;26.1558350325;
19;2;19.625;12.9372587204;6;26.4945867062;3;24.7217674255;12.5;3;26.1887089014;
20;2;19.625;12.9483757019;6;26.5320322514;3;25.7365608215;12.5;3;26.2221269608;
21;3;19.969707489;12.5;5;26.5698423386;3;25.7999572754;12.5;3;26.2560760975;
22;3;19.9782142639;12.5;6;26.6079919338;3;25.8152351379;12.5;3;26.2905418873;
23;3;19.9867973328;12.5;6;26.6464552879;3;25.8307437897;12.5;3;26.3255085945;
24;3;19.9954528809;12.5;6;26.6852053404;3;25.8464794159;12.5;4;26.3609591722;
25;3;19.625;13.0055618286;6;26.7242144346;3;25.8624305725;12.5;5;26.3968753815;
26;4;18.0129489899;13.5;5;26.7634538412;4;25.8785934448;12.5;4;26.4332377911;
27;4;17.0217781067;14.5;5;26.8028943539;4;25.8949565887;12.5;4;26.4700255394;
28;4;16.0306510925;15.5;5;27.8425058126;4;25.9115104675;12.5;4;26.5072168112;
29;4;16.0395641327;17.0;5;27.922257781;4;25.9282474518;12.5;4;26.5447884798;
30;4;16.0;18.9611301422;5;28.003303051;4;25.9451541901;12.5;4;26.5827163458;
31;4;16.0;20.0016517639;5;28.0856120586;4;25.962223053;12.5;5;26.6209751368;
32;4;16.0;21.0428066254;6;28.1691516638;4;25.9794387817;12.5;6;26.6595385075;
33;4;16.0;22.0845756531;6;28.2538856268;4;25.9967918396;12.5;6;26.6983793974;
34;4;16.0;23.1269435883;6;28.3397743702;4;26.0142707825;12.5;6;26.7374696732;
35;4;16.0;24.1698875427;6;28.4267752171;4;26.0318603516;12.5;7;26.7767804861;
36;4;16.0;25.213388443;6;28.514841795;4;26.0495510101;12.5;7;26.8162822723;
37;4;16.0;26.2574214935;7;28.6039246321;4;26.0673274994;14.5;7;26.8559447527;
38;5;17.0;24.3019618988;6;29.693970561;5;26.0851745605;16.5;4;55.6457372904;
39;5;17.0;25.8469848633;6;29.8349232674;5;26.25;19.5;4;57.6981292963;
40;5;18.0;26.9174613953;6;29.9786982536;5;28.1210327148;22.5;5;59.2723667622;
41;5;19.0;24.9893493652;6;30.1252571344;5;29.1390151978;25.5;5;60.4276409149;
42;5;18.0;26.0626277924;7;30.2745537758;5;30.1570110321;26.5;6;61.2487931252;
43;5;18.0;27.1372776031;7;30.4265327454;5;31.1750106812;27.5;7;61.8210766315;
